	EntryID	Headword	title source
11806	d2e2261836Meyers-1905	Mahy	Autour de l'île Bourbon et de Madagascar
11807	d2e2261912Meyers-1905	Mai, Angelo	Auctores classici e vaticanis codicibus editi
11808	d2e2261912Meyers-1905	Mai, Angelo	Scriptorum veterum nova collectio e vaticanis codicibus edita
11809	d2e2263064Meyers-1905	Mailand [2]	Rivista industriale e commerciale di Milano e provincia
11810	d2e2263064Meyers-1905	Mailand [2]	Memorie spettanti alla storia di Milano
11811	d2e2263064Meyers-1905	Mailand [2]	Trenta quattro anni di cronistoria milanese
11812	d2e2263064Meyers-1905	Mailand [2]	Reminiscenze di storia e d'arte nella cittá di Milano
11813	d2e2263722Meyers-1905	Maimbourg	Critique générale de l'Histoire du calvinisme de Mr. M
11814	d2e2263722Meyers-1905	Maimbourg	Traité historique de l'établissement et des prérogatives de l'Eglise de Rome et de ses évêques
11815	d2e2264129Meyers-1905	Maine [2]	Le M. et l'Anjou historiques, archéologiques, etc
11816	d2e2264154Meyers-1905	Maine [3]	Bibliography of the state of M
11817	d2e2264254Meyers-1905	Maine [5]	Ancient law: its connection with the early history of society, and its relation to modern ideas
11818	d2e2264254Meyers-1905	Maine [5]	Village communities in the East and West
11819	d2e2264254Meyers-1905	Maine [5]	Lectures on the early history of institutions
11820	d2e2264254Meyers-1905	Maine [5]	The effects of observation of India on modern European thought
11821	d2e2264254Meyers-1905	Maine [5]	Lectures on modern theories of succession to property after death
11822	d2e2264254Meyers-1905	Maine [5]	Theories and criticisms of Sir Henry M
11823	d2e2264318Meyers-1905	Maine de Biran	Rapport du physique et du moral
11824	d2e2264318Meyers-1905	Maine de Biran	Essai sur le fondement de la psychologie
11825	d2e2264318Meyers-1905	Maine de Biran	M., sa vie et ses pensées
11826	d2e2264397Meyers-1905	Maine-et-Loire	Dictionnaire historique, géographique et biographique de M
11827	d2e2264641Meyers-1905	Maintenon [2]	Madame de M. et la maison royale de St.-Cyr
11828	d2e2264641Meyers-1905	Maintenon [2]	Madame de M. d'après sa correspondance
11829	d2e2264641Meyers-1905	Maintenon [2]	Les précurseurs du feminisme: Mme. de M., de Genlis et Campan
11830	d2e2265799Meyers-1905	Maison du roi	Histoire de la Maison militaire du Roi de
11831	d2e2265949Meyers-1905	Maistre	Essai sur le principe générateur des constitutions politiques
11832	d2e2265949Meyers-1905	Maistre	Examen de la philosophie de Bacon
11833	d2e2265949Meyers-1905	Maistre	J. de M. avant la Révolution
11834	d2e2265949Meyers-1905	Maistre	J. de M. pendant la Révolution, etc
11835	d2e2265949Meyers-1905	Maistre	M. et la politique de la maison de Savoie
11836	d2e2265949Meyers-1905	Maistre	La jeune Sibérienne«, »Le lépreux de la cité d'Aoste
11837	d2e2265949Meyers-1905	Maistre	Expédition nocturne autour de ma chambre
11838	d2e2266114Meyers-1905	Maisur [1]	Gold, sport, and coffee planting in Mysore
11839	d2e2266934Meyers-1905	Major	The life of Prince Henry of Portugal, surnamed the Navigator
11840	d2e2266934Meyers-1905	Major	The voyages of the Venetian brothers Nicolo and Antonio Zeno
11841	d2e2266934Meyers-1905	Major	The discoveries of Prince Henry the Navigator
11842	d2e2266983Meyers-1905	Majorāna-Calatabiāno	Cenno delle lezioni sulla teoria giuridica
11843	d2e2266983Meyers-1905	Majorāna-Calatabiāno	Trattato di economia politica, teorie fondamentali
11844	d2e2267958Meyers-1905	Makarow	Memorandum respecting the necessity of an international agreement with regard to the publication of material contained in naval meteorological journals
11845	d2e2268462Meyers-1905	Makkarōnische Poesie	Maccheronee di cinque poeti italiani del secolo XV
11846	d2e2269215Meyers-1905	Makrokephalīe	Essai sur les deformations artificielles du crâne
11847	d2e2269650Meyers-1905	Mal	M. des chrêtiens, M. de coït, M. français, M. francese
11848	d2e2269650Meyers-1905	Mal	M. des Polonais, M. du saint homme Job, M. de St.-Euphémie
11849	d2e2269650Meyers-1905	Mal	Morbus); M. de la baie de St. Paul
11850	d2e2269650Meyers-1905	Mal	M. de los pintos, M. pintado
11851	d2e2270554Meyers-1905	Malaiischer Archipel	A naturalist's wanderings in the Eastern Archipelago
11852	d2e2270554Meyers-1905	Malaiischer Archipel	Malay magic: Introduction to folk-lore and popular religion of Malay Peninsula
11853	d2e2270697Meyers-1905	Malaiische Schutzstaaten	Handbook of the Federated Malay States
11854	d2e2270735Meyers-1905	Malaiische Sprache und Literatur	Tijdschrift voor Taal-, Land-en Volkenkunde van Nederlands Indië
11855	d2e2270735Meyers-1905	Malaiische Sprache und Literatur	Mémoires, lettres et rapports relatifs an cours de langues malaye et javanaise
11856	d2e2270792Meyers-1905	Malaiisch-polynesische Sprachen	Myths and songs from the Pacific
11857	d2e2270792Meyers-1905	Malaiisch-polynesische Sprachen	A sketch of the modern languages of Oceania
11858	d2e2270955Meyers-1905	Malakka [1]	A descriptive dictionary of British Malaya
11859	d2e2270955Meyers-1905	Malakka [1]	In court and campong, tales and sketches
11860	d2e2270955Meyers-1905	Malakka [1]	Journal of the Straits Branch of the Royal Asiatic Society
11861	d2e2271446Meyers-1905	Malarĭa	Essay on M. and its consequences
11862	d2e2271709Meyers-1905	Malatésta	Pandolfo M., ultimo signore di Rimini
11863	d2e2271709Meyers-1905	Malatésta	Un condottiere an XV siècle. Rimini
11864	d2e2272053Meyers-1905	Malcolm, Sir John	Sketch of the political history of India
11865	d2e2272053Meyers-1905	Malcolm, Sir John	Life and corre-spondence of Sir. John M
11866	d2e2272421Meyers-1905	Malebranche	De la recherche de la vérité
11867	d2e2272421Meyers-1905	Malebranche	Traité de la nature et de la grâce
11868	d2e2272421Meyers-1905	Malebranche	Entretiens sur la métaphysique et la religion
11869	d2e2272421Meyers-1905	Malebranche	Entretiens d'un philosophe chrétien et d'un philosophe chinois sur l'existence et la nature de Dieu
11870	d2e2272421Meyers-1905	Malebranche	La vie du R. P. M
11871	d2e2272593Meyers-1905	Malediven	The fauna and geography of the Maldive and Laccadive Archipelagoes
11872	d2e2272849Meyers-1905	Maler, Teobert	Researches in the Central portion of the Utsumatsintla Valley
11873	d2e2274862Meyers-1905	Malesherbes [2]	Mémoires pour Louis XVI«; »Mémoires sur la librairie et la liberté de la presse
11874	d2e2274862Meyers-1905	Malesherbes [2]	Les Lamoignon, une vieille famille de robe
11875	d2e2274948Meyers-1905	Malet [1]	Histoire de la conjuration de M
11876	d2e2274948Meyers-1905	Malet [1]	Eclaircissements historiques sur la conspiration du général M
11877	d2e2274948Meyers-1905	Malet [1]	Histoire de la conspiration de M
11878	d2e2274948Meyers-1905	Malet [1]	Histoire des deux conspirations du général M
11879	d2e2274996Meyers-1905	Malet [2]	Shifting scenes. Memories of many men in many lands
11880	d2e2275107Meyers-1905	Malgaigne	Traité d'anatomie chirurgicale et de chirurgie expérimentale
11881	d2e2275107Meyers-1905	Malgaigne	Recherches statistiques sur la fréquence des hernies
11882	d2e2275107Meyers-1905	Malgaigne	De l'irrigation dans les maladies chirurgicales
11883	d2e2275107Meyers-1905	Malgaigne	Essai sur l'histoire et la philosophie de la chirurgie
11884	d2e2275107Meyers-1905	Malgaigne	Traité des fractures et des luxations
11885	d2e2275268Meyers-1905	Malh.	Monographie des Picidés, ou Histoire naturelle générale et particulière de ces oiseaux grimpeurs zygodactyles
11886	d2e2275340Meyers-1905	Malherbe	M., recherches sur sa vie, etc
11887	d2e2275340Meyers-1905	Malherbe	La doctrine de M. d'après son commentaire sur Desportes
11888	d2e2275340Meyers-1905	Malherbe	M. et la poesie française á la fin du XVI. siécle
11889	d2e2275340Meyers-1905	Malherbe	M., points obscurs et nouveaux de sa vie normande
11890	d2e2276203Meyers-1905	Malleson	History of the French in India
11891	d2e2276203Meyers-1905	Malleson	Sketch of the native states of India
11892	d2e2276203Meyers-1905	Malleson	Herat, the granary and garden of Central Asia
11893	d2e2276203Meyers-1905	Malleson	The founders of the Indian Empire
11894	d2e2276282Meyers-1905	Mallet-du-Pan	Considérations sur la Révolution de France
11895	d2e2276282Meyers-1905	Mallet-du-Pan	M. á Berne et à Londres
11896	d2e2276282Meyers-1905	Mallet-du-Pan	Mai let du Pan and the French revolution
11897	d2e2276797Meyers-1905	Malmesbury [2]	Diaries and correspondence of James Harris, first Earl of M
11898	d2e2276797Meyers-1905	Malmesbury [2]	Letters of the first Earl of M
11899	d2e2277442Meyers-1905	Malou	Notice historique sur les finances de la Belgique
11900	d2e2277442Meyers-1905	Malou	Lettres sur les chemins de fer de l'Etat belge
11901	d2e2277521Meyers-1905	Malpīghi	Traité sur le ver à soie
11902	d2e2277521Meyers-1905	Malpīghi	Notizie della vita e delle opere di M. e di Bellini
11903	d2e2277869Meyers-1905	Malta	Tableau historique, politique, physique et moral de Malte
11904	d2e2277869Meyers-1905	Malta	M. under the Phenicians, Knights and English
11905	d2e2278095Meyers-1905	Maltebrun	Annales des voyages, de la géographie et de l'histoire
11906	d2e2278095Meyers-1905	Maltebrun	Histoire géographique et statistique de l'Allemagne
11907	d2e2278095Meyers-1905	Maltebrun	Les trois projets d'exploration an pôle Nord
11908	d2e2278376Meyers-1905	Malthus	Essay on the principles of population
11909	d2e2278376Meyers-1905	Malthus	M., essai sur le principe de population
11910	d2e2278376Meyers-1905	Malthus	Il principio di popolazione di T. R. M
11911	d2e2278701Meyers-1905	Malum [1]	Mal perforant du pied; M. Pottii
11912	d2e2278944Meyers-1905	Malvasia	Felsina pittrice; vite de' pittori Bolognesi
11913	d2e2279925Meyers-1905	Mameluken	The Mameluks, or slave dynasty of Egypt
11914	d2e2279981Meyers-1905	Mamers [1]	Toponymie communale de l'arrondissement de M
11915	d2e2280091Meyers-1905	Mamiāni della Rovēre	Nostro parere intorno le cose italiane
11916	d2e2280091Meyers-1905	Mamiāni della Rovēre	Teorica della religione et dello stato
11917	d2e2280091Meyers-1905	Mamiāni della Rovēre	Compendio e sintesi della propria filosofia
11918	d2e2280091Meyers-1905	Mamiāni della Rovēre	Il papato nei tre ultimi secoli
11919	d2e2280091Meyers-1905	Mamiāni della Rovēre	Poesie e prose di T. M
11920	d2e2280091Meyers-1905	Mamiāni della Rovēre	Essai sur l'histoire de la philosophieen Italie
11921	d2e2280091Meyers-1905	Mamiāni della Rovēre	Su la vita e le opere di T. M
11922	d2e2280091Meyers-1905	Mamiāni della Rovēre	L'indice delle opere di T. M
11923	d2e2280763Meyers-1905	Man [2]	Historical account of the isle of M
11924	d2e2280763Meyers-1905	Man [2]	Runic and other monumental remains of the isle of M
11925	d2e2280763Meyers-1905	Man [2]	The land of home rule, account of the history and institutions of the Isle of M
11926	d2e2280763Meyers-1905	Man [2]	A history of the Isle of M
11927	d2e2281296Meyers-1905	Manche	Côtes et ports français de la M
11928	d2e2281352Meyers-1905	Manchester [2]	Mediaeval M. and beginnings of Lancashire
11929	d2e2281696Meyers-1905	Mancini	Le roman du grand roi. Louis XIV et Marie M
11930	d2e2281696Meyers-1905	Mancini	Une princesse romaine an XVII. siècle: Marie M. Colonna
11931	d2e2281696Meyers-1905	Mancini	L'Italia sulla tomba di Vincenzo Gioberti
11932	d2e2281887Meyers-1905	Mandäer	Narratio originis rituum et errorum Christianorum S. Joannis
11933	d2e2281887Meyers-1905	Mandäer	Inscriptions mandaïtes des coupes de Khouabir
11934	d2e2283120Meyers-1905	Mander	Uytleggingh op den Metamorphosis Pub. Ovidii Nasonis
11935	d2e2283217Meyers-1905	Mandeville	Esop dressed, or collection of fables in familiar verse
11936	d2e2283217Meyers-1905	Mandeville	Free thoughts on religion, the church and national happiness
11937	d2e2283217Meyers-1905	Mandeville	Fable of the bees, or private vices made public benefits
11938	d2e2283217Meyers-1905	Mandeville	An inquiry into the origin of honour
11939	d2e2283743Meyers-1905	Mandschu [2]	Journal of the R Asiatic Society, China Branch
11940	d2e2283774Meyers-1905	Mandschurei	Manchuria, its people, resources, and recent history
11941	d2e2286721Meyers-1905	Manichäismus	Essai sur Mani et sa doctrine
11942	d2e2287317Meyers-1905	Manilĭus	Lex de bello Mithridatico (Lex Manilia
11943	d2e2287386Meyers-1905	Manin, Daniele	La vita ei tempi di Daniele M
11944	d2e2287386Meyers-1905	Manin, Daniele	Daniele M. e Giorgio Pallavicino. Epistolario politico
11945	d2e2287579Meyers-1905	Manipur	My experiences in M. and the Naga Hills
11946	d2e2287710Meyers-1905	Manitoba	M., its infancy, growth and present condition
11947	d2e2287710Meyers-1905	Manitoba	Sunny M., its peoples and its in dustries
11948	d2e2287962Meyers-1905	Mankell	Hvilket bör ändamålet vara med Stockholms befastande
11949	d2e2287962Meyers-1905	Mankell	Tankar om vilkoren för svenska krigshärens utbildning tillen folkbeväpning
11950	d2e2287962Meyers-1905	Mankell	Om vårt skatteväsende och dess reformerande
11951	d2e2287962Meyers-1905	Mankell	Statistiska uppgifter rörande svenska folkets skatter och deras fördelning
11952	d2e2287962Meyers-1905	Mankell	Studier öfver svenska skärgårdsflottans historia etc
11953	d2e2287962Meyers-1905	Mankell	Atlas öfver svenska krigshistoriens märkvärdigaste fältslag
11954	d2e2287962Meyers-1905	Mankell	Arkiv till upplysning om svenska krigens och krigsinrättningarnas historia
11955	d2e2287962Meyers-1905	Mankell	Uppgifter rörande svenska krigsmagtens styrka etc. sedan slutet af
11956	d2e2287962Meyers-1905	Mankell	Anteckningar rörande finska arméens och Finlands krigshistoria
11957	d2e2288054Meyers-1905	Manley	The lost lover, or the jealous husband
11958	d2e2288054Meyers-1905	Manley	The secret history of Cullen Zarah
11959	d2e2288173Meyers-1905	Mann, Horace	Life and complete works of Horace
11960	d2e2288173Meyers-1905	Mann, Horace	Horace M. and the common school revival in the United States
11961	d2e2288173Meyers-1905	Mann, Horace	Horace M., son œuvre, ses écrits
11962	d2e2289332Meyers-1905	Mannigfaltigkeit	Exposé de la théorie des ensembles
11963	d2e2289457Meyers-1905	Manning [2]	Lectures on the grounds of faith
11964	d2e2289457Meyers-1905	Manning [2]	On the temporal power of the pope
11965	d2e2289457Meyers-1905	Manning [2]	True story of the Vatican Council
11966	d2e2289457Meyers-1905	Manning [2]	The independence of the Holy See
11967	d2e2289457Meyers-1905	Manning [2]	Cardinal M. as represented in his own letters and notes
11968	d2e2289758Meyers-1905	Manno	De vizi de' letterati«; »Della fortuna delle frasi
11969	d2e2289758Meyers-1905	Manno	Bibliografia storica degli stati della monarchia di Savoia
11970	d2e2290196Meyers-1905	Manoël do Nascimento	Filinto Elysio e a sua epoca
11971	d2e2291332Meyers-1905	Mansi	Sacrorum conciliorum nova et amplissima collectio
11972	d2e2291332Meyers-1905	Mansi	Jean Dominique M. et les grands collections conciliares
11973	d2e2291580Meyers-1905	Mant.	Illustration of the geology of Sussex
11974	d2e2291646Meyers-1905	Mantegazza	Quadri della natura umana«; »Elementi dell'igiene
11975	d2e2291646Meyers-1905	Mantegazza	La scienza e l'arte della salute
11976	d2e2291727Meyers-1905	Mantegna	M., sa vie, sa maison, son tombeau, son œuvre
11977	d2e2292009Meyers-1905	Manteltiere	Recherches sur la morphologie des Tuniciers
11978	d2e2292009Meyers-1905	Manteltiere	Recherches sur les Tuniciers des côtes de France
11979	d2e2292255Meyers-1905	Mantik	Histoire de la divination dans l'antiquité
11980	d2e2292535Meyers-1905	Mantua	Studi intorno al municipio di Mantova
11981	d2e2292641Meyers-1905	Mantz	Histoire des peintres de toutes les écoles
11982	d2e2292641Meyers-1905	Mantz	Les chefs-d'œuvre de la peinture italienne
11983	d2e2292641Meyers-1905	Mantz	La peinture francaise du IX. siècle à la fin du XVI
11984	d2e2292703Meyers-1905	Mann [2]	Tradition of the descent of the Indian race from M
11985	d2e2293375Meyers-1905	Manutĭus	Alde Manuce et l'hellénisme à Venise
11986	d2e2293375Meyers-1905	Manutĭus	A bibliographical sketch of the Aldine Press at Venice
11987	d2e2293375Meyers-1905	Manutĭus	Catalogues des livres grecs et latins, imprimés par Alde Manuce à Venise
11988	d2e2293749Meyers-1905	Manzōni	Sui Promessi sposi di Aless. M., commenti critici etc
11989	d2e2293749Meyers-1905	Manzōni	Opere inedite e rare di A. M
11990	d2e2293749Meyers-1905	Manzōni	Promessi sposi«; »Epistolario di A. M
11991	d2e2293749Meyers-1905	Manzōni	A. M., la sua famiglia, i suoi amici
11992	d2e2293749Meyers-1905	Manzōni	La vita e le opere di A. M
11993	d2e2293749Meyers-1905	Manzōni	Dell' opera di A. M. letterato e patriotta
11994	d2e2293960Meyers-1905	Map	Latin poems commonly attributed to W. Mapes
11995	d2e2293960Meyers-1905	Map	Mihi est propositum in taverna mori
11996	d2e2293960Meyers-1905	Map	Catalogue of romances in the British Museum
11997	d2e2295075Meyers-1905	Marat	De l'homme, ou des principes et des lois de l'influence de l'âme sur le corps et du corps sur l'âme
11998	d2e2295075Meyers-1905	Marat	Découvertes sur le feu, l'électricité et la lumière
11999	d2e2295075Meyers-1905	Marat	M. inconnu. L'homme privé, le médecin, le savant
12000	d2e2295340Meyers-1905	Marbach [2]	Situation intérieure de l'Eglise luthérienne de Strasbourg sous la direction de J. M
12001	d2e2295881Meyers-1905	Marcel	Etienne M., ou le gouvernement de la bourgeoisie
12002	d2e2295881Meyers-1905	Marcel	Un bourgeois de Paris an XIV. siècle. Etienne M
12003	d2e2296098Meyers-1905	Marcellus [3]	Les Grecs anciens et les Grecs modernes
12004	d2e2296324Meyers-1905	Marchand [2]	Le commandant M. et ses compagnons d'armes à travers l'Afrique
12005	d2e2296324Meyers-1905	Marchand [2]	De l'Oubanghi á Fachoda. M. et la mission Congo-Nil
12006	d2e2296324Meyers-1905	Marchand [2]	Mission M., itinéraire de la mission
12007	d2e2296711Meyers-1905	Marchesi	Mathilde M. and music; passages from the life of a famous singing-teacher
12008	d2e2298013Meyers-1905	Marenco	Giovannina I.«, »La Pia de' Tolommei«, »Berengario«, »Arrigo di Savoia
12009	d2e2298013Meyers-1905	Marenco	Celeste«, »Il ghiacciajo del Monte Bianco
12010	d2e2298013Meyers-1905	Marenco	Un malo esempio in famiglia«, »Letture ed esempi«, »Lo spiritismo
12011	d2e2298394Meyers-1905	Marey	Recherches sur le pouls an moyen d'un nouvel appareil enregistreur
12012	d2e2298394Meyers-1905	Marey	Physiologie médicale de la circulation du sang
12013	d2e2298394Meyers-1905	Marey	Du mouvement dans les fonctions de la vie
12014	d2e2298394Meyers-1905	Marey	La machine animale, locomotion terrestre et aérienne
12015	d2e2298394Meyers-1905	Marey	La méthode graphique dans les sciences expérimentales
12016	d2e2298394Meyers-1905	Marey	La circulation du sang à l'état physiologique et dans les maladies
12017	d2e2298394Meyers-1905	Marey	Physiologie du mouvement. Le vol des oiseaux
12018	d2e2298589Meyers-1905	Margarēte	Life and times of Margaret of Anjou
12019	d2e2298589Meyers-1905	Margarēte	Histoire de la reine Marguerite de Valois
12020	d2e2298589Meyers-1905	Margarēte	La reine Margot et la fin des Valois
12021	d2e2298589Meyers-1905	Margarēte	Miroir de l'âme de la pécheresse
12022	d2e2298589Meyers-1905	Margarēte	Marguerites de la Marguerite des princesses
12023	d2e2298589Meyers-1905	Margarēte	Les dernières poésies de Marguerite de Navarre
12024	d2e2298589Meyers-1905	Margarēte	Marguerite de Valois et la cour de François I
12025	d2e2298589Meyers-1905	Margarēte	Les idées religieuses de M. de Navarre
12026	d2e2298589Meyers-1905	Margarēte	Discours de ses infortunes et de sa vie
12027	d2e2298589Meyers-1905	Margarēte	Matériaux pour servir à l'histoire de Marguerite d'Autriche
12028	d2e2299076Meyers-1905	Margary	Journey of A. R. M. from Shanghae to Bhamo etc
12029	d2e2299632Meyers-1905	Marīa [2]	Tractatus de beatissima virgine M. matre Dei
12030	d2e2299632Meyers-1905	Marīa [2]	La mère de Dieu et la mere des hommes
12031	d2e2299779Meyers-1905	Marīa [3]	Marie-Antoinette, correspondance secrète entre Marie-Thérèse et le comte de Mercy-Argenteau, avec les lettres de Marie-Thérèse et de Marie-Antoinette
12032	d2e2299779Meyers-1905	Marīa [3]	Nouveaux éclaircissements sur l'histoire de Marie
12033	d2e2299779Meyers-1905	Marīa [3]	History of the reign of Edward VI., Mary and Elizabeth
12034	d2e2299779Meyers-1905	Marīa [3]	England under Edward VI. and Mary
12035	d2e2299779Meyers-1905	Marīa [3]	Household book of the Queen Mary
12036	d2e2299779Meyers-1905	Marīa [3]	History of Mary I., queen of England
12037	d2e2299779Meyers-1905	Marīa [3]	Lettres et mémoires de Marie, reine d'Angleterre
12038	d2e2299779Meyers-1905	Marīa [3]	Memoirs of Mary, queen of England
12039	d2e2299779Meyers-1905	Marīa [3]	Mémoires d'Etat sous la régence de Marie de Médicis
12040	d2e2299779Meyers-1905	Marīa [3]	Mémoires concernant les affaires de France sous la régence de Marie de Médicis
12041	d2e2299779Meyers-1905	Marīa [3]	The life of Marie de Medicis
12042	d2e2299779Meyers-1905	Marīa [3]	Les mariages espagnols sous Henri IV et la régence de Marie de Médicis
12043	d2e2299779Meyers-1905	Marīa [3]	L'Eglise et l'Etaten France sous le règne d'Henri IV etc
12044	d2e2299779Meyers-1905	Marīa [3]	La guerre entre Louis XIII et Marie de Médicis
12045	d2e2299779Meyers-1905	Marīa [3]	M. de Médicis chef du conseil
12046	d2e2299779Meyers-1905	Marīa [3]	Louis XIII, M. de Médicis, Richelieu ministre
12047	d2e2299779Meyers-1905	Marīa [3]	The regency of Marie de Medicis
12048	d2e2299779Meyers-1905	Marīa [3]	Lettres inédites du roi Stanislas à M. Leczinska
12049	d2e2299779Meyers-1905	Marīa [3]	Mémoires sur la vie privée de M.-A
12050	d2e2299779Meyers-1905	Marīa [3]	Life of Mary A., queen of France
12051	d2e2299779Meyers-1905	Marīa [3]	M.-A. et sa famille, d'après les nouveaux documents
12052	d2e2299779Meyers-1905	Marīa [3]	M.-A. et le procès du collier
12053	d2e2299779Meyers-1905	Marīa [3]	La captivité et la mort de M.-A
12054	d2e2299779Meyers-1905	Marīa [3]	The last days of Mary A
12055	d2e2299779Meyers-1905	Marīa [3]	M.-A. et la fin de l'ancien régime
12056	d2e2299779Meyers-1905	Marīa [3]	Correspondance secrète entre Marie-Thérèse et le comte de Mercy d'Argenteau. Avec les lettres de Marie-Thérèse et de M.-A
12057	d2e2299779Meyers-1905	Marīa [3]	Louis XVI. M.-A. et Madame Elisabeth
12058	d2e2299779Meyers-1905	Marīa [3]	The Casket letters and Mary queen of Scots
12059	d2e2299779Meyers-1905	Marīa [3]	Life of Mary, queen of Scots
12060	d2e2299779Meyers-1905	Marīa [3]	Marie Stuart et le comte de Bothwell
12061	d2e2299779Meyers-1905	Marīa [3]	Marie Stuart, son procès et son exécution
12062	d2e2299779Meyers-1905	Marīa [3]	Histoire du règne de Marie Stuart
12063	d2e2299779Meyers-1905	Marīa [3]	Marie Stuart, l'œuvre puritaine, le procès, le supplice
12064	d2e2299779Meyers-1905	Marīa [3]	Mary, queen of Scotland, her environment and tragedy
12065	d2e2299779Meyers-1905	Marīa [3]	Lettres, instructions et mémoires de Marie Stuart
12066	d2e2299779Meyers-1905	Marīa [3]	History of Mary Stewart from the murder of Riccio until her flight into England
12067	d2e2299779Meyers-1905	Marīa [3]	Mary, queen of Scots, and who wrote the casket letters
12068	d2e2299779Meyers-1905	Marīa [3]	The love affairs of Mary, queen of Scots
12069	d2e2299779Meyers-1905	Marīa [3]	Authentic portraits of Mary, queen of Scots
12070	d2e2299779Meyers-1905	Marīa [3]	Drottning M. Eleonora och drottning Kristinas formyndarregering (»Svensk historisk Tidskrift
12071	d2e2299779Meyers-1905	Marīa [3]	Les Pays-Bas sous Charles V. Vie de Marie de Hongrie
12072	d2e2301060Meyers-1905	Mariana	Historiae de rebus Hispaniae libri XXX
12073	d2e2301060Meyers-1905	Mariana	De las enfermedades de la Compañia y de sus remedios
12074	d2e2301113Meyers-1905	Mariānen	El archipiélago Filipino y las islas Marianas etc
12075	d2e2301191Meyers-1905	Marianische Kongregationen	Histoire des congrégations de la sainte vierge
12076	d2e2301324Meyers-1905	Mariāno	Lassalle ed il suo Eraclito, saggio di filosofia Egheliana
12077	d2e2301324Meyers-1905	Mariāno	Il risorgimento italiano secondo i principii della filosofia della storia
12078	d2e2301324Meyers-1905	Mariāno	L'individuo e lo Stato nel rapporto economico e sociale
12079	d2e2301324Meyers-1905	Mariāno	Giordano Bruno. La vita e l'uomo
12080	d2e2301324Meyers-1905	Mariāno	Studii critici sulla filosofia della religione
12081	d2e2301324Meyers-1905	Mariāno	Uomini e idee. Giordano Bruno, Augusto Vera, Padre Curci, etc
12082	d2e2301588Meyers-1905	Maria Theresia-Orden	M. T. F. (Maria Theresia Franciscus
12083	d2e2301855Meyers-1905	Marīe [2]	La vie et les œuvres d'A. T. M
12084	d2e2303294Meyers-1905	Marĭette	Traité des pierres gravées du cabinet du roi
12085	d2e2303294Meyers-1905	Marĭette	Description sommaire des dessins des grands maîtres d'Italie, etc., du cabinet du feu M. Crozat
12086	d2e2303294Meyers-1905	Marĭette	Abécédaire de P. J. M. et autres notes inédites de cet amateur sur les arts et les artistes
12087	d2e2303294Meyers-1905	Marĭette	Choix de monuments et de dessins découverts pendant le déblaiement du Sérapéum
12088	d2e2303294Meyers-1905	Marĭette	Principaux monuments du musée d'antiquités égyptiennes à Boulaq
12089	d2e2303294Meyers-1905	Marĭette	Dendérah; description générale du grand temple de cette ville
12090	d2e2303294Meyers-1905	Marĭette	Les papyrus égyptiens du musée de Boulaq
12091	d2e2303294Meyers-1905	Marĭette	Les listes géographiques des pylônes de Karnak
12092	d2e2303294Meyers-1905	Marĭette	M. Pacha. Lettres et souvenirs personnels
12093	d2e2303560Meyers-1905	Marine [1]	Our fleet to-day; its development during the last half-century
12094	d2e2303560Meyers-1905	Marine [1]	Note sur l'évolution de la construction des navires de combat
12095	d2e2303560Meyers-1905	Marine [1]	Coast defence in relation to war
12096	d2e2303560Meyers-1905	Marine [1]	Les marines de guerre à l'exposition universelle de
12097	d2e2303560Meyers-1905	Marine [1]	Army and Navy-Gazette«, »The Kings Navy and Army
12098	d2e2303560Meyers-1905	Marine [1]	Revue maritime et coloniale«, »Moniteur de la Flotte
12099	d2e2303560Meyers-1905	Marine [1]	History of merchant shipping and ancient commerce
12100	d2e2303560Meyers-1905	Marine [1]	La navigation commerciale an XIX. siécle
12101	d2e2304613Meyers-1905	Marinekonferenz, internationale	Protocols of Proceedings of the International Marine Conference
12102	d2e2304671Meyers-1905	Marinelli	Nomi propri orografici delle Alpi Carniche e Giulie
12103	d2e2304671Meyers-1905	Marinelli	Della geografia scientifica e di alcuni suoi nessi etc
12104	d2e2304671Meyers-1905	Marinelli	La geografia ei Padri della Chiesa
12105	d2e2304671Meyers-1905	Marinelli	Saggio di altimetria della Regione Veneta
12106	d2e2304671Meyers-1905	Marinelli	La Terra, trattato popolare di geografia universale
12107	d2e2304671Meyers-1905	Marinelli	Venezia nella storia della geografia cartográfica ed esploratrice
12108	d2e2305279Meyers-1905	Marīno [2]	La vita e le opere di G. B. M
12109	d2e2305279Meyers-1905	Marīno [2]	Poeti della corte di Carlo Emanuele I. di Savoia
12110	d2e2305279Meyers-1905	Marīno [2]	Sopra la poesia del cav. M
12111	d2e2305416Meyers-1905	Marĭon [2]	J. Locke, sa vie et son œuvre
12112	d2e2305416Meyers-1905	Marĭon [2]	Fr. Glissonius utrum Leibnitio de natura substantiae cogitanti quidquam tribuerit
12113	d2e2305416Meyers-1905	Marĭon [2]	Leçons de psychologie appliquée à l'éducation
12114	d2e2305416Meyers-1905	Marĭon [2]	Pages et pensées morales extraites des auteurs français des XVII., XVIII. et XIX. siècles
12115	d2e2305742Meyers-1905	Maris	The life and work of Jacob M
12116	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Deep sea soundings, in the North Pacific Ocean, obtained in the U.S.S. Tuscarora
12117	d2e2306484Meyers-1905	Marivaux	La surprise de l'amour«, »Le jeu de l'amour et du hasard
