	EntryID	Headword	title source
0	d2e13Meyers-1905	A [1]	Austriae est imperare orbi universo (od. imperium orbis universi),
1	d2e451Meyers-1905	A [2]	A B C D E F G A
2	d2e1110Meyers-1905	Aale	Voyage d'exploration sur le littoral de la France et de l'Italie
3	d2e2579Meyers-1905	Abälard	Scito te ipsum«, »Dialogus inter Philosophum, Judaeum et Christianum
4	d2e2579Meyers-1905	Abälard	A. et Alexandre de Hales créateurs de la méthode scolastique
5	d2e3244Meyers-1905	Abbadie	Observations relatives á la physique du globe faites an Brésil et en Éthiopie
6	d2e3244Meyers-1905	Abbadie	Géographie de l'Éthiopie: ce que j'ai entendu, etc
7	d2e3586Meyers-1905	Abbe	Treatise on meteorological apparatus and methods
8	d2e3586Meyers-1905	Abbe	Preparatory studies for deductive methods in storm and weather predictions
9	d2e3586Meyers-1905	Abbe	Annual Summary and Review of progress in meteorology
10	d2e4105Meyers-1905	Abbreviaturen	Dictionnaire des abbreviations latines et françaises du moyen-âge
11	d2e4658Meyers-1905	Abd el Kader	Rappel à l'intelligent, avis à l'indifferent
12	d2e4658Meyers-1905	Abd el Kader	A., sa vie politique et militaire
13	d2e5042Meyers-1905	Abd ul Asis	La Turquie sous le règne d'A
14	d2e5069Meyers-1905	Abd ul Hamid	A history of Abdul Hamed and Selim III
15	d2e5069Meyers-1905	Abd ul Hamid	Comment on sauve un empire. Le sultan A. et son œuvre
16	d2e5425Meyers-1905	Abel [2]	N. H. A., sa vie et son action scientifique
17	d2e5425Meyers-1905	Abel [2]	On recent investigations and applications of explosive agents
18	d2e5425Meyers-1905	Abel [2]	Electricity as applied to explosive purposes
19	d2e5791Meyers-1905	Abencerragen	Les aventures du dernier des Abencérages
20	d2e6438Meyers-1905	Abercromby	Lieutenant-general Sir Ralph A., a memoir
21	d2e7102Meyers-1905	Abessinien	Journals detailing their proceedings in the kingdom of Shoa
22	d2e7102Meyers-1905	Abessinien	Ob servations on the geology and zoology of Abyssinio
23	d2e7102Meyers-1905	Abessinien	Viaggio e missione cattolica fra i Mensa, Bogos, e gli Habab
24	d2e7102Meyers-1905	Abessinien	A history of the Abyssinian expedition
25	d2e7102Meyers-1905	Abessinien	Record of the expedition to Abyssinia
26	d2e7102Meyers-1905	Abessinien	Report on the survey operations, Abyssinia
27	d2e7102Meyers-1905	Abessinien	A narrative of captivity in Abyssinia
28	d2e7102Meyers-1905	Abessinien	Ricordi di un prigioniero di guerra nella Scioia
29	d2e8358Meyers-1905	Abgar	Les origines de l'église d'Édesse et la légende d'A
30	d2e9116Meyers-1905	Abich	Sur la structure et la géologie du Daghestan
31	d2e11375Meyers-1905	Ab ovo	Nec gemino bellum Troianum orditur ab ovo
32	d2e12523Meyers-1905	Abruzzen	Monumenti storici ed artistici degli Abruzzi
33	d2e17411Meyers-1905	Abȳdos	The royal tombs of the earliest dynasties
34	d2e19246Meyers-1905	Acerbi	Travels through Sweden, Finland and Lappland to the North Cape
35	d2e20098Meyers-1905	Achäer	History of federal government in Greece and Italy
36	d2e20382Meyers-1905	Achārius	Methodus, qua omnes detectos lichenes ad genera redigere tentavit
37	d2e22989Meyers-1905	Acidalĭus	Divinationes et interpretationes in comoedias Plauti
38	d2e24015Meyers-1905	Ackermann	Repository of arts, literature and fashions
39	d2e24603Meyers-1905	Aconcāgua	Highest Andes. First ascent of A. and Tupungato
40	d2e24867Meyers-1905	Acosta	Historia moral y natural de las Indias
41	d2e24867Meyers-1905	Acosta	Examen dos tradiçoens Phariseas conferidas con a Ley escrita por Vriel Jurista Hebreo, com riposta a hum Samuel da Silva seu falso Calumniador
42	d2e25023Meyers-1905	Acquit à caution	Enquête für l'application du décret du
43	d2e25023Meyers-1905	Acquit à caution	Conseil supérieur du commerce, etc. Admissions temporaires
44	d2e26498Meyers-1905	Adam [2]	The ruins of the palace of emperor Diocletian at Spalatro
45	d2e26498Meyers-1905	Adam [2]	De l'harmonie des voyelles dans les langues ouralo-altaïques
46	d2e26498Meyers-1905	Adam [2]	Du genre dans les diverses langues
47	d2e26663Meyers-1905	Adam de la Halle	Le ju Adan ou de la fuellie
48	d2e26663Meyers-1905	Adam de la Halle	Le jeu de Robin et de Marion
49	d2e26663Meyers-1905	Adam de la Halle	Essai für la vie et les œuvres littéraires du trouvère Adan de la Hale
50	d2e26879Meyers-1905	Adams [2]	Life and public services of Samuel A
51	d2e26879Meyers-1905	Adams [2]	Defence of the constitution and government of the United States
52	d2e26879Meyers-1905	Adams [2]	Life and works of John A
53	d2e26879Meyers-1905	Adams [2]	Familiar letters of John A. and his wife Abigail, during the revolution
54	d2e26879Meyers-1905	Adams [2]	An explanation of the observed irregularities in the motion of Uranus
55	d2e26879Meyers-1905	Adams [2]	The relations of higher education to national prosperity
56	d2e26879Meyers-1905	Adams [2]	Massachusetts, its historians and its history
57	d2e26879Meyers-1905	Adams [2]	Charles Francis A., by his son
58	d2e27277Meyers-1905	Adanson	Méthode nouvelle pour apprendre à connaître les différentes familles des plantes
59	d2e27277Meyers-1905	Adanson	Histoire de la botanique et plan des familles naturelles des plantes
60	d2e27928Meyers-1905	Addison	English Humorists of the XVIII. Century
61	d2e28346Meyers-1905	Adel [3]	Dictionnaire historique et héraldique de la noblesse française
62	d2e29348Meyers-1905	Adelung	Glossarium manuale ad scriptores mediae et infimae latinitatis
63	d2e29450Meyers-1905	Aden	Account of the British settlement of A
64	d2e29549Meyers-1905	Adenet	A. le Roi et son œuvre (»Annales de la Société d'archéologie de Bruxelles
65	d2e30457Meyers-1905	Adhémar	Cours de mathématiques à l'usage de l'ingénieur civil
66	d2e32305Meyers-1905	Adlersparre	Handlingar rörande Sveriges äldre, nyare och nyaste historia
67	d2e32305Meyers-1905	Adlersparre	Historiska tidstaflor ur Sveriges nyare historia
68	d2e34036Meyers-1905	Adreßbuch	Directory of merchants, manufacturers, and shippers of the world
69	d2e34986Meyers-1905	Adventisten	Evangelical Adventists, Advent Christian Church, Seventh-Day Adventists, Life and Advent Union
70	d2e35326Meyers-1905	Adye	The defence of Cawnpore in Nov
71	d2e35326Meyers-1905	Adye	A review of the Crimean war in the winter of
72	d2e36492Meyers-1905	Affen	Recherches anatomiques et embryologiques für les singes anthropoïdes
73	d2e36492Meyers-1905	Affen	Mémoires für le cerveau de l'homme et des primates
74	d2e37337Meyers-1905	Afghanistan	Grammar of the Pasto, or language of the Afghans
75	d2e37337Meyers-1905	Afghanistan	The Gulshan-i-Roh, being selections prose and poetical
76	d2e37337Meyers-1905	Afghanistan	The poetical works of Abd ur Rahman
77	d2e37337Meyers-1905	Afghanistan	History of the war in A
78	d2e37337Meyers-1905	Afghanistan	History of the first Afghan war
79	d2e37337Meyers-1905	Afghanistan	A., its history and our dealings with it
80	d2e37907Meyers-1905	Afrika	British and African Steam Navigation Company
81	d2e37907Meyers-1905	Afrika	Geography of Africa south of the Zambesi
82	d2e37907Meyers-1905	Afrika	British Central Africa, north of the Zambesi
83	d2e37907Meyers-1905	Afrika	Conventions internationales définissant les limites actuelles des possessions etc.en Afrique
84	d2e37907Meyers-1905	Afrika	History of the colonisation of Africa by allen races
85	d2e37907Meyers-1905	Afrika	Africa. History of exploration from Herodotus to Livingstone
86	d2e37907Meyers-1905	Afrika	Itinéraire suivi des principaux voyageurs del'Afrique
87	d2e37907Meyers-1905	Afrika	Recherches für la priorité de la découverte des pays situés für la côte occidentale d'Afrique
88	d2e37907Meyers-1905	Afrika	Afrique, publié par le service géographique de l'Armée
89	d2e40233Meyers-1905	Afrikanische Altertümer	Rude stone monuments in all countries
90	d2e40233Meyers-1905	Afrikanische Altertümer	Sur les tombeaux mégalithiques et für les blonds de la Libye
91	d2e40233Meyers-1905	Afrikanische Altertümer	Antiquities from the city of Benin
92	d2e40233Meyers-1905	Afrikanische Altertümer	Antique works of art from Benin
93	d2e40426Meyers-1905	Afrikanische Gesellschaften	Association for promoting the discovery of the interior ot Africa
94	d2e40426Meyers-1905	Afrikanische Gesellschaften	Commission internationale d'exploration et de civilisation de l'Afrique
95	d2e40551Meyers-1905	Afrikanische Sprachen	Sketch of the modern languages of Africa
96	d2e41388Meyers-1905	Afzelĭus	Stirpium in Guinea medicinalium species novae
97	d2e41388Meyers-1905	Afzelĭus	Stirpium in Guinea medicinalium species cognitae
98	d2e42031Meyers-1905	Agardh	Essai de réduire la physiologie végétale à des principes fondamentaux
99	d2e42031Meyers-1905	Agardh	Essai für le développement intérieur des plantes
100	d2e42495Meyers-1905	Agassiz	Pisces etc., quos collegit et pingendos curavit Spix, descripsit A
101	d2e42495Meyers-1905	Agassiz	Monographie des poissons fossiles du vieux grès rouge, ou systeme dévonien des îles britanniques
102	d2e42495Meyers-1905	Agassiz	Description des échinodermes fossiles de la Suisse
103	d2e42495Meyers-1905	Agassiz	Mémoire für les moules des mollusques vivants et fossiles
104	d2e42495Meyers-1905	Agassiz	Contributions to the natural history of North America
105	d2e42495Meyers-1905	Agassiz	Scientific results of a journey in Brazil
106	d2e42495Meyers-1905	Agassiz	Life, letters and works of Louis A
107	d2e42495Meyers-1905	Agassiz	Three cruises of the U. S. coast and geodetic survey steamer Blake
108	d2e42951Meyers-1905	Agave	Primo contributo ad una monografia delle A
109	d2e44605Meyers-1905	Agincourt [2]	Histoire de l'art par les monuments depuis sa décadence an IV. siecle jusqu'á son renouvellement an XVI
110	d2e45092Meyers-1905	Aglaophāmos	Aglaophamus, sive de theologiae mysticae Graecorum causis
111	d2e45653Meyers-1905	Agnus Dēi	A. D., qui tollis peccata mundi, miserere nobis
112	d2e46040Meyers-1905	Agoult	Histoire des commencements de la république aux Pays-Bas
113	d2e46198Meyers-1905	Agram [2]	Monumenta historica liberae regiae civitatis Zagrabiae
114	d2e46461Meyers-1905	Agrate	Non me Praxiteles, sed Marcus finxit Agrates
115	d2e46561Meyers-1905	Agresti	Studj sulla commedia italiana del secolo XVI
116	d2e47048Meyers-1905	Agriménsor	Le dottrine giuridiche degli agrimensori romani
117	d2e47783Meyers-1905	Aguesseau	Histoire de la vie du chancelier d'A
118	d2e47833Meyers-1905	Aguilar [2]	The vale of cedars or the martyr
119	d2e47883Meyers-1905	Aguilera	El libro de la patria: Baladas y cantares
120	d2e48146Meyers-1905	Ägypten	Citrus, Prunus, Punica, Ficus, Morus, Ceratonia, Zizyphus
121	d2e48146Meyers-1905	Ägypten	Anglo-Egyptian Banking Co., Commercial Bank of Alexandria, Banque Franco-Egyptienne, Impériale Ottomane
122	d2e48146Meyers-1905	Ägypten	Credit Lyonnais, Bank of Egypt, Société Immobilière, Land and Mortgage Bank
123	d2e48146Meyers-1905	Ägypten	Commission de la caisse spéciale de la dette publique
124	d2e48146Meyers-1905	Ägypten	Monumenti dell' Egitto e della Nubia
125	d2e48146Meyers-1905	Ägypten	Histoire ancienne des peuples de l'Orient classique
126	d2e48146Meyers-1905	Ägypten	History of Egypt under the Ptolemaic dynasty
127	d2e48146Meyers-1905	Ägypten	History of Egypt under Roman rule
128	d2e48146Meyers-1905	Ägypten	The manners and customs of the ancient Egyptians
129	d2e48146Meyers-1905	Ägypten	Manners and customs of the modern Egyptians
130	d2e48146Meyers-1905	Ägypten	Essai de statistique générale de l'Égypte
131	d2e48146Meyers-1905	Ägypten	Carte de la Basse-Egypte et de la province du Fayoum
132	d2e48146Meyers-1905	Ägypten	History of Egyptian revolution from the period of the Mamalukes to the death of Mohammed Ali
133	d2e48146Meyers-1905	Ägypten	Storia fisica e politica dell' Egitto delle prime memorie de suoi abitanti al
134	d2e48146Meyers-1905	Ägypten	Egypt, native rulers and foreign interference
135	d2e48146Meyers-1905	Ägypten	The expansion of Egypt under anglo-egyptien condominium
136	d2e48146Meyers-1905	Ägypten	The literature of Egypt and the Soudan
137	d2e49612Meyers-1905	Ägyptische Expedition der Franzosen	Description de l'Égypte, ou Recueil des observations et des recherches pendant l'expédition de l'armée française
138	d2e49612Meyers-1905	Ägyptische Expedition der Franzosen	Histoire scientifique et militaire de l'expédition françaiseen Egypte
139	d2e49612Meyers-1905	Ägyptische Expedition der Franzosen	Naval and military operations in Egypt
140	d2e50224Meyers-1905	Ahlqvist	Om oroligheterna i Småland och Vestergötland
141	d2e50296Meyers-1905	Ahlwardt	The divans of the six ancient Arabic poets
142	d2e50358Meyers-1905	Ahmed	Prodromus ad tragicam vertentis belli Persici historiam
143	d2e50443Meyers-1905	Ahmed Wefik Pascha	Salaamè, ou Annuaire de l'Empire ottoman
144	d2e51116Meyers-1905	Ahrenberg	Rojalister och Patrioter. En sommarsaga från
145	d2e51836Meyers-1905	Aïdé	Passages in the life of a lady in
146	d2e51836Meyers-1905	Aïdé	The romance of the scarlet leaf and other poems
147	d2e52182Meyers-1905	Aiguillon [2]	La Bretagne et le duc d'A
148	d2e52256Meyers-1905	Aikin	Memoirs of the court of Queen Elizabeth
149	d2e52256Meyers-1905	Aikin	Memoirs of the court of James I
150	d2e52256Meyers-1905	Aikin	Memoirs of the court and reign of Charles I
151	d2e52696Meyers-1905	Aino [1]	The language, mythology and geogr. nomenclature of Japan
152	d2e52828Meyers-1905	Ainsworth	Journal of natural and geographical science
153	d2e52828Meyers-1905	Ainsworth	Researches in Assyria, Babylonia and Chaldaea
154	d2e52828Meyers-1905	Ainsworth	Travels in Asia Minor, Mesopotamia, Chaldaea and Armenia
155	d2e52828Meyers-1905	Ainsworth	Travels in the track of the
156	d2e52828Meyers-1905	Ainsworth	A personal narrative of the Euphrates Expedition
157	d2e52828Meyers-1905	Ainsworth	River Karun an opening to British commerce
158	d2e53053Meyers-1905	Aird	The old bachelor in the old Scottish village
159	d2e53163Meyers-1905	Airy	Gravitation, an elementary explanation of the principal perturbations in the solar system
160	d2e53163Meyers-1905	Airy	Six lectures on astronomy, delivered at Ipswich Museum
161	d2e53163Meyers-1905	Airy	Algebraical and numerical theory of errors of observations
162	d2e53163Meyers-1905	Airy	On the undulatory theory of optics
163	d2e53163Meyers-1905	Airy	Atmospheric chromatic dispersion, as affecting telescopic observation, and on the mode of correcting it
164	d2e53163Meyers-1905	Airy	Notes on the earlier Hebrew scriptures
165	d2e53386Meyers-1905	Aisne [2]	Dictionnaire topographique du départ. de l'A
166	d2e53533Meyers-1905	Aitken	Handbook of science and practice of medicine
167	d2e53533Meyers-1905	Aitken	The growth of the recruit and young soldier
168	d2e53533Meyers-1905	Aitken	On the doctrine of evolution in its application to pathology
169	d2e53590Meyers-1905	Aitzĕma	Saken van staaten oorlogh, in ende omtrent de vereenigde Nederlanden
170	d2e53641Meyers-1905	Aix	Aix-les-Bains, Guide publié par la Societé médicale d'A
171	d2e54224Meyers-1905	Akademie	Académie royale des inscriptions et médailles
172	d2e54224Meyers-1905	Akademie	Académie royale des inscriptions et belles-lettres
173	d2e54224Meyers-1905	Akademie	Académie française, Académie des inscriptions et belles-lettres, Académie des sciences
174	d2e54224Meyers-1905	Akademie	Académie des sciences morales et politiques
175	d2e54224Meyers-1905	Akademie	L'Institut de France. Lois, statuts et règlements
176	d2e54224Meyers-1905	Akademie	Le premier siècle del'Institut de France
177	d2e54224Meyers-1905	Akademie	Chroniques des élections à l'Academie française
178	d2e54224Meyers-1905	Akademie	Les Registres de l'Académie de France
179	d2e54224Meyers-1905	Akademie	Académie des inscriptions et bell es-lettres
180	d2e54224Meyers-1905	Akademie	Académie des sciences morales et politiques
181	d2e54224Meyers-1905	Akademie	Mémoires de l'Académie royale des sciences et belles-lettres à Berlin
182	d2e54224Meyers-1905	Akademie	Bulletins du Comité des travaux historiques et scientifiques
183	d2e54224Meyers-1905	Akademie	Académie royale des sciences, des lettres et des beaux-arts
184	d2e54224Meyers-1905	Akademie	Académie impériale et royale des sciences et des belles-lettres
185	d2e54224Meyers-1905	Akademie	Histoire de l'Académie des sciences, etc., de Bruxelles
186	d2e54224Meyers-1905	Akademie	Académie royale. Notices biographiques et bibliographiques
187	d2e54224Meyers-1905	Akademie	A proposal for promoting useful knowledge among the British plantations in America
188	d2e54224Meyers-1905	Akademie	American Academy of arts and sciences
189	d2e54224Meyers-1905	Akademie	A. des sciences morales et politiques
190	d2e54224Meyers-1905	Akademie	Société de physique et d'histoire naturelle
191	d2e54224Meyers-1905	Akademie	Academia Caesarea Leopoldino-Carolina Germanica naturae curiosorum
192	d2e55978Meyers-1905	Akenside	Life, writings and genius of A
193	d2e56504Meyers-1905	Akklimatisation	De l'acclimatement des Européens dans les pays chauds
194	d2e56504Meyers-1905	Akklimatisation	Traité de l'acclimatement et de l'acclimatation
195	d2e56830Meyers-1905	Akkord [1]	Traité complet de la théorie et de la pratique de l'harmonie
196	d2e58953Meyers-1905	Akte [1]	Quod non est in actis, non est in mundo
197	d2e59105Meyers-1905	Aktie	Joint stock companies with limited liability
198	d2e59105Meyers-1905	Aktie	Compte général de l'administration de la justice, etc
199	d2e59105Meyers-1905	Aktie	The stock exchange yearbook and diary
200	d2e60538Meyers-1905	Akustisch	Acoustique et optique des salles de réunions
201	d2e61542Meyers-1905	Alabama	Pinus australis, P. cubensis, P. taeda
202	d2e61542Meyers-1905	Alabama	The new South, its resources and attractions
203	d2e61542Meyers-1905	Alabama	Report on the valley regions of A
204	d2e61613Meyers-1905	Alabamafrage	The cruise of the Alabama and Sumter
205	d2e61613Meyers-1905	Alabamafrage	Official correspondence on the claims in respect to the Alabama
206	d2e61613Meyers-1905	Alabamafrage	Opinion impartiale für la question de la Alabama
207	d2e61782Meyers-1905	Alacoque	Vie et Œuvres de la bienheureuse M. etc
208	d2e62219Meyers-1905	Alamanni	Versi e prose di Luigi A
209	d2e62219Meyers-1905	Alamanni	Un decennio di patriottismo di Luigi A
210	d2e62604Meyers-1905	Alānus ab Insŭlis	De arte sive articulis fidei catholicae
211	d2e62711Meyers-1905	Alarcón [2]	Cosas que fueron«, »Juicios literarios y artisticos
212	d2e62711Meyers-1905	Alarcón [2]	Diario de untestigo de la guerra de Africa
213	d2e62711Meyers-1905	Alarcón [2]	Amores y amoríos«, »Cuentos amatorios«, »Historietas nacionales
214	d2e62777Meyers-1905	Alarcón y Mendōza	Las paredes oyen«, »Examen de maridos
215	d2e63052Meyers-1905	Alaska [2]	History of the Pacific States of North America
216	d2e63052Meyers-1905	Alaska [2]	An arctic province: A. and the Seal Islands
217	d2e63052Meyers-1905	Alaska [2]	Report on population and resources of A. at the eleventh census
218	d2e63052Meyers-1905	Alaska [2]	A. as it was and is
219	d2e63052Meyers-1905	Alaska [2]	Through the gold fields of A. to Bering straits
220	d2e63052Meyers-1905	Alaska [2]	Appleton's Guidebook to A. and Northwest-coast, etc
221	d2e63052Meyers-1905	Alaska [2]	A., its history, climate, and natural resources
222	d2e63052Meyers-1905	Alaska [2]	A., giving the results of the Harriman A. Expedition
223	d2e63933Meyers-1905	Alba [4]	Documentos escogidos del archivo de la casa de A
224	d2e64176Meyers-1905	Albanesen	La colonia albanese di Borgo Erizzo
225	d2e64283Meyers-1905	Albanesische Sprache und Literatur	Gli scrittori albanesi dell' Italia meridionale
226	d2e64283Meyers-1905	Albanesische Sprache und Literatur	Manuel de la langue chkipe ou albanaise
227	d2e64637Meyers-1905	Albany [3]	Le Portefeuille de in comtesse d'Albany
228	d2e64983Meyers-1905	Albemarle [3]	Narrative of a journey from India to England
229	d2e64983Meyers-1905	Albemarle [3]	Memoirs of the marquis of Rockinghain and his contemporaries
230	d2e65105Meyers-1905	Alberdingk-Thym	De la littérature néerlandaise à ses différents époques
231	d2e65105Meyers-1905	Alberdingk-Thym	Portretten van Joost van den Vondel
232	d2e65105Meyers-1905	Alberdingk-Thym	De vroolijke historie van Ph. van Marnix
233	d2e65105Meyers-1905	Alberdingk-Thym	De gestichten van liefdadigheid in België van Karel den Groote tot aan de 16e eeuw
234	d2e65105Meyers-1905	Alberdingk-Thym	De Faustsage in de Nederlandsche letteren
235	d2e65201Meyers-1905	Albergāti Capacelli	La vita, i tempi, gli amici di F. A
236	d2e65293Meyers-1905	Albēri	Guerre d'Italia del principe Eugenio di Savoia
237	d2e65293Meyers-1905	Albēri	Relazioni degli ambasciatori veneti al senato
238	d2e65398Meyers-1905	Alberōui	A. Lettres intimes de J. M. A. adressées an comte J. Rocca
239	d2e65398Meyers-1905	Alberōui	Il ministero in Spagna e il processo del cardinale Giulio A
240	d2e65524Meyers-1905	Albert [2]	Liber secretorum Alberti Magni de virtutibus herbarum
241	d2e65524Meyers-1905	Albert [2]	De sacrosancto corporis domini sacramento sermones
242	d2e65524Meyers-1905	Albert [2]	Prince Consort of Her most gracious Majesty
243	d2e65524Meyers-1905	Albert [2]	Addresses delivered on different public occasiōns
244	d2e65524Meyers-1905	Albert [2]	The principal speeches and addresses of H. R. H. the Prince Consort
245	d2e65524Meyers-1905	Albert [2]	The early years of the Prince Consort
246	d2e65524Meyers-1905	Albert [2]	Life of H. R. H. the Prince Consort
247	d2e65524Meyers-1905	Albert [2]	Leaves from the journal of our life in the Highlands
248	d2e65856Meyers-1905	Alberti	Genealogia e storia della famiglia A
249	d2e66017Meyers-1905	Albertis	Alla Nuova Guinea. Ciò che ho veduto e ciò che ho fatto
250	d2e66311Meyers-1905	Albigénser	Histoire et doctrine de la secte des Cathares ou Albigeois
251	d2e68135Meyers-1905	Albuquerque [2]	A., and the early Portuguese settlements in India
252	d2e68452Meyers-1905	Alcántara [2]	Difiniciones de la orden y cavalleria de A., con la historia y origen della
253	d2e68981Meyers-1905	Alcock	Notes on the medical history and statistics of the British legion of Spain
254	d2e68981Meyers-1905	Alcock	The capital of the Tycoon: a narrative ot three years' residence in Japan
255	d2e68981Meyers-1905	Alcock	The Englishman in China during the Victorian era; as illustrated by the career of Sir R. A
256	d2e69132Meyers-1905	Alcott	R. W. Emerson, philosopher and seer
257	d2e69132Meyers-1905	Alcott	A. Bronson A., his life and philosophy
258	d2e69132Meyers-1905	Alcott	Louisa M. A., her life, letters and journal
259	d2e69846Meyers-1905	Aldīni	Antonio A. e i suoi tempi
260	d2e70006Meyers-1905	Aldrich	The story of a bad boy
261	d2e70115Meyers-1905	Aldrovándi	De reliquis animalibus exsanguinibus libri IV
262	d2e70115Meyers-1905	Aldrovándi	Memorie della vita di Ulisse A
263	d2e70240Meyers-1905	Aleánder	Journal autobiographique du cardinal Jérome A
264	d2e70276Meyers-1905	Aleárdi	Le città italiane marinare e commercianti
265	d2e70276Meyers-1905	Aleárdi	La vita ei canti di A. A
266	d2e70375Meyers-1905	Alecsandrescu	Meditatii, elegi, epistole, satire si fabule
267	d2e70581Meyers-1905	Alemān	Aventuras y vida) del pícaro Guzman de Alfarache, atalaya de la vida humana
268	d2e70698Meyers-1905	Alembert	Mélanges de littérature, d'histoire et de philosophie
269	d2e70837Meyers-1905	Alencar	Minas de Prata«, »Tronco do Ipé
270	d2e71112Meyers-1905	Alēsia	La Gaule unie, formant une seule nation, animée d'un même esprit, peut défier l'univers
271	d2e71146Meyers-1905	Alessandrĭa [2]	Origini e libertà dei comuni, che fondarono A
272	d2e71565Meyers-1905	Alexander [1]	Le type physique d'Alexandre le Grand
273	d2e71565Meyers-1905	Alexander [1]	Alexandri M. historiarum scriptores aetate suppares
274	d2e71565Meyers-1905	Alexander [1]	Mémoires historiques für l'empereur Alexandre et la cour de Russie
275	d2e71565Meyers-1905	Alexander [1]	Life and times of A. I
276	d2e71565Meyers-1905	Alexander [1]	Alexandre I et Napoléon d'après leur correspondance
277	d2e71565Meyers-1905	Alexander [1]	La Russie sous l'empereur A. II
278	d2e71565Meyers-1905	Alexander [1]	Alexandre II, études inédits für sa vie intime et sa mort
279	d2e71565Meyers-1905	Alexander [1]	L'empereur A. II; vingt-six aus de règne
280	d2e72123Meyers-1905	Alexander [3]	Travels through Russia and the Crimea
281	d2e72123Meyers-1905	Alexander [3]	Expedition of discovery into the interior of Africa
282	d2e72123Meyers-1905	Alexander [3]	Life of the Duke of Wellington
283	d2e72123Meyers-1905	Alexander [3]	L'Acadie, or seven years' explorations in British North America
284	d2e72336Meyers-1905	Alexandersage	Alexandre le Grand dans la littérature française du moyen-âge
285	d2e72542Meyers-1905	Alexandre	Collection des plus beaux problèmes d'échecs
286	d2e72709Meyers-1905	Alexandria [4]	Bank of Egypt, Anglo-Egyptian Banking Co., Crédit Lyonnais, Banque Franco-Égyptienne, Impériale Ottomane, Société Immobilière, Land and Mortgage Bank, Cassa di Sconto e di Risparmio
287	d2e72709Meyers-1905	Alexandria [4]	Direction générale des ports et des phares
288	d2e73408Meyers-1905	Alexĭos	Essai für le règne d'Alexis I Comnène
289	d2e73845Meyers-1905	Alfiēri	Il Misogallo, le Satire e gli Epigrammi
290	d2e73845Meyers-1905	Alfiēri	Lettere edite e inedite di A
291	d2e73845Meyers-1905	Alfiēri	Saggio sulla vita e sulle opere di A
292	d2e73845Meyers-1905	Alfiēri	Vita, giornali e lettere di A
293	d2e74337Meyers-1905	Alfred	The legal code of A. the Great
294	d2e74337Meyers-1905	Alfred	A. the Great. Chapters on his life and times
295	d2e74337Meyers-1905	Alfred	Life and times of A. the Great
296	d2e75320Meyers-1905	Algerĭen	Exploration scientifique de l'Algérie pendant les années
297	d2e75320Meyers-1905	Algerĭen	Grand annuaire commercial, industriel, administratif, etc. de l'Algérie et la Tunisie
298	d2e75320Meyers-1905	Algerĭen	Mœurs, coutumes et instructions des indigènes de l'Algérie
299	d2e75320Meyers-1905	Algerĭen	Carte topographique de l'Algérie (dépôt de la guerre
300	d2e75320Meyers-1905	Algerĭen	Carte administrative des voies de communications, Départ. de Constantine
301	d2e75320Meyers-1905	Algerĭen	Essai historique für les races anciennes et modernes de l'Afrique septentrionale
302	d2e75320Meyers-1905	Algerĭen	Histoire d'Alger et de la piraterie des Turcs
303	d2e75320Meyers-1905	Algerĭen	Histoire d'Alger sous la domination turque
304	d2e75320Meyers-1905	Algerĭen	Histoire de la conquête et de la colonisation de l'Algérie
305	d2e75320Meyers-1905	Algerĭen	Documents pour servir à l'étude du Nord-Ouest Africain
306	d2e76087Meyers-1905	Algiersche Weine	Traité für la vigne et le vinen Algérie et en Tunisie
307	d2e76477Meyers-1905	Alhámbra	Plans, elevations, sections and details of the A
308	d2e76633Meyers-1905	Ali	Historical portraiture of leading events in the life of A
309	d2e76785Meyers-1905	Alibert	Sur les fièvres pernicieuses ou ataxiques intermittentes
310	d2e76785Meyers-1905	Alibert	Description des maladies de la peau
311	d2e76785Meyers-1905	Alibert	Précis théorique et pratique für les maladies de la peau
312	d2e76908Meyers-1905	Alice	A., Grand-duchess of Hesse. Letters to her Majesty the Queen
313	d2e77218Meyers-1905	Alin	Bidrag till svenska rådets historia under medeltiden
314	d2e77218Meyers-1905	Alin	Om svenska rådets sammansättning under medeltiden
315	d2e77218Meyers-1905	Alin	Sveriges historia från äldsta tid till våra dagar
316	d2e77218Meyers-1905	Alin	Carl Johan och Sveriges yttre politik
317	d2e77218Meyers-1905	Alin	Förhandlingarne om allianstraktaten mellan Sverige och Ryssland
318	d2e77218Meyers-1905	Alin	Svenska statsrådets protokoll i frågan om förbundet med Ryssland
319	d2e77218Meyers-1905	Alin	Sveriges och Norges traktater med främmande makter
320	d2e77218Meyers-1905	Alin	Fjerde artikeln af fredstraktaten i Kiel
321	d2e77660Meyers-1905	Alison	The principles of the criminal law of Scotland
322	d2e77660Meyers-1905	Alison	Europe from the commencement of the French revolution to the restoration of the Bourbons
323	d2e77660Meyers-1905	Alison	The life of the Duke of Marlborough
324	d2e77660Meyers-1905	Alison	History of Europe from the fall of Napoleon to the accession of Louis Napoleon
325	d2e77660Meyers-1905	Alison	Lives of Lord Castlereagh and Sir Charles Stewart
326	d2e77660Meyers-1905	Alison	Some account of my life and writings
327	d2e79642Meyers-1905	Alkuin	The schools of Charles the Great and the restoration of education in the ninth century
328	d2e80151Meyers-1905	Allard	Histoire des persécutions pendant les deux premiers siècles de l'Église
