	EntryID	Headword	Origin language	Lemma synonym
5880	d2e399107Meyers-1905	Blähungen	lat	Flatus Crepitus ventris
5906	d2e400316Meyers-1905	Blankett	franz	Carte blanche
5906	d2e400316Meyers-1905	Blankett	engl	Blank charter
5906	d2e400316Meyers-1905	Blankett	ital	Carta bianca
5907	d2e400385Meyers-1905	Blanko	franz	blanc
5907	d2e400385Meyers-1905	Blanko	engl	blank
5907	d2e400385Meyers-1905	Blanko	ital	bianco
5907	d2e400385Meyers-1905	Blanko	span	blanco
5909	d2e400494Meyers-1905	Blankscheit	franz	planchette
5928	d2e401999Meyers-1905	Blasinstrumente	franz	Instruments à vent
5928	d2e401999Meyers-1905	Blasinstrumente	engl	Wind instruments
5928	d2e401999Meyers-1905	Blasinstrumente	ital	Stromenti da fiato
5993	d2e408644Meyers-1905	Bleichsucht	griech	chlōros
5999	d2e409176Meyers-1905	Bleikammern [2]	ital	Piombi
6028	d2e411551Meyers-1905	Bleuel	altd	bliuwen
6040	d2e412458Meyers-1905	Blindheit	lat	Caecitas
6051	d2e413603Meyers-1905	Blockade	franz	Blocus
6051	d2e413603Meyers-1905	Blockade	engl	Blockade Blocking
6090	d2e416747Meyers-1905	Blümerant	franz	bleu mourant
6091	d2e416945Meyers-1905	Bluse	franz	Blouse
6109	d2e420244Meyers-1905	Blutharnen	lat	Mictus cruentus
6122	d2e421210Meyers-1905	Blutschande	lat	Incestus
6132	d2e422158Meyers-1905	B moll	ital	Si bemolle minore
6132	d2e422158Meyers-1905	B moll	franz	Si bémol mineur
6132	d2e422158Meyers-1905	B moll	engl	B flat minor
6139	d2e422500Meyers-1905	Bobbinet	engl	bobbin net
6139	d2e422500Meyers-1905	Bobbinet	franz	bobine
6174	d2e427307Meyers-1905	Bodensee	franz	Lac de Constance
6178	d2e428056Meyers-1905	Bodmerei	franz	Contrat à la
6178	d2e428056Meyers-1905	Bodmerei	engl	Bottomry
6215	d2e431119Meyers-1905	Böhmen	lat	Bohemia
6223	d2e432711Meyers-1905	Bohnen, springende	span	Brincadores
6257	d2e435013Meyers-1905	Bojār	russ	bojárin
6307	d2e438713Meyers-1905	Bombast	mittellat	bombax
6313	d2e439330Meyers-1905	Bomhart	franz	bombarde
6346	d2e441751Meyers-1905	Bonifacio, Straße von	ital	Bocca di B
6347	d2e441789Meyers-1905	Bonifatius [1]	lat	fatēri
6351	d2e442001Meyers-1905	Boni homĭnes	franz	Bons hommes
6361	d2e442393Meyers-1905	Bonkal	engl	buncal
6468	d2e450020Meyers-1905	Borri	lat	Burrhus
6478	d2e450555Meyers-1905	Börse	franz	Bourse
6478	d2e450555Meyers-1905	Börse	engl	Exchange Change
6478	d2e450555Meyers-1905	Börse	ital	Borsa
6478	d2e450555Meyers-1905	Börse	holländ	Beurs
6505	d2e452999Meyers-1905	Boskett	franz	Bosquet
6511	d2e453628Meyers-1905	Boß [2]	holländ	baas
6525	d2e454755Meyers-1905	Botanik	griech	botánē
6527	d2e455467Meyers-1905	Bote	lat	nuntius
6531	d2e455932Meyers-1905	Botoschani	rumän	Botoşani
6537	d2e456440Meyers-1905	Bottelier	mittellat	botellarius
6543	d2e456875Meyers-1905	Botulismus	lat	botulus
6574	d2e457717Meyers-1905	Bougre	lat	Bulgārus
6680	d2e461271Meyers-1905	Bowle	engl	bowl
6734	d2e463964Meyers-1905	Brachylogie	lat	Breviloquentia
6744	d2e464310Meyers-1905	Brack [2]	holländ	braak
6787	d2e466596Meyers-1905	Brakteāten	lat	Nummi bracteati
6810	d2e469157Meyers-1905	Brandpfeil	lat	Malleolus Falarica
6822	d2e470164Meyers-1905	Branka	poln	brac
6822	d2e470164Meyers-1905	Branka	russ	bratj
6856	d2e475632Meyers-1905	Braut	mittelhochd	brût
6860	d2e475956Meyers-1905	Brautlauf	isländ	Brudlaup
6860	d2e475956Meyers-1905	Brautlauf	dän	Bryllup
6861	d2e476188Meyers-1905	Brav	franz	brave
6870	d2e476377Meyers-1905	Bravour	ital	Bravura
6914	d2e479276Meyers-1905	Breitgroschen	lat	Grossus latus
6950	d2e482800Meyers-1905	Brescia [2]	lat	Brixia
6972	d2e484496Meyers-1905	Breve	lat	brevis
6974	d2e484561Meyers-1905	Brevet	lat	brevis
7015	d2e485875Meyers-1905	Brief [1]	lat	breve
7018	d2e486442Meyers-1905	Briefmarke	franz	Timbre poste
7018	d2e486442Meyers-1905	Briefmarke	engl	Postage stamp
7018	d2e486442Meyers-1905	Briefmarke	ital	Francobollo
7034	d2e487362Meyers-1905	Briganten [1]	franz	Brigands
7034	d2e487362Meyers-1905	Briganten [1]	ital	Briganti
7078	d2e489630Meyers-1905	Briscan	franz	Briscon Brisque
7093	d2e490554Meyers-1905	Britisches Museum	engl	British Museum
7098	d2e491124Meyers-1905	Britschka	russ	Britzska
7098	d2e491124Meyers-1905	Britschka	poln	Bryczka
7134	d2e493226Meyers-1905	Brokāt [1]	ital	broccato
7134	d2e493226Meyers-1905	Brokāt [1]	franz	brocard
7136	d2e493275Meyers-1905	Brokatelle	ital	broccatello
7139	d2e493380Meyers-1905	Brom	griech	bromos
7146	d2e493715Meyers-1905	Bromberg	lat	Bidgostia
7179	d2e496369Meyers-1905	Brosche	franz	Broche
7191	d2e497339Meyers-1905	Brougham [1]	franz	Coupé chaise
7221	d2e498844Meyers-1905	Bruch [1]	lat	Fractio Ratio
7230	d2e500507Meyers-1905	Brücke [2]	althochd	brucca
7246	d2e502688Meyers-1905	Brühl [1]	mittellat	brogilus
7265	d2e503911Meyers-1905	Brunst [1]	althochd	brëman
7274	d2e505553Meyers-1905	Brüsk	franz	brusque
7278	d2e505827Meyers-1905	Brüsselbrunnen	mittelhochd	brûseln
7293	d2e507251Meyers-1905	Brutal	lat	brutus
7299	d2e507601Meyers-1905	Brutto	franz	brut
7299	d2e507601Meyers-1905	Brutto	engl	gross
7354	d2e513658Meyers-1905	Buchmacher	engl	Bookmaker
7388	d2e516645Meyers-1905	Budé	lat	Budaeus
7390	d2e516812Meyers-1905	Budget	altfranz	bougette
7406	d2e517580Meyers-1905	Büfett	franz	buffet
7413	d2e518034Meyers-1905	Buffo	ital	Basso buffo
7415	d2e518146Meyers-1905	Buffōne	franz	Bouffon
7418	d2e518365Meyers-1905	Bügelhorn	engl	bugle
7441	d2e519926Meyers-1905	Bukanĭer	franz	Boucaniers
7441	d2e519926Meyers-1905	Bukanĭer	franz	boucan
7444	d2e520148Meyers-1905	Bukett	franz	bouquet
7469	d2e521864Meyers-1905	Bulldogge	engl	Bull dog
7470	d2e521902Meyers-1905	Bulle [2]	mittellat	Bulla
7474	d2e522161Meyers-1905	Bulletin	ital	Bulletino
7474	d2e522161Meyers-1905	Bulletin	lat	Bulla
7491	d2e523212Meyers-1905	Bünde [1]	engl	Frets
7491	d2e523212Meyers-1905	Bünde [1]	franz	Touches
7491	d2e523212Meyers-1905	Bünde [1]	ital	Tasti
7537	d2e526750Meyers-1905	Burg [1]	griech	pýrgos
7537	d2e526750Meyers-1905	Burg [1]	lat	burgus
7543	d2e527788Meyers-1905	Bürgerlicher Tod	franz	Mort civile
7545	d2e528021Meyers-1905	Bürgermeister	mittelhochd	burc
7546	d2e528077Meyers-1905	Bürgerrecht	lat	Civitas
7548	d2e528211Meyers-1905	Bürgersprache	lat	burgiloquium
7551	d2e528392Meyers-1905	Burggraf	lat	Burcgravius Burgicomes Praefectus
7567	d2e530234Meyers-1905	Burlésk	ital	burla
7592	d2e531320Meyers-1905	Bursa	griech	býrsa
7613	d2e533181Meyers-1905	Buschmann	engl	Bushman
7617	d2e533455Meyers-1905	Büse	holl	Buis
7624	d2e534023Meyers-1905	Bußbücher	lat	Libri poenitentiales
7626	d2e534307Meyers-1905	Bussŏle	ital	bussola
7630	d2e534589Meyers-1905	Büste	ital	Busto
7636	d2e535129Meyers-1905	Buticularĭus	mittellat	buticula
7637	d2e535149Meyers-1905	Butīke	franz	Boutique
7673	d2e537787Meyers-1905	Bylaws	angelsächs	bye
7693	d2e539449Meyers-1905	Caballero [1]	lat	caballus
7715	d2e540422Meyers-1905	Caçadŏres	span	Cazadores
7748	d2e541931Meyers-1905	Cadre	lat	quadrum
7750	d2e542006Meyers-1905	Caduceāti	lat	sc nummi
7752	d2e542113Meyers-1905	Cadus	griech	Kádos
7890	d2e549410Meyers-1905	Camail	ital	camaglio
7936	d2e551298Meyers-1905	Camerlengo	lat	Camerarius
8061	d2e557505Meyers-1905	Canterbury	röm	Durovernum
8061	d2e557505Meyers-1905	Canterbury	neulat	Cantuaria
8070	d2e558043Meyers-1905	Cantus	ital	Canto
8109	d2e559616Meyers-1905	Cappa	lat	Capa
8117	d2e560085Meyers-1905	Capriccio	franz	Capricee
8125	d2e560623Meyers-1905	Capuchon	lat	Caputium
8130	d2e560762Meyers-1905	Caque	engl	cag
8150	d2e561642Meyers-1905	Carbăsus	ind	kárpâsa
8222	d2e565736Meyers-1905	Carnĭfex	lat	Carnufex
8231	d2e566287Meyers-1905	Carocha	span	Corōza
8233	d2e566420Meyers-1905	Carole	mittellat	carola
8254	d2e567790Meyers-1905	Carrefour	lat	quadrifurcum
8268	d2e568328Meyers-1905	Carroccio	mittellat	carrocium
8346	d2e573279Meyers-1905	Casteldelfīno	franz	Château Dauphin
8350	d2e573606Meyers-1905	Castelliēri	slaw	Stari grad
8363	d2e574072Meyers-1905	Castelsarrasin	lat	Castrum Cerrucium
8466	d2e578246Meyers-1905	Causses	lat	calx
8522	d2e580447Meyers-1905	C dur	ital	Do Ut maggiore
8522	d2e580447Meyers-1905	C dur	franz	Ut majeur
8522	d2e580447Meyers-1905	C dur	engl	C major
8576	d2e583192Meyers-1905	Cenacŭlum	lat	Coenaculum
8584	d2e583387Meyers-1905	Cenis, Mont	ital	Monte Cenisio
8584	d2e583387Meyers-1905	Cenis, Mont	lat	Mons Geminus
8588	d2e583490Meyers-1905	Censītus	lat	Censilis homo Censuarius
8592	d2e583593Meyers-1905	Cent [1]	lat	centum
8593	d2e583640Meyers-1905	Cent [2]	lat	centena
8653	d2e585615Meyers-1905	Cerasīn	lat	cerasus
8707	d2e588468Meyers-1905	Ces	ital	Do bemolle
8707	d2e588468Meyers-1905	Ces	franz	Ut bémol
8707	d2e588468Meyers-1905	Ces	engl	C flat
8742	d2e590190Meyers-1905	Ch	lat	Ch ch
8755	d2e590644Meyers-1905	Chabrus	hebr	chabrusa
8773	d2e591023Meyers-1905	Chagrin [2]	pers	sagrî
8795	d2e591690Meyers-1905	Chalcedonisches Glaubensbekenntnis	lat	Symbolum Chalcedonense
8799	d2e591836Meyers-1905	Chaldäa	griech	Chaldaioi
8799	d2e591836Meyers-1905	Chaldäa	lat	Chaldaci
8799	d2e591836Meyers-1905	Chaldäa	assyr	Kaldu
8799	d2e591836Meyers-1905	Chaldäa	hebr	Kasdîm
8845	d2e593681Meyers-1905	Chambellan	mittellat	Cambellanus
8890	d2e595169Meyers-1905	Champion	mittellat	campio
8906	d2e595618Meyers-1905	Chancelier	engl	Chancellor
8966	d2e597212Meyers-1905	Charaban	franz	char à banes
8999	d2e598441Meyers-1905	Charĭtas	lat	Caritas
9000	d2e598486Meyers-1905	Charitatīvsubsidien	lat	Subsidia caritativa
9003	d2e598538Meyers-1905	Chariten	griech	Chárites
9003	d2e598538Meyers-1905	Chariten	lat	Gratiae
9039	d2e599910Meyers-1905	Charta [1]	griech	Chartŭla
9041	d2e599995Meyers-1905	Charta partīta	lat	C indentata
9043	d2e600039Meyers-1905	Chartepartie	ital	Carta partita
9043	d2e600039Meyers-1905	Chartepartie	franz	Charte partie Police
9043	d2e600039Meyers-1905	Chartepartie	engl	Charter party
9055	d2e600406Meyers-1905	Chartularĭa	lat	Chartaria
9075	d2e600998Meyers-1905	Chassen	franz	chasser
9082	d2e601157Meyers-1905	Chassieren	franz	chasser
9114	d2e601944Meyers-1905	Châtelet [1]	lat	castellum
9183	d2e603596Meyers-1905	Chef	lat	caput
9185	d2e603665Meyers-1905	Cheiat	engl	Tikal
9199	d2e604045Meyers-1905	Chelicēren	griech	chēlē
9282	d2e609167Meyers-1905	Chevalerésk	franz	chevaleresque
9457	d2e617923Meyers-1905	Chirăgon	griech	cheiragon
9525	d2e622116Meyers-1905	Choánen	griech	Choanae narium
9534	d2e622678Meyers-1905	Chok	franz	Choc
9536	d2e622753Meyers-1905	Chokieren	franz	choquer
9551	d2e623476Meyers-1905	Chômage-Versicherung	franz	chômage
9565	d2e624421Meyers-1905	Chorāl	lat	Cantus choralis
9579	d2e625055Meyers-1905	Choregion	lat	Choragium
9590	d2e625484Meyers-1905	Chorĭon	lat	corium
9619	d2e626472Meyers-1905	Chr.	griech	XP
9635	d2e627424Meyers-1905	Christian [1]	lat	Christianus
9744	d2e634349Meyers-1905	Chthonisch	griech	chthonios
9758	d2e634742Meyers-1905	Chur [1]	rätoroman	Cuera
9758	d2e634742Meyers-1905	Chur [1]	ital	Coira
9758	d2e634742Meyers-1905	Chur [1]	franz	Coire
9788	d2e635914Meyers-1905	Ciborĭum	griech	Kiborion
9823	d2e637540Meyers-1905	Cilĭen	lat	Cilia
9831	d2e637864Meyers-1905	Cimelĭen	griech	keimēlion
9842	d2e638521Meyers-1905	Cinellen	ital	cinelle
9873	d2e639722Meyers-1905	Circuit	lat	circuitus
9899	d2e640540Meyers-1905	Cis [2]	ital	Do diesi
9899	d2e640540Meyers-1905	Cis [2]	franz	Ut dièse
9899	d2e640540Meyers-1905	Cis [2]	engl	E sharp
9905	d2e640842Meyers-1905	Cista	griech	kistē
9928	d2e642141Meyers-1905	Città	lat	civitas
9937	d2e642330Meyers-1905	City	franz	Cité
9939	d2e642370Meyers-1905	Ciudād	lat	civitas
9979	d2e643626Meyers-1905	Clair-obscur	ital	Chiaroscuro
10015	d2e644889Meyers-1905	Clarīno	franz	Clarin Clairon
10015	d2e644889Meyers-1905	Clarīno	engl	Clarion
10044	d2e646599Meyers-1905	Clavicularĭus	lat	Claviger
10064	d2e647124Meyers-1905	Clémanges	lat	Clemangius
10071	d2e648052Meyers-1905	Clerc [1]	lat	clericus
10080	d2e648262Meyers-1905	Clermont	lat	Clarus mons
10140	d2e650613Meyers-1905	Clüver	lat	Cluverius
10148	d2e650889Meyers-1905	C moll	ital	Do minore
10148	d2e650889Meyers-1905	C moll	franz	Ut mineur
10148	d2e650889Meyers-1905	C moll	engl	C minor
10169	d2e651905Meyers-1905	Cobla	lat	copula
10198	d2e653668Meyers-1905	Code	lat	codex
10203	d2e654076Meyers-1905	Codille	span	codillo
10205	d2e654114Meyers-1905	Codo	lat	cubitus
10247	d2e655705Meyers-1905	Colascione	franz	Colachon
10276	d2e657360Meyers-1905	Coll' arco	ital	arcato
10350	d2e661290Meyers-1905	Columna itinerarĭa	lat	C miliaris
10358	d2e661528Meyers-1905	Coma [1]	griech	Koma
10382	d2e662406Meyers-1905	Coemetērium	griech	koimeterĭon
10391	d2e662616Meyers-1905	Comĭtas gentium	franz	Courtoisie internationale
10432	d2e663720Meyers-1905	Communes res	lat	Res omnium communes
10457	d2e664457Meyers-1905	Composé	ital	composto
10458	d2e664491Meyers-1905	Compositeur	ital	Compositore
10475	d2e664854Meyers-1905	Comte [1]	lat	comes
10490	d2e665525Meyers-1905	Concertant	ital	concertato
10507	d2e665917Meyers-1905	Concĭo	lat	Contio
10519	d2e666180Meyers-1905	Concurrence déloyale	engl	Unfair competition
10560	d2e667524Meyers-1905	Confolens	lat	Confluentes
10563	d2e667579Meyers-1905	Confrāter	franz	Confrère
10591	d2e668752Meyers-1905	Connétable	lat	comes stabuli
10591	d2e668752Meyers-1905	Connétable	altfranz	cuenstables
10602	d2e669292Meyers-1905	Consacramentāles	lat	Compurgatores
10606	d2e669532Meyers-1905	Conseil	lat	Consilium
10623	d2e670056Meyers-1905	Constable [1]	franz	connétable
10640	d2e670780Meyers-1905	Contánt	ital	contante contanti
10643	d2e670918Meyers-1905	Contemporain	lat	contemporaneus
10645	d2e670950Meyers-1905	Content	lat	contentus
10666	d2e671660Meyers-1905	Contr'alto	franz	Haute contre
10683	d2e672080Meyers-1905	Contrōra	lat	contra
10696	d2e672455Meyers-1905	Convoi	engl	Convoy
10727	d2e674179Meyers-1905	Coppo	lat	cupa
10751	d2e675257Meyers-1905	Corda [2]	franz	Corde
10754	d2e675436Meyers-1905	Cordel	lat	chorda
10790	d2e677709Meyers-1905	Corniche, La	ital	Cornice
10833	d2e679645Meyers-1905	Corregidor	portug	Corregedor
10956	d2e685183Meyers-1905	Couplet	lat	copula
10965	d2e685430Meyers-1905	Courante	ital	Corrente
11071	d2e688984Meyers-1905	Craon	lat	Credonium
11133	d2e691394Meyers-1905	Crest [1]	lat	crista
11144	d2e691768Meyers-1905	Creuse [1]	lat	Crosa
11280	d2e697130Meyers-1905	Csik-Szereda	lat	Sicoloburgum
11299	d2e697804Meyers-1905	Cuba [1]	lat	cubare
11333	d2e699469Meyers-1905	Cullĕus	lat	Culeus
11368	d2e700874Meyers-1905	Cupa	franz	Coupe
11382	d2e701732Meyers-1905	Curé	lat	curatus
11403	d2e702371Meyers-1905	Curtāne	mittellat	Curtana
11410	d2e703001Meyers-1905	Cusīr	franz	Soie à coudre
11449	d2e705618Meyers-1905	Cymbal	lat	cymbalum
11491	d2e708529Meyers-1905	Czako [1]	ungar	csákó
11626	d2e717087Meyers-1905	Damaszieren	franz	damasquiner
11627	d2e717215Meyers-1905	Dame	ital	Dama Donna
11627	d2e717215Meyers-1905	Dame	lat	domina
11639	d2e718196Meyers-1905	Dämmerung	lat	Crepusculum
11647	d2e718598Meyers-1905	Damno	ital	Danno
11647	d2e718598Meyers-1905	Damno	lat	Damnum
11659	d2e719607Meyers-1905	Dämpfer [2]	ital	Sordino
11659	d2e719607Meyers-1905	Dämpfer [2]	franz	Sourdine
11735	d2e731038Meyers-1905	Darlehen	lat	Mutuum
11784	d2e736100Meyers-1905	Dauerlaute	lat	Continuae
11789	d2e736471Meyers-1905	Daumont	franz	Attelage à la
11794	d2e736667Meyers-1905	Dauphin	lat	Delphinus
11807	d2e738005Meyers-1905	Davis-Quadrant	engl	Back staff
11830	d2e738895Meyers-1905	D dur	ital	Re maggiore
11830	d2e738895Meyers-1905	D dur	franz	Ré majeur
11830	d2e738895Meyers-1905	D dur	engl	D major
11882	d2e740360Meyers-1905	Debüt	franz	début
11910	d2e741467Meyers-1905	Decher	spätlat	dicra
11910	d2e741467Meyers-1905	Decher	engl	dicker
11926	d2e743323Meyers-1905	Deckung [1]	franz	Couverture Provision
11957	d2e744269Meyers-1905	Decumāna	lat	sc porta
12001	d2e745330Meyers-1905	Defensor fidĕi	engl	Defender of tue
12033	d2e746241Meyers-1905	Defter	griech	diphthéra
12038	d2e746549Meyers-1905	Degen [1]	franz	dague
12070	d2e748395Meyers-1905	Deimos und Phobos	lat	Pallor
12090	d2e749159Meyers-1905	Dekabristen	russ	dekabrj
12096	d2e749401Meyers-1905	Dekān	lat	Decanus
12096	d2e749401Meyers-1905	Dekān	engl	Dean
12096	d2e749401Meyers-1905	Dekān	franz	Doyen
12103	d2e749607Meyers-1905	Dekatieren	franz	décatir
12121	d2e750477Meyers-1905	Dekórt	franz	Décourt Déduction Remise
12121	d2e750477Meyers-1905	Dekórt	engl	Deduction Abatement
12121	d2e750477Meyers-1905	Dekórt	ital	Diffalco Sconto
12127	d2e750592Meyers-1905	Dekret	lat	Decretum
12128	d2e750625Meyers-1905	Dekretalen	lat	Literae decretales Decretales
12161	d2e752048Meyers-1905	Delegation [2]	ital	Delegazione
12172	d2e752580Meyers-1905	Delibationsurteil	ital	delibazione
12176	d2e752699Meyers-1905	Delicāto	ital	delicatamente con delicatezza
12184	d2e752876Meyers-1905	Delikt	lat	delictum
12199	d2e753437Meyers-1905	Deliziös	frz	délicieux
12200	d2e753471Meyers-1905	Delkredĕre	franz	Ducroire
12200	d2e753471Meyers-1905	Delkredĕre	engl	Guaranty
12214	d2e754282Meyers-1905	Delphĭca	lat	sc mensa
12261	d2e756440Meyers-1905	Demijohn	franz	Damejeanne
12261	d2e756440Meyers-1905	Demijohn	arab	damagan
12271	d2e756768Meyers-1905	Demographie	griech	dēmos
12323	d2e758882Meyers-1905	Denization	lat	donatio
12324	d2e759146Meyers-1905	Denkmal	lat	Monumentum
12325	d2e759286Meyers-1905	Denkspruch	lat	Sententia
12326	d2e759340Meyers-1905	Denkverse	lat	Versus memoriales
12345	d2e760008Meyers-1905	Dentelierte Arbeit	franz	Dentelure
12361	d2e760361Meyers-1905	Deo annuénte	lat	D favente D
12362	d2e760393Meyers-1905	Deodánd	lat	Deo dandum
12383	d2e760830Meyers-1905	Depeschen	franz	dépêches
12383	d2e760830Meyers-1905	Depeschen	ital	dispaccio
12404	d2e761335Meyers-1905	Depositen	lat	Deposĭta
12411	d2e761528Meyers-1905	Depot	franz	dépôt
12419	d2e761784Meyers-1905	Deprekation	lat	Deprecatio
12425	d2e761982Meyers-1905	Depretĭo	lat	depretiare
12433	d2e762157Meyers-1905	Deputāt	lat	Deputatum
12455	d2e762831Meyers-1905	Derelikten	lat	res derelictae
12507	d2e764622Meyers-1905	Des	ital	Re bemolle
12507	d2e764622Meyers-1905	Des	franz	Ré bémol
12507	d2e764622Meyers-1905	Des	engl	D flat
12553	d2e766281Meyers-1905	Deshonnett	franz	déshonnête
12622	d2e768438Meyers-1905	Dessin	engl	Design
12653	d2e769739Meyers-1905	Detektive	engl	detective
12704	d2e771236Meyers-1905	Deutsch	got	thiudisks
12704	d2e771236Meyers-1905	Deutsch	althochd	diutisc
12704	d2e771236Meyers-1905	Deutsch	mittelhochd	tiutsch
12704	d2e771236Meyers-1905	Deutsch	niederd	düdesk dütsch
12704	d2e771236Meyers-1905	Deutsch	niederländ	duitsch
12704	d2e771236Meyers-1905	Deutsch	schwed	tysk
12704	d2e771236Meyers-1905	Deutsch	dän	tydsk
12721	d2e779165Meyers-1905	Deutschland	franz	Allemagne
12721	d2e779165Meyers-1905	Deutschland	engl	Germany
12749	d2e785730Meyers-1905	Devīsen	mittellat	divisa
12769	d2e786780Meyers-1905	Dextĕra	lat	Dextra
12771	d2e786820Meyers-1905	Dextri	lat	Destri
12777	d2e787071Meyers-1905	Dezember	lat	decem
12779	d2e787131Meyers-1905	Dezemvirn	lat	Decemviri
12791	d2e787427Meyers-1905	Dezimalsystem	lat	decem
12791	d2e787427Meyers-1905	Dezimalsystem	griech	deka
12794	d2e787513Meyers-1905	Dezime	port	decĭma
12798	d2e787612Meyers-1905	Dezision	lat	Decisio
12800	d2e787684Meyers-1905	Dezisīvstimme	lat	Votum decisivum
12857	d2e789885Meyers-1905	Diamánt	lat	adamas
12901	d2e792119Meyers-1905	Diäten	lat	dies
12912	d2e792573Meyers-1905	Diavoletti	franz	Diablotins
12933	d2e793974Meyers-1905	Dicis causa	lat	dicis gratia
12946	d2e794938Meyers-1905	Dictionnaire	engl	Dictionary
12977	d2e797312Meyers-1905	Dienstag	lat	Dies Martis
12977	d2e797312Meyers-1905	Dienstag	franz	Mardi
12977	d2e797312Meyers-1905	Dienstag	engl	Tuesday
13033	d2e801735Meyers-1905	Digestīvmittel	lat	Digestiva sc remedia
13041	d2e802145Meyers-1905	Dignánd	lat	Dignandus
13051	d2e802385Meyers-1905	Dii	lat	Di
13084	d2e803459Meyers-1905	Dilettant	ital	dilettare
13098	d2e804393Meyers-1905	Dime [2]	lat	decima
13106	d2e804992Meyers-1905	Dimissorialĭen	lat	Literae dimissoriales
13123	d2e805725Meyers-1905	Ding [2]	german	thing
13123	d2e805725Meyers-1905	Ding [2]	althochd	dinc
13165	d2e809512Meyers-1905	Diözēse	griech	dioikēsis
13170	d2e809958Meyers-1905	Diphtherīe	griech	diphthĕra
13179	d2e810424Meyers-1905	Diplōm	griech	diplōma
13181	d2e810482Meyers-1905	Diplomatīe	griech	diplōma
13191	d2e811076Meyers-1905	Dippen	engl	to dip
13204	d2e811715Meyers-1905	Direkte Rede	lat	Oratio directa
13211	d2e811922Meyers-1905	Diren	lat	Dirae
13212	d2e811942Meyers-1905	Dirge	lat	Dirige Domine Deus
13218	d2e812099Meyers-1905	Dirimentĭen	lat	dirimentia sc impedimenta
13226	d2e812362Meyers-1905	Dis [1]	franz	Ré dièse
13226	d2e812362Meyers-1905	Dis [1]	ital	Re diesi
13226	d2e812362Meyers-1905	Dis [1]	engl	D sharp
13230	d2e812498Meyers-1905	Discantus	franz	Déchant
13245	d2e813083Meyers-1905	Disgustieren	ital	disgusto
13256	d2e813355Meyers-1905	Diskont	franz	Escompte
13256	d2e813355Meyers-1905	Diskont	engl	Discount
13256	d2e813355Meyers-1905	Diskont	ital	Sconto
13260	d2e813642Meyers-1905	Diskordánz	franz	Discordance
13269	d2e813942Meyers-1905	Diskriminieren	lat	discrimen
13272	d2e814000Meyers-1905	Diskúrs	franz	Discours
13273	d2e814034Meyers-1905	Diskursīv	lat	discursive
13284	d2e814438Meyers-1905	Dispache	span	Despacho
13284	d2e814438Meyers-1905	Dispache	ital	Dispaccio
13290	d2e814549Meyers-1905	Dispéns	franz	Dispense
13310	d2e815350Meyers-1905	Dispūt	franz	Dispute
13345	d2e816172Meyers-1905	Distanz	franz	Distance
13381	d2e817784Meyers-1905	Dito [1]	ital	detto
13382	d2e817807Meyers-1905	Dito [2]	lat	digitus
13409	d2e818677Meyers-1905	Divertiménto	franz	Divertissement
13430	d2e819519Meyers-1905	Divorce	lat	Divortium
13443	d2e819909Meyers-1905	Dizaine	engl	Design
13451	d2e820411Meyers-1905	D moll	ital	Re minore
13451	d2e820411Meyers-1905	D moll	franz	Ré mineur
