	EntryID	Headword	term	title translation
2182	d2e1042217Meyers-1905	Fabrik- und Handelszeichen	Markenschutzgesetz 	Merchandise Marks Act
2183	d2e1042897Meyers-1905	Fächer	Fächermacher 	maîtres eventaillistes
2184	d2e1043254Meyers-1905	Fachschulen	Spezialschulen 	écoles spéciales, enseignement spécial
2185	d2e1044732Meyers-1905	Fadenwürmer	Zuckerrüben 	Heterodera
2186	d2e1045746Meyers-1905	Fahne [1]	Feldzeichen 	signa
2187	d2e1046043Meyers-1905	Fahnenlehen	Fahne 	hasta signifera
2188	d2e1046314Meyers-1905	Fahre	Kiefer 	Pinus silvestris
2189	d2e1046425Meyers-1905	Fahrende Leute	Kunst 	gaya scienza
2190	d2e1046729Meyers-1905	Fahrlässigkeit	Sorgfalt 	custodia
2191	d2e1046860Meyers-1905	Fahrrad	Hosenkostüm 	Bloomers, rational-dress
2192	d2e1048276Meyers-1905	Fair [1]	selbst 	F.-day
2193	d2e1048737Meyers-1905	Fäkāldünger	Exkremente 	Faeces
2194	d2e1048761Meyers-1905	Fakîr	Zeremonien 	zikr
2195	d2e1048761Meyers-1905	Fakîr	Wege 	tarîka
2196	d2e1048761Meyers-1905	Fakîr	Schale 	kaschkûl
2197	d2e1048761Meyers-1905	Fakîr	Rosenkranz 	tasbîh
2198	d2e1049078Meyers-1905	Faktoreigewicht	Mönn 	mun, maund
2199	d2e1049236Meyers-1905	Fakultät	Abteilungen 	ordines
2200	d2e1049889Meyers-1905	Falcōne	Schlachten 	Oracolo delle battaglie
2201	d2e1050387Meyers-1905	Falken	Jagdfalke 	Falco rusticolus
2202	d2e1050387Meyers-1905	Falken	Wanderfalke 	F. peregrinus
2203	d2e1050387Meyers-1905	Falken	Blaufuß 	F. cherrug
2204	d2e1051176Meyers-1905	Falkirk	Stadt 	municipal burgh
2205	d2e1051196Meyers-1905	Falkland	Stadt 	royal burgh
2206	d2e1051213Meyers-1905	Falklandinseln	Dolde 	Azorella glebaria
2207	d2e1051213Meyers-1905	Falklandinseln	Tussokgras 	Dactylis caespitosa
2208	d2e1051213Meyers-1905	Falklandinseln	Fuchs 	Pseudalopex antarcticus
2209	d2e1052215Meyers-1905	Fallimentskommissar	Richter 	juge-commissaire
2210	d2e1052427Meyers-1905	Fallōpia	Schläfenbein 	Fallopiae canalis
2211	d2e1052427Meyers-1905	Fallōpia	Eileiter 	Tuba Fallopiae
2212	d2e1052579Meyers-1905	Fallrecht	fällt 	paterna paternis, materna maternis
2213	d2e1052678Meyers-1905	Fallschirm	Löwenzahns 	Taraxacum
2214	d2e1052911Meyers-1905	Falmouth	Stadt 	municipal borough
2215	d2e1052964Meyers-1905	Falsa causa	unschädlich 	falsa causa non nocet
2216	d2e1053188Meyers-1905	Falschnetzflügler	Amphibioten 	Amphibiotica
2217	d2e1053429Meyers-1905	Falsett	Falsettisten 	Alti naturali
2218	d2e1054553Meyers-1905	Familie	Mäuse 	Muridae
2219	d2e1054553Meyers-1905	Familie	Liliengewächse 	Liliaceae
2220	d2e1054553Meyers-1905	Familie	Unterfamilien 	subfamiliae
2221	d2e1054553Meyers-1905	Familie	Ordnung 	ordo
2222	d2e1056272Meyers-1905	Fano	Kolonie 	Colonia Julia Fanestris
2223	d2e1056319Meyers-1905	Fanon [1]	Handtuch 	manipulum
2224	d2e1059096Meyers-1905	Farbpflanzen	Alkanna 	Alcanna tinctoria
2225	d2e1059096Meyers-1905	Farbpflanzen	Färberdistel 	Carthamus tinctorius
2226	d2e1059096Meyers-1905	Farbpflanzen	Chika 	Bignonia Chica
2227	d2e1059096Meyers-1905	Farbpflanzen	Sorgho 	Sorghum vulgare
2228	d2e1059096Meyers-1905	Farbpflanzen	Stockmalve 	Malva arborea
2229	d2e1059096Meyers-1905	Farbpflanzen	Soranjee 	Morinda citrifolia
2230	d2e1059096Meyers-1905	Farbpflanzen	Drachenblutbaum 	Dracaena Draco
2231	d2e1059096Meyers-1905	Farbpflanzen	Wau 	Reseda luteola
2232	d2e1059096Meyers-1905	Farbpflanzen	Safran 	Crocus sativus
2233	d2e1059096Meyers-1905	Farbpflanzen	Wandflechte 	Parmelia parietina
2234	d2e1059096Meyers-1905	Farbpflanzen	Waid 	Isatis tinctoria
2235	d2e1059096Meyers-1905	Farbpflanzen	Färberknöterich 	Polygonum tinctorium
2236	d2e1059096Meyers-1905	Farbpflanzen	Sumach 	Rhus coriaria
2237	d2e1059096Meyers-1905	Farbpflanzen	Seerose 	Nymphaea alba
2238	d2e1059848Meyers-1905	Farce	Art 	farsas
2239	d2e1060760Meyers-1905	Farne [1]	Gefäßkryptogamen 	Pteridophyta
2240	d2e1060760Meyers-1905	Farne [1]	Schuppenhaare 	paleae
2241	d2e1060760Meyers-1905	Farne [1]	Rohr 	stela
2242	d2e1060760Meyers-1905	Farne [1]	Spreuschuppen 	paleae
2243	d2e1060760Meyers-1905	Farne [1]	Fruchthäuschen 	sori
2244	d2e1060760Meyers-1905	Farne [1]	Zellen 	annulus
2245	d2e1060760Meyers-1905	Farne [1]	Starsteine 	Psaronius
2246	d2e1061553Meyers-1905	Farnhaar	Schuppen 	paleae
2247	d2e1061553Meyers-1905	Farnhaar	Mittel 	Paleae haemostaticae
2248	d2e1062506Meyers-1905	Fasān	Fasanen 	Phasianidae
2249	d2e1062971Meyers-1905	Fascĭa	Busenband 	F. pectoralis
2250	d2e1063296Meyers-1905	Faserpflanzen	Espartogras 	Stipa tenacissima
2251	d2e1064305Meyers-1905	Fasten	Tages 	jejunium a vespera ad vesperam
2252	d2e1064305Meyers-1905	Fasten	Fleischspeisen 	abstinentia
2253	d2e1064305Meyers-1905	Fasten	mittags 	semijejunium
2254	d2e1064577Meyers-1905	Fasti	Triumphe 	F. triumphales
2255	d2e1064577Meyers-1905	Fasti	Priester 	F. sacerdotales
2256	d2e1066452Meyers-1905	Faultier	Zahnlücker 	Edentata
2257	d2e1066452Meyers-1905	Faultier	Faultiere 	Bradypoda
2258	d2e1068080Meyers-1905	Faversham	Stadt 	municipal borough
2259	d2e1068477Meyers-1905	Favus	Fadenpilzes 	Achorion Schoenleinii
2260	d2e1069118Meyers-1905	Faziāl	Gesicht 	facies
2261	d2e1069420Meyers-1905	Fe	Eisen 	Ferrum
2262	d2e1070673Meyers-1905	Fecundĭtas	Kaiserinnen 	F. Augusta
2263	d2e1071560Meyers-1905	Federn [1]	Straußes 	Struthio Camelus
2264	d2e1071560Meyers-1905	Federn [1]	Silberreiher 	Ardea Garzetta
2265	d2e1072431Meyers-1905	Feen	Einfluß 	fée
2266	d2e1072431Meyers-1905	Feen	englischem 	fay
2267	d2e1073542Meyers-1905	Feigenwespe	Schenkelwespen 	Chalcididae
2268	d2e1073635Meyers-1905	Feigwarze	Penis 	sulcus coronarius
2269	d2e1074570Meyers-1905	Feisi	Gedichte 	Mesnevis
2270	d2e1076782Meyers-1905	Feldhühner	Waldhühner 	Tetraonidae
2271	d2e1076942Meyers-1905	Feldkirch	Erziehungsanstalt 	Stella matutina
2272	d2e1077826Meyers-1905	Feldpost	Leitpunkten 	Advance Depot
2273	d2e1077826Meyers-1905	Feldpost	Feldpostämtern 	Field Post Offices
2274	d2e1079034Meyers-1905	Feldweihen	Falken 	Falconidae
2275	d2e1080033Meyers-1905	Fellow	Graduierten 	bachelors, masters, doctors
2276	d2e1080033Meyers-1905	Fellow	Anstalt 	residence
2277	d2e1080033Meyers-1905	Fellow	Haupt 	master, warden, president provost, principal rector, dean
2278	d2e1081568Meyers-1905	Femorāl	Oberschenkel 	femur
2279	d2e1082654Meyers-1905	Fensterblumen	Frauenschuh 	Cypripedium Calceolus
2280	d2e1084271Meyers-1905	Ferĭen	angeordneten 	feriae publicae
2281	d2e1084271Meyers-1905	Ferĭen	angehenden 	f. privatae
2282	d2e1086064Meyers-1905	Fernrohr	kleinern 	v m v
2283	d2e1090614Meyers-1905	Feste [2]	Gedenkens 	Jom hassikkaron
2284	d2e1090614Meyers-1905	Feste [2]	Selbstgerichts 	Jom haddin
2285	d2e1090614Meyers-1905	Feste [2]	Posaunenblasens 	Jom terua
2286	d2e1090614Meyers-1905	Feste [2]	Kirchenjahres 	Semestre domini
2287	d2e1090614Meyers-1905	Feste [2]	Gründonnerstag 	dies viridium
2288	d2e1090614Meyers-1905	Feste [2]	stattfinden 	Festa simplicia
2289	d2e1090614Meyers-1905	Feste [2]	Ramadanfest 	'īd Ramadhân
2290	d2e1092200Meyers-1905	Festmachen	Wurzel 	Radix victorialis
2291	d2e1094312Meyers-1905	Fetĭalen	Kräuter 	verbenae
2292	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Rettich 	Raphanus
2293	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Senf 	Sinapis
2294	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Leindotter 	Camelina
2295	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Lein 	Linum
2296	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Hanf 	Cannabis
2297	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Mohn 	Papaver
2298	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Sonnenblume 	Helianthus
2299	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Madi 	Madia
2300	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Safflorsamen 	Carthamus
2301	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Walnußbaum 	Juglans
2302	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Buche 	Fagus
2303	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Haselstrauch 	Corylus
2304	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Mandelbaum 	Amygdalus
2305	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Pfirsichbaum 	Persica
2306	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Mais 	Zea
2307	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Weinstock 	Vitis
2308	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Ölbaum 	Olea
2309	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Sesam 	Sesamum
2310	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Erdnuß 	Arachis
2311	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Baumwolle 	Gossypium
2312	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Muskatbaum 	Myristica
2313	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Wachsgagel 	Myrica
2314	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Kokospalme 	Cocos
2315	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Ölpalme 	Elaeis
2316	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Wachspalme 	Copernicia
2317	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Andespalme 	Ceroxylon
2318	d2e1094887Meyers-1905	Fette und Öle liefernde Pflanzen und Tiere	Walrat 	Cetaceum
2319	d2e1095788Meyers-1905	Fettsucht	Haut 	Panniculus adiposus
2320	d2e1097279Meyers-1905	Feuerfliege	Schnellkäfer 	Elateridae
2321	d2e1097617Meyers-1905	Feuerland	Thuja 	Libocedrus tetragonus
2322	d2e1097617Meyers-1905	Feuerland	Tussokgras 	Dactylis glomerula
2323	d2e1097617Meyers-1905	Feuerland	Wildkatze 	Felis Geoffroyi
2324	d2e1097617Meyers-1905	Feuerland	Hund 	Canis magellanicus
2325	d2e1097617Meyers-1905	Feuerland	Fischotter 	Lutra chilensis
2326	d2e1097617Meyers-1905	Feuerland	Tuko 	Ctenomys
2327	d2e1097617Meyers-1905	Feuerland	Guanako 	Auchenia
2328	d2e1097617Meyers-1905	Feuerland	Landvogel 	Anthus corrindera
2329	d2e1099528Meyers-1905	Feuerspritze	Kugel 	ball
2330	d2e1101457Meyers-1905	Feuerzeuge	Dorn 	Rhamnos
2331	d2e1101457Meyers-1905	Feuerzeuge	Efeu 	Kittos
2332	d2e1101457Meyers-1905	Feuerzeuge	Schwämmen 	fungi
2333	d2e1102914Meyers-1905	Fibrōm	weicherer 	Fibroma molle
2334	d2e1102914Meyers-1905	Fibrōm	festerer 	F. durum
2335	d2e1103121Meyers-1905	Fichte [1]	Fichtenborkenkäfers 	Bostrichus typographus
2336	d2e1103121Meyers-1905	Fichte [1]	Fichtenrüsselkäfers 	Hylobius abietis
2337	d2e1103121Meyers-1905	Fichte [1]	Nonne 	Liparis monacha
2338	d2e1103121Meyers-1905	Fichte [1]	blauen 	P. p. glauca
2339	d2e1103121Meyers-1905	Fichte [1]	silbergrauen 	P. p. argentea
2340	d2e1103121Meyers-1905	Fichte [1]	Kiefer 	Pinus silvestris
2341	d2e1104246Meyers-1905	Fichtenrinde	Fichte 	Picea excelsa
2342	d2e1104246Meyers-1905	Fichtenrinde	Borke 	Scorza-rossa
2343	d2e1104966Meyers-1905	Fideïkommíß	Gewissen 	fidei
2344	d2e1104966Meyers-1905	Fideïkommíß	Erblassers 	fidei-committens
2345	d2e1105114Meyers-1905	Fidēles	Ungläubigen 	infideles
2346	d2e1105441Meyers-1905	Fidschiinseln	Taro 	Colocasia
2347	d2e1105441Meyers-1905	Fidschiinseln	Yams 	Dioscorea alata
2348	d2e1105441Meyers-1905	Fidschiinseln	Pia 	Tacca
2349	d2e1105441Meyers-1905	Fidschiinseln	Bataten 	Ipomoea Batatas
2350	d2e1105767Meyers-1905	Fieber	heiß 	calor mordax
2351	d2e1107625Meyers-1905	Fikh	Gottheit 	ahkâm
2352	d2e1107685Meyers-1905	Fiktion	Rechtswesen 	fictio juris
2353	d2e1108297Meyers-1905	Filiation	fremd 	la recherche de la paternité est interdite
2354	d2e1109723Meyers-1905	Filzkrankheit der Blätter	Pilzbildungen 	Erineum
2355	d2e1109938Meyers-1905	Fināl	Ende 	finis
2356	d2e1110244Meyers-1905	Finanzkontrolle	Spezialkasse 	C. speciale du trésor
2357	d2e1111048Meyers-1905	Findelhäuser	Spital 	hospice dépositaire
2358	d2e1111048Meyers-1905	Findelhäuser	Aufnahmebureaus 	bureaux d'admission
2359	d2e1112278Meyers-1905	Fink [1]	Finken 	Fringillidae
2360	d2e1112919Meyers-1905	Finnfische	Bartenwale 	Mysticete
2361	d2e1115002Meyers-1905	Fiorīno	Rom 	F. d'oro
2362	d2e1116502Meyers-1905	Fisch, fliegender	Himmels 	Piscis volans
2363	d2e1117016Meyers-1905	Fische [2]	kugelig 	Diodon
2364	d2e1117016Meyers-1905	Fische [2]	Welsart 	Clarias lazera
2365	d2e1117016Meyers-1905	Fische [2]	Schellfische 	Gadidae
2366	d2e1117016Meyers-1905	Fische [2]	Knochenhechte 	Lepidosteidae
2367	d2e1117016Meyers-1905	Fische [2]	Schlammfische 	Amiidae
2368	d2e1117016Meyers-1905	Fische [2]	Waller 	Siluridae
2369	d2e1117016Meyers-1905	Fische [2]	Karpfen 	Cyprinidae
2370	d2e1117016Meyers-1905	Fische [2]	Caramurú 	Lepidosiren
2371	d2e1117016Meyers-1905	Fische [2]	Schlammfisch 	Protopterus
2372	d2e1117016Meyers-1905	Fische [2]	Barramunda 	Ceratodus
2373	d2e1118441Meyers-1905	Fischerei	Grundschleppnetz 	trawl
2374	d2e1118441Meyers-1905	Fischerei	Aufsichtsbeamten 	Opsynchefs
2375	d2e1118441Meyers-1905	Fischerei	Fischer 	men and boys
2376	d2e1119518Meyers-1905	Fischgift	Pfeilhechten 	Sphyraena
2377	d2e1119518Meyers-1905	Fischgift	Stöcker 	Caranx
2378	d2e1119518Meyers-1905	Fischgift	Knurrhahn 	Cottus scorpio
2379	d2e1119518Meyers-1905	Fischgift	Seeadler 	Myliobates aquila
2380	d2e1119518Meyers-1905	Fischgift	Stöcker 	Caranx
2381	d2e1119518Meyers-1905	Fischgift	Petermännchen 	Trachinus draco
2382	d2e1119518Meyers-1905	Fischgift	Schriftbarsch 	Serranus scriba
2383	d2e1120286Meyers-1905	Fischotter	Marder 	Mustelidae
2384	d2e1120491Meyers-1905	Fischschuppen	Weißfisches 	Cyprinus alburnus
2385	d2e1120789Meyers-1905	Fischzucht	Pilzbildung 	Byssus
2386	d2e1120988Meyers-1905	Fisettholz	Perückenbaumes 	Rhus Cotinus
2387	d2e1121335Meyers-1905	Fiskus	Staatsschatz 	aerarium publicum
2388	d2e1121335Meyers-1905	Fiskus	wurden 	patrimonium populi publicum
2389	d2e1121335Meyers-1905	Fiskus	Kaisers 	privatum patrimonium, res privata principis
2390	d2e1121335Meyers-1905	Fiskus	Verwaltungsabteilungen 	stationes fisci
2391	d2e1121413Meyers-1905	Fisole	Gartenbohne 	Phaseolus
2392	d2e1121499Meyers-1905	Fissūr	Knochenteiles 	fissura ossium
2393	d2e1121658Meyers-1905	Fit	befähigt 	f. to run
2394	d2e1122384Meyers-1905	Fiūme [2]	Triumphbogen 	Arco romano
2395	d2e1122384Meyers-1905	Fiūme [2]	Parkanlagen 	Scogiletto, Giardino pubblico
2396	d2e1122384Meyers-1905	Fiūme [2]	see 	Valsa
2397	d2e1122906Meyers-1905	Fixsterne	Kapwolken 	Nubecula major et minor
2398	d2e1123310Meyers-1905	Fixum	Gehalt 	fixum salarium
2399	d2e1124289Meyers-1905	Flachs	Gammaeule 	Plusia gamma
2400	d2e1124289Meyers-1905	Flachs	Flachsknotenwickler 	Conchylis epilinana
2401	d2e1124289Meyers-1905	Flachs	Flachsseide 	Cuscuta epilinum
2402	d2e1124289Meyers-1905	Flachs	Rostpilz 	Melampsora lini
2403	d2e1126012Meyers-1905	Flagrant	Tat 	in flagranti
2404	d2e1126401Meyers-1905	Flamĭnes	höhere 	F. maiores
2405	d2e1126401Meyers-1905	Flamĭnes	niedere 	minores
2406	d2e1126401Meyers-1905	Flamĭnes	Hut 	apex
2407	d2e1126401Meyers-1905	Flamĭnes	Amt 	Flamonium
2408	d2e1126486Meyers-1905	Flamingo [2]	Flamingos 	Phoenicopteridae
2409	d2e1127555Meyers-1905	Flandern	Waldgrafen 	forestarii
2410	d2e1130181Meyers-1905	Flechten [1]	Fruchtkörpers 	Apothecium
2411	d2e1130181Meyers-1905	Flechten [1]	Mannaflechte 	Sphaerothallia esculenta
2412	d2e1131006Meyers-1905	Fleck [1]	Wirtschaften 	triperies
2413	d2e1131006Meyers-1905	Fleck [1]	Flecke 	tripes
2414	d2e1131351Meyers-1905	Fleckwasser	Wasser 	Liqueur Bernhard
2415	d2e1131447Meyers-1905	Flederhunde	Handflügler 	Chiroptera
2416	d2e1131512Meyers-1905	Fledermäuse [1]	Handflügler 	Chiroptera
2417	d2e1131512Meyers-1905	Fledermäuse [1]	Teichfledermaus 	Vespertilio dasycnema
2418	d2e1131964Meyers-1905	Fleisch [1]	wird 	haut goût
2419	d2e1131964Meyers-1905	Fleisch [1]	Fleischmehl 	Carne pura
2420	d2e1132649Meyers-1905	Fleischgenuß bei den Juden	Spannader 	nervus ischiadicus
2421	d2e1134287Meyers-1905	Flibustĭer	Küstenbrüder 	Frères de la côte
2422	d2e1134408Meyers-1905	Fliedermark	Holunders 	Sambucus
2423	d2e1134597Meyers-1905	Fliegen [2]	Zweiflügler 	Diptera
2424	d2e1134597Meyers-1905	Fliegen [2]	Gruppe 	Brachycera
2425	d2e1134597Meyers-1905	Fliegen [2]	Gruppe 	Muscidae
2426	d2e1134597Meyers-1905	Fliegen [2]	Raupenfliege 	Tachina
2427	d2e1134597Meyers-1905	Fliegen [2]	Stechfliege 	Stomoxys
2428	d2e1134597Meyers-1905	Fliegen [2]	Fliege 	Musca
2429	d2e1134597Meyers-1905	Fliegen [2]	Fleischfliege 	Sarcophaga
2430	d2e1134597Meyers-1905	Fliegen [2]	Blumenfliege 	Anthomyia
2431	d2e1134597Meyers-1905	Fliegen [2]	Dungfliege 	Scatophaga
2432	d2e1134597Meyers-1905	Fliegen [2]	Bohrfliege 	Trypeta
2433	d2e1134597Meyers-1905	Fliegen [2]	Halmfliege 	Chlorops
2434	d2e1134597Meyers-1905	Fliegen [2]	Buckelfliege 	Phora
2435	d2e1134597Meyers-1905	Fliegen [2]	Fleischfliege 	Sarcophila carnaria
2436	d2e1134597Meyers-1905	Fliegen [2]	Wohlfartfliege 	S. Wohlfarti
2437	d2e1134597Meyers-1905	Fliegen [2]	Aasfliege 	Calliphora vomitoria
2438	d2e1134597Meyers-1905	Fliegen [2]	Stubenfliege 	Musca domestica
2439	d2e1135047Meyers-1905	Fliegender Fisch [2]	Hornhechte 	Scomberesocidae
2440	d2e1136212Meyers-1905	Flint [2]	Stadt 	municipal borough
2441	d2e1137645Meyers-1905	Florenz	Ältesten 	anziani
2442	d2e1137645Meyers-1905	Florenz	Quartiere 	sestieri
2443	d2e1137645Meyers-1905	Florenz	Bannerherrn 	gonfaloniere
2444	d2e1137645Meyers-1905	Florenz	Zünfte 	priori delle arti
2445	d2e1137645Meyers-1905	Florenz	Gerechtigkeit 	gonfaloniere della giustizia
2446	d2e1137645Meyers-1905	Florenz	Guelfengesellschaft 	parte guelfa
2447	d2e1138562Meyers-1905	Florfliege	Florfliegen 	Hemerobidae
2448	d2e1139579Meyers-1905	Flößerei	Floßfahrt 	jus ratium
2449	d2e1139579Meyers-1905	Flößerei	Trift 	jus grutiae
2450	d2e1139850Meyers-1905	Flötenvogel	Raben 	Corvidae
2451	d2e1141162Meyers-1905	Flüevogel	Sänger 	Sylviidae
2452	d2e1141365Meyers-1905	Flugbeutler	Phalanger 	Phalangistidae
2453	d2e1142081Meyers-1905	Flügelschnecken	Schnecken 	Gastropoda
2454	d2e1142081Meyers-1905	Flügelschnecken	Flossenfüßer 	Pteropoda
2455	d2e1142372Meyers-1905	Flughaut	Beuteltieren 	Petaurista
2456	d2e1142372Meyers-1905	Flughaut	Halbaffen 	Galeopithecus
2457	d2e1142372Meyers-1905	Flughaut	Eichhörnchen 	Pteromys
2458	d2e1142433Meyers-1905	Flughuhn	Flughühner 	Pteroclidae
2459	d2e1142558Meyers-1905	Flugsand	Strandhafer 	Ammophila arenaria
2460	d2e1142558Meyers-1905	Flugsand	Sandhaargras 	Elymus arenarius
2461	d2e1142968Meyers-1905	Flumen publicum	verlassene 	alveus derelictus
2462	d2e1144730Meyers-1905	Flußgeschwelle	Gezeiten 	aestus
2463	d2e1144973Meyers-1905	Flußkrebs	Flußkrebsrasse 	A. pachypus
2464	d2e1144973Meyers-1905	Flußkrebs	fünfte 	A. angulosus
2465	d2e1145111Meyers-1905	Flußmuschel	Flußmuscheln 	Unionidae
2466	d2e1145111Meyers-1905	Flußmuschel	Gattung 	Margaritana
2467	d2e1145219Meyers-1905	Flußpferd	Plumptiere 	Obesa
2468	d2e1145434Meyers-1905	Flußspat	verfertigt 	spar-ornaments
2469	d2e1146041Meyers-1905	Flutsagen	Riesenmuscheln 	Tridacna
2470	d2e1148506Meyers-1905	Folkestone	Stadt 	municipal borough
2471	d2e1151827Meyers-1905	Forellenporzellan	zeigt 	craquelé
2472	d2e1152109Meyers-1905	Forfar	Hauptstadt 	Royal burgh
2473	d2e1152109Meyers-1905	Forfar	Hochlandschuhen 	brogues
2474	d2e1152510Meyers-1905	Form [1]	Materie 	hyle
2475	d2e1153869Meyers-1905	Formosa [1]	Baumzibetkatze 	Helictis
2476	d2e1153869Meyers-1905	Formosa [1]	Gespinstpflanze 	Boehmeria nivea
2477	d2e1154218Meyers-1905	Formularprozeß	Beamten 	magistratus
2478	d2e1154218Meyers-1905	Formularprozeß	Richter 	judex
2479	d2e1154611Meyers-1905	Forres	Stadt 	royal burgh
2480	d2e1155551Meyers-1905	Forster [2]	Rat 	commissioner
2481	d2e1158771Meyers-1905	Fortrose	Hafenort 	Royal burgh
2482	d2e1158771Meyers-1905	Fortrose	Gymnasium 	Academy
2483	d2e1158896Meyers-1905	Fortūna	gute 	F. bona, felix, obsequens, respiciens
2484	d2e1158896Meyers-1905	Fortūna	Göttin 	F. mala
2485	d2e1158896Meyers-1905	Fortūna	zweifelhafte 	F. dubia
2486	d2e1158896Meyers-1905	Fortūna	verlockende 	viscata
2487	d2e1158896Meyers-1905	Fortūna	unstete 	brevis
2488	d2e1158896Meyers-1905	Fortūna	beständige 	manens
2489	d2e1158896Meyers-1905	Fortūna	Staatsangelegenheiten 	F. publica
2490	d2e1158896Meyers-1905	Fortūna	Männlichkeit 	F. barbata
2491	d2e1158896Meyers-1905	Fortūna	Wiederverheiratung 	F. muliebris
2492	d2e1158896Meyers-1905	Fortūna	Mannes 	F. virilis
2493	d2e1158896Meyers-1905	Fortūna	Kindern 	F. liberum
2494	d2e1158896Meyers-1905	Fortūna	Staate 	F. populi Romani
2495	d2e1159133Meyers-1905	Fortune de mer	Landvermögen 	fortune de terre
2496	d2e1159242Meyers-1905	Forum	Rindermarkt 	F. boarium
2497	d2e1159242Meyers-1905	Forum	Gemüsemarkt 	F. olitorium
2498	d2e1159242Meyers-1905	Forum	Schweinemarkt 	F. suarium
2499	d2e1160557Meyers-1905	Fouillée	Ideenkräfte 	idées-forces
2500	d2e1162115Meyers-1905	Fowler	Unterhauses 	deputy chairman of committees
2501	d2e1162405Meyers-1905	Foyatier	Labey 	la belle Cordière
2502	d2e1164739Meyers-1905	Francke	Schulen 	Seminarium praeceptorum
2503	d2e1165475Meyers-1905	Frank [2]	1250	écu d'or
2504	d2e1167191Meyers-1905	Frankfurt an der Oder	Universität 	Viadrina
2505	d2e1168085Meyers-1905	Frankolinhuhn	Waldhühner 	Tetraonidae
2506	d2e1168190Meyers-1905	Frankreich	Strandlagunen 	étangs
2507	d2e1168190Meyers-1905	Frankreich	Kalk 	marbre griotte
2508	d2e1168190Meyers-1905	Frankreich	Säugetierreste 	Xiphodon, Hyaenodon, Anoplotherium, Palaeotherium
2509	d2e1168190Meyers-1905	Frankreich	Schlammtaucher 	Pelodytes fuscus
2510	d2e1168190Meyers-1905	Frankreich	Unterrichtsrat 	Conseil supérieur de l'instruction publique
2511	d2e1168190Meyers-1905	Frankreich	Kleinkinderschulen 	écoles maternelles
2512	d2e1168190Meyers-1905	Frankreich	Lehrerinnenseminare 	écoles normales
2513	d2e1168190Meyers-1905	Frankreich	Naturwissenschaften 	sciences
2514	d2e1168190Meyers-1905	Frankreich	Wissenschaften 	lettres
2515	d2e1168190Meyers-1905	Frankreich	Kunstausstellungen 	Salon
2516	d2e1168190Meyers-1905	Frankreich	Molkerei 	vacherie
2517	d2e1168190Meyers-1905	Frankreich	Gewerbekammern 	chambres consultatives des arts et manufactures
2518	d2e1168190Meyers-1905	Frankreich	Arbeitsrat 	Conseil supérieur du travail
2519	d2e1168190Meyers-1905	Frankreich	Arbeitsamt 	Office du travail
2520	d2e1168190Meyers-1905	Frankreich	Armenunterstützungsanstalten 	bureaux de bienfaisance
2521	d2e1168190Meyers-1905	Frankreich	Leihanstalten 	monts-de-piété
2522	d2e1168190Meyers-1905	Frankreich	Unterstützungsanstalten 	sociétés de secours mutuel
2523	d2e1168190Meyers-1905	Frankreich	erlaubt 	poids et mesures usuelles
2524	d2e1168190Meyers-1905	Frankreich	Münzen 	monnaie d'appoint
2525	d2e1168190Meyers-1905	Frankreich	Schwurgerichte 	assises
2526	d2e1168190Meyers-1905	Frankreich	Vergleiche 	conciliations
2527	d2e1168190Meyers-1905	Frankreich	Hälfte 	deuxième portion
2528	d2e1168190Meyers-1905	Frankreich	Stellvertreter 	exonération
