	EntryID	Headword	term	title translation
3426	d2e1531452Meyers-1905	Heinrich [1]	Freiheiten 	privilegium Fridericianum minus
3427	d2e1532752Meyers-1905	Heinrich von Dießenhoven	Fortsetzung 	liber XXV
3428	d2e1534091Meyers-1905	Heiserkeit	Astes 	N. recurrens
3429	d2e1540107Meyers-1905	Helm [1]	Helme 	cassis
3430	d2e1540107Meyers-1905	Helm [1]	Nasenschutz 	nasal
3431	d2e1541021Meyers-1905	Helmont	Kohlensäure 	gas syIvestre
3432	d2e1541264Meyers-1905	Helmwind	neuem 	helm bar
3433	d2e1541682Meyers-1905	Helston	Stadt 	municipal borough
3434	d2e1541876Meyers-1905	Helvetĭer	Gaue 	pagi
3435	d2e1542373Meyers-1905	Hemel-Hempstead	Stadt 	municipal borough
3436	d2e1543369Meyers-1905	Hemmung [1]	Eingeweidenervs 	nervus splanchnicus major
3437	d2e1544614Meyers-1905	Henley on Thames	Stadt 	municipal borough
3438	d2e1545548Meyers-1905	Henrichemont	benannt 	Henrici Mons
3439	d2e1547617Meyers-1905	Herakles	Beinamen 	victor, invictus, custos, defensor
3440	d2e1547617Meyers-1905	Herakles	Zehnten 	decuma
3441	d2e1547617Meyers-1905	Herakles	Hauses 	domesticus
3442	d2e1548784Meyers-1905	Herbarĭum	Pflanzen 	Hortus hiemalis, H. siccus, Herbarium
3443	d2e1550234Meyers-1905	Herd	Hilfesuchende 	ephestii
3444	d2e1550953Meyers-1905	Hereford	Hauptstadt 	city
3445	d2e1551465Meyers-1905	Hering [1]	Heringe 	Clupeidae
3446	d2e1552201Meyers-1905	Herkulesbad	bekannt 	Ad medias
3447	d2e1553644Meyers-1905	Hermelin	Marder 	Mustelidae
3448	d2e1553798Meyers-1905	Hermeneutik	auszulegen 	semet ipsam interpretandi facultas
3449	d2e1553798Meyers-1905	Hermeneutik	Wortsinn 	sensus literalis
3450	d2e1553892Meyers-1905	Hermes [1]	Pilos 	pileus
3451	d2e1556338Meyers-1905	Herrenbank	einnahmen 	latus doctorum et latus nobilium
3452	d2e1557367Meyers-1905	Herschel [2]	Georgsgestirn 	Georgium sidus
3453	d2e1557367Meyers-1905	Herschel [2]	Sterneichungen 	gauges
3454	d2e1557467Meyers-1905	Herschell	Justizrat 	Queen's counsel
3455	d2e1557785Meyers-1905	Hertford	Hauptstadt 	municipal borough
3456	d2e1558448Meyers-1905	Herz [1]	Schlauch 	sinus
3457	d2e1558448Meyers-1905	Herz [1]	Klappe 	valvula pulmonalis
3458	d2e1558448Meyers-1905	Herz [1]	Hirnnervenpaar 	nervus vagus
3459	d2e1559059Meyers-1905	Herzbräune	Herzklemmen 	Angina pectoris
3460	d2e1559279Meyers-1905	Herzentzündung	Kammer 	Endocarditis valvularis
3461	d2e1559279Meyers-1905	Herzentzündung	Sehnenfäden 	E. chordalis
3462	d2e1559279Meyers-1905	Herzentzündung	übergehen 	E. verrucosa
3463	d2e1559279Meyers-1905	Herzentzündung	führen 	E. ulcerosa
3464	d2e1559562Meyers-1905	Herzgifte	Sturmhut 	Aconitum
3465	d2e1559562Meyers-1905	Herzgifte	Herbstzeitlose 	Colchicum
3466	d2e1559562Meyers-1905	Herzgifte	Nieswurz 	Helleborus
3467	d2e1560070Meyers-1905	Herzneurosen	Nervs 	N. acceleraus
3468	d2e1560115Meyers-1905	Herzog [1]	Könige 	reges
3469	d2e1560618Meyers-1905	Herzschlag [1]	Pathologie 	Apoplexia cordis
3470	d2e1560618Meyers-1905	Herzschlag [1]	Herzstillstandes 	paralysis cordis
3471	d2e1561157Meyers-1905	Hesiŏdos	Verzeichnis 	Katalogos
3472	d2e1565745Meyers-1905	Heufieber	Ruchgrases 	Anthoxanthum odoratum
3473	d2e1567550Meyers-1905	Hexamĕter	Halbfuß 	Penthemimerēs
3474	d2e1567550Meyers-1905	Hexamĕter	Halbfuß 	Trithemimerēs
3475	d2e1567550Meyers-1905	Hexamĕter	Halbfuß 	Hephthemímerés
3476	d2e1567936Meyers-1905	Hexe	Zauberei 	maleficium
3477	d2e1568203Meyers-1905	Hexenbesen	Rostpilz 	Aecidium elatinum
3478	d2e1569421Meyers-1905	Heywood [1]	Stadt 	municipal borough
3479	d2e1569556Meyers-1905	Hg	Quecksilber 	Hydrargyrum
3480	d2e1569955Meyers-1905	Hidalgo [1]	Adelskammer 	cuerpa colegiado de caballeros hijosdalgo
3481	d2e1570780Meyers-1905	Hiërarchīe	Kirchengewalt 	plenitudo potestatis
3482	d2e1571118Meyers-1905	Hiëroglyphen	Ringen 	cartouches
3483	d2e1572475Meyers-1905	Higham Ferrers	Stadt 	municipal borough
3484	d2e1572649Meyers-1905	High Steward	Gerichtshof 	Court of the Queen in Parliament
3485	d2e1573127Meyers-1905	Hildebrand [3]	Rückenmarksbrüche 	Spina bifida
3486	d2e1574157Meyers-1905	Hilfskassen	auf 	Sharing out clubs, Dividing societies
3487	d2e1574157Meyers-1905	Hilfskassen	Arbeiterorden 	Orders, Affiliated societies
3488	d2e1575513Meyers-1905	Himalaja	Salbaum 	Shorea robusta
3489	d2e1575513Meyers-1905	Himalaja	Sissoobaum 	Dalbergia Sissoo
3490	d2e1575513Meyers-1905	Himalaja	Tunbaum 	Cedrela Toona
3491	d2e1575513Meyers-1905	Himalaja	Himalajazeder 	Cedrus Deodara
3492	d2e1575513Meyers-1905	Himalaja	Kompositen 	Artemisia und Erigeron
3493	d2e1575513Meyers-1905	Himalaja	Moschustier 	Moschus moschiferus
3494	d2e1575513Meyers-1905	Himalaja	Himalajabär 	Ursus torquatus
3495	d2e1575513Meyers-1905	Himalaja	Hund 	Canis rutilans
3496	d2e1576013Meyers-1905	Himbeerkäfer	Speckkäfer 	Dermestidae
3497	d2e1576305Meyers-1905	Himmel [1]	Idealwelt 	kosmos noëtos
3498	d2e1576811Meyers-1905	Himmelfahrt	Empfängnis 	Concepcion
3499	d2e1578942Meyers-1905	Hinterindien	Teakbaum 	Tectona grandis
3500	d2e1578942Meyers-1905	Hinterindien	Magnoliazeen 	Michelia, Magnolia, Talauma
3501	d2e1578942Meyers-1905	Hinterindien	Klusiazeen 	Garcinia
3502	d2e1578942Meyers-1905	Hinterindien	Binturong 	Arctitis Binturong
3503	d2e1578942Meyers-1905	Hinterindien	Schabrackentapir 	Tapirus malayanus
3504	d2e1578942Meyers-1905	Hinterindien	Kantschil 	Tragulus
3505	d2e1578942Meyers-1905	Hinterindien	Goldland 	Chrysochersonesos
3506	d2e1581463Meyers-1905	Hiragana	Form 	Thsao
3507	d2e1582253Meyers-1905	Hirsch [1]	Hirsche 	Cervidae
3508	d2e1582253Meyers-1905	Hirsch [1]	Zwergmoschustiere 	Tragulidae
3509	d2e1582253Meyers-1905	Hirsch [1]	Hirsche 	Cervinae
3510	d2e1582945Meyers-1905	Hirscheber	Schweine 	Suidae
3511	d2e1583264Meyers-1905	Hirschkäfer	Blatthörner 	Lamellicornia
3512	d2e1583787Meyers-1905	Hirse	Futterpflanze 	crab grass
3513	d2e1584207Meyers-1905	Hirtenstar	Stare 	Sturnidae
3514	d2e1584575Meyers-1905	Hispalis	Kolonie 	Julia Romula
3515	d2e1584912Meyers-1905	Histologie	Standpunkt 	Omnis cellula e cellula
3516	d2e1586587Meyers-1905	Hitzschlag	gegeneinander 	trismus
3517	d2e1587318Meyers-1905	Hobbes	Philosophie 	philosophia naturalis
3518	d2e1587318Meyers-1905	Hobbes	Philosophie 	philosophia civilis
3519	d2e1587942Meyers-1905	Hobōken	Anlagen 	Elysian Fields
3520	d2e1587942Meyers-1905	Hobōken	Schule 	Stevens' Institution of Technology
3521	d2e1590619Meyers-1905	Hochzeit [1]	Bräutigam 	chatan
3522	d2e1590619Meyers-1905	Hochzeit [1]	Braut 	kalla
3523	d2e1590619Meyers-1905	Hochzeit [1]	Preis 	mohar
3524	d2e1590619Meyers-1905	Hochzeit [1]	Bräutigam 	Nymphios
3525	d2e1590619Meyers-1905	Hochzeit [1]	Gerste 	phrygetron
3526	d2e1590619Meyers-1905	Hochzeit [1]	Verwandten 	nymphagogos
3527	d2e1590619Meyers-1905	Hochzeit [1]	Gürtel 	mitra
3528	d2e1590619Meyers-1905	Hochzeit [1]	Ehe 	justum matrimonium
3529	d2e1590619Meyers-1905	Hochzeit [1]	Verlöbnis 	sponsalia
3530	d2e1590619Meyers-1905	Hochzeit [1]	Schleier 	flammeum
3531	d2e1590619Meyers-1905	Hochzeit [1]	Braut 	deductio domum
3532	d2e1590619Meyers-1905	Hochzeit [1]	Hochzeitsgesang 	epithalamium
3533	d2e1590619Meyers-1905	Hochzeit [1]	Matronen 	pronubae
3534	d2e1590619Meyers-1905	Hochzeit [1]	Farbe 	vitta nuptialis
3535	d2e1591037Meyers-1905	Hochzeitskleid	Wassertretern 	Phalaropus
3536	d2e1591555Meyers-1905	Hoden	Muskelfasern 	tunica dartos
3537	d2e1591555Meyers-1905	Hoden	Netzwerk 	rete Halleri
3538	d2e1591916Meyers-1905	Hódmezö-Vásárhely	Biber 	hôd
3539	d2e1592342Meyers-1905	Hof [2]	Staub 	Semen Lycopodii
3540	d2e1592461Meyers-1905	Hof [3]	Obergewandkämmerer 	grandmaître de la garderobe
3541	d2e1594059Meyers-1905	Hoffnungskauf	Sache 	emtio rei speratae
3542	d2e1594878Meyers-1905	Hofnarren	Spottvögeln 	scurrae
3543	d2e1594878Meyers-1905	Hofnarren	Dummköpfen 	moriones
3544	d2e1596036Meyers-1905	Hohe Häuser	Freimaurerhause 	Masonic Temple
3545	d2e1598705Meyers-1905	Hoherpriester	Oberkleid 	mêĭl
3546	d2e1598705Meyers-1905	Hoherpriester	Unterkleid 	k'tonet
3547	d2e1598705Meyers-1905	Hoherpriester	Leibrock 	efod
3548	d2e1598705Meyers-1905	Hoherpriester	Gürtel 	chescheb
3549	d2e1598705Meyers-1905	Hoherpriester	Brustschild 	choschen
3550	d2e1598705Meyers-1905	Hoherpriester	Kopfbund 	miznefet
3551	d2e1598705Meyers-1905	Hoherpriester	Diadem 	ziz
3552	d2e1599585Meyers-1905	Höhlenfauna	Olm 	Proteus anguineus
3553	d2e1599585Meyers-1905	Höhlenfauna	Molch 	Typhlomolge Rathbuni
3554	d2e1599585Meyers-1905	Höhlenfauna	Formen 	Zospeum, Carychium
3555	d2e1599658Meyers-1905	Höhlenfisch	Kehlafter 	Heteropygii
3556	d2e1599681Meyers-1905	Höhlenflora	Thelephorazeen 	Stereum sanguinolentum, Corticium ferrugineum
3557	d2e1599791Meyers-1905	Höhlengans	Höhlenente 	Tadorna
3558	d2e1601968Meyers-1905	Holborn	Verwaltungsbezirk 	metropolitan borough
3559	d2e1602375Meyers-1905	Holderneß	Marschland 	the Cars
3560	d2e1604314Meyers-1905	Holmgang	Inseln 	holmar
3561	d2e1605704Meyers-1905	Holz [1]	Blauholz 	Haematoxylon campechianum
3562	d2e1605704Meyers-1905	Holz [1]	Sappan 	Caesalpinia Sappan
3563	d2e1605704Meyers-1905	Holz [1]	Gelbholz 	Maclura aurantiaca
3564	d2e1606369Meyers-1905	Holz, fossiles	Silur 	Protostigma, Glyptodendron
3565	d2e1606369Meyers-1905	Holz, fossiles	Rhizomen 	Stigmaria
3566	d2e1606369Meyers-1905	Holz, fossiles	Geschlechtern 	Quercus, Ulmus, Betula, Corylus, Carpinus, Ostrya, Fagus, Castanea, Juglans, Liriodendron, Cinnamomum, Dipterocarpus, Pistacia, Acer, Aesculus, Vitis, Platanus, Liquidambar
3567	d2e1606868Meyers-1905	Holzbiene	Bienen 	Apidae
3568	d2e1609610Meyers-1905	Holztrank	Mischung 	Species lignorum
3569	d2e1609962Meyers-1905	Holzwespen	Hautflügler 	Hymenoptera
3570	d2e1610496Meyers-1905	Homberg [2]	Borsäure 	Sal sedativum Hombergi
3571	d2e1612097Meyers-1905	Homöomēr	Flechten 	Homoeomerici
3572	d2e1612175Meyers-1905	Homöopathie	Leiden 	homoion pathos
3573	d2e1612870Meyers-1905	Honau	Kakifeigen 	Diospyros Kaki
3574	d2e1613053Meyers-1905	Hondūras	Gebirgsketten 	sierras
3575	d2e1613053Meyers-1905	Hondūras	Talschluchten 	barrancas
3576	d2e1613053Meyers-1905	Hondūras	Nordwinde 	nortes
3577	d2e1613053Meyers-1905	Hondūras	Jakaranda 	Jacaranda brasiliensis
3578	d2e1613569Meyers-1905	Honig	Heidekraut 	Calluna
3579	d2e1613741Meyers-1905	Honigdachs	Marder 	Mustelidae
3580	d2e1614202Meyers-1905	Honigtau	Rußtauarten 	Capnodium, Fumago
3581	d2e1614332Meyers-1905	Honiton	Stadt 	municipal borough
3582	d2e1614332Meyers-1905	Honiton	Spitzen 	H. Lace
3583	d2e1614897Meyers-1905	Honourable	Rates 	Privy council
3584	d2e1616620Meyers-1905	Hopfenspinner	Holzbohrer 	Xylotropha
3585	d2e1617412Meyers-1905	Horātius [1]	Curiatiern 	Curiatii
3586	d2e1619064Meyers-1905	Horn [2]	Ventile 	pistons indépendants
3587	d2e1620305Meyers-1905	Hornfische	Haftkiefer 	Plectognathi
3588	d2e1620474Meyers-1905	Hornhautentzündung	einher 	Pannus
3589	d2e1620474Meyers-1905	Hornhautentzündung	Gesicht 	Herpes
3590	d2e1620474Meyers-1905	Hornhautentzündung	Regenbogenhaut 	Iritis purulenta
3591	d2e1620474Meyers-1905	Hornhautentzündung	Augenkammer 	Hypopyon
3592	d2e1620474Meyers-1905	Hornhautentzündung	Hornhautnarbe 	Macula corneae
3593	d2e1620596Meyers-1905	Hornhecht	Makrelenhechte 	Scomberesocidae
3594	d2e1621131Meyers-1905	Hornrachen	Raken 	Coraciadae
3595	d2e1622986Meyers-1905	Hortensĭus	Gesetz 	Lex Hortensia
3596	d2e1623570Meyers-1905	Hosenbandorden	Schild 	the George
3597	d2e1624551Meyers-1905	Hostĭen	Kapsel 	pyxis
3598	d2e1624551Meyers-1905	Hostĭen	Altar 	altare sacramenti
3599	d2e1624551Meyers-1905	Hostĭen	jenem 	cornu evangelii
3600	d2e1624744Meyers-1905	Hŏtel	Hauptbau 	corps de logis
3601	d2e1626063Meyers-1905	Hove	Stadt 	municipal borough
3602	d2e1627833Meyers-1905	Huastēca	Hügel 	cues, cuerillos
3603	d2e1629263Meyers-1905	Huddersfield	Stadt 	municipal borough
3604	d2e1629528Meyers-1905	Hudsonbaikompanie	Strich 	fertile belt
3605	d2e1631995Meyers-1905	Hugenotten	Kammer 	chambres mi-parties
3606	d2e1633244Meyers-1905	Huhn	Fasanen 	Phasianidae
3607	d2e1635150Meyers-1905	Hull	Stadt 	municipal borough
3608	d2e1635150Meyers-1905	Hull	Bibliothek 	Royal Institution
3609	d2e1635584Meyers-1905	Hülsenfruchtbau	Pferdebohne 	Vicia faba
3610	d2e1635584Meyers-1905	Hülsenfruchtbau	Erbsenkäfer 	Bruchus pisi
3611	d2e1635584Meyers-1905	Hülsenfruchtbau	Linsenkäfer 	B. lentis
3612	d2e1635584Meyers-1905	Hülsenfruchtbau	Blattläuse 	Aphis viciae
3613	d2e1635648Meyers-1905	Hülsenfrüchte	Saubohne 	Vicia Faba
3614	d2e1635648Meyers-1905	Hülsenfrüchte	Kichererbse 	Cicer arietinum
3615	d2e1635648Meyers-1905	Hülsenfrüchte	Platterbse 	Lathyrus sativus
3616	d2e1635648Meyers-1905	Hülsenfrüchte	Erdeichel 	Arachis hypogaea
3617	d2e1635648Meyers-1905	Hülsenfrüchte	Sojabohne 	Soja hispida
3618	d2e1636019Meyers-1905	Humanismus	Wissenschaften 	rinascimento
3619	d2e1636262Meyers-1905	Humanität	Wissenschaften 	rinascimento, renaissance
3620	d2e1636827Meyers-1905	Humboldt Range	Kiefern 	Pinus flexilis
3621	d2e1637263Meyers-1905	Hummel [1]	Bienen 	Apidae
3622	d2e1637418Meyers-1905	Hummelfliegen	Zweiflügler 	Diptera
3623	d2e1637441Meyers-1905	Hummelschwärmer	Schwärmer 	Sphingidae
3624	d2e1638207Meyers-1905	Hund [2]	Hunde 	Canidae
3625	d2e1638207Meyers-1905	Hund [2]	Füchse 	Vulpinae
3626	d2e1638207Meyers-1905	Hund [2]	Wölfen 	Lupinae
3627	d2e1638207Meyers-1905	Hund [2]	Dib 	C. lupaster
3628	d2e1638207Meyers-1905	Hund [2]	Varietät 	C. Anthus
3629	d2e1638207Meyers-1905	Hund [2]	Hetzpeitsche 	nagaika
3630	d2e1639687Meyers-1905	Hundestaupe	Augenlider 	Conjunctiva
3631	d2e1639874Meyers-1905	Hundred	Grafschaft 	shire
3632	d2e1639874Meyers-1905	Hundred	dann 	hundretum, hundreta
3633	d2e1639874Meyers-1905	Hundred	Friedensbürgschaft 	fridhborg
3634	d2e1639874Meyers-1905	Hundred	Amtsbezirke 	hundreds
3635	d2e1639874Meyers-1905	Hundred	Bezirke 	divisions
3636	d2e1640091Meyers-1905	Hundsfisch	Edelfische 	Physostomi
3637	d2e1640139Meyers-1905	Hundsfot	Hündin 	cunnus canis
3638	d2e1642352Meyers-1905	Huntingdon	Hauptstadt 	municipal borough
3639	d2e1642430Meyers-1905	Huntingtower	nahm 	raid of Ruthven
3640	d2e1643133Meyers-1905	Hurōnen	Schweinskopf 	hure
3641	d2e1643158Meyers-1905	Hurŏnensee	Seeforellen 	Salvelinus fontinalis
3642	d2e1643158Meyers-1905	Hurŏnensee	Weißfischen 	Coregonus clupeiformis
3643	d2e1643158Meyers-1905	Hurŏnensee	Hechten 	Esox masquinongy
3644	d2e1644208Meyers-1905	Husten	machen 	Expectorantia
3645	d2e1645004Meyers-1905	Hueter	Gelenke 	tumor albus
3646	d2e1647354Meyers-1905	Hyäne	Hyänen 	Hyaenidae
3647	d2e1647443Meyers-1905	Hyänenhund	Hunde 	Canidae
3648	d2e1647881Meyers-1905	Hyde [1]	Fabrikstadt 	municipal borough
3649	d2e1648530Meyers-1905	Hydrastis	Wurzelstock 	Yellow root
3650	d2e1649560Meyers-1905	Hydrocharitazeen	Wasserpest 	Elodea canadensis
3651	d2e1650313Meyers-1905	Hydromedūsen	kann 	Hydrotheca
3652	d2e1650313Meyers-1905	Hydromedūsen	Randsaum 	Velum
3653	d2e1650313Meyers-1905	Hydromedūsen	Kelche 	Campanularidae
3654	d2e1653174Meyers-1905	Hyoscyamīn	Bilsenkraut 	Hyoscyamus niger
3655	d2e1653174Meyers-1905	Hyoscyamīn	Belladonna 	Atropa Belladonna
3656	d2e1653174Meyers-1905	Hyoscyamīn	Stechapfel 	Datura Stramonium
3657	d2e1655222Meyers-1905	Hypnotismus	Starre 	tonus
3658	d2e1656841Meyers-1905	Hypothĕnar	Daumenballen 	thenar
3659	d2e1657632Meyers-1905	Hysterīe	Gelenkleiden 	Arthropathia hysterica
3660	d2e1658015Meyers-1905	Hythe	Stadt 	municipal borough
3661	d2e1658396Meyers-1905	Iambe	Scherzreden 	iambos
3662	d2e1659504Meyers-1905	Iblis	Genien 	dschinn
3663	d2e1659504Meyers-1905	Iblis	Satane 	schaitân
3664	d2e1660743Meyers-1905	Ichneumon	Schleichkatzen 	Viverridae
3665	d2e1661268Meyers-1905	Icilĭus [1]	Geschlechts 	gens Icilia
3666	d2e1662449Meyers-1905	Idem	Zirkelbeweis 	circulus in demonstrando
3667	d2e1663262Meyers-1905	Idīsen	dargebracht 	dîsablôt
3668	d2e1664125Meyers-1905	Igelfisch	Haftkiefer 	Plectognathi
3669	d2e1664125Meyers-1905	Igelfisch	Nacktzähner 	Gymnodontidae
3670	d2e1664477Meyers-1905	Iglesias de la Casa	Brieflein 	Letrillas
3671	d2e1665368Meyers-1905	Ihrâm	eins 	ridâ'
3672	d2e1665368Meyers-1905	Ihrâm	andre 	izâr
3673	d2e1668129Meyers-1905	Illinois [2]	Kulturland 	improved farm land
3674	d2e1669717Meyers-1905	Iltis [2]	Marder 	Mustelidae
3675	d2e1670088Meyers-1905	Imagĭnes	Atriums 	alae
3676	d2e1670088Meyers-1905	Imagĭnes	Unterschriften 	elogia
3677	d2e1670088Meyers-1905	Imagĭnes	führen 	jus imaginum
3678	d2e1671539Meyers-1905	Immergrüne Gehölze	Lärchen 	Larix
3679	d2e1671539Meyers-1905	Immergrüne Gehölze	Lilien 	Dracaena, Cordyline
3680	d2e1671539Meyers-1905	Immergrüne Gehölze	Drachenbaum 	Dracaena Draco
3681	d2e1671539Meyers-1905	Immergrüne Gehölze	Nadelhölzern 	Pinus halepensis, Callitris quadrivalvis
3682	d2e1671539Meyers-1905	Immergrüne Gehölze	Eichenwälder 	Quercus Ballota
3683	d2e1671539Meyers-1905	Immergrüne Gehölze	Palme 	Trachycarpus excelsa
3684	d2e1671539Meyers-1905	Immergrüne Gehölze	Borraginazee 	Ehretia
3685	d2e1671539Meyers-1905	Immergrüne Gehölze	Konifere 	Callitris verrucosa
3686	d2e1671539Meyers-1905	Immergrüne Gehölze	Farnbäumen 	Dicksonia
3687	d2e1671539Meyers-1905	Immergrüne Gehölze	Gattungen 	Libocedrus, Podocarpus, Dacrydium, Dammara
3688	d2e1671539Meyers-1905	Immergrüne Gehölze	Magnoliazeen 	Drimys
3689	d2e1671539Meyers-1905	Immergrüne Gehölze	Baumfarne 	Cyathea
3690	d2e1671539Meyers-1905	Immergrüne Gehölze	Buchenart 	Fagus Solandri
3691	d2e1671830Meyers-1905	Immerschön	Heidekraut 	Calluna vulgaris
3692	d2e1672112Meyers-1905	Immobilĭen	Mobilien 	mobiles res
3693	d2e1674257Meyers-1905	Impluvĭum	Zisterne 	puteus
3694	d2e1674716Meyers-1905	Impressionisten	Eindruck 	l'impression
3695	d2e1674716Meyers-1905	Impressionisten	Luft 	en plein air
3696	d2e1676385Meyers-1905	Incensio lunae	Frühlingsvollmondes 	i. l. paschalis
3697	d2e1677091Meyers-1905	Incūsi	Stempel 	quadratum incusum
3698	d2e1678032Meyers-1905	Indianapŏlis	Hauptbahnhof 	Union Depot
3699	d2e1678216Meyers-1905	Indianerterritorium	Stämmen 	nations
3700	d2e1678216Meyers-1905	Indianerterritorium	Kulturland 	improved farm land
3701	d2e1678471Meyers-1905	Indictment	losgesprochen 	discharged
3702	d2e1678471Meyers-1905	Indictment	Anklagezustand 	indicted
3703	d2e1680252Meyers-1905	Indiktionenzirkel	Verfügung 	indictio
3704	d2e1681766Meyers-1905	Individuum	beruht 	principium individuationis
3705	d2e1681766Meyers-1905	Individuum	Stock 	cormus
3706	d2e1681766Meyers-1905	Individuum	Arm 	Hectocotylus
3707	d2e1682759Meyers-1905	Indri	Lemuriden 	Lemuridae
3708	d2e1683565Meyers-1905	Indusĭenkalk	Phryganeenlarven 	Indusia
3709	d2e1683823Meyers-1905	Industriepflanzen	Tange 	Fucus, Laminaria
3710	d2e1683823Meyers-1905	Industriepflanzen	Zuckerahorn 	Acer saccharinum
3711	d2e1684451Meyers-1905	Inexpressibles	dafür 	breeches
3712	d2e1685170Meyers-1905	Infektionskrankheiten	dar 	Filaria
3713	d2e1685170Meyers-1905	Infektionskrankheiten	Haut 	Lupus
3714	d2e1685170Meyers-1905	Infektionskrankheiten	Krankheit 	stadium acmes
3715	d2e1685555Meyers-1905	In fidem	Abschriften 	i. s. copiae
3716	d2e1688500Meyers-1905	Ingremĭation	Körperschaft 	gremium
3717	d2e1691149Meyers-1905	Inkunabeln	Ausgaben 	editiones principes
3718	d2e1691149Meyers-1905	Inkunabeln	Lettern 	Antiqua
3719	d2e1692600Meyers-1905	Inns of Court	Rechts 	common law
3720	d2e1692695Meyers-1905	Innungen	Unternehmerverbände 	syndicats professionnels
3721	d2e1693109Meyers-1905	Inowrazlaw	erwähnt 	Novum Wladislaw
3722	d2e1693153Meyers-1905	In partĭbus infidēlium	Vikare 	episcopi i. p., episcopi titulares
3723	d2e1693416Meyers-1905	Inquisition	Rückfälligen 	relapsi
3724	d2e1693933Meyers-1905	Inschriften	Südfrankreich 	Gallia Narbonensis
3725	d2e1694242Meyers-1905	Insekten	Samen 	receptaculum seminis
3726	d2e1694242Meyers-1905	Insekten	Mücken 	Cecidomyia, Miastor
3727	d2e1694242Meyers-1905	Insekten	frei 	pupae liberae
3728	d2e1694242Meyers-1905	Insekten	Puppenhaut 	pupae obtectae
3729	d2e1694242Meyers-1905	Insekten	Ameisen 	Monomorium vastator
3730	d2e1694242Meyers-1905	Insekten	Blutparasiten 	Trypanosoma
3731	d2e1694928Meyers-1905	Insektenfressende Pflanzen	Venusfliegenfalle 	Dionaea
3732	d2e1694928Meyers-1905	Insektenfressende Pflanzen	Pflanze 	une plante presque carnivore
3733	d2e1694928Meyers-1905	Insektenfressende Pflanzen	Sonnentauarten 	Drosera
3734	d2e1694928Meyers-1905	Insektenfressende Pflanzen	Krustazeen 	Daphnia, Cyclops, Cypris
3735	d2e1695584Meyers-1905	Inselflora	Magnoliazee 	Lactoris fernandeziana
3736	d2e1695584Meyers-1905	Inselflora	Palmengattung 	Lodoicea
3737	d2e1696753Meyers-1905	Installation	Platzes 	stallus
3738	d2e1697268Meyers-1905	Institut für internationales Recht	ordentliche 	membres effectiis
3739	d2e1697268Meyers-1905	Institut für internationales Recht	außerordentliche 	associés
3740	d2e1697268Meyers-1905	Institut für internationales Recht	Ehrenmitglieder 	membres honoraires
3741	d2e1697268Meyers-1905	Institut für internationales Recht	Jahrbuch 	Annuaire
3742	d2e1697360Meyers-1905	Institutio	Kirchenämter 	beneficia majora
3743	d2e1697360Meyers-1905	Institutio	niedern 	b. minora
3744	d2e1697360Meyers-1905	Institutio	Institution 	I. collativa
3745	d2e1698993Meyers-1905	Intelligenzĭa	Strophen 	nona rima
3746	d2e1699513Meyers-1905	Interdikt	erlassen 	interdictum locale
3747	d2e1701074Meyers-1905	Internationales Recht	Völkerrechts 	Association for the reform and codification of the law of nations
3748	d2e1701812Meyers-1905	Intervall [2]	Einklang 	unisono
3749	d2e1701919Meyers-1905	Intervention	Verhandlung 	processus interventionis
3750	d2e1702238Meyers-1905	Interzession	Verpflichtung 	obligatio
3751	d2e1702913Meyers-1905	Intrige	Degenstücke 	comedias di capa y espada
3752	d2e1703330Meyers-1905	Inulīn	Alant 	Inula Helenium
3753	d2e1703330Meyers-1905	Inulīn	Klette 	Arctium Lappa
3754	d2e1704651Meyers-1905	Inveraray	Hauptort 	royal burgh
3755	d2e1704702Meyers-1905	Inverneß	Hauptstadt 	royal burgh
3756	d2e1704897Meyers-1905	Inverurie	Stadt 	royal burgh
3757	d2e1706636Meyers-1905	Iowa	Kulturareal 	improved land
3758	d2e1708944Meyers-1905	Irisglas	Gläser 	allassontes versicolores
3759	d2e1709176Meyers-1905	Irītis	Linsenkapsel 	Synechia posterior
3760	d2e1709176Meyers-1905	Irītis	Auges 	Phthisis bulbi
3761	d2e1709224Meyers-1905	Irkutsk [1]	Seehund 	Callocephalus
3762	d2e1709289Meyers-1905	Irland	Kommission 	Commissioners of national education
3763	d2e1709289Meyers-1905	Irland	Schule 	School of science
3764	d2e1709289Meyers-1905	Irland	Besserungsanstalten 	reformatories
3765	d2e1709289Meyers-1905	Irland	Anpflanzungen 	plantations
3766	d2e1709289Meyers-1905	Irland	Rotaugen 	hakes
3767	d2e1709289Meyers-1905	Irland	Holzreste 	bogwood
3768	d2e1709289Meyers-1905	Irland	Richter 	stipendiary magistrate
3769	d2e1709289Meyers-1905	Irland	Statthalter 	King's Lieutenant
3770	d2e1709289Meyers-1905	Irland	Katholiken 	Catholic Association
3771	d2e1709289Meyers-1905	Irland	Aufhebung 	Repeal
3772	d2e1709289Meyers-1905	Irland	Zwangsbill 	Coërcion Bill
3773	d2e1709289Meyers-1905	Irland	Kirche 	Disestablishment of the Irish Church
3774	d2e1709289Meyers-1905	Irland	Pachtzins 	No rent
3775	d2e1711083Meyers-1905	Irrenanstalten	Häuser 	cottages
3776	d2e1711083Meyers-1905	Irrenanstalten	Anstalt 	infirmerie
