	EntryID	Headword	Hyponym
0	d2e13Meyers-1905	A [1]	AA. LL. M.
1	d2e13Meyers-1905	A [1]	A. SS.
2	d2e13Meyers-1905	A [1]	A. Br
3	d2e1442Meyers-1905	Aaltierchen	Anguillula aceti, A. glutinis
4	d2e1442Meyers-1905	Aaltierchen	A. Schmidt
5	d2e2579Meyers-1905	Abälard	A. et Alexandre de Hales créateurs de la méthode scolastique
6	d2e3678Meyers-1905	Abbeokūta	A. and the Cameroon mountains
7	d2e5069Meyers-1905	Abd ul Hamid	A. et son règne
8	d2e5069Meyers-1905	Abd ul Hamid	A. intime
9	d2e10997Meyers-1905	Abonnement	A. suspendu
10	d2e12335Meyers-1905	Abrōma	A. angustum
11	d2e12436Meyers-1905	Abrus	A. precatorius
12	d2e16833Meyers-1905	Abutĭlon	A. Avicennae
13	d2e16833Meyers-1905	Abutĭlon	A. esculentum
14	d2e16833Meyers-1905	Abutĭlon	A. indicum
15	d2e16833Meyers-1905	Abutĭlon	A. insigne
16	d2e17882Meyers-1905	Acācia	A. melanoxylon
17	d2e17882Meyers-1905	Acācia	A. excelsa
18	d2e17882Meyers-1905	Acācia	A. decurrens
19	d2e17882Meyers-1905	Acācia	A. penninervis
20	d2e17882Meyers-1905	Acācia	A. dealbata
21	d2e17882Meyers-1905	Acācia	A. floribunda
22	d2e17882Meyers-1905	Acācia	A. dealbata
23	d2e17882Meyers-1905	Acācia	A. arabica
24	d2e17882Meyers-1905	Acācia	A. nilotica
25	d2e17882Meyers-1905	Acācia	A. vera
26	d2e17882Meyers-1905	Acācia	A. horrida
27	d2e17882Meyers-1905	Acācia	A. Seyal
28	d2e17882Meyers-1905	Acācia	A. fistula
29	d2e17882Meyers-1905	Acācia	A. sphaerocephala
30	d2e17882Meyers-1905	Acācia	A. stenocarpa
31	d2e17882Meyers-1905	Acācia	A. Senegal
32	d2e17882Meyers-1905	Acācia	A. Verek
33	d2e17882Meyers-1905	Acācia	A. anthelmintica
34	d2e17882Meyers-1905	Acācia	A. Catechu
35	d2e18378Meyers-1905	Acanthus	A. mollis
36	d2e18378Meyers-1905	Acanthus	A. spinosus
37	d2e18378Meyers-1905	Acanthus	A. ilicifolius
38	d2e18378Meyers-1905	Acanthus	A. arabica
39	d2e18378Meyers-1905	Acanthus	A. spinosus
40	d2e18673Meyers-1905	Accentus ecelesiastĭci	A. e
41	d2e19358Meyers-1905	Acerra [1]	A. philologica
42	d2e19835Meyers-1905	Acētum	A. aromaticum
43	d2e19835Meyers-1905	Acētum	A. glaciale
44	d2e19835Meyers-1905	Acētum	A. pyrolignosum
45	d2e19835Meyers-1905	Acētum	A. plumbi s. saturninum
46	d2e19835Meyers-1905	Acētum	A. vini
47	d2e19835Meyers-1905	Acētum	A. scillae
48	d2e20642Meyers-1905	Achatschnecke	A. mauritiana
49	d2e20642Meyers-1905	Achatschnecke	A. perdix
50	d2e20642Meyers-1905	Achatschnecke	A. zebra
51	d2e20642Meyers-1905	Achatschnecke	A. lubrica
52	d2e21107Meyers-1905	Achillēa [1]	A. Ptarmica
53	d2e21107Meyers-1905	Achillēa [1]	A. nana
54	d2e21107Meyers-1905	Achillēa [1]	A. moschata
55	d2e21426Meyers-1905	Achimĕnes	A. grandiflora
56	d2e21426Meyers-1905	Achimĕnes	A. mexicana
57	d2e21426Meyers-1905	Achimĕnes	A. amabilis
58	d2e21541Meyers-1905	Achlya	A. prolifora
59	d2e21541Meyers-1905	Achlya	A. prolifera
60	d2e21577Meyers-1905	Aechmēa	A. spectabilis
61	d2e21577Meyers-1905	Aechmēa	A. distichantha
62	d2e21577Meyers-1905	Aechmēa	A. rhodocyanea
63	d2e23139Meyers-1905	Acĭdum	A. aceticum
64	d2e23139Meyers-1905	Acĭdum	A. arsenicicum
65	d2e23139Meyers-1905	Acĭdum	A. arsenicosum
66	d2e23139Meyers-1905	Acĭdum	A. benzoicum
67	d2e23139Meyers-1905	Acĭdum	A. boricum
68	d2e23139Meyers-1905	Acĭdum	A. butyricum
69	d2e23139Meyers-1905	Acĭdum	A. camphoricum
70	d2e23139Meyers-1905	Acĭdum	A. carbolicum
71	d2e23139Meyers-1905	Acĭdum	A. carbonicum
72	d2e23139Meyers-1905	Acĭdum	A. chloricum
73	d2e23139Meyers-1905	Acĭdum	A. chloronitrosum
74	d2e23139Meyers-1905	Acĭdum	A. chromicum
75	d2e23139Meyers-1905	Acĭdum	A. cinnamylicum
76	d2e23139Meyers-1905	Acĭdum	A. citricum
77	d2e23139Meyers-1905	Acĭdum	A. cresolicum
78	d2e23139Meyers-1905	Acĭdum	A. formicicum
79	d2e23139Meyers-1905	Acĭdum	A. gallicum
80	d2e23139Meyers-1905	Acĭdum	A. gallotannicum
81	d2e23139Meyers-1905	Acĭdum	A. hydrobromicum
82	d2e23139Meyers-1905	Acĭdum	A. hydrochloricum
83	d2e23139Meyers-1905	Acĭdum	A. hydrocyanicum
84	d2e23139Meyers-1905	Acĭdum	A. hydrofluorosilicicum
85	d2e23139Meyers-1905	Acĭdum	A. hydrojodicum
86	d2e23139Meyers-1905	Acĭdum	A. hypophosphorosum
87	d2e23139Meyers-1905	Acĭdum	A. kakodylicum
88	d2e23139Meyers-1905	Acĭdum	A. lacticum
89	d2e23139Meyers-1905	Acĭdum	A. molybdaenicum
90	d2e23139Meyers-1905	Acĭdum	A. muriaticum
91	d2e23139Meyers-1905	Acĭdum	A. nitricum
92	d2e23139Meyers-1905	Acĭdum	A. nitricum fumans
93	d2e23139Meyers-1905	Acĭdum	A. oxalicum
94	d2e23139Meyers-1905	Acĭdum	A. phosphoricum
95	d2e23139Meyers-1905	Acĭdum	A. phosphoricum glaciale
96	d2e23139Meyers-1905	Acĭdum	A. phthalicum
97	d2e23139Meyers-1905	Acĭdum	A. picronitricum
98	d2e23139Meyers-1905	Acĭdum	A. pyrogallicum
99	d2e23139Meyers-1905	Acĭdum	A. pyrolignosum
100	d2e23139Meyers-1905	Acĭdum	A. salicylicum
101	d2e23139Meyers-1905	Acĭdum	A. silicicum
102	d2e23139Meyers-1905	Acĭdum	A. silicohydrofluoratum
103	d2e23139Meyers-1905	Acĭdum	A. stearinicum
104	d2e23139Meyers-1905	Acĭdum	A. subsulfurosum
105	d2e23139Meyers-1905	Acĭdum	A. succinicum
106	d2e23139Meyers-1905	Acĭdum	A. sulfuricum concentratum
107	d2e23139Meyers-1905	Acĭdum	A. sulfuricum dilutum
108	d2e23139Meyers-1905	Acĭdum	A. sulfuricum fumans
109	d2e23139Meyers-1905	Acĭdum	A. sulfurosum
110	d2e23139Meyers-1905	Acĭdum	A. tannicum
111	d2e23139Meyers-1905	Acĭdum	A. tartaricum
112	d2e23139Meyers-1905	Acĭdum	A. trichloraceticum
113	d2e23139Meyers-1905	Acĭdum	A. uricum
114	d2e23139Meyers-1905	Acĭdum	A. valerianicum
115	d2e23139Meyers-1905	Acĭdum	A. vanadinicum
116	d2e23139Meyers-1905	Acĭdum	A. wolframicum
117	d2e24466Meyers-1905	Acne	A. mentagra
118	d2e24466Meyers-1905	Acne	A. rosacea
119	d2e24677Meyers-1905	Aconītum	A. Napellus
120	d2e24677Meyers-1905	Aconītum	A. ferox
121	d2e24677Meyers-1905	Aconītum	A. heterophyllum
122	d2e24677Meyers-1905	Aconītum	A. variegatum
123	d2e24677Meyers-1905	Aconītum	A. Napellus
124	d2e24677Meyers-1905	Aconītum	A. Stoerkeanum
125	d2e24677Meyers-1905	Aconītum	A. Lycoctonum
126	d2e24677Meyers-1905	Aconītum	A. Anthora
127	d2e24677Meyers-1905	Aconītum	A. Napellus
128	d2e24822Meyers-1905	Acŏrus	A. Calamus
129	d2e24822Meyers-1905	Acŏrus	A. gramineus
130	d2e24963Meyers-1905	Acqui	A. e dintorni
131	d2e25087Meyers-1905	Acre	A. of land
132	d2e25246Meyers-1905	Acrocōmia	A. sclerocarpa
133	d2e25319Meyers-1905	Acróstichum	A. barbatum
134	d2e25319Meyers-1905	Acróstichum	A. alcicorne
135	d2e25389Meyers-1905	Act	A. of Parliament
136	d2e25389Meyers-1905	Act	A. of Congress
137	d2e25389Meyers-1905	Act	A. of settlement
138	d2e25417Meyers-1905	Acta	A. magistratuum, A. principum). A
139	d2e25437Meyers-1905	Actaea	A. spicata
140	d2e25437Meyers-1905	Actaea	A. racemosa
141	d2e25529Meyers-1905	Acta Eruditōrum	A. E
142	d2e25529Meyers-1905	Acta Eruditōrum	A. E. Supplementa
143	d2e25529Meyers-1905	Acta Eruditōrum	Ad Nova A. E. Supplementa
144	d2e25612Meyers-1905	Acte	A. législatif
145	d2e25612Meyers-1905	Acte	A. de gouvernement
146	d2e25612Meyers-1905	Acte	A. respectueux
147	d2e27320Meyers-1905	Adansonĭa	A. digitata
148	d2e27928Meyers-1905	Addison	A. som literær kritiker
149	d2e29425Meyers-1905	Ademtion	A. libertatis
150	d2e29497Meyers-1905	Adenanthera	A. pavonina
151	d2e29549Meyers-1905	Adenet	A. le Roi et son œuvre (»Annales de la Société d'archéologie de Bruxelles
152	d2e29652Meyers-1905	Adenĭum	A. obesum
153	d2e29652Meyers-1905	Adenĭum	A. Boehmianum
154	d2e29761Meyers-1905	Adenóphora	A. liliifolia
155	d2e29815Meyers-1905	Adeps	A. lanae
156	d2e29815Meyers-1905	Adeps	A. benzoatus
157	d2e29815Meyers-1905	Adeps	A. suillus
158	d2e30640Meyers-1905	Adiantum	A. Capillus Veneris
159	d2e30640Meyers-1905	Adiantum	A. cuneatum
160	d2e31550Meyers-1905	Adler [1]	A. melanaëtus
161	d2e31550Meyers-1905	Adler [1]	A. pomarina
162	d2e31550Meyers-1905	Adler [1]	A. orientalis
163	d2e31550Meyers-1905	Adler [1]	A. pennuta
164	d2e31550Meyers-1905	Adler [1]	A. audax
165	d2e31550Meyers-1905	Adler [1]	A. fasciata
166	d2e32650Meyers-1905	Admirāl [2]	A. of the fleet
167	d2e33445Meyers-1905	Adōnis [1]	A. autumnalis
168	d2e33445Meyers-1905	Adōnis [1]	A. aestivalis
169	d2e33445Meyers-1905	Adōnis [1]	A. vernalis
170	d2e35557Meyers-1905	Aërĭdes	A. odoratum
171	d2e36492Meyers-1905	Affen	A. Bartlettii
172	d2e37337Meyers-1905	Afghanistan	A. and the Afghans
173	d2e41750Meyers-1905	Agamen	A. colonorum
174	d2e41897Meyers-1905	Agapanthus	A. umbellatus
175	d2e42082Meyers-1905	Agaricus	A. fascicularis
176	d2e42082Meyers-1905	Agaricus	A. campestris
177	d2e42082Meyers-1905	Agaricus	A. pratensis
178	d2e42082Meyers-1905	Agaricus	A. arvensis
179	d2e42082Meyers-1905	Agaricus	A. silvaticus
180	d2e42082Meyers-1905	Agaricus	A. mutabilis
181	d2e42082Meyers-1905	Agaricus	A. adiposus
182	d2e42082Meyers-1905	Agaricus	A. prunulus
183	d2e42082Meyers-1905	Agaricus	A. ostreatus
184	d2e42082Meyers-1905	Agaricus	A. esculentus
185	d2e42082Meyers-1905	Agaricus	A. graveolens
186	d2e42082Meyers-1905	Agaricus	A. Pomonae
187	d2e42082Meyers-1905	Agaricus	A. melleus
188	d2e42082Meyers-1905	Agaricus	A. procerus
189	d2e42082Meyers-1905	Agaricus	A. rubescens
190	d2e42082Meyers-1905	Agaricus	A. muscarius
191	d2e42082Meyers-1905	Agaricus	A. pantherinus
192	d2e42082Meyers-1905	Agaricus	A. phalloides
193	d2e42082Meyers-1905	Agaricus	A. caesareus
194	d2e42687Meyers-1905	Agathis	A. ovata
195	d2e42687Meyers-1905	Agathis	A. Dammara
196	d2e42951Meyers-1905	Agave	A. americana
197	d2e42951Meyers-1905	Agave	A. rigida
198	d2e42951Meyers-1905	Agave	A. americana
199	d2e42951Meyers-1905	Agave	A. heteracantha
200	d2e42951Meyers-1905	Agave	A. vivipara
201	d2e42951Meyers-1905	Agave	A. atrovirens
202	d2e42951Meyers-1905	Agave	A. americana:
203	d2e43610Meyers-1905	Agerātum	A. conyzoides
204	d2e43610Meyers-1905	Agerātum	A. mexicanum
205	d2e43666Meyers-1905	Ager publĭcus	A. p
206	d2e43666Meyers-1905	Ager publĭcus	A. p
207	d2e43666Meyers-1905	Ager publĭcus	A. p
208	d2e43666Meyers-1905	Ager publĭcus	A. p
209	d2e43666Meyers-1905	Ager publĭcus	A. p
210	d2e43666Meyers-1905	Ager publĭcus	A. p
211	d2e45130Meyers-1905	Aegle	A. Marmelos
212	d2e45653Meyers-1905	Agnus Dēi	A. D., qui tollis peccata mundi, miserere nobis
213	d2e45653Meyers-1905	Agnus Dēi	A. D
214	d2e45653Meyers-1905	Agnus Dēi	A. D
215	d2e45870Meyers-1905	Aegopōdium	A. Podagraria
216	d2e46777Meyers-1905	Agri decumates	A. d
217	d2e47088Meyers-1905	Agrimonĭa	A. Eupatoria
218	d2e47088Meyers-1905	Agrimonĭa	A. officinalis
219	d2e47366Meyers-1905	Agropȳrum	A. repens
220	d2e47366Meyers-1905	Agropȳrum	A. junceum
221	d2e47414Meyers-1905	Agrostemma	A. Githago
222	d2e47458Meyers-1905	Agrostis	A. vulgaris
223	d2e47458Meyers-1905	Agrostis	A. alba
224	d2e47458Meyers-1905	Agrostis	A. alba
225	d2e47458Meyers-1905	Agrostis	A. spica venti
226	d2e47458Meyers-1905	Agrostis	A. nebulosa
227	d2e50863Meyers-1905	Ahorn	A. tataricum
228	d2e50863Meyers-1905	Ahorn	A. pseudoplatanus
229	d2e50863Meyers-1905	Ahorn	A. platanoides
230	d2e50863Meyers-1905	Ahorn	A. saccharinum
231	d2e50863Meyers-1905	Ahorn	A. campestre
232	d2e50863Meyers-1905	Ahorn	A. Monspessulanum
233	d2e50863Meyers-1905	Ahorn	A. dasycarpum
234	d2e50863Meyers-1905	Ahorn	A. rubrum
235	d2e50863Meyers-1905	Ahorn	A. Negundo
236	d2e50863Meyers-1905	Ahorn	A. californicum
237	d2e51819Meyers-1905	Aide	A. de camp
238	d2e52921Meyers-1905	Air	A. de danse
239	d2e52961Meyers-1905	Aira	A. caespitosa
240	d2e52961Meyers-1905	Aira	A. canescens
241	d2e52961Meyers-1905	Aira	A. pulchella
242	d2e52961Meyers-1905	Aira	A. elegans
243	d2e52961Meyers-1905	Aira	A. caryophyllea
244	d2e53228Meyers-1905	Ais	A. Als dur
245	d2e54001Meyers-1905	à jour	à. j
246	d2e54224Meyers-1905	Akademie	A. des sciences
247	d2e54224Meyers-1905	Akademie	A. des sciences morales et politiques
248	d2e63052Meyers-1905	Alaska [2]	An arctic province: A. and the Seal Islands
249	d2e63052Meyers-1905	Alaska [2]	A. as it was and is
250	d2e63052Meyers-1905	Alaska [2]	Appleton's Guidebook to A. and Northwest-coast, etc
251	d2e63052Meyers-1905	Alaska [2]	A. and the Klondike
252	d2e63052Meyers-1905	Alaska [2]	A., giving the results of the Harriman A. Expedition
253	d2e63900Meyers-1905	Alba [3]	A. Pompeia
254	d2e63900Meyers-1905	Alba [3]	A. Fucentia
255	d2e65398Meyers-1905	Alberōui	A. Lettres intimes de J. M. A. adressées an comte J. Rocca
256	d2e65524Meyers-1905	Albert [2]	A. le Grand
257	d2e66711Meyers-1905	Albizzia	A. lophanta
258	d2e66711Meyers-1905	Albizzia	A. Saman
259	d2e66711Meyers-1905	Albizzia	A. Julibrissin
260	d2e68710Meyers-1905	Alchemilla	A. vulgaris
261	d2e68710Meyers-1905	Alchemilla	A. alpina
262	d2e69063Meyers-1905	Alcohol	A. absolutus
263	d2e69063Meyers-1905	Alcohol	A. sulfuris
264	d2e69063Meyers-1905	Alcohol	A. vini
265	d2e69132Meyers-1905	Alcott	A. Bronson A., his life and philosophy
266	d2e69846Meyers-1905	Aldīni	Antonio A. e i suoi tempi
267	d2e71345Meyers-1905	Aleurītes	A. moluccana
268	d2e71345Meyers-1905	Aleurītes	A. triloba
269	d2e71345Meyers-1905	Aleurītes	A. cordata
270	d2e71565Meyers-1905	Alexander [1]	A. the Great
271	d2e71565Meyers-1905	Alexander [1]	A. III. of Russia
272	d2e74337Meyers-1905	Alfred	A. the Great
273	d2e74337Meyers-1905	Alfred	A. the Great. Chapters on his life and times
274	d2e76424Meyers-1905	Alhagi	A. Maurorum
275	d2e76424Meyers-1905	Alhagi	A. Camelorum
276	d2e78002Meyers-1905	Alk	A. torda
277	d2e78002Meyers-1905	Alk	A. impennis
278	d2e78473Meyers-1905	Alkanna	A. tinctoria
279	d2e79642Meyers-1905	Alkuin	A. and the Christian schools
280	d2e79997Meyers-1905	Allanblackĭa	A. Stuhlmannii
281	d2e81651Meyers-1905	Alliance française	A. s. pour la propagation de la langue française dans les colonies et à l'étranger
282	d2e82379Meyers-1905	Allĭum	A. neapolitanum
283	d2e82934Meyers-1905	Allons!	A. enfants! De la patrie le jour de gloire est arrivé etc
284	d2e83865Meyers-1905	Almănach	A. royal
285	d2e85105Meyers-1905	Alocasĭa	A. macrorhiza
286	d2e85105Meyers-1905	Alocasĭa	A. odora
287	d2e85105Meyers-1905	Alocasĭa	A. indica
288	d2e85105Meyers-1905	Alocasĭa	A. cuprea
289	d2e85153Meyers-1905	Aloë [1]	A. vera
290	d2e85153Meyers-1905	Aloë [1]	A. socotrina
291	d2e85153Meyers-1905	Aloë [1]	A. vulgaris
292	d2e85153Meyers-1905	Aloë [1]	A. perfoliata
293	d2e85153Meyers-1905	Aloë [1]	A. angustifolia
294	d2e85231Meyers-1905	Aloë [2]	A. lucida
295	d2e85231Meyers-1905	Aloë [2]	A. hepatica
296	d2e85231Meyers-1905	Aloë [2]	A. socotrina
297	d2e85231Meyers-1905	Aloë [2]	A. vulgaris
298	d2e85667Meyers-1905	Alopecūrus	A. pratensis
299	d2e88683Meyers-1905	Alpinĭa	A. Galanga
300	d2e88683Meyers-1905	Alpinĭa	A. officinarum
301	d2e88683Meyers-1905	Alpinĭa	A. nutans
302	d2e89005Meyers-1905	Alse	A. vulgaris
303	d2e89005Meyers-1905	Alse	A. sapidissima
304	d2e89005Meyers-1905	Alse	A. toli
305	d2e89005Meyers-1905	Alse	A. Finta
306	d2e89374Meyers-1905	Alstonĭa	A. constricta
307	d2e89487Meyers-1905	Alstroemerĭa	A. aurantiaca
308	d2e89487Meyers-1905	Alstroemerĭa	A. versicolor
309	d2e91504Meyers-1905	Alter ego	A. e
310	d2e92342Meyers-1905	Altesse	A. impériale
311	d2e92342Meyers-1905	Altesse	A. royale
312	d2e92342Meyers-1905	Altesse	A. sérénissime
313	d2e92572Meyers-1905	Althaea	A. officinalis
314	d2e92572Meyers-1905	Althaea	A. rosea
315	d2e93015Meyers-1905	Altingĭa	A. chinensis
316	d2e93999Meyers-1905	Altschadenwasser	A. phagedaenica nigra, A. nigra
317	d2e94670Meyers-1905	Alūmen	A. ustum
318	d2e94670Meyers-1905	Alūmen	A. plumosum
319	d2e94670Meyers-1905	Alūmen	A. schisti
320	d2e94697Meyers-1905	Alumĭna	A. hydrata
321	d2e94766Meyers-1905	Aluminĭum	A. its history, occurrence, etc
322	d2e94886Meyers-1905	Aluminium aceticum	A. chloratum
323	d2e94886Meyers-1905	Aluminium aceticum	A. sulfuricum
324	d2e95870Meyers-1905	Alvĕus derelictus	A. d
325	d2e96088Meyers-1905	Alyssum	A. argenteum
326	d2e96088Meyers-1905	Alyssum	A. saxatile
327	d2e97424Meyers-1905	Amarantus	A. caudatus
328	d2e97424Meyers-1905	Amarantus	A. speciosus
329	d2e97424Meyers-1905	Amarantus	A. tricolor
330	d2e97424Meyers-1905	Amarantus	A. Blitum
331	d2e97424Meyers-1905	Amarantus	A. prostratus
332	d2e97424Meyers-1905	Amarantus	A. silvestris
333	d2e97424Meyers-1905	Amarantus	A. Blitum
334	d2e97424Meyers-1905	Amarantus	A. frumentaceus
335	d2e97424Meyers-1905	Amarantus	A. oleraceus
336	d2e97814Meyers-1905	Amaryllis [1]	A. Belladonna
337	d2e101210Meyers-1905	Amelanchĭer	A. vulgaris
338	d2e101210Meyers-1905	Amelanchĭer	A. canadensis
339	d2e101401Meyers-1905	Amende	A. honorable
340	d2e101514Meyers-1905	Amenorrhöe	A. secundaria, Suppressio mensium
341	d2e101756Meyers-1905	American Protective Association	A. P. A
342	d2e101756Meyers-1905	American Protective Association	A. P. A
343	d2e103741Meyers-1905	Amīcus	A. Plato, magis amica veritas:
344	d2e103741Meyers-1905	Amīcus	A. populi Romani
345	d2e103741Meyers-1905	Amīcus	A. Augusti
346	d2e103741Meyers-1905	Amīcus	A. curiae
347	d2e105161Meyers-1905	Ammi	A. majus
348	d2e105161Meyers-1905	Ammi	A. visnaga
349	d2e105211Meyers-1905	Ammobĭum	A. alatum
350	d2e105353Meyers-1905	Ammoniacum	A. in granis
351	d2e105353Meyers-1905	Ammoniacum	A. in massis
352	d2e105920Meyers-1905	Ammonĭum [1]	A. aceticum
353	d2e105920Meyers-1905	Ammonĭum [1]	A. bromatum
354	d2e105920Meyers-1905	Ammonĭum [1]	A. carbonicum
355	d2e105920Meyers-1905	Ammonĭum [1]	A. chloratum, muriaticum
356	d2e105920Meyers-1905	Ammonĭum [1]	A. chloratum ferratum
357	d2e105920Meyers-1905	Ammonĭum [1]	A. jodatum
358	d2e105920Meyers-1905	Ammonĭum [1]	A. nitricum
359	d2e105920Meyers-1905	Ammonĭum [1]	A. phosphoricum
360	d2e105920Meyers-1905	Ammonĭum [1]	A. sulfuratum, Liquor Beguini
361	d2e105920Meyers-1905	Ammonĭum [1]	A. sulfuricum
362	d2e105920Meyers-1905	Ammonĭum [1]	A. vanadinicum
363	d2e106939Meyers-1905	Amōmum	A. Melegueta
364	d2e106939Meyers-1905	Amōmum	A. Cardamomum
365	d2e106939Meyers-1905	Amōmum	A. maximum
366	d2e107203Meyers-1905	Amorpha	A. fruticosa
367	d2e107203Meyers-1905	Amorpha	A. canescens
368	d2e107253Meyers-1905	Amorphophallus	A. campanulatus
369	d2e107253Meyers-1905	Amorphophallus	A. titanum
370	d2e107253Meyers-1905	Amorphophallus	A. Rivieri
371	d2e107649Meyers-1905	Ampelodesmos	A. tenax
372	d2e107792Meyers-1905	Ampère	André Marie A. et Jean Jacques A.; correspondance et souvenirs de
373	d2e108870Meyers-1905	Amphióxus lanceolātus	A. and the ancestry of the vertebrates
374	d2e109497Meyers-1905	Ampulla	A. chrismatis
375	d2e109497Meyers-1905	Ampulla	A. Remensis (la sainte ampoule
376	d2e110069Meyers-1905	Amsterdam [2]	A. in schetsen
377	d2e110069Meyers-1905	Amsterdam [2]	A. in de
378	d2e111508Meyers-1905	Amygdălae	A. amarae
379	d2e111508Meyers-1905	Amygdălae	A. dulces
380	d2e111613Meyers-1905	Amygdălus	A. Persica
381	d2e111991Meyers-1905	Amylum	A. maranthae
382	d2e111991Meyers-1905	Amylum	A. tritici
383	d2e112181Meyers-1905	Amўris	A. balsamifera
384	d2e112181Meyers-1905	Amўris	A. silvatica
385	d2e112435Meyers-1905	Anabăsis [2]	A. tamariscifolia
386	d2e112556Meyers-1905	Anacardĭum	A. occidentale
387	d2e112751Meyers-1905	Anacyclus	A. Pyrethrum
388	d2e112981Meyers-1905	Anagallis	A. arvensis
389	d2e114760Meyers-1905	Anamirta	A. Cocculus
390	d2e114972Meyers-1905	Anănas	A. sativus
391	d2e115259Meyers-1905	Anaphalis	A. margaritacea
392	d2e116513Meyers-1905	Anatomīe	A. artistique
393	d2e116878Meyers-1905	Anatozismus	A. conjunctus
394	d2e116878Meyers-1905	Anatozismus	A. separatus
395	d2e117427Meyers-1905	Anchusa	A. italica
396	d2e117427Meyers-1905	Anchusa	A. sempervirens
397	d2e119199Meyers-1905	Andīra	A. Araroba
398	d2e119199Meyers-1905	Andīra	A. inermis
399	d2e120695Meyers-1905	Andromĕda [1]	A. polifolia
400	d2e120695Meyers-1905	Andromĕda [1]	A. floribunda
401	d2e120695Meyers-1905	Andromĕda [1]	A. japonica
402	d2e120958Meyers-1905	Andropōgon	A. Ischaemum
403	d2e120958Meyers-1905	Andropōgon	A. squarrosus
404	d2e120958Meyers-1905	Andropōgon	A. muricatus
405	d2e120958Meyers-1905	Andropōgon	A. citratus
406	d2e120958Meyers-1905	Andropōgon	A. formosus
407	d2e120958Meyers-1905	Andropōgon	A. Sorghum
408	d2e121109Meyers-1905	Androsāce	A. sarmentosa
409	d2e121109Meyers-1905	Androsāce	A. lanuginosa
410	d2e121688Meyers-1905	Anemōne	A. coronaria
411	d2e121688Meyers-1905	Anemōne	A. japonica
412	d2e121688Meyers-1905	Anemōne	A. fulgens
413	d2e121688Meyers-1905	Anemōne	A. nemorosa
414	d2e122266Meyers-1905	Anēthum	A. graveolens
415	d2e122266Meyers-1905	Anēthum	A. sowa
416	d2e122350Meyers-1905	Aneurysma	A. verum
417	d2e122350Meyers-1905	Aneurysma	A. spurium
418	d2e122350Meyers-1905	Aneurysma	A. cirsoideum
419	d2e123509Meyers-1905	Angelikaöl	A. anomala
420	d2e124073Meyers-1905	Angelus	A. Dei s. Domini
421	d2e124073Meyers-1905	Angelus	A. Domini nuntiavit Mariae
422	d2e124073Meyers-1905	Angelus	A. Dei
423	d2e124620Meyers-1905	Angīna	A. catarrhalis, follicularis, tonsillaris). A. Ludovici
424	d2e124620Meyers-1905	Angīna	A. pectoris
425	d2e124802Meyers-1905	Angioptĕris	A. evecta
426	d2e125549Meyers-1905	Angōla [2]	A. and the river Congo
427	d2e125549Meyers-1905	Angōla [2]	A. e Congo
428	d2e126056Meyers-1905	Angrēcum	A. fragrans
429	d2e126414Meyers-1905	Anguis	A. fragilis
430	d2e127932Meyers-1905	Anĭma	A. mundi
431	d2e128303Meyers-1905	Anĭmus	A. injuriandi
432	d2e128303Meyers-1905	Anĭmus	A. lucri faciendi
433	d2e128303Meyers-1905	Anĭmus	A. occidendi
434	d2e128303Meyers-1905	Anĭmus	A. nocendi
435	d2e128303Meyers-1905	Anĭmus	A. possidendi
436	d2e128303Meyers-1905	Anĭmus	A. donandi
437	d2e132217Meyers-1905	Annŭlus	A. piscatorius
438	d2e132420Meyers-1905	Annus	A. carentiae
439	d2e132420Meyers-1905	Annus	A. circumcisionis, incarnationis etc
440	d2e132420Meyers-1905	Annus	A. civilis
441	d2e132420Meyers-1905	Annus	A. communis
442	d2e132420Meyers-1905	Annus	A. confusionis, »
443	d2e132420Meyers-1905	Annus	A. decretorius
444	d2e132420Meyers-1905	Annus	A. deservitus
445	d2e132420Meyers-1905	Annus	A. discretionis
446	d2e132420Meyers-1905	Annus	A. ecclesiasticus
447	d2e132420Meyers-1905	Annus	A. intercalaris (bissextilis
448	d2e132420Meyers-1905	Annus	A. luctus
449	d2e132420Meyers-1905	Annus	A. magnus
450	d2e132631Meyers-1905	Anolis	A. principalis
451	d2e132918Meyers-1905	Anōna	A. squamosa
452	d2e132918Meyers-1905	Anōna	A. muricata
453	d2e136789Meyers-1905	Antennaria	A. dioica
454	d2e136789Meyers-1905	Antennaria	A. margaritacea
455	d2e137129Meyers-1905	Anthēmĭs	A. arvensis
456	d2e137227Meyers-1905	Antherĭcum	A. Liliago
457	d2e137227Meyers-1905	Antherĭcum	A. ramosum
458	d2e137721Meyers-1905	Anthoxanthum	A. odoratum
459	d2e138263Meyers-1905	Anthriscus	A. silvestris
460	d2e138263Meyers-1905	Anthriscus	A. silvestris
461	d2e138914Meyers-1905	Anthūrium	A. leucon euron
462	d2e138914Meyers-1905	Anthūrium	A. magnificum
463	d2e138914Meyers-1905	Anthūrium	A. cristallinum
464	d2e138914Meyers-1905	Anthūrium	A. Andreanum
465	d2e138914Meyers-1905	Anthūrium	A. pedato-radiatum
466	d2e138914Meyers-1905	Anthūrium	A. Scherzerianum
467	d2e139000Meyers-1905	Anthyllis	A. vulneraria
468	d2e139082Meyers-1905	Antiāris	A. zeylonica
469	d2e141255Meyers-1905	Antimonium	A. crudum, A. sulfuratum crudum, nigrum
