	EntryID	Headword	meaning
959	d2e1395478Meyers-1905	Gravieren [2]	graben
960	d2e1396189Meyers-1905	Grazĭe [1]	Annehmlichkeit
961	d2e1396189Meyers-1905	Grazĭe [1]	Wohlgefälligkeit
962	d2e1396517Meyers-1905	Great attractien	große Auziehung
963	d2e1396632Meyers-1905	Greater Britain	Größeres Britannien
964	d2e1397402Meyers-1905	Greenbacks	Grünrücken
965	d2e1398107Meyers-1905	Gregātim	Herde
966	d2e1398233Meyers-1905	Gregor	der Wachsame
967	d2e1400129Meyers-1905	Grenadiere	Granate
968	d2e1403150Meyers-1905	Gridiron	Bratrost
969	d2e1403150Meyers-1905	Gridiron	Rostdock
970	d2e1429301Meyers-1905	Guadalaviar	der weiße Fluß
971	d2e1429413Meyers-1905	Guadalquivir	der große Fluß
972	d2e1431054Meyers-1905	Guardiān	Wächter
973	d2e1431054Meyers-1905	Guardiān	Hüter
974	d2e1431396Meyers-1905	Guatemāla [1]	voll Wälder
975	d2e1431396Meyers-1905	Guatemāla [1]	Berg
976	d2e1431396Meyers-1905	Guatemāla [1]	der Wasser ausbricht
977	d2e1433457Meyers-1905	Guerillas	Freischaren
978	d2e1440698Meyers-1905	Gunnlang Ormstunga	Schlangenzunge
979	d2e1440885Meyers-1905	Günter [2]	Kampfherr
980	d2e1441534Meyers-1905	Gurde	Kürbisflasche
981	d2e1443496Meyers-1905	Gustav	Kriegsstab
982	d2e1446930Meyers-1905	Guttapercha	Milchsaft aus Sumatra
983	d2e1449215Meyers-1905	Gymnástik	üben
984	d2e1449215Meyers-1905	Gymnástik	turnen
985	d2e1449695Meyers-1905	Gymnospérmen	Nacktsamige
986	d2e1451322Meyers-1905	Haag [1]	Grafenhain
987	d2e1454295Meyers-1905	Habēmus	wir haben
988	d2e1455751Meyers-1905	Hack	haquenée oder hacquenée
989	d2e1458714Meyers-1905	Haff	Meer
990	d2e1460600Meyers-1905	Hagestolz	Hagbesitzer
991	d2e1460846Meyers-1905	Hagiogrăpha	Schriften
992	d2e1464870Meyers-1905	Halacha	Gang
993	d2e1464870Meyers-1905	Halacha	Wandel
994	d2e1464870Meyers-1905	Halacha	Norm
995	d2e1469541Meyers-1905	Hallage	Markthalle
996	d2e1473856Meyers-1905	Hamâsa	Tapferkeit
997	d2e1474672Meyers-1905	Hamaxobĭer	Wagen
998	d2e1479642Meyers-1905	Hanap	Napf
999	d2e1489667Meyers-1905	Hankou	Mündung des Han
1000	d2e1491843Meyers-1905	Hantieren	oft besuchen
1001	d2e1491843Meyers-1905	Hantieren	hin und her ziehen
1002	d2e1492148Meyers-1905	Hápax legómĕnon	nur einmal Gesagtes
1003	d2e1493894Meyers-1905	Harem	das Verbotene
1004	d2e1501321Meyers-1905	Hartschiere	Bogenschütze
1005	d2e1502990Meyers-1905	Hasard	Würfelspiel
1006	d2e1503153Meyers-1905	Haschisch	Kraut
1007	d2e1506224Meyers-1905	Hât'h	Arm
1008	d2e1506620Meyers-1905	Hatto	Krieg
1009	d2e1506620Meyers-1905	Hatto	Gott des Kriegsglücks
1010	d2e1514462Meyers-1905	Hautevolee	hoher Flug
1011	d2e1514867Meyers-1905	Hautgout	hoher
1012	d2e1514867Meyers-1905	Hautgout	d. h. pikanter Geschmack
1013	d2e1522669Meyers-1905	Hedschra	das Weggehen
1014	d2e1522669Meyers-1905	Hedschra	Auswandern
1015	d2e1522669Meyers-1905	Hedschra	Flucht
1016	d2e1522669Meyers-1905	Hedschra	Fortgehen des Propheten
1017	d2e1522702Meyers-1905	Hedwig [1]	Glückskampf
1018	d2e1523600Meyers-1905	Heergewäte	Gewand
1019	d2e1524987Meyers-1905	Hegemonīe	Führerschaft
1020	d2e1524987Meyers-1905	Hegemonīe	Führer
1021	d2e1525327Meyers-1905	Hegyalja	Bergabhang
1022	d2e1530581Meyers-1905	Heimdall	der über der Welt Glänzende
1023	d2e1531452Meyers-1905	Heinrich [1]	Fürst des umhegten Ortes
1024	d2e1532576Meyers-1905	Heinrich der Glichezare	Gleisner
1025	d2e1533865Meyers-1905	Heirat	Hausbesorgung
1026	d2e1535451Meyers-1905	Hēkăte	Fernhinwirkende
1027	d2e1543918Meyers-1905	Hendiadys	eins durch zwei
1028	d2e1550171Meyers-1905	Hercynischer Wald	Höhenzug
1029	d2e1551248Meyers-1905	Hēres	Hausvater
1030	d2e1552627Meyers-1905	Hermann [1]	Heer-
1031	d2e1552627Meyers-1905	Hermann [1]	Kriegsmann
1032	d2e1553798Meyers-1905	Hermeneutik	auslegen
1033	d2e1553798Meyers-1905	Hermeneutik	dolmetschen
1034	d2e1554474Meyers-1905	Hermod	der im Streit Mutige
1035	d2e1554916Meyers-1905	Hernĭker	Felsenbewohner
1036	d2e1556075Meyers-1905	Hēros [2]	Held
1037	d2e1563539Meyers-1905	Hetärīe	Verein
1038	d2e1563539Meyers-1905	Hetärīe	Klub
1039	d2e1563539Meyers-1905	Hetärīe	Bündnis von Freunden
1040	d2e1564376Meyers-1905	Heterözīe	Wirtswechsel
1041	d2e1566180Meyers-1905	Heurĭstik	finden
1042	d2e1567113Meyers-1905	Hevīter	Dorf- oder Hofbewohner
1043	d2e1569607Meyers-1905	Hiātus	Kluft
1044	d2e1569701Meyers-1905	Hibernākel	Winterhaus
1045	d2e1569955Meyers-1905	Hidalgo [1]	Sohn
1046	d2e1569955Meyers-1905	Hidalgo [1]	Vermögen
1047	d2e1569955Meyers-1905	Hidalgo [1]	jemandes Sohn
1048	d2e1570780Meyers-1905	Hiërarchīe	Herrschaft der Heiligen
1049	d2e1572609Meyers-1905	Highness	Hoheit
1050	d2e1573517Meyers-1905	Hilderich	Krieg
1051	d2e1573517Meyers-1905	Hilderich	Herrscher
1052	d2e1575513Meyers-1905	Himalaja	Stätte des Schnees
1053	d2e1578023Meyers-1905	Hindukusch	Hindutöter
1054	d2e1578023Meyers-1905	Hindukusch	indischer Berg
1055	d2e1580417Meyers-1905	Hippodrom	Roßlauf
1056	d2e1580479Meyers-1905	Hippogryph	Roßgreif
1057	d2e1580775Meyers-1905	Hippolytos	Rosselöser
1058	d2e1581463Meyers-1905	Hiragana	ebene [gewöhnliche] geborgte Schrift
1059	d2e1581463Meyers-1905	Hiragana	breite geborgte Schrift
1060	d2e1582182Meyers-1905	Hirpīner	Wolf
1061	d2e1584912Meyers-1905	Histologie	Gewebelehre
1062	d2e1586206Meyers-1905	Hitopadēsa	freundliche Unterweisung
1063	d2e1592075Meyers-1905	Hoeksche	Angelhaken
1064	d2e1595858Meyers-1905	Hogshead	Schweinskopf
1065	d2e1598705Meyers-1905	Hoherpriester	kohen-haggadōl
1066	d2e1602590Meyers-1905	Holkodont	Furche
1067	d2e1602590Meyers-1905	Holkodont	Zahn
1068	d2e1610290Meyers-1905	Homagiāl	Huldigung
1069	d2e1611788Meyers-1905	Homolōg	gleichlautend
1070	d2e1611788Meyers-1905	Homolōg	gleichnamig
1071	d2e1613457Meyers-1905	Hongkong	Tal der duftenden Wasser
1072	d2e1614897Meyers-1905	Honourable	ehrenwert
1073	d2e1614897Meyers-1905	Honourable	edel
1074	d2e1615994Meyers-1905	Hop	eine Handvoll
1075	d2e1617203Meyers-1905	Horae canonĭcae	kanonische Stunden
1076	d2e1617780Meyers-1905	Horde [1]	Kriegsheer
1077	d2e1618213Meyers-1905	Horizont	begrenzen
1078	d2e1621612Meyers-1905	Horntiere	Hohlhörner
1079	d2e1622347Meyers-1905	Horse-guards	Garde zu Pferde
1080	d2e1623967Meyers-1905	Hospitāl	Fremdling
1081	d2e1624296Meyers-1905	Hospīz	Herberge
1082	d2e1624551Meyers-1905	Hostĭen	Sühnopfer
1083	d2e1624966Meyers-1905	Hottentotten	Stotterer
1084	d2e1629770Meyers-1905	Huerta [1]	Garten
1085	d2e1633863Meyers-1905	Hühnerauge	hörnernes Auge
1086	d2e1634749Meyers-1905	Huissier	Tür
1087	d2e1636229Meyers-1905	Humanĭtas	Menschlichkeit
1088	d2e1636262Meyers-1905	Humanität	Menschlichkeit
1089	d2e1637094Meyers-1905	Humerāle	Schulterstück
1090	d2e1638118Meyers-1905	Hunan	südlich vom See
1091	d2e1639874Meyers-1905	Hundred	Hundertschaft
1092	d2e1641598Meyers-1905	Hunkjâr	Oberherr
1093	d2e1641598Meyers-1905	Hunkjâr	Blut
1094	d2e1641598Meyers-1905	Hunkjâr	Blutmacher
1095	d2e1643221Meyers-1905	Hurra!	sich schnell und stürmisch bewegen
1096	d2e1643221Meyers-1905	Hurra!	schlagt sie tot!
1097	d2e1646964Meyers-1905	Hwangho	gelber Fluß
1098	d2e1648466Meyers-1905	Hydrargўrum	Wassersilber
1099	d2e1648700Meyers-1905	Hydraulis	Wasserpfeife
1100	d2e1651754Meyers-1905	Hyétios	Regenspender
1101	d2e1652314Meyers-1905	Hyläa	Waldland
1102	d2e1652314Meyers-1905	Hyläa	Wald
1103	d2e1653335Meyers-1905	Hypante	entgegengehen
1104	d2e1653417Meyers-1905	Hypäthrāltempel	unter freiem Himmel
1105	d2e1653626Meyers-1905	Hypérbel	Überschuß
1106	d2e1657632Meyers-1905	Hysterīe	Gebärmutter
1107	d2e1657878Meyers-1905	Hýstĕron prótĕron	das Hinterste zuvorderst
1108	d2e1661577Meyers-1905	Id	Fest
1109	d2e1665898Meyers-1905	Ikonologie	Bildniswissenschaft
1110	d2e1667061Meyers-1905	Ilĭa [1]	Darm
1111	d2e1668683Meyers-1905	Illustrated London News	Illustrierte Londoner Nachrichten
1112	d2e1668703Meyers-1905	Illustration	Erleuchtung
1113	d2e1668703Meyers-1905	Illustration	Erklärung
1114	d2e1668703Meyers-1905	Illustration	Verschönerung
1115	d2e1668703Meyers-1905	Illustration	Verherrlichung
1116	d2e1669953Meyers-1905	Il y a des juges à Berlin	es gibt [noch] Richter in Berlin
1117	d2e1670088Meyers-1905	Imagĭnes	Bild
1118	d2e1670486Meyers-1905	Imbibition	Einsaugung
1119	d2e1672216Meyers-1905	Immortellen	Unvergängliche
1120	d2e1672738Meyers-1905	Impanātio	Brot
1121	d2e1675527Meyers-1905	In abstracto	im abgezogenen [Sinn f
1122	d2e1676181Meyers-1905	Incalzando	antreibend
1123	d2e1676402Meyers-1905	Incerta persona	ungewisse Person
1124	d2e1676603Meyers-1905	Incĭdit in Scyllam, qui vult vitare Charybdim	Es fällt in die Scylla
1125	d2e1676603Meyers-1905	Incĭdit in Scyllam, qui vult vitare Charybdim	wer die Charybdis vermeiden will
1126	d2e1676746Meyers-1905	Inclŭsi	Eingeschlossene
1127	d2e1676841Meyers-1905	In coena domīni	Beim Mahl des Herrn
1128	d2e1677017Meyers-1905	Incroyable	unglaublich
1129	d2e1677091Meyers-1905	Incūsi	eingeschlagene Münzen
1130	d2e1677483Meyers-1905	Indépendance Belge	belgische Unabhängigkeit
1131	d2e1677538Meyers-1905	Independénten	Unabhängige
1132	d2e1677726Meyers-1905	Index	Anzeiger
1133	d2e1677845Meyers-1905	Index librŏrum prohibitōrum	Verzeichnis der verbotenen Bücher
1134	d2e1679908Meyers-1905	Indikation	Anzeige
1135	d2e1679962Meyers-1905	Indikātor	Anzeiger
1136	d2e1682404Meyers-1905	Indossieren	auf dem Rücken
1137	d2e1682895Meyers-1905	Induktion [1]	Einführung
1138	d2e1682895Meyers-1905	Induktion [1]	Überleitung
1139	d2e1683217Meyers-1905	In dulci jubĭlo	in süßem Jubel
1140	d2e1683501Meyers-1905	Indus	Fluß
1141	d2e1683640Meyers-1905	Industrie	Fleiß
1142	d2e1683640Meyers-1905	Industrie	Betriebsamkeit
1143	d2e1684451Meyers-1905	Inexpressibles	Unaussprechlichen
1144	d2e1684514Meyers-1905	Infallibilität	Unfehlbarkeit
1145	d2e1684545Meyers-1905	Infamīe	Schande
1146	d2e1684545Meyers-1905	Infamīe	Schimpf
1147	d2e1684600Meyers-1905	Infánt	Kind
1148	d2e1684709Meyers-1905	Infanterie	Knabe
1149	d2e1684709Meyers-1905	Infanterie	Knecht
1150	d2e1684709Meyers-1905	Infanterie	Fußsoldat
1151	d2e1685082Meyers-1905	Infarkt	Anschoppung
1152	d2e1685082Meyers-1905	Infarkt	Verstopfung
1153	d2e1685555Meyers-1905	In fidem	für die Treue
1154	d2e1685855Meyers-1905	Inflationisten	Aufblähung
1155	d2e1686540Meyers-1905	Infusion	Eingießung
1156	d2e1689119Meyers-1905	Inhalationskuren	Einatmungskuren
1157	d2e1690196Meyers-1905	Inkardination	Türangel
1158	d2e1690196Meyers-1905	Inkardination	Hauptsache
1159	d2e1690196Meyers-1905	Inkardination	Hauptpunkt
1160	d2e1690568Meyers-1905	Inkolāt	Einwohner
1161	d2e1690891Meyers-1905	Inkorporation	Einverleibung
1162	d2e1691092Meyers-1905	Inkŭbus	Auflieger
1163	d2e1691149Meyers-1905	Inkunabeln	Wiege
1164	d2e1691149Meyers-1905	Inkunabeln	alte Drucke
1165	d2e1692322Meyers-1905	Innŏzenz	der Unschuldige
1166	d2e1692695Meyers-1905	Innungen	Einungen
1167	d2e1693153Meyers-1905	In partĭbus infidēlium	in Gegenden oder Gebieten der Ungläubigen
1168	d2e1693338Meyers-1905	In puncto	im Punkte
1169	d2e1693416Meyers-1905	Inquisition	Untersuchung
1170	d2e1693902Meyers-1905	Inschallah	wenn Allah es will
1171	d2e1696813Meyers-1905	Instanz	bei etwas bestehen
1172	d2e1697031Meyers-1905	Instinkt	Antrieb
1173	d2e1697402Meyers-1905	Institutionen	Unterweisungen
1174	d2e1697402Meyers-1905	Institutionen	Einrichtungen
1175	d2e1697489Meyers-1905	Instradieren	Straße
1176	d2e1699062Meyers-1905	Intendánt	Aufseher
1177	d2e1699062Meyers-1905	Intendánt	Verwalter
1178	d2e1699513Meyers-1905	Interdikt	Untersagung
1179	d2e1700017Meyers-1905	Intĕrim	einstweilen
1180	d2e1700381Meyers-1905	Interlaken	Zwischen Seen
1181	d2e1700381Meyers-1905	Interlaken	Unterseen
1182	d2e1700539Meyers-1905	Intermezzo	Zwischenspiel
1183	d2e1700658Meyers-1905	Internāt	inner
1184	d2e1701329Meyers-1905	Interpolation	Einschaltung
1185	d2e1701919Meyers-1905	Intervention	Dazwischenkunft
1186	d2e1702118Meyers-1905	Interviewer	Zusammenkunft
1187	d2e1702417Meyers-1905	Intīm	der innerste
1188	d2e1702778Meyers-1905	Intransigénten	ausgleichen
1189	d2e1702778Meyers-1905	Intransigénten	versöhnen
1190	d2e1704970Meyers-1905	Investition	bekleiden
1191	d2e1705318Meyers-1905	Involution	Einwickelung
1192	d2e1705318Meyers-1905	Involution	Einhüllung
1193	d2e1705640Meyers-1905	Inzineration	Einäscherung
1194	d2e1707930Meyers-1905	Irenäus	Friedfertiger
1195	d2e1710354Meyers-1905	Irmin	der Erhabene
1196	d2e1710354Meyers-1905	Irmin	unermeßlich
1197	d2e1710805Meyers-1905	Irradĭation	Einstrahlung
1198	d2e1710946Meyers-1905	Irredénta	das unerlöste Italien
1199	d2e1711009Meyers-1905	Irregularität	Unregelmäßigkeit
1200	d2e1713717Meyers-1905	Isegrim	Eisenhelm
1201	d2e1714843Meyers-1905	Islâm	Ergebung
1202	d2e1717514Meyers-1905	Isolieren	Insel
1203	d2e1718144Meyers-1905	Isomorphīe	gleich
1204	d2e1718144Meyers-1905	Isomorphīe	Gestalt
1205	d2e1719435Meyers-1905	Issue-Department	Ausgabeabteilung
1206	d2e1726458Meyers-1905	Ite, missa est	gehet
1207	d2e1726458Meyers-1905	Ite, missa est	entlassen ist [die Versammlung]
1208	d2e1726698Meyers-1905	Itinerarĭa	Reisebücher
1209	d2e1728155Meyers-1905	Izedismus	Gott
1210	d2e1728509Meyers-1905	Jablonoi	zerschlagener Felsrücken
1211	d2e1737688Meyers-1905	Janitscharen	neue Soldaten
1212	d2e1741349Meyers-1905	Jardinière	Gärtnerin
1213	d2e1742959Meyers-1905	Jâtaka	Geburt
1214	d2e1748480Meyers-1905	Jerusālem	Wohnung des Friedens
1215	d2e1748480Meyers-1905	Jerusālem	das Heiligtum
1216	d2e1749157Meyers-1905	Jesaias	Jahve hilft
1217	d2e1749157Meyers-1905	Jesaias	Vulgata
1218	d2e1749213Meyers-1905	Jeschil Irmak	grüner Fluß
1219	d2e1750707Meyers-1905	Jesus Nazarēnus Rex Judaeōrum	Jesus von Nazareth
1220	d2e1750707Meyers-1905	Jesus Nazarēnus Rex Judaeōrum	König der Juden
1221	d2e1750965Meyers-1905	Jeunesse dorée	Goldjugend
1222	d2e1750988Meyers-1905	Jeux floraux	Blumenspiele
1223	d2e1751453Meyers-1905	Jezirah	Schöpfung
1224	d2e1753086Meyers-1905	Jocrisse	faulenzen
1225	d2e1756563Meyers-1905	Johannes [1]	Gottesgabe
1226	d2e1761255Meyers-1905	Jordānis	eberkühn
1227	d2e1761940Meyers-1905	Joseph [1]	er nimmt hinweg
1228	d2e1761940Meyers-1905	Joseph [1]	er vermehre
1229	d2e1762242Meyers-1905	Joseph ben Gorĭon	Sohn des Gorion
1230	d2e1762947Meyers-1905	Jōten	Fresser
1231	d2e1763945Meyers-1905	Joyeuse entrée	fröhlicher Einzug
1232	d2e1767159Meyers-1905	Judĭka	richte
1233	d2e1769561Meyers-1905	Julapĭum	süßer Saft
1234	d2e1769602Meyers-1905	Jūlfest	fröhliches Fest
1235	d2e1773547Meyers-1905	Junker [1]	junger Herr
1236	d2e1776270Meyers-1905	Jus [2]	Recht
1237	d2e1776913Meyers-1905	Jus gentĭum	Recht der Völker
1238	d2e1776913Meyers-1905	Jus gentĭum	Völkerrecht
1239	d2e1777381Meyers-1905	Jus primae noctis	Recht der ersten Nacht
1240	d2e1778044Meyers-1905	Juste-milieu	richtige Mitte
1241	d2e1778044Meyers-1905	Juste-milieu	Mittelstraße
1242	d2e1778984Meyers-1905	Jus utrumque	das zwiefache Recht
1243	d2e1780067Meyers-1905	Kaaba	Würfel
1244	d2e1780463Meyers-1905	Kabbăla	Überlieferung
1245	d2e1780463Meyers-1905	Kabbăla	empfangene Lehre
1246	d2e1781608Meyers-1905	Kabriolett	Ziegensprung
1247	d2e1781666Meyers-1905	Kabūse	Schiffsküche
1248	d2e1781686Meyers-1905	Kabylen	Stämme
1249	d2e1782202Meyers-1905	Kaddisch	heilig
1250	d2e1782603Meyers-1905	Kadikjöi	Richterdorf
1251	d2e1784818Meyers-1905	Kaffern	Ungläubiger
1252	d2e1785164Meyers-1905	Kafiristan	Land der Ungläubigen
1253	d2e1786572Meyers-1905	Kaimakam	Stellvertreter
1254	d2e1786681Meyers-1905	Kain	Erwerb
1255	d2e1786681Meyers-1905	Kain	der Hervorgebrachte
1256	d2e1789600Meyers-1905	Kake	Kuchen
1257	d2e1791169Meyers-1905	Kalan [2]	Klein-K.
1258	d2e1792378Meyers-1905	Kaledonĭen	Walddickicht
1259	d2e1792430Meyers-1905	Kaleidophōn	Schönklangbild
1260	d2e1792484Meyers-1905	Kaleidoskōp	Schönbildseher
1261	d2e1792528Meyers-1905	Kalem	Rohr
1262	d2e1792528Meyers-1905	Kalem	Feder
1263	d2e1793326Meyers-1905	Kalewala	Kalewa-Heim
1264	d2e1793437Meyers-1905	Kalfákter	Einheizer
1265	d2e1794021Meyers-1905	Kalifen	Stellvertreter
1266	d2e1794021Meyers-1905	Kalifen	Stellvertreter des Propheten Gottes
1267	d2e1794562Meyers-1905	Kalifornien	heißer Ofen
1268	d2e1799537Meyers-1905	Kalmar [1]	Tintenfaß
1269	d2e1800255Meyers-1905	Kalorīe	Wärme
1270	d2e1800326Meyers-1905	Kalorimēter	Wärmemesser
1271	d2e1802040Meyers-1905	Kalvarĭenberg [1]	Hirnschädel
1272	d2e1802318Meyers-1905	Kalzination	Verkalkung
1273	d2e1803411Meyers-1905	Kamee	Sardonyx
1274	d2e1804321Meyers-1905	Kamerun	Fluß der Krabben
1275	d2e1804815Meyers-1905	Kamīn	Ofen
1276	d2e1805025Meyers-1905	Kamisōl	Hemd
1277	d2e1805379Meyers-1905	Kammer [1]	Gewölbe
1278	d2e1805379Meyers-1905	Kammer [1]	gewölbtes Zimmer
1279	d2e1807343Meyers-1905	Kampanĭen	Ebene
1280	d2e1807685Meyers-1905	Kämpeviser	Heldenlieder
1281	d2e1813023Meyers-1905	Kanevas	Hanf
1282	d2e1814318Meyers-1905	Kannelieren	Rohr
1283	d2e1814935Meyers-1905	Kanōne	Röhre
1284	d2e1814935Meyers-1905	Kanōne	großes Rohr
1285	d2e1817473Meyers-1905	Kantor	Sänger
1286	d2e1817736Meyers-1905	Kanzel	die Schranken
1287	d2e1818264Meyers-1905	Kanzōne	Lied
1288	d2e1818717Meyers-1905	Kapelle [1]	den Kopf mitbedeckender Mantel
1289	d2e1818717Meyers-1905	Kapelle [1]	Kappe
1290	d2e1818763Meyers-1905	Kapelle [2]	kleines Gefäß
1291	d2e1819865Meyers-1905	Kapitāle	Hauptlinie
1292	d2e1820351Meyers-1905	Kapitel [1]	Kopf
1293	d2e1820429Meyers-1905	Kapitell	Köpfchen
1294	d2e1821600Meyers-1905	Kapōres	Sühnopfer
1295	d2e1823511Meyers-1905	Kapu	Tür
1296	d2e1823511Meyers-1905	Kapu	Pforte
1297	d2e1826081Meyers-1905	Karavelle	Krabbe
1298	d2e1826114Meyers-1905	Karawane	Handelsschutz
1299	d2e1826983Meyers-1905	Karbonisieren	Kohle
1300	d2e1827335Meyers-1905	Karburieren	Kohle
1301	d2e1829259Meyers-1905	Karikatūr	überladen
1302	d2e1829259Meyers-1905	Karikatūr	übertreiben
1303	d2e1829666Meyers-1905	Karl [1]	Mann
1304	d2e1838724Meyers-1905	Karthāgo	Neustadt
1305	d2e1842826Meyers-1905	Kasematte	gedecktes Haus
1306	d2e1842826Meyers-1905	Kasematte	Mordkeller
1307	d2e1843050Meyers-1905	Kaserne	Waffenhaus
1308	d2e1843281Meyers-1905	Kasiasker	Heeresrichter
1309	d2e1843450Meyers-1905	Kasīno [1]	kleines Haus
1310	d2e1843450Meyers-1905	Kasīno [1]	Landhaus
1311	d2e1843623Meyers-1905	Kaskarillrinde	Rinde
1312	d2e1843821Meyers-1905	Kaspische Pforte	Kaspische Tore
1313	d2e1843940Meyers-1905	Kasr [2]	die Burg
1314	d2e1843957Meyers-1905	Kasr el Kebir	das große Schloß
1315	d2e1845895Meyers-1905	Kaste	Rasse
1316	d2e1845895Meyers-1905	Kaste	Stamm
1317	d2e1845895Meyers-1905	Kaste	Stand
1318	d2e1846006Meyers-1905	Kasteiung	Züchtigung
1319	d2e1846089Meyers-1905	Kastell	kleines Fort
1320	d2e1847732Meyers-1905	Katachrēse	Mißbrauch
1321	d2e1847752Meyers-1905	Katafálk	Schaugerüst
1322	d2e1848853Meyers-1905	Katarrh	herabfließen
1323	d2e1848951Meyers-1905	Kataster	Kopfsteuerliste
1324	d2e1849120Meyers-1905	Katastrōphe	Umwendung
1325	d2e1850059Meyers-1905	Katharina [1]	die Reine
1326	d2e1850059Meyers-1905	Katharina [1]	Keusche
1327	d2e1850741Meyers-1905	Kathēder	Sitz
1328	d2e1852468Meyers-1905	Kattūn	Baumwolle
1329	d2e1853171Meyers-1905	Katzenelnbogen	Melibokus der Katten
1330	d2e1857598Meyers-1905	Kavalīer	Roß
1331	d2e1858034Meyers-1905	Kavāte	Grube
1332	d2e1858418Meyers-1905	Kawaß	Bogenschütze
1333	d2e1858510Meyers-1905	Kawi	Fein
1334	d2e1858510Meyers-1905	Kawi	Volkssprache
1335	d2e1859480Meyers-1905	Keduscha	Heiligung
1336	d2e1859668Meyers-1905	Keewatin	Nordwind
1337	d2e1859747Meyers-1905	Kef, El	Felsen
1338	d2e1859841Meyers-1905	Kefīr	Wohlbefinden
1339	d2e1865483Meyers-1905	Kellner	Vorsteher der Cella
1340	d2e1865483Meyers-1905	Kellner	der Vorratskammer
1341	d2e1866856Meyers-1905	Kemnate	Zimmer mit einem Kamin
1342	d2e1867821Meyers-1905	Kenotaphĭon	leeres Grab
1343	d2e1874430Meyers-1905	Ketchudâ	Hausherr
1344	d2e1874430Meyers-1905	Ketchudâ	Haus
1345	d2e1874430Meyers-1905	Ketchudâ	Herr
1346	d2e1883603Meyers-1905	Kijâß	Maß
1347	d2e1884935Meyers-1905	Kiltgang	Abendbesuche machen
1348	d2e1887962Meyers-1905	Kinemátik	Bewegung
1349	d2e1888496Meyers-1905	King's Bench	Königsbank
1350	d2e1890074Meyers-1905	Kiosk	Gartenhaus
1351	d2e1890074Meyers-1905	Kiosk	Lustschloß
1352	d2e1899884Meyers-1905	Kladde	Klecks
1353	d2e1902821Meyers-1905	Klastische Gesteine	zerbrochen
1354	d2e1909920Meyers-1905	Klerus	Los
1355	d2e1910816Meyers-1905	Kliff	Klippe
1356	d2e1912407Meyers-1905	Klinokephalīe	Sattelschädligkeit
1357	d2e1912586Meyers-1905	Klippen [2]	mit der Schere schneiden
1358	d2e1914554Meyers-1905	Kloster [1]	nach außen abgeschlossener Ort
1359	d2e1919226Meyers-1905	Knight [1]	Knecht
1360	d2e1923417Meyers-1905	Knot	Knoten
1361	d2e1924076Meyers-1905	Knowledge is power	Wissen ist Macht
1362	d2e1929572Meyers-1905	Koëdukation	Mit-Erziehung
1363	d2e1929592Meyers-1905	Koëffizient	das Mitbewirkende
1364	d2e1929592Meyers-1905	Koëffizient	Hervorbringende
1365	d2e1930445Meyers-1905	Kohärer	Zusammenhänger
1366	d2e1934798Meyers-1905	Kohorte	Hause
1367	d2e1937980Meyers-1905	Kölesyrĭen	hohles Syrien
1368	d2e1938649Meyers-1905	Kollaps	Zusammenfallen
1369	d2e1938933Meyers-1905	Kollation	Zusammentragung
1370	d2e1941177Meyers-1905	Kolmation	Damm
1371	d2e1942172Meyers-1905	Kolo	Rad
1372	d2e1942403Meyers-1905	Koloman [2]	Bücherkundige
1373	d2e1942403Meyers-1905	Koloman [2]	Bücherfreund
1374	d2e1942403Meyers-1905	Koloman [2]	Könyves
1375	d2e1942621Meyers-1905	Kolonāt	Bebauungsrecht
1376	d2e1944286Meyers-1905	Kolonist	Bauer
1377	d2e1945641Meyers-1905	Kolumbĭen	Peru
1378	d2e1945641Meyers-1905	Kolumbĭen	Ecuador
1379	d2e1945641Meyers-1905	Kolumbĭen	Kolumbien und Venezuela
1380	d2e1945641Meyers-1905	Kolumbĭen	Peru
1381	d2e1948524Meyers-1905	Komménde	anvertrauen
1382	d2e1948624Meyers-1905	Komment	wie?
1383	d2e1948708Meyers-1905	Kommérs	Verkehr
1384	d2e1949076Meyers-1905	Kommiß	übertragen
1385	d2e1951194Meyers-1905	Kompagnon	Genoß
1386	d2e1954531Meyers-1905	Konāt	Versuch
1387	d2e1955500Meyers-1905	Kondītor	einmachen
1388	d2e1956157Meyers-1905	Konfékt	Zubereitetes
1389	d2e1959005Meyers-1905	König [2]	Geschlecht
1390	d2e1959321Meyers-1905	Königgrätz	Königingrätz
1391	d2e1962267Meyers-1905	Konjunktūr	verbinden
1392	d2e1962415Meyers-1905	Konklave	verschlossenes Gemach
1393	d2e1962589Meyers-1905	Konkordánz	Übereinstimmung
1394	d2e1964296Meyers-1905	Konquistadoren	Eroberer
1395	d2e1964313Meyers-1905	Konrad	kühn im Rat
1396	d2e1965744Meyers-1905	Konsistorĭum	Versammlungsort
1397	d2e1966175Meyers-1905	Konsortĭum	Gemeinschaft
1398	d2e1966175Meyers-1905	Konsortĭum	Gesellschaft
1399	d2e1966353Meyers-1905	Konstantin	der Beständige
1400	d2e1968207Meyers-1905	Konsul [1]	Kollege
1401	d2e1969086Meyers-1905	Kontagĭum	Berührung
1402	d2e1969910Meyers-1905	Konterfei	nachgemacht
1403	d2e1970106Meyers-1905	Kontermine	Gegenmine
1404	d2e1970566Meyers-1905	Kontingént	Treffende
1405	d2e1971142Meyers-1905	Kontōr	Zähltisch
