	EntryID	Headword	meaning
474	d2e631913Meyers-1905	Chrōnik [1]	Zeitbuch
475	d2e632598Meyers-1905	Chronoskop	Zeitseher
476	d2e634205Meyers-1905	Chrysostŏmos	Goldmund
477	d2e634349Meyers-1905	Chthonisch	unterirdisch
478	d2e637426Meyers-1905	Cilénto	diesseit des Alento
479	d2e639098Meyers-1905	Cinque Ports	Fünfhäfen
480	d2e639387Meyers-1905	Circa	um
481	d2e639387Meyers-1905	Circa	herum
482	d2e639722Meyers-1905	Circuit	Umkreis
483	d2e640496Meyers-1905	Cirta	Stadt
484	d2e640519Meyers-1905	Cis [1]	diesseit
485	d2e640758Meyers-1905	Cissoīde	die Efeuähnliche
486	d2e640842Meyers-1905	Cista	Kiste
487	d2e646678Meyers-1905	Clavis	Schlüssel
488	d2e647312Meyers-1905	Clemens [1]	der Milde
489	d2e653634Meyers-1905	Coda	Schweif
490	d2e654114Meyers-1905	Codo	Ellbogen
491	d2e654608Meyers-1905	Coge intrāre	nötige [sie] hereinzukommen
492	d2e657488Meyers-1905	Collé [1]	angeleimt
493	d2e659892Meyers-1905	Colombīna	Täubchen
494	d2e662370Meyers-1905	Comes	Begleiter
495	d2e662406Meyers-1905	Coemetērium	Schlaf-
496	d2e662406Meyers-1905	Coemetērium	Ruhestätte
497	d2e662788Meyers-1905	Comma, Johanneum	johanneischer Satzabschnitt
498	d2e663161Meyers-1905	Commercĭum	Verkehr
499	d2e663445Meyers-1905	Commodité	Bequemlichkeit
500	d2e663640Meyers-1905	Commonwealth of England	Gemeinwesen von England
501	d2e663872Meyers-1905	Comŏdo	bequem
502	d2e664259Meyers-1905	Compelle	nötige
503	d2e664376Meyers-1905	Compĭtum	Kreuzweg
504	d2e665346Meyers-1905	Concentus	Mitgesang
505	d2e665346Meyers-1905	Concentus	Zusammenklang
506	d2e668557Meyers-1905	Connaissance des temps	Zeitberechnung
507	d2e669828Meyers-1905	Consilĭa evangelĭca	evangelische Ratschläge
508	d2e671798Meyers-1905	Contre	gegen
509	d2e671864Meyers-1905	Contrecouleur	Gegenfarbe
510	d2e672080Meyers-1905	Contrōra	Gegenstunde
511	d2e674179Meyers-1905	Coppo	Faß
512	d2e675223Meyers-1905	Cord	Klafter
513	d2e676790Meyers-1905	Corkscrew	Pfropfenzieher
514	d2e678351Meyers-1905	Corôa	Goldkrone
515	d2e679256Meyers-1905	Corpus juris	Rechtskörper
516	d2e679488Meyers-1905	Corrāles [1]	Höfe
517	d2e681403Meyers-1905	Cosa [1]	Sache
518	d2e681403Meyers-1905	Cosa [1]	Ding
519	d2e682345Meyers-1905	Costarīca	reiche Küste
520	d2e684702Meyers-1905	County	Grafschaft
521	d2e684731Meyers-1905	County borough	Stadtgrafschaft
522	d2e684748Meyers-1905	County-Council	Grafschaftsrat
523	d2e684769Meyers-1905	County-Court	Grafschaftsgericht
524	d2e684809Meyers-1905	County-Hall	Grafschaftshaus
525	d2e684895Meyers-1905	Coup fie milieu	Zwischentrunk
526	d2e690149Meyers-1905	Credo, quia absurdum est	ich glaube
527	d2e690149Meyers-1905	Credo, quia absurdum est	weil es unvernünftig ist
528	d2e691053Meyers-1905	Crescendo	wachsend
529	d2e691394Meyers-1905	Crest [1]	Kamm
530	d2e692189Meyers-1905	Cri	Ruf
531	d2e692189Meyers-1905	Cri	Schrei
532	d2e692839Meyers-1905	Crispalt	hoher Grat
533	d2e695629Meyers-1905	Crucis	des Kreuzes
534	d2e696168Meyers-1905	Cruzāda	Kreuzzug
535	d2e700460Meyers-1905	Cunĕus	Keil
536	d2e702371Meyers-1905	Curtāne	Schwert ohne Spitze
537	d2e710163Meyers-1905	Da capo	von Anfang
538	d2e712650Meyers-1905	Daghestan	Bergland
539	d2e712650Meyers-1905	Daghestan	Land der Daken
540	d2e713813Meyers-1905	Daily News	Tägliche Nachrichten
541	d2e713833Meyers-1905	Daily Telegraph	Täglicher Telegraph
542	d2e714291Meyers-1905	Dakōta [2]	die sieben Ratfeuer
543	d2e714674Meyers-1905	Dalai Lama	Priester-Ozean
544	d2e717215Meyers-1905	Dame	Herrin
545	d2e717995Meyers-1905	Dammāraharz	Baumharz
546	d2e717995Meyers-1905	Dammāraharz	Licht
547	d2e717995Meyers-1905	Dammāraharz	Fackel
548	d2e724506Meyers-1905	Danebrog	Fahne
549	d2e730189Meyers-1905	Dardistan	Zentralasien
550	d2e733341Meyers-1905	Daruvár	Reiherburg
551	d2e735244Meyers-1905	Datum	gegeben
552	d2e738939Meyers-1905	Dé, le Maître au	der Meister mit dem Würfel
553	d2e739632Meyers-1905	Debet	er schuldet
554	d2e739632Meyers-1905	Debet	er soll
555	d2e745330Meyers-1905	Defensor fidĕi	Beschützer des Glaubens
556	d2e748311Meyers-1905	Deï gratia	von Gottes Gnaden
557	d2e748395Meyers-1905	Deimos und Phobos	Schrecken und Furcht
558	d2e749607Meyers-1905	Dekatieren	den Preßglanz [cati] benehmen
559	d2e749733Meyers-1905	Dekhan	rechte
560	d2e749733Meyers-1905	Dekhan	d. h. südliche Weltgegend
561	d2e752744Meyers-1905	Delicĭae	Ergötzlichkeiten
562	d2e754111Meyers-1905	Dēlos	Klein-D.
563	d2e756768Meyers-1905	Demographie	Volk
564	d2e756861Meyers-1905	Demokratīe	Volksherrschaft
565	d2e760393Meyers-1905	Deodánd	Gott zu geben
566	d2e761205Meyers-1905	Deportation	Wegführung
567	d2e761205Meyers-1905	Deportation	Verschickung
568	d2e762557Meyers-1905	Derbent	Haupttor
569	d2e762557Meyers-1905	Derbent	eisernes Tor
570	d2e764460Meyers-1905	Derwisch	Armer
571	d2e765937Meyers-1905	Desertion	Verlassung
572	d2e770912Meyers-1905	Dëusdedit	den Gott gegeben hat
573	d2e784698Meyers-1905	Deutsch-Südwestafrika	Südafrika
574	d2e785730Meyers-1905	Devīsen	Unterscheidungszeichen
575	d2e787131Meyers-1905	Dezemvirn	Zehnmänner
576	d2e789299Meyers-1905	Diakōn	Diener
577	d2e790866Meyers-1905	Diana [3]	Tag
578	d2e791235Meyers-1905	Diapāson	durch alle
579	d2e792029Meyers-1905	Diastŏle	Auseinanderziehen
580	d2e792119Meyers-1905	Diäten	Tag
581	d2e792573Meyers-1905	Diavoletti	Teufelchen
582	d2e793042Meyers-1905	Diazōma	Umgürtung
583	d2e793576Meyers-1905	Dichotomīe	zwiefach
584	d2e794756Meyers-1905	Diclīnus	zweibettig
585	d2e801648Meyers-1905	Digamma	Doppelgamma
586	d2e803439Meyers-1905	Dilemma	doppelte oder zweiteilige Annahme
587	d2e803459Meyers-1905	Dilettant	ergötzen
588	d2e807456Meyers-1905	Dioïcus	zweihäusig
589	d2e808074Meyers-1905	Dionysius Exigŭus	Kleine
590	d2e808074Meyers-1905	Dionysius Exigŭus	Geringe
591	d2e808658Meyers-1905	Diorāma	Durchscheinbild
592	d2e808953Meyers-1905	Dioskūren	Söhne des Zeus
593	d2e810093Meyers-1905	Diphthóng	Doppellaut
594	d2e810269Meyers-1905	Dipleidoskōp	Doppelbildseher
595	d2e812398Meyers-1905	Dis [2]	reicher Vater
596	d2e812498Meyers-1905	Discantus	Zwiegesang
597	d2e813083Meyers-1905	Disgustieren	Ekel
598	d2e813175Meyers-1905	Disjecta membra	zerstreute Glieder
599	d2e813942Meyers-1905	Diskriminieren	Abstand
600	d2e813942Meyers-1905	Diskriminieren	Unterschied
601	d2e813942Meyers-1905	Diskriminieren	Entscheidung
602	d2e814301Meyers-1905	Dismembration	Zergliederung
603	d2e814572Meyers-1905	Dispensation	Abwägung
604	d2e815367Meyers-1905	Dispŭta	Abendmahlsstreit
605	d2e816071Meyers-1905	Dissonánz	Zwieklang
606	d2e817784Meyers-1905	Dito [1]	do.
607	d2e817784Meyers-1905	Dito [1]	das [schon
608	d2e817784Meyers-1905	Dito [1]	soeben] Gesagte
609	d2e817807Meyers-1905	Dito [2]	Finger
610	d2e818422Meyers-1905	Diva [2]	die Göttliche
611	d2e818677Meyers-1905	Divertiménto	Unterhaltung
612	d2e818988Meyers-1905	Divisi	geteilt
613	d2e819588Meyers-1905	Divus	göttlich
614	d2e819738Meyers-1905	Dixi	ich habe gesprochen
615	d2e820684Meyers-1905	Doab	zwei
616	d2e820684Meyers-1905	Doab	Wasser
617	d2e824396Meyers-1905	Dokēten	scheinen
618	d2e824543Meyers-1905	Doktor	Lehrer
619	d2e824793Meyers-1905	Doktrinǟr	Wissenschaft
620	d2e825267Meyers-1905	Dolde	Schirm
621	d2e826607Meyers-1905	Dolmetsch	Sprecher
622	d2e827167Meyers-1905	Dom [1]	Herr
623	d2e827279Meyers-1905	Domäne	Eigentum
624	d2e827279Meyers-1905	Domäne	Herrschaft
625	d2e827279Meyers-1905	Domäne	Herrengut
626	d2e827477Meyers-1905	Domatĭen	Wohnungen
627	d2e828503Meyers-1905	Dominikanische Republik	Westindien
628	d2e828793Meyers-1905	Domĭnus	Herr
629	d2e828793Meyers-1905	Domĭnus	Gebieter
630	d2e828810Meyers-1905	Domĭnus ac Redemptor noster	Unser Herr und Erlöser
631	d2e828832Meyers-1905	Domĭnus vobiscum	der Herr sei mit euch
632	d2e829263Meyers-1905	Domnus	Herr
633	d2e829551Meyers-1905	Don [1]	Herr
634	d2e831583Meyers-1905	Donjon	befestigter Ort
635	d2e838815Meyers-1905	Doryphoren	Speerträger
636	d2e839718Meyers-1905	Dottōre	Doktor
637	d2e841526Meyers-1905	Doxologie	Lobpreisung
638	d2e843524Meyers-1905	Dragoner	Drache
639	d2e844893Meyers-1905	Drainage	ableiten
640	d2e845354Meyers-1905	Drama [1]	Handlung
641	d2e845782Meyers-1905	Drambottle	Schluck
642	d2e846114Meyers-1905	Drâpa	in die Saiten schlagen
643	d2e846252Meyers-1905	Draperie	Tuch
644	d2e854518Meyers-1905	Drosomēter	Taumesser
645	d2e854518Meyers-1905	Drosomēter	Tauzeiger
646	d2e856954Meyers-1905	Drūf	Traube
647	d2e858036Meyers-1905	Drushine	Freund
648	d2e858036Meyers-1905	Drushine	Genossenschaft
649	d2e859748Meyers-1905	Dschehennem	das Tal Hinnom
650	d2e860052Meyers-1905	Dschengis-Chan	der sehr mächtige Chan
651	d2e860052Meyers-1905	Dschengis-Chan	vollkommener Held
652	d2e860516Meyers-1905	Dschihâd	Anstrengung
653	d2e860516Meyers-1905	Dschihâd	Kampf
654	d2e861499Meyers-1905	Dualismus	Zweiheitslehre
655	d2e869571Meyers-1905	Dunciade	Dummkopf
656	d2e872112Meyers-1905	Duodēz	zwölf
657	d2e873759Meyers-1905	Dūr	hart
658	d2e878380Meyers-1905	Duumviri	Zweimänner
659	d2e881298Meyers-1905	Dyvĕke	Täubchen
660	d2e882534Meyers-1905	Eau	Wasser
661	d2e883558Meyers-1905	Ebenholz	Stein
662	d2e886255Meyers-1905	Écheveau	Strähne
663	d2e888820Meyers-1905	Écrasez l'infâme	rottet die infame aus
664	d2e888980Meyers-1905	Écu	Schild
665	d2e889022Meyers-1905	Ecuadōr	Peru
666	d2e892322Meyers-1905	Edmund	Schutz von Hab und Gut
667	d2e892425Meyers-1905	Edredon	Eiderdaunen
668	d2e892526Meyers-1905	Eduard [1]	Vermögenswart oder -Wächter
669	d2e893259Meyers-1905	Efendi	Gebieter
670	d2e893671Meyers-1905	Effet	Wirkung
671	d2e896343Meyers-1905	Ehe	Bündnis
672	d2e896343Meyers-1905	Ehe	Vertrag
673	d2e896343Meyers-1905	Ehe	Gesetz
674	d2e902674Meyers-1905	Eider [2]	des Meergottes Tor
675	d2e904206Meyers-1905	Eigelstein	Adlerstein
676	d2e909713Meyers-1905	Einpeitscher	Peitsche
677	d2e909792Meyers-1905	Einrede	Ausnahme
678	d2e929119Meyers-1905	Ekléktiker	Auswähler
679	d2e929493Meyers-1905	Ekstāse	Verzückung
680	d2e929766Meyers-1905	Ekzēm	Ausschlag
681	d2e930716Meyers-1905	Elastizität	antreiben
682	d2e930716Meyers-1905	Elastizität	in Bewegung setzen
683	d2e944743Meyers-1905	Elen	Hirsch
684	d2e945069Meyers-1905	Elephanta	Grottenstadt
685	d2e947967Meyers-1905	Elixier	Quintessenz
686	d2e947967Meyers-1905	Elixier	Stein der Weisen
687	d2e951797Meyers-1905	Elton [1]	Goldener See
688	d2e953246Meyers-1905	Emanuël	Gott mit uns
689	d2e953778Meyers-1905	Embolīe	Keil
690	d2e953778Meyers-1905	Embolīe	Pflock
691	d2e954050Meyers-1905	Embryo	Keim
692	d2e954982Meyers-1905	Emerĭtus	ausgedient
693	d2e955265Meyers-1905	Emigranten	Auswanderer
694	d2e957311Meyers-1905	Emphyteusis	anpflanzen
695	d2e962174Meyers-1905	Enfants de France	Kinder Frankreichs
696	d2e962194Meyers-1905	Enfants de troupe	Soldatenkinder
697	d2e962231Meyers-1905	Enfants sans souci	Kinder ohne Sorgen
698	d2e962395Meyers-1905	Enfle	anschwellen
699	d2e962641Meyers-1905	Engel [1]	Bote
700	d2e962641Meyers-1905	Engel [1]	Gesandter
701	d2e963421Meyers-1905	Engelsburg	Castello
702	d2e969567Meyers-1905	Enkaustik	Einbrennen
703	d2e970124Meyers-1905	Enneagȳnus	neunweibig
704	d2e970142Meyers-1905	Enneandrus	neunmännig
705	d2e976667Meyers-1905	Envoi	Sendung
706	d2e976931Meyers-1905	Enzootīe	Tier
707	d2e977948Meyers-1905	Eozōon	Morgenrot-Tier
708	d2e978887Meyers-1905	Ephemerīden	Tagebücher
709	d2e978887Meyers-1905	Ephemerīden	Tageblätter
710	d2e979257Meyers-1905	Ephraim [2]	doppelt fruchtbar
711	d2e980546Meyers-1905	Epilepsīe	Angriff
712	d2e980546Meyers-1905	Epilepsīe	Anfall
713	d2e981579Meyers-1905	Epīrus	Festland
714	d2e981768Meyers-1905	Episcŏpus	Aufseher
715	d2e981955Meyers-1905	Episkopalsystem	Bischof
716	d2e982658Meyers-1905	Epithēlium	Warze
717	d2e982978Meyers-1905	Epizykel	Nebenkreis
718	d2e983255Meyers-1905	Epos	das Gesagte
719	d2e983680Meyers-1905	Eppur si muōve	Und sie
720	d2e983680Meyers-1905	Eppur si muōve	d.h. die Erde
721	d2e983680Meyers-1905	Eppur si muōve	bewegt sich doch
722	d2e983858Meyers-1905	Epulōnen	Speisemeister
723	d2e994899Meyers-1905	Eremīten	Einsiedler
724	d2e1000676Meyers-1905	Ernst [1]	Kämpfer
725	d2e1008018Meyers-1905	Eschatologie	Äußerste
726	d2e1008018Meyers-1905	Eschatologie	Letzte
727	d2e1008786Meyers-1905	Escorial	Schlackenhaufen
728	d2e1008786Meyers-1905	Escorial	Halde
729	d2e1009938Meyers-1905	Eskalade	Leiter
730	d2e1010132Meyers-1905	Eski Hissar	altes Schloß
731	d2e1011964Meyers-1905	Esquire	Schildträger
732	d2e1012274Meyers-1905	Essay	Versuch
733	d2e1012355Meyers-1905	Esse [1]	sein
734	d2e1014580Meyers-1905	Estatūto real	königliches Statut
735	d2e1015299Meyers-1905	Esthland	unser Land
736	d2e1015660Meyers-1905	Estompe	stumpf
737	d2e1015907Meyers-1905	Estrella, Serra da	Sterngebirge
738	d2e1016046Meyers-1905	Estrich	Pflaster
739	d2e1016314Meyers-1905	Etablieren	befestigen
740	d2e1016852Meyers-1905	État, l', c'est moi	der Staat bin ich
741	d2e1017241Meyers-1905	Ethik	Charakter
742	d2e1017241Meyers-1905	Ethik	Gesinnung
743	d2e1017624Meyers-1905	Ethnikē Hetairia	Nationalverein
744	d2e1018198Meyers-1905	Etrurĭen	Italia
745	d2e1024061Meyers-1905	Eurīpos	Sund
746	d2e1026454Meyers-1905	Eustathĭos	Standhafte
747	d2e1026454Meyers-1905	Eustathĭos	Beständige
748	d2e1028794Meyers-1905	Everyman	Jedweder
749	d2e1029318Meyers-1905	Evolvénte	Abwickelungslinie
750	d2e1030942Meyers-1905	Excelsior	erhaben
751	d2e1031038Meyers-1905	Exchequer	Schachbrett
752	d2e1031960Meyers-1905	Exequātur	er vollziehe
753	d2e1033160Meyers-1905	Exkremente	Auswurfstoffe
754	d2e1034984Meyers-1905	Expérto credĭte	Glaubt es dem
755	d2e1034984Meyers-1905	Expérto credĭte	der es selbst erfahren
756	d2e1035085Meyers-1905	Explĭcit	die Schriftrolle ist ganz abgewickelt
757	d2e1037737Meyers-1905	Extrakte	Auszüge
758	d2e1037832Meyers-1905	Extra linĕas	außerhalb der Linien
759	d2e1038375Meyers-1905	Exultet	es frohlocke der Engelchor etc.
760	d2e1038581Meyers-1905	Exzellenz	Vortrefflichkeit
761	d2e1038581Meyers-1905	Exzellenz	Herrlichkeit
762	d2e1039345Meyers-1905	Eye	Insel
763	d2e1041489Meyers-1905	Fabriken	Werkstätte
764	d2e1043417Meyers-1905	Faciēbat	er machte
765	d2e1044317Meyers-1905	Faden [1]	Klafter
766	d2e1044969Meyers-1905	Fagalen	Buche
767	d2e1045746Meyers-1905	Fahne [1]	Tuch
768	d2e1048293Meyers-1905	Fair [2]	schön
769	d2e1048563Meyers-1905	Faiseur	Macher
770	d2e1048813Meyers-1905	Faksimĭle	mache ähnlich!
771	d2e1048975Meyers-1905	Faktor [1]	Macher
772	d2e1049431Meyers-1905	Faland	Junker Voland
773	d2e1059848Meyers-1905	Farce	einlegen
774	d2e1061811Meyers-1905	Faro, Punta del	Leuchtturmspitze
775	d2e1061831Meyers-1905	Färöer	Schaf
776	d2e1061831Meyers-1905	Färöer	Feder
777	d2e1061955Meyers-1905	Farraginös	Mischmasch
778	d2e1062467Meyers-1905	Fas	sagen
779	d2e1062907Meyers-1905	Fasching	Fastnacht
780	d2e1065059Meyers-1905	Fatalismus	Verhängnis
781	d2e1065180Meyers-1905	Fâtiha	Eröffnende
782	d2e1065476Meyers-1905	Fatum	Spruch
783	d2e1067539Meyers-1905	Faustschild	Rundschild
784	d2e1069036Meyers-1905	Fayûm	Sumpf
785	d2e1069036Meyers-1905	Fayûm	Seeland
786	d2e1069151Meyers-1905	Fazĭes	Gesicht
787	d2e1069151Meyers-1905	Fazĭes	Antlitz
788	d2e1069270Meyers-1905	Fazit	es macht
789	d2e1069270Meyers-1905	Fazit	es tut
790	d2e1072631Meyers-1905	Fehde	Feindschaft
791	d2e1072631Meyers-1905	Fehde	Streit
792	d2e1072783Meyers-1905	Fehér Egyház	Weiße Kirche
793	d2e1079770Meyers-1905	Fellah	Bauer
794	d2e1080231Meyers-1905	Felonīe	Verräter
795	d2e1082025Meyers-1905	Feng-schui	Windwasser
796	d2e1082025Meyers-1905	Feng-schui	Wind
797	d2e1082025Meyers-1905	Feng-schui	Wasser
798	d2e1082319Meyers-1905	Fens	Sümpfe
799	d2e1083139Meyers-1905	Ferdinand	Heerkühne
800	d2e1084892Meyers-1905	Fermentarĭer	Sauerteig
801	d2e1084933Meyers-1905	Ferménte	Gärungserreger
802	d2e1089399Meyers-1905	Ferruginös	Eisenrost
803	d2e1089734Meyers-1905	Ferté La	Feste
804	d2e1097617Meyers-1905	Feuerland	Südamerika
805	d2e1101829Meyers-1905	Feuilleton	Blättchen
806	d2e1102530Meyers-1905	Fiasco	Flasche
807	d2e1105114Meyers-1905	Fidēles	Gläubige
808	d2e1108553Meyers-1905	Filigrān	Korn-Faden
809	d2e1108856Meyers-1905	Filĭus ante patrem	Sohn vor dem Vater
810	d2e1109414Meyers-1905	Filtrieren	Filz
811	d2e1112141Meyers-1905	Finis Poloniae	das Ende Polens
812	d2e1112227Meyers-1905	Finisterre, Kap	Landesende
813	d2e1113620Meyers-1905	Finnland	Land der Seen oder Sümpfe
814	d2e1113620Meyers-1905	Finnland	Rußland
815	d2e1113620Meyers-1905	Finnland	Schweden
816	d2e1115370Meyers-1905	Firlefanz	Tanz
817	d2e1121525Meyers-1905	Fistel	Röhre
818	d2e1121658Meyers-1905	Fit	tauglich
819	d2e1121658Meyers-1905	Fit	fertig
820	d2e1122590Meyers-1905	Five-o'clock-tea	Fünf-Uhr-Tee
821	d2e1122906Meyers-1905	Fixsterne	festgeheftete Sterne
822	d2e1122906Meyers-1905	Fixsterne	Karte der Äquatorialzone des gestirnten Himmels
823	d2e1127411Meyers-1905	Flammeri	Hafermehlbrei
824	d2e1129391Meyers-1905	Flautando	flötend
825	d2e1133822Meyers-1905	Flesche	Pfeil
826	d2e1133822Meyers-1905	Flesche	Pfeilschanze
827	d2e1137098Meyers-1905	Flor [1]	Blume
828	d2e1138458Meyers-1905	Flore und Blanscheflur	Blume und Weißblume
829	d2e1142968Meyers-1905	Flumen publicum	öffentlicher Fluß
830	d2e1148304Meyers-1905	Folĭe	Blatt
831	d2e1148453Meyers-1905	Folĭo	Blatt
832	d2e1151921Meyers-1905	Foresters	Förster
833	d2e1152510Meyers-1905	Form [1]	Gestalt
834	d2e1154611Meyers-1905	Forres	Heldenstadt
835	d2e1154736Meyers-1905	Forseti	Vorsitzer
836	d2e1159790Meyers-1905	Fossōres	Gräber
837	d2e1162929Meyers-1905	Fra Diavolo	Bruder Teufel
838	d2e1163341Meyers-1905	Frais	Gefahr
839	d2e1163341Meyers-1905	Frais	Schrecken
840	d2e1163541Meyers-1905	Frambösīe	Himbeere
841	d2e1164440Meyers-1905	Francisation	Französierung
842	d2e1165829Meyers-1905	Franken [1]	Freien
843	d2e1180177Meyers-1905	Frate	Bruder
844	d2e1190449Meyers-1905	Freteur	Fracht
845	d2e1193450Meyers-1905	Friedrich [1]	Friedensfürst
846	d2e1197704Meyers-1905	Frimaire	Reifmonat
847	d2e1199896Meyers-1905	Fron	Herr
848	d2e1199952Meyers-1905	Fronde	Schleuder
849	d2e1200279Meyers-1905	Front	Stirn
850	d2e1206829Meyers-1905	Fuēros	Marktplatz
851	d2e1206829Meyers-1905	Fuēros	Gerichtsort
852	d2e1212633Meyers-1905	Furage	Futter
853	d2e1213460Meyers-1905	Furlong	eine Furchenlänge
854	d2e1214026Meyers-1905	Fürst [1]	der vorderste
855	d2e1214026Meyers-1905	Fürst [1]	erste
856	d2e1214026Meyers-1905	Fürst [1]	oberste
857	d2e1214026Meyers-1905	Fürst [1]	First
858	d2e1217349Meyers-1905	Fustage	Faß
859	d2e1217566Meyers-1905	Fustibălus	Stockschleuder
860	d2e1220284Meyers-1905	Gabache	Schmutzfink
861	d2e1224520Meyers-1905	Galāpagos	Schildkröteninseln
862	d2e1226447Meyers-1905	Galiläa [1]	Kreis
863	d2e1227443Meyers-1905	Galla	Einwanderer
864	d2e1227443Meyers-1905	Galla	Hirten
865	d2e1227443Meyers-1905	Galla	Ungläubige
866	d2e1227443Meyers-1905	Galla	Barbaren
867	d2e1227443Meyers-1905	Galla	Menschen
868	d2e1227443Meyers-1905	Galla	Männer
869	d2e1232070Meyers-1905	Galopp [1]	laufen
870	d2e1232130Meyers-1905	Galosche	gallischer Schuh
871	d2e1232130Meyers-1905	Galosche	Pantoffel
872	d2e1235583Meyers-1905	Ganerbschaft	Mitanerbe
873	d2e1235583Meyers-1905	Ganerbschaft	Erbbeteiligter
874	d2e1236737Meyers-1905	Gangsystem	Truppe
875	d2e1236737Meyers-1905	Gangsystem	Horde
876	d2e1238247Meyers-1905	Gaon	Herrlichkeit
877	d2e1238247Meyers-1905	Gaon	Zierde
878	d2e1238247Meyers-1905	Gaon	Excellentia
879	d2e1238556Meyers-1905	Garantīe	gewähren
880	d2e1243016Meyers-1905	Garrotte	Würgschraube
881	d2e1248936Meyers-1905	Gasterēa	Magen
882	d2e1253752Meyers-1905	Gaya sciensa	fröhliche Wissenschaft
883	d2e1269740Meyers-1905	Geiser	Sprudel
884	d2e1272110Meyers-1905	Geiz [1]	Keim
885	d2e1272133Meyers-1905	Geiz [2]	ungezügelte Habgier
886	d2e1272133Meyers-1905	Geiz [2]	Heißhunger
887	d2e1272709Meyers-1905	Gelatine	gefrieren
888	d2e1279552Meyers-1905	Gemonĭä	Seufzertreppe
889	d2e1281741Meyers-1905	Generalisation	Gattung
890	d2e1283375Meyers-1905	Genetrix	Erzeugerin
891	d2e1284885Meyers-1905	Genĭus	Erzeuger
892	d2e1284885Meyers-1905	Genĭus	Schöpfer
893	d2e1285875Meyers-1905	Genremalerei	Gattungsmalerei
894	d2e1286929Meyers-1905	Gentleman	gentilhomme
895	d2e1286929Meyers-1905	Gentleman	galant-homme
896	d2e1290167Meyers-1905	Georg [1]	Landbauer
897	d2e1292709Meyers-1905	Gerade [1]	Vorrat
898	d2e1294553Meyers-1905	Gerbulieren	sieben
899	d2e1294850Meyers-1905	Gerénz	führen
900	d2e1294967Meyers-1905	Gerhard [1]	der Speerfeste
901	d2e1300614Meyers-1905	Gertrud	Speerjungfrau
902	d2e1300614Meyers-1905	Gertrud	Speerkämpferin
903	d2e1308861Meyers-1905	Gesenke	Esche
904	d2e1312283Meyers-1905	Gesta Dei per Francos	Taten Gottes durch Franzosen
905	d2e1312463Meyers-1905	Gesta Romanorum	die Taten der Römer
906	d2e1312463Meyers-1905	Gesta Romanorum	moralisierende Geschichten
907	d2e1313496Meyers-1905	Gestreng	tüchtig
908	d2e1313496Meyers-1905	Gestreng	wacker
909	d2e1318839Meyers-1905	Gewerbe	werben
910	d2e1321393Meyers-1905	Gewissen	Kenntnis
911	d2e1321393Meyers-1905	Gewissen	Bewußtsein
912	d2e1321393Meyers-1905	Gewissen	Gewissen
913	d2e1326256Meyers-1905	Gids, De	der Führer
914	d2e1327724Meyers-1905	Gift	geben
915	d2e1327724Meyers-1905	Gift	vergeben
916	d2e1327724Meyers-1905	Gift	vergiften
917	d2e1330227Meyers-1905	Gigerl	Geck
918	d2e1330594Meyers-1905	Gilan	Kotland
919	d2e1334515Meyers-1905	Gipsy	Ägypter
920	d2e1335724Meyers-1905	Girlande	Kranz
921	d2e1335825Meyers-1905	Giro	Kreis
922	d2e1335825Meyers-1905	Giro	Kreislauf
923	d2e1335825Meyers-1905	Giro	Umlauf
924	d2e1337701Meyers-1905	Gjaur	Leugner
925	d2e1338223Meyers-1905	Gladĭatoren	Schwert
926	d2e1344812Meyers-1905	Glebae adscripti	zur Scholle Gehörige
927	d2e1346610Meyers-1905	Gleis	Spur
928	d2e1349528Meyers-1905	Glimpf	Angemessenheit
929	d2e1349710Meyers-1905	Gliōm	Kitt
930	d2e1349861Meyers-1905	Glissando	gleiten
931	d2e1349965Meyers-1905	Globe, Le	der Globus
932	d2e1349965Meyers-1905	Globe, Le	Erdball
933	d2e1349986Meyers-1905	Globe, The	der Globus
934	d2e1349986Meyers-1905	Globe, The	Erdball
935	d2e1350334Meyers-1905	Globus	Kugel
936	d2e1351616Meyers-1905	Glorĭa [1]	Ruhm
937	d2e1351913Meyers-1905	Glosse	Zunge
938	d2e1354988Meyers-1905	Glyzerin	süß
939	d2e1357904Meyers-1905	Gobi	Wüste
940	d2e1357904Meyers-1905	Gobi	Sandmeer
941	d2e1359851Meyers-1905	Gograf	Gau
942	d2e1366528Meyers-1905	Golea, El	kleine Festung
943	d2e1366661Meyers-1905	Golf [1]	Busen
944	d2e1369430Meyers-1905	Gonidĭen	samenähnlich
945	d2e1369495Meyers-1905	Gonĭometrīe	Winkelmessung
946	d2e1371088Meyers-1905	Goralen	Berg
947	d2e1377756Meyers-1905	Gottfried	der Frieden mit Gott hat
948	d2e1377756Meyers-1905	Gottfried	Gottverbundener
949	d2e1379053Meyers-1905	Gouachemalerei	Wasserfarbe
950	d2e1383924Meyers-1905	Graduālpsalmen	Stufenlieder
951	d2e1385564Meyers-1905	Gral	das wahre Blut
952	d2e1386396Meyers-1905	Grān	Korn
953	d2e1386854Meyers-1905	Granarĭen	Korn
954	d2e1388660Meyers-1905	Grangers	Scheunenbesitzer
955	d2e1389636Meyers-1905	Granŭla	Körnchen
956	d2e1389674Meyers-1905	Granulation	Körnung
957	d2e1389674Meyers-1905	Granulation	Körnchenbildung
958	d2e1391040Meyers-1905	Graptolithen	Schriftsteine
