	EntryID	Headword	originlanguage
0	d2e1603Meyers-1905	Aar [2]	holländ.,
1	d2e2431Meyers-1905	Abaddon	hebr.,
2	d2e2551Meyers-1905	Abăkus	lat.,
3	d2e2776Meyers-1905	Abandon	franz.,
4	d2e2804Meyers-1905	Abandonnieren	franz.,
5	d2e3050Meyers-1905	Abatjour	franz.,
6	d2e3092Meyers-1905	Abattement	franz.,
7	d2e3142Meyers-1905	Abba	hebräisch-chald.,
8	d2e4336Meyers-1905	Abdallah	arab.,
9	d2e5025Meyers-1905	Abduktōren	lat.,
10	d2e6348Meyers-1905	Aber-...	kelt.,
11	d2e6802Meyers-1905	Aberratio	lat.,
12	d2e6819Meyers-1905	Aberrātio delicti	lat.,
13	d2e9205Meyers-1905	Abigáil	hebr.,
14	d2e9220Meyers-1905	Abigieren	lat.,
15	d2e9285Meyers-1905	Abimélech	hebr.,
16	d2e9486Meyers-1905	Abiturient	neulat.,
17	d2e9506Meyers-1905	Ab Jove principium	lat.,
18	d2e9994Meyers-1905	Ablation	lat.,
19	d2e10689Meyers-1905	Abner	hebr.,
20	d2e10997Meyers-1905	Abonnement	franz.,
21	d2e11375Meyers-1905	Ab ovo	lat.,
22	d2e11842Meyers-1905	Abrasion	lat.,
23	d2e12242Meyers-1905	Abricot	franz.,
24	d2e12557Meyers-1905	Absălom	hebr.,
25	d2e12617Meyers-1905	Absarĭi	mittellat.,
26	d2e14263Meyers-1905	Absorption	lat.,
27	d2e15159Meyers-1905	Abstrakt	lat.,
28	d2e15218Meyers-1905	Abstraktion	lat.,
29	d2e16471Meyers-1905	Abulīe	griech.,
30	d2e16714Meyers-1905	Abu Simbel	arab.,
31	d2e18621Meyers-1905	Accelerándo	ital.,
32	d2e18750Meyers-1905	Acciaccatūra	ital.,
33	d2e18924Meyers-1905	Accoménda	mittellat.,
34	d2e18953Meyers-1905	Accompagnāto	ital.,
35	d2e19011Meyers-1905	Accouchement	frz.,
36	d2e19046Meyers-1905	Accrescendo	ital.,
37	d2e20210Meyers-1905	Achalandieren	franz.,
38	d2e24645Meyers-1905	à condition	franz.,
39	d2e24915Meyers-1905	à coup perdu	franz.,
40	d2e25003Meyers-1905	Acquit	franz.,
41	d2e25087Meyers-1905	Acre	engl.,
42	d2e25389Meyers-1905	Act	engl.,
43	d2e25612Meyers-1905	Acte	franz.,
44	d2e25807Meyers-1905	Action de jouissance	franz.,
45	d2e26214Meyers-1905	Adagio	ital.,
46	d2e27643Meyers-1905	Ad bestĭas	lat.,
47	d2e27739Meyers-1905	Addénda	lat.,
48	d2e27801Meyers-1905	Addieren	lat.,
49	d2e28239Meyers-1905	Adduktōren	lat.,
50	d2e28291Meyers-1905	A découvert	franz.,
51	d2e30360Meyers-1905	Adhäsion	lat.,
52	d2e30495Meyers-1905	Ad hoc	lat.,
53	d2e30695Meyers-1905	Adiaphōn	griech.,
54	d2e30712Meyers-1905	Adiáphora	griech.,
55	d2e30764Meyers-1905	Aedicŭla	lat.,
56	d2e30798Meyers-1905	Adieu	franz.,
57	d2e31017Meyers-1905	Adipocire	franz.,
58	d2e31100Meyers-1905	à discrétion	franz.,
59	d2e31262Meyers-1905	Adjoint	franz.,
60	d2e31379Meyers-1905	Adjunktion	lat.,
61	d2e31530Meyers-1905	Ad latus	lat.,
62	d2e32619Meyers-1905	Admirābel	lat.,
63	d2e32959Meyers-1905	Admission temporaire	franz.,
64	d2e32973Meyers-1905	Admittātur	lat.,
65	d2e33079Meyers-1905	Adnexe	lat.,
66	d2e33402Meyers-1905	Adonāi	hebr.,
67	d2e33689Meyers-1905	Adoucieren	franz.,
68	d2e33779Meyers-1905	Adquest	lat.,
69	d2e33929Meyers-1905	Adrasteia	griech.,
70	d2e34972Meyers-1905	Advent	lat.,
71	d2e35157Meyers-1905	Advertiser	engl.,
72	d2e35312Meyers-1905	Advozieren	lat.,
73	d2e35600Meyers-1905	Aërobāt	griech.,
74	d2e35765Meyers-1905	Aërolithen	griech.,
75	d2e35779Meyers-1905	Aëromechānik	griech.,
76	d2e35913Meyers-1905	Aërostāt	franz.,
77	d2e35997Meyers-1905	Aërostier	franz.,
78	d2e36345Meyers-1905	Affaire	franz.,
79	d2e36988Meyers-1905	Affiche	franz.,
80	d2e37011Meyers-1905	Affichieren	franz.,
81	d2e37126Meyers-1905	Affíx	lat.,
82	d2e37289Meyers-1905	Affront	franz.,
83	d2e37724Meyers-1905	à fonds perdu	franz.,
84	d2e41481Meyers-1905	Agacieren	franz.,
85	d2e41659Meyers-1905	Agalmatolith	griech.,
86	d2e42601Meyers-1905	Agates blanches	franz.,
87	d2e43162Meyers-1905	Aged	engl.,
88	d2e43358Meyers-1905	Agens	lat.,
89	d2e43381Meyers-1905	Agent	lat.,
90	d2e43539Meyers-1905	Agents provocateurs	franz.,
91	d2e43851Meyers-1905	Agevole	ital.,
92	d2e43961Meyers-1905	Agglutination	lat.,
93	d2e44015Meyers-1905	Aggregāt	lat.,
94	d2e44107Meyers-1905	Aggregieren	lat.,
95	d2e44196Meyers-1905	Agha	mongol.,
96	d2e44416Meyers-1905	Agilità	ital.,
97	d2e44693Meyers-1905	Agio	franz.,
98	d2e44800Meyers-1905	Agiotage	franz.,
99	d2e44416Meyers-1905	Agilità	ital.,
100	d2e45029Meyers-1905	Agitātor	lat.,
101	d2e45305Meyers-1905	Agnāten	lat.,
102	d2e45549Meyers-1905	Agnoëten	griech.,
103	d2e45653Meyers-1905	Agnus Dēi	lat.,
104	d2e45799Meyers-1905	Agonīe	griech.,
105	d2e45856Meyers-1905	Ägophonīe	griech.,
106	d2e45924Meyers-1905	Agoranomen	griech.,
107	d2e46498Meyers-1905	Agraviādos	span.,
108	d2e10997Meyers-1905	Abonnement	franz.,
109	d2e47048Meyers-1905	Agriménsor	lat.,
110	d2e49836Meyers-1905	Ahab	hebr.,
111	d2e49890Meyers-1905	Ahas	hebr.,
112	d2e51442Meyers-1905	Ahull	engl.,
113	d2e51819Meyers-1905	Aide	franz.,
114	d2e51894Meyers-1905	Aides	franz.,
115	d2e51909Meyers-1905	Aide-toi et le Ciel t'aidera	franz.,
116	d2e52049Meyers-1905	Aigrette	franz.,
117	d2e52063Meyers-1905	Aigrieren	franz.,
118	d2e52122Meyers-1905	Aiguière	franz.,
119	d2e52139Meyers-1905	Aiguille	franz.,
120	d2e52921Meyers-1905	Air	franz.,
121	d2e53280Meyers-1905	Aisance	franz.,
122	d2e53978Meyers-1905	Ajo	ital.,
123	d2e54001Meyers-1905	à jour	franz.,
124	d2e55600Meyers-1905	Akapnīe	griech.,
125	d2e55776Meyers-1905	Akathístos	griech.,
126	d2e55791Meyers-1905	Akatholiken	griech.,
127	d2e10997Meyers-1905	Abonnement	franz.,
128	d2e56687Meyers-1905	Akkolade	franz.,
129	d2e56701Meyers-1905	Akkommodation	lat.,
130	d2e56779Meyers-1905	Akkommodement	franz.,
131	d2e56807Meyers-1905	Akkompagnement	franz.,
132	d2e57068Meyers-1905	Akkulieren	franz.,
133	d2e57149Meyers-1905	Akkumulātor [1]	lat.,
134	d2e57487Meyers-1905	Akkurāt	lat.,
135	d2e57658Meyers-1905	Akoimēten	griech.,
136	d2e57703Meyers-1905	Akoluthen	griech.,
137	d2e57949Meyers-1905	Akorīe	griech.,
138	d2e57997Meyers-1905	Akotyledonen	griech.,
139	d2e58324Meyers-1905	Akrobaten	griech.,
140	d2e58422Meyers-1905	Akrokephalīe	griech.,
141	d2e58528Meyers-1905	Akrolithen	griech.,
142	d2e58542Meyers-1905	Akromegalīe	griech.,
143	d2e59817Meyers-1905	Aktinograph	griech.,
144	d2e59883Meyers-1905	Aktinometer	griech.,
145	d2e59910Meyers-1905	Aktinomorph	griech.,
146	d2e60160Meyers-1905	Aktīva	lat.,
147	d2e60450Meyers-1905	Akupunktūr	lat.,
148	d2e60886Meyers-1905	Akzept	lat.,
149	d2e61025Meyers-1905	Akzeptilation	lat.,
150	d2e61240Meyers-1905	Akzidentālien	lat.,
151	d2e61407Meyers-1905	Ala [2]	lat.,
152	d2e61768Meyers-1905	à la bonne heure	franz.,
153	d2e61940Meyers-1905	à la grecque	franz.,
154	d2e62104Meyers-1905	Alalīe	griech.,
155	d2e63870Meyers-1905	Alba [2]	lat.,
156	d2e64761Meyers-1905	Albāti	lat.,
157	d2e64910Meyers-1905	Albēdo	lat.,
158	d2e66393Meyers-1905	Albināgii jus	lat.,
159	d2e66646Meyers-1905	Al bisogno	ital.,
160	d2e68354Meyers-1905	Alcalá	arab.,
161	d2e68435Meyers-1905	Alcántara [1]	arab.,
162	d2e70194Meyers-1905	Ale	engl.,
163	d2e70226Meyers-1905	Alĕa jacta est	lat.,
164	d2e70461Meyers-1905	Aleiptes	griech.,
165	d2e70513Meyers-1905	Alékto	griech.,
166	d2e71078Meyers-1905	Alért	franz.,
167	d2e71219Meyers-1905	à l'estompe	franz.,
168	d2e74729Meyers-1905	Algebra	arab.,
169	d2e75897Meyers-1905	Algesimeter	griech.,
170	d2e76203Meyers-1905	Algolagnīe	griech.,
171	d2e76754Meyers-1905	Alĭas	lat.,
172	d2e76814Meyers-1905	Alĭbi	lat.,
173	d2e76828Meyers-1905	Alibunár	türk.,
174	d2e77084Meyers-1905	Alignement	franz.,
175	d2e77138Meyers-1905	Alimente	lat.,
176	d2e77417Meyers-1905	Aliquid haeret	lat.,
177	d2e78648Meyers-1905	Alkāsar	span.,
178	d2e79072Meyers-1905	Alkohol	arab.,
179	d2e80111Meyers-1905	Allantōis	griech.,
180	d2e80174Meyers-1905	Allargando	ital.,
181	d2e80209Meyers-1905	Allāta	lat.,
182	d2e80246Meyers-1905	Alla zoppa	ital.,
183	d2e80426Meyers-1905	Allegiance	engl.,
184	d2e80711Meyers-1905	Allemagne	franz.,
185	d2e81603Meyers-1905	Alliance [2]	franz.,
186	d2e82325Meyers-1905	Alliteration	lat.,
187	d2e82833Meyers-1905	Allokution	lat.,
188	d2e82934Meyers-1905	Allons!	franz.,
189	d2e83113Meyers-1905	Allotmentsystem	engl.,
190	d2e83198Meyers-1905	Allotrĭophagīe	griech.,
191	d2e83268Meyers-1905	Allowance	engl.,
192	d2e83334Meyers-1905	All right	engl.,
193	d2e83348Meyers-1905	Allspice	engl.,
194	d2e83418Meyers-1905	Allure	franz.,
195	d2e83494Meyers-1905	Allūvium	lat.,
196	d2e83851Meyers-1905	Alma mater	lat.,
197	d2e84159Meyers-1905	Almē	arab.,
198	d2e84909Meyers-1905	Almukantharat	arab.,
199	d2e85507Meyers-1905	Aloi	franz.,
200	d2e85539Meyers-1905	Aloja de chañar	span.,
201	d2e88294Meyers-1905	Alpes	franz.,
202	d2e88554Meyers-1905	Alphonse	franz.,
203	d2e88586Meyers-1905	Al piacere	ital.,
204	d2e88886Meyers-1905	Alquifoux	franz.,
205	d2e89252Meyers-1905	Alsó	ungar.,
206	d2e91504Meyers-1905	Alter ego	lat.,
207	d2e91536Meyers-1905	Alteriert	lat.,
208	d2e91589Meyers-1905	Alternance	franz.,
209	d2e91667Meyers-1905	Alternatīvo	ital.,
210	d2e92342Meyers-1905	Altesse	franz.,
211	d2e93069Meyers-1905	Altĭor adversis	lat.,
212	d2e94653Meyers-1905	Alum-cake	engl.,
213	d2e96277Meyers-1905	Amadēus	lat.,
214	d2e97165Meyers-1905	Amanuénsis	lat.,
215	d2e97995Meyers-1905	Amateur	franz.,
216	d2e98179Meyers-1905	Amaurōsis	griech.,
217	d2e98214Meyers-1905	Amazia	hebr.,
218	d2e98652Meyers-1905	Ambaree fibre	engl.,
219	d2e98687Meyers-1905	Ambassade	franz.,
220	d2e99075Meyers-1905	Ambigu	franz.,
221	d2e99108Meyers-1905	Ambiguität	lat.,
222	d2e100241Meyers-1905	Ambulanz	lat.,
223	d2e101401Meyers-1905	Amende	franz.,
224	d2e101424Meyers-1905	Amendement	franz.,
225	d2e101457Meyers-1905	Amenemhēt	griech.,
226	d2e103432Meyers-1905	Ameublement	franz.,
227	d2e105826Meyers-1905	Ammonīten	griech.,
228	d2e106675Meyers-1905	Amnestīe	griech.,
229	d2e106767Meyers-1905	Amöben	griech.,
230	d2e107023Meyers-1905	à mon aise	franz.,
231	d2e107097Meyers-1905	Amorces	franz.,
232	d2e107189Meyers-1905	Amórph	griech.,
233	d2e107406Meyers-1905	Amor vincit omnĭa	lat.,
234	d2e108524Meyers-1905	Amphibrăchys	griech.,
235	d2e108780Meyers-1905	Amphímăcer	griech.,
236	d2e109022Meyers-1905	Amphiscĭi	griech.,
237	d2e109084Meyers-1905	Amphitheater	griech.,
238	d2e109261Meyers-1905	Amphŏra [1]	griech.,
239	d2e109278Meyers-1905	Amphŏra [2]	lat.,
240	d2e112262Meyers-1905	Ana [1]	griech.,
241	d2e112662Meyers-1905	Anachorēten	griech.,
242	d2e112874Meyers-1905	Anadyoméne	griech.,
243	d2e113084Meyers-1905	Anagnóst	griech.,
244	d2e113107Meyers-1905	Anagoge	griech.,
245	d2e113187Meyers-1905	Anahuac	mexikan.,
246	d2e113472Meyers-1905	Analékten	griech.,
247	d2e114864Meyers-1905	Anamnēse	griech.,
248	d2e114912Meyers-1905	Anamorphōse	griech.,
249	d2e115338Meyers-1905	Anáphora	griech.,
250	d2e115534Meyers-1905	Anarchīe	griech.,
251	d2e116087Meyers-1905	Anasarka	griech.,
252	d2e116108Meyers-1905	Anastáltisch	griech.,
253	d2e116309Meyers-1905	Anästhesīe	griech.,
254	d2e116513Meyers-1905	Anatomīe	griech.,
255	d2e116878Meyers-1905	Anatozismus	griech.,
256	d2e117001Meyers-1905	Anazýklisch	griech.,
257	d2e117270Meyers-1905	Anceps	lat.,
258	d2e117311Meyers-1905	Anch' io sono pittōre!	ital.,
259	d2e117577Meyers-1905	Ancien régime	franz.,
260	d2e118165Meyers-1905	Andaménto	ital.,
261	d2e120417Meyers-1905	Andrienne	franz.,
262	d2e120594Meyers-1905	Androgynīe	griech.,
263	d2e120648Meyers-1905	Androlepsīe	griech.,
264	d2e120926Meyers-1905	Androphāgen	griech.,
265	d2e121612Meyers-1905	Anemologīe	griech.,
266	d2e121630Meyers-1905	Anemomēter	griech.,
267	d2e122350Meyers-1905	Aneurysma	griech.,
268	d2e123680Meyers-1905	Angelolatrie	griech.,
269	d2e124525Meyers-1905	Angevin	franz.,
270	d2e124724Meyers-1905	Angiōma	griech.,
271	d2e124854Meyers-1905	Angiospérmen	griech.,
272	d2e124979Meyers-1905	Anglaise	franz.,
273	d2e125095Meyers-1905	Angleterre	franz.,
274	d2e127507Meyers-1905	Anīl	arab.,
275	d2e131653Meyers-1905	Annexion	lat.,
276	d2e132016Meyers-1905	Annonce	franz.,
277	d2e132997Meyers-1905	Anonȳm	griech.,
278	d2e135567Meyers-1905	Anssâr	arab.,
279	d2e136081Meyers-1905	Antagonismus	griech.,
280	d2e136255Meyers-1905	Antarktisch	griech.,
281	d2e136373Meyers-1905	Antecēdens	lat.,
282	d2e136700Meyers-1905	Ante meridĭem	lat.,
283	d2e136829Meyers-1905	Antennen	lat.,
284	d2e137040Meyers-1905	Anthēla	griech.,
285	d2e137417Meyers-1905	Anthologie	griech.,
286	d2e137756Meyers-1905	Anthozŏa	griech.,
287	d2e138600Meyers-1905	Anthropometrie	griech.,
288	d2e138686Meyers-1905	Anthropophagie	griech.,
289	d2e139256Meyers-1905	Antichambre	franz.,
290	d2e139314Meyers-1905	Antichrist	griech.,
291	d2e139354Meyers-1905	Antíchthōn	griech.,
292	d2e139374Meyers-1905	Anticipando	ital.,
293	d2e139394Meyers-1905	Anti-Cornlaw-League	engl.,
294	d2e139497Meyers-1905	Antídosis	griech.,
295	d2e139543Meyers-1905	Antienne	franz.,
296	d2e139913Meyers-1905	Antikaglien	ital.,
297	d2e140132Meyers-1905	Antikritīk	griech.,
298	d2e141979Meyers-1905	Antinomīe	griech.,
299	d2e142812Meyers-1905	Antiphōn	griech.,
300	d2e142894Meyers-1905	Antipoden	griech.,
301	d2e143044Meyers-1905	Antīqua	lat.,
302	d2e143612Meyers-1905	Antispasmōdika	griech.,
303	d2e143629Meyers-1905	Antispast	griech.,
304	d2e143907Meyers-1905	Antizipation	lat.,
305	d2e144058Meyers-1905	Antoeci	griech.,
306	d2e144856Meyers-1905	Antonomasīe	griech.,
307	d2e145179Meyers-1905	Antrustiōnes	mittellat.,
308	d2e146865Meyers-1905	Aŏrist	griech.,
309	d2e147174Meyers-1905	Apanage	franz.,
310	d2e147264Meyers-1905	Aparagement	franz.,
311	d2e147763Meyers-1905	Aperçu	franz.,
312	d2e147867Meyers-1905	Apertūr	lat.,
313	d2e148645Meyers-1905	Aphärĕsis	griech.,
314	d2e148676Meyers-1905	Aphasīe	griech.,
315	d2e149756Meyers-1905	Aplanātisch	griech.,
316	d2e149903Meyers-1905	Aplomb	franz.,
317	d2e149935Meyers-1905	Apnoë	griech.,
318	d2e150231Meyers-1905	Apogamīe	griech.,
319	d2e150273Meyers-1905	Apogäum	griech.,
320	d2e151676Meyers-1905	Aposiopēsis	griech.,
321	d2e151753Meyers-1905	Apostel [1]	griech.,
322	d2e152526Meyers-1905	Apostrōph	griech.,
323	d2e152543Meyers-1905	Apostrophe	griech.,
324	d2e152595Meyers-1905	Apothēcium	griech.,
325	d2e152615Meyers-1905	Apotheke	griech.,
326	d2e152986Meyers-1905	Apotheōse	griech.,
327	d2e153024Meyers-1905	Apoxyómenos	griech.,
328	d2e153312Meyers-1905	Appartement	franz.,
329	d2e153351Meyers-1905	Appel comme d'abus	franz.,
330	d2e153783Meyers-1905	Appetīt	lat.,
331	d2e154210Meyers-1905	Appoggiatura	ital.,
332	d2e154227Meyers-1905	Appoint	franz.,
333	d2e154368Meyers-1905	Apport	franz.,
334	d2e154402Meyers-1905	Apportieren	franz.,
335	d2e154417Meyers-1905	Apposition	lat.,
336	d2e154838Meyers-1905	Approchen	franz.,
337	d2e154935Meyers-1905	Appui	franz.,
338	d2e155028Meyers-1905	Après nous le déluge	franz.,
339	d2e155402Meyers-1905	à propos	franz.,
340	d2e155518Meyers-1905	Apsis	griech.,
341	d2e156209Meyers-1905	Aqua et igne interdictus	lat.,
342	d2e156487Meyers-1905	Aquarĭum	lat.,
343	d2e156892Meyers-1905	à quatre	franz.,
344	d2e157340Meyers-1905	Aquĭlo	lat.,
345	d2e157548Meyers-1905	Äquinoktĭum	lat.,
346	d2e157718Meyers-1905	Äquivalént	lat.,
347	d2e160778Meyers-1905	Arancini	ital.,
348	d2e161062Meyers-1905	Aräometer	griech.,
349	d2e161947Meyers-1905	Arbakaufos	hebr.,
350	d2e164471Meyers-1905	Arbitrage	franz.,
351	d2e164801Meyers-1905	Arbor-day	engl.,
352	d2e165026Meyers-1905	Arc [1]	franz.,
353	d2e165166Meyers-1905	Arcāni disciplīna	lat.,
354	d2e165180Meyers-1905	Arcānum	lat.,
355	d2e165980Meyers-1905	Archers	franz.,
356	d2e166166Meyers-1905	Archiāter	griech.,
357	d2e166859Meyers-1905	Architekt	griech.,
358	d2e168782Meyers-1905	Architrāv	griech.-lat.,
359	d2e169118Meyers-1905	Archonten	griech.,
360	d2e169194Meyers-1905	Arciere	ital.,
361	d2e169409Meyers-1905	Arcot	franz.,
362	d2e170316Meyers-1905	Ardois	franz.,
363	d2e170841Meyers-1905	Arēna	lat.,
364	d2e170858Meyers-1905	Arenāl [1]	span.,
365	d2e171325Meyers-1905	Areŏla	lat.,
366	d2e172638Meyers-1905	Argentieren	franz.,
367	d2e173635Meyers-1905	Argon	griech.,
368	d2e173903Meyers-1905	Argot	franz.,
369	d2e174474Meyers-1905	Argyraspiden	griech.,
370	d2e175144Meyers-1905	Arĭel	hebr.,
371	d2e176145Meyers-1905	Aristokratie	griech.,
372	d2e176436Meyers-1905	Aristŏn mĕn hydōr	griech.,
373	d2e176954Meyers-1905	Arithmētik	griech.,
374	d2e177918Meyers-1905	Arktos	griech.,
375	d2e178054Meyers-1905	Arlecchino	ital.,
376	d2e178431Meyers-1905	Armadilla	span.,
377	d2e178730Meyers-1905	Armarĭum	lat.,
378	d2e97995Meyers-1905	Amateur	franz.,
379	d2e178952Meyers-1905	Armee	franz.,
380	d2e180477Meyers-1905	Armeria	ital.,
381	d2e180958Meyers-1905	Armillārsphäre	lat.-griech.,
382	d2e181185Meyers-1905	Armistitĭum	lat.,
383	d2e181320Meyers-1905	Armoriāl	neulat.,
384	d2e181565Meyers-1905	Army Cloth	engl.,
385	d2e183948Meyers-1905	Arpeggione	ital.,
386	d2e184344Meyers-1905	Arrangement	franz.,
387	d2e184543Meyers-1905	Arreból	portug.,
388	d2e184879Meyers-1905	Arrest of judgment	engl.,
389	d2e184932Meyers-1905	Arrêt	franz.,
390	d2e184961Meyers-1905	Arrêt de prince	franz.,
391	d2e185627Meyers-1905	Arrondissement	franz.,
392	d2e185658Meyers-1905	Arrosement	franz.,
393	d2e185692Meyers-1905	Arrowroot	engl.,
394	d2e185826Meyers-1905	Ars [1]	lat.,
395	d2e187514Meyers-1905	Arsis	griech.,
396	d2e187563Meyers-1905	Ars memorandi	lat.,
397	d2e187577Meyers-1905	Ars morĭendi	lat.,
398	d2e187626Meyers-1905	Ars spiritŭum	lat.,
399	d2e188547Meyers-1905	Arterĭen	griech.,
400	d2e188900Meyers-1905	Arthrītis	griech.,
401	d2e188928Meyers-1905	Arthrocāce	griech.,
402	d2e189050Meyers-1905	Arthroplástik	griech.,
403	d2e189395Meyers-1905	Artillerie	franz.,
404	d2e190363Meyers-1905	Artolatrīe	griech.,
405	d2e190483Meyers-1905	Art poétique	franz.,
406	d2e192458Meyers-1905	Åsar	schwed.,
407	d2e192995Meyers-1905	Ascension	engl.,
408	d2e194373Meyers-1905	Ascidĭum	lat.,
409	d2e195041Meyers-1905	Asepsis	griech.,
410	d2e199057Meyers-1905	a son aise	franz.,
411	d2e199074Meyers-1905	à son goût	franz.,
412	d2e199924Meyers-1905	Asphalt	griech.,
413	d2e200994Meyers-1905	Assai [1]	ital.,
414	d2e201279Meyers-1905	Assassin	franz.,
415	d2e201669Meyers-1905	Assemblee	franz.,
416	d2e201832Meyers-1905	Assermentieren	franz.,
417	d2e202157Meyers-1905	Assimilation	lat.,
418	d2e202532Meyers-1905	Associated Press	engl.,
419	d2e202566Meyers-1905	Associé	franz.,
420	d2e202589Meyers-1905	Assolement	franz.,
421	d2e202679Meyers-1905	Assŏnanz	franz.,
422	d2e202739Meyers-1905	Assoziation	neulat.,
423	d2e203013Meyers-1905	Assurance	franz.,
424	d2e203585Meyers-1905	Astātisch	griech.,
425	d2e203884Meyers-1905	Asteriskos	griech.,
426	d2e204059Meyers-1905	Asthenīe	griech.,
427	d2e204079Meyers-1905	Asthenopīe	griech.,
428	d2e204137Meyers-1905	Ästhetik	griech.,
429	d2e204456Meyers-1905	Asthma	griech.,
430	d2e204579Meyers-1905	Astigmatismus	griech.,
431	d2e204669Meyers-1905	Aestimatio capĭtis	lat.,
432	d2e205480Meyers-1905	Astrodeiktĭkon	griech.,
433	d2e205497Meyers-1905	Astrognosīe	griech.,
434	d2e205536Meyers-1905	Astrograph	griech.,
435	d2e205550Meyers-1905	Astrographie	griech.,
436	d2e205604Meyers-1905	Astrolabĭum	griech.,
437	d2e205627Meyers-1905	Astrolatrie	griech.,
438	d2e205856Meyers-1905	Astronomie	griech.,
439	d2e207100Meyers-1905	Ästuārien	lat.,
440	d2e207739Meyers-1905	Asymptōte	griech.,
441	d2e207753Meyers-1905	Asyndĕton	griech.,
442	d2e207839Meyers-1905	Aszension [1]	lat.,
443	d2e207957Meyers-1905	Atabek	türk.,
444	d2e208355Meyers-1905	Ataxīe	griech.,
445	d2e208439Meyers-1905	Atchafalaya	indian.,
446	d2e208542Meyers-1905	Atelier	franz.,
447	d2e208873Meyers-1905	Atermoiement	franz.,
448	d2e211486Meyers-1905	At home	engl.,
449	d2e213467Meyers-1905	Atlas [2]	arab.,
450	d2e213741Meyers-1905	Atlas powder	engl.,
451	d2e214004Meyers-1905	Atmokausis	griech.,
452	d2e214052Meyers-1905	Atmomēter	griech.,
453	d2e215423Meyers-1905	Atout	franz.,
454	d2e215437Meyers-1905	à tout prix	franz.,
455	d2e215451Meyers-1905	Atra bilis	lat.,
456	d2e215683Meyers-1905	Atresīe	griech.,
457	d2e215748Meyers-1905	Atrĭa mortis	lat.,
458	d2e215986Meyers-1905	Atrophīe	griech.,
459	d2e216299Meyers-1905	Attacca	ital.,
460	d2e216313Meyers-1905	Attaché	franz.,
461	d2e216338Meyers-1905	Attachement	franz.,
462	d2e216352Meyers-1905	Attachieren	franz.,
463	d2e216623Meyers-1905	Attelage	franz.,
464	d2e216834Meyers-1905	Attention	franz.,
465	d2e216962Meyers-1905	Atterration	lat.,
466	d2e217644Meyers-1905	Attribūt	lat.,
467	d2e217704Meyers-1905	Attrition	lat.,
468	d2e218502Meyers-1905	Aubade	franz.,
469	d2e218895Meyers-1905	Au besoin	franz.,
470	d2e219387Meyers-1905	Au contraire	franz.,
471	d2e219401Meyers-1905	Au courant	franz.,
472	d2e219833Meyers-1905	Audiātur et altĕra pars	lat.,
473	d2e219861Meyers-1905	Audĭentes	lat.,
474	d2e219983Meyers-1905	Auditeur	franz.,
475	d2e220983Meyers-1905	Au fait	franz.,
476	d2e227599Meyers-1905	Augmentation	lat.,
477	d2e228576Meyers-1905	Augusta [3]	lat.,
478	d2e230105Meyers-1905	Aumonier	franz.,
479	d2e230122Meyers-1905	Aumonière	franz.,
480	d2e230182Meyers-1905	Aune [1]	franz.,
481	d2e230274Meyers-1905	Au pair	franz.,
482	d2e230291Meyers-1905	Au porteur	franz.,
483	d2e231223Meyers-1905	Auripigment	lat.,
484	d2e231345Meyers-1905	Aurōra [1]	lat.,
485	d2e234055Meyers-1905	Auskultātor	lat.,
486	d2e235024Meyers-1905	a uso	ital.,
487	d2e241307Meyers-1905	Autarkīe	griech.,
488	d2e241398Meyers-1905	Auteur	franz.,
489	d2e241511Meyers-1905	Authentīe	griech.,
490	d2e241579Meyers-1905	Authentisch	griech.,
491	d2e241807Meyers-1905	Auto [2]	griech.,
492	d2e241928Meyers-1905	Autodidakt	griech.,
493	d2e242128Meyers-1905	Autographie [1]	griech.,
494	d2e242333Meyers-1905	Autokratie	griech.,
495	d2e242411Meyers-1905	Automat	griech.,
496	d2e242555Meyers-1905	Automobīl	griech.-lat.,
497	d2e242608Meyers-1905	Autonant	griech.,
498	d2e242658Meyers-1905	Autonomīe	griech.,
499	d2e242770Meyers-1905	Autopistīe	griech.,
500	d2e242787Meyers-1905	Autoplástik	griech.,
501	d2e242978Meyers-1905	Autós épha	griech.,
502	d2e243084Meyers-1905	Autotypīe	griech.,
503	d2e243180Meyers-1905	Aut prodesse volunt aut delectare poetae	lat.,
504	d2e243732Meyers-1905	Aval	franz.,
505	d2e243868Meyers-1905	Avance	franz.,
506	d2e243904Meyers-1905	Avancement	franz.,
507	d2e243976Meyers-1905	Avantgarde	franz.,
508	d2e244012Meyers-1905	Avant la lettre	franz.,
509	d2e244029Meyers-1905	Avantpropos	franz.,
510	d2e244283Meyers-1905	Avec la lettre	franz.,
511	d2e244300Meyers-1905	Ave, Imperator, moritūri te salūtant	lat.,
512	d2e244914Meyers-1905	Aventure	frz.,
513	d2e244946Meyers-1905	Aventurier	franz.,
514	d2e244981Meyers-1905	Avenue	franz.,
515	d2e245308Meyers-1905	Avertieren	franz.,
516	d2e245322Meyers-1905	Avertissement	franz.,
517	d2e245754Meyers-1905	Avidität	lat.,
518	d2e246081Meyers-1905	Avīs	franz.,
519	d2e246118Meyers-1905	Avis au lecteur	franz.,
520	d2e246360Meyers-1905	Avocatorĭum	lat.,
521	d2e246451Meyers-1905	Avoir	franz.,
522	d2e246656Meyers-1905	Avouć	franz.,
523	d2e246671Meyers-1905	Avouieren	franz.,
