	EntryID	Headword	originlanguage
3178	d2e152595Meyers-1905	Apothēcium	griech.,
3179	d2e1653303Meyers-1905	Hypallage	griech.,
3180	d2e1653511Meyers-1905	Hyperämīe	griech.,
3181	d2e1653948Meyers-1905	Hyperbrachykephalīe	griech.,
3182	d2e1654416Meyers-1905	Hypermeter	griech.,
3183	d2e1654500Meyers-1905	Hyperŏcha	griech.,
3184	d2e1654600Meyers-1905	Hyperostōsis	griech.,
3185	d2e1654786Meyers-1905	Hypertrophīe	griech.,
3186	d2e1654993Meyers-1905	Hyphen	griech.,
3187	d2e1655636Meyers-1905	Hypochondrĭum	griech.,
3188	d2e1655876Meyers-1905	Hypogastrĭum	griech.,
3189	d2e1655900Meyers-1905	Hypogeion	griech.,
3190	d2e1655937Meyers-1905	Hypogýuisch	griech.,
3191	d2e1656223Meyers-1905	Hypopyon	griech.,
3192	d2e1656254Meyers-1905	Hyposkenĭon	griech.,
3193	d2e1656405Meyers-1905	Hypothēk	griech.,
3194	d2e1656876Meyers-1905	Hypothēse	griech.,
3195	d2e1657515Meyers-1905	Hyson	engl.,
3196	d2e1657596Meyers-1905	Hysteresis	griech.,
3197	d2e1657632Meyers-1905	Hysterīe	griech.,
3198	d2e1657878Meyers-1905	Hýstĕron prótĕron	griech.,
3199	d2e1657995Meyers-1905	Hystrizismus	griech.,
3200	d2e1659355Meyers-1905	Ibīdem	lat.,
3201	d2e1659504Meyers-1905	Iblis	arab.,
3202	d2e1659527Meyers-1905	Ibn	arab.,
3203	d2e1661050Meyers-1905	Ichthyophāgen	griech.,
3204	d2e1662630Meyers-1905	Ideographie	griech.,
3205	d2e1662715Meyers-1905	Id est	lat.,
3206	d2e1662876Meyers-1905	Idiŏmata	griech.,
3207	d2e1662896Meyers-1905	Idĭomorph	griech.,
3208	d2e1662981Meyers-1905	Idĭorrhythmīe	griech.,
3209	d2e1663242Meyers-1905	Idĭozyklophān	griech.,
3210	d2e1663655Meyers-1905	Idschmâ'	arab.,
3211	d2e1664786Meyers-1905	Ignis et aquae interdictĭo	lat.,
3212	d2e1664819Meyers-1905	Ignorabĭmus	lat.,
3213	d2e1665795Meyers-1905	Ikonoborzen	griech.,
3214	d2e903044Meyers-1905	Eidograph	griech.,
3215	d2e1666021Meyers-1905	Ikonostrōph	griech.,
3216	d2e1666035Meyers-1905	Ikonotypie	griech.,
3217	d2e1666067Meyers-1905	Ikosaëder	griech.,
3218	d2e1666103Meyers-1905	Ikositetraëder	griech.,
3219	d2e1666351Meyers-1905	Ilchân	mongol.,
3220	d2e1666410Meyers-1905	Ile [1]	griech.,
3221	d2e1666425Meyers-1905	Ile [2]	franz.,
3222	d2e1666985Meyers-1905	Ilha	portug.,
3223	d2e1667061Meyers-1905	Ilĭa [1]	lat.,
3224	d2e1667565Meyers-1905	Illata	lat.,
3225	d2e1668542Meyers-1905	Illuminaten	lat.,
3226	d2e1668703Meyers-1905	Illustration	lat.,
3227	d2e1668913Meyers-1905	Illustre	franz.,
3228	d2e1669953Meyers-1905	Il y a des juges à Berlin	franz.,
3229	d2e1670088Meyers-1905	Imagĭnes	lat.,
3230	d2e1670185Meyers-1905	Imân	arab.,
3231	d2e1670262Meyers-1905	Imaret	arab.,
3232	d2e1670486Meyers-1905	Imbibition	lat.,
3233	d2e1670605Meyers-1905	Imbricātus	lat.,
3234	d2e1670619Meyers-1905	Imbroglio	ital.,
3235	d2e1671106Meyers-1905	Immanént	lat.,
3236	d2e1672216Meyers-1905	Immortellen	franz.,
3237	d2e1672304Meyers-1905	Immūn	lat.,
3238	d2e1672349Meyers-1905	Immunität [1]	lat.,
3239	d2e1672738Meyers-1905	Impanātio	lat.,
3240	d2e1672772Meyers-1905	Impardonnābel	franz.,
3241	d2e1672832Meyers-1905	Impasse	franz.,
3242	d2e1672879Meyers-1905	Impasto	ital.,
3243	d2e1673006Meyers-1905	Impeachment	engl.,
3244	d2e1673070Meyers-1905	Impegno	ital.,
3245	d2e1673274Meyers-1905	Impératrice	franz.,
3246	d2e1673455Meyers-1905	Impériale	franz.,
3247	d2e1673518Meyers-1905	Imperial Institute	engl.,
3248	d2e1673615Meyers-1905	Imperial Standard	engl.,
3249	d2e1673647Meyers-1905	Imperĭum	lat.,
3250	d2e1674145Meyers-1905	Impitoyabel	franz.,
3251	d2e1674279Meyers-1905	Imponderabilĭen	lat.,
3252	d2e1674502Meyers-1905	Impotenz	lat.,
3253	d2e1674566Meyers-1905	Impŏt unique	franz.,
3254	d2e1674602Meyers-1905	Imprägnation	lat.,
3255	d2e32619Meyers-1905	Admirābel	lat.,
3256	d2e1674895Meyers-1905	Impromptu	franz.,
3257	d2e1674912Meyers-1905	Improperĭen	lat.,
3258	d2e1674947Meyers-1905	Improvement	engl.,
3259	d2e1675363Meyers-1905	Imrachor	türk.,
3260	d2e1675527Meyers-1905	In abstracto	lat.,
3261	d2e1675607Meyers-1905	Inädifikation	lat.,
3262	d2e1676181Meyers-1905	Incalzando	ital.,
3263	d2e1676233Meyers-1905	Incarnadin	franz.,
3264	d2e1676247Meyers-1905	Incartade	franz.,
3265	d2e1676402Meyers-1905	Incerta persona	lat.,
3266	d2e1676440Meyers-1905	Incestus	lat.,
3267	d2e1676827Meyers-1905	Incomplaisance	franz.,
3268	d2e1676841Meyers-1905	In coena domīni	lat.,
3269	d2e1677017Meyers-1905	Incroyable	franz.,
3270	d2e1677452Meyers-1905	Indént	engl.,
3271	d2e1677682Meyers-1905	Indeterminate sentence	engl.,
3272	d2e1677726Meyers-1905	Index	lat.,
3273	d2e1677845Meyers-1905	Index librŏrum prohibitōrum	lat.,
3274	d2e1678471Meyers-1905	Indictment	engl.,
3275	d2e1678568Meyers-1905	Indiennes	franz.,
3276	d2e1678986Meyers-1905	Indigēn [1]	lat.,
3277	d2e1679908Meyers-1905	Indikation	lat.,
3278	d2e1679962Meyers-1905	Indikātor	lat.,
3279	d2e1682895Meyers-1905	Induktion [1]	lat.,
3280	d2e1683217Meyers-1905	In dulci jubĭlo	lat.,
3281	d2e1683251Meyers-1905	Indulgentĭa	lat.,
3282	d2e1683588Meyers-1905	Indusĭum	lat.,
3283	d2e1683640Meyers-1905	Industrie	franz.,
3284	d2e1684269Meyers-1905	Inépt	lat.,
3285	d2e1684451Meyers-1905	Inexpressibles	engl.,
3286	d2e1684514Meyers-1905	Infallibilität	neulat.,
3287	d2e1685555Meyers-1905	In fidem	lat.,
3288	d2e1685608Meyers-1905	Infiltration	lat.,
3289	d2e1685735Meyers-1905	Infirmarĭa	lat.,
3290	d2e1685835Meyers-1905	Inflammieren	lat.,
3291	d2e1686540Meyers-1905	Infusion	lat.,
3292	d2e1687362Meyers-1905	In genĕre	lat.,
3293	d2e1687414Meyers-1905	Ingenieur	franz.,
3294	d2e1687831Meyers-1905	Ingénue	franz.,
3295	d2e1688392Meyers-1905	Ingots	engl.,
3296	d2e1688423Meyers-1905	Ingrainfarben	engl.,
3297	d2e1688483Meyers-1905	Ingredĭens	lat.,
3298	d2e1689119Meyers-1905	Inhalationskuren	lat.,
3299	d2e1689241Meyers-1905	Inhärénz	lat.,
3300	d2e1689507Meyers-1905	Initĭa	lat.,
3301	d2e1689765Meyers-1905	Injektor	lat.,
3302	d2e1690196Meyers-1905	Inkardination	mittellat.,
3303	d2e1690588Meyers-1905	Inkommensurābel	neulat.,
3304	d2e1690639Meyers-1905	Inkomparabilĭa	lat.,
3305	d2e1690843Meyers-1905	Inkonvenābel	franz.,
3306	d2e1690891Meyers-1905	Inkorporation	neulat.,
3307	d2e1691050Meyers-1905	Inkubation	lat.,
3308	d2e1691324Meyers-1905	Inlet	engl.,
3309	d2e1691613Meyers-1905	In necessarĭis unĭtas, in dubĭis libertas, in omnibus caritas!	lat.,
3310	d2e1692187Meyers-1905	Innocente	ital.,
3311	d2e1692291Meyers-1905	Innovation	lat.,
3312	d2e1692600Meyers-1905	Inns of Court	engl.,
3313	d2e1693223Meyers-1905	In petto	ital.,
3314	d2e1693338Meyers-1905	In puncto	lat.,
3315	d2e1693416Meyers-1905	Inquisition	lat.,
3316	d2e1693864Meyers-1905	Insatiabel	lat.,
3317	d2e1694222Meyers-1905	Insectivŏra	lat.,
3318	d2e1695856Meyers-1905	Inséparables	franz.,
3319	d2e1695902Meyers-1905	Insertion	lat.,
3320	d2e32619Meyers-1905	Admirābel	lat.,
3321	d2e97995Meyers-1905	Amateur	franz.,
3322	d2e1696753Meyers-1905	Installation	mittellat.,
3323	d2e1696813Meyers-1905	Instanz	lat.,
3324	d2e1697017Meyers-1905	Instillation	lat.,
3325	d2e1697251Meyers-1905	Institut de France	franz.,
3326	d2e1697402Meyers-1905	Institutionen	lat.,
3327	d2e1697521Meyers-1905	Instructeur	franz.,
3328	d2e1697607Meyers-1905	Instrument	lat.,
3329	d2e1697938Meyers-1905	Insŭla	lat.,
3330	d2e1698046Meyers-1905	Insurrektion	lat.,
3331	d2e1698111Meyers-1905	Intaglio	ital.,
3332	d2e1698822Meyers-1905	Intellektualismus	lat.,
3333	d2e1698858Meyers-1905	Intellektuell	lat.,
3334	d2e1699062Meyers-1905	Intendánt	lat.,
3335	d2e1699245Meyers-1905	Intensīv	lat.,
3336	d2e1699513Meyers-1905	Interdikt	lat.,
3337	d2e1700003Meyers-1905	Intérieur	franz.,
3338	d2e1700017Meyers-1905	Intĕrim	lat.,
3339	d2e1700087Meyers-1905	Interimistĭkum	neulat.,
3340	d2e1700318Meyers-1905	Interkolumnĭe	lat.,
3341	d2e1700539Meyers-1905	Intermezzo	ital.,
3342	d2e1700616Meyers-1905	Intermundĭen	lat.,
3343	d2e1700658Meyers-1905	Internāt	neulat.,
3344	d2e1701226Meyers-1905	Intérnum	lat.,
3345	d2e1701329Meyers-1905	Interpolation	lat.,
3346	d2e1701527Meyers-1905	Interrégnum	lat.,
3347	d2e1701551Meyers-1905	Interrex	lat.,
3348	d2e1701657Meyers-1905	Interstate Commerce	engl.,
3349	d2e1701710Meyers-1905	Interstitĭum	lat.,
3350	d2e1701753Meyers-1905	Interusurĭum	lat.,
3351	d2e1701919Meyers-1905	Intervention	lat.,
3352	d2e1702049Meyers-1905	Intervention forcée	franz.,
3353	d2e1702118Meyers-1905	Interviewer	engl.,
3354	d2e1702135Meyers-1905	Inter vīvos	lat.,
3355	d2e1702180Meyers-1905	Interzellularräume	lat.,
3356	d2e1702313Meyers-1905	Intestāterbfolge	lat.,
3357	d2e1702598Meyers-1905	Intrădae jus	lat.,
3358	d2e1702649Meyers-1905	Intradŏs	span.,
3359	d2e1702690Meyers-1905	Intraitable	franz.,
3360	d2e1702881Meyers-1905	Intreccio	ital.,
3361	d2e1703136Meyers-1905	Intuition	lat.,
3362	d2e1704308Meyers-1905	Invecta et illāta	lat.,
3363	d2e1704343Meyers-1905	Invēnit	lat.,
3364	d2e32619Meyers-1905	Admirābel	lat.,
3365	d2e1704746Meyers-1905	Inverse	franz.,
3366	d2e1704990Meyers-1905	Investitūr	mittellat.,
3367	d2e1705255Meyers-1905	Invoice	engl.,
3368	d2e1705318Meyers-1905	Involution	lat.,
3369	d2e1705421Meyers-1905	Involvieren	lat.,
3370	d2e1707190Meyers-1905	Ipso jure	lat.,
3371	d2e1708030Meyers-1905	Irēnik	griech.,
3372	d2e1708371Meyers-1905	Iridektomīe	griech.,
3373	d2e1708972Meyers-1905	Irish apricots	engl.,
3374	d2e1709020Meyers-1905	Irish Stew	engl.,
3375	d2e1710690Meyers-1905	Iron-sand	engl.,
3376	d2e1710707Meyers-1905	Ironside	engl.,
3377	d2e1710770Meyers-1905	Iroquois	franz.,
3378	d2e1710805Meyers-1905	Irradĭation	lat.,
3379	d2e1710828Meyers-1905	Irrationāl	lat.,
3380	d2e1711009Meyers-1905	Irregularität	lat.,
3381	d2e1711492Meyers-1905	Irrigātor	lat.,
3382	d2e1713245Meyers-1905	Isbá	russ.,
3383	d2e1713311Meyers-1905	Ischämīe	griech.,
3384	d2e1713325Meyers-1905	Ischarĭot	hebr.,
3385	d2e1713496Meyers-1905	Ischĭon	griech.,
3386	d2e1713617Meyers-1905	Ischurīe	griech.,
3387	d2e1713668Meyers-1905	Isebel	hebr.,
3388	d2e1714668Meyers-1905	Iskánder	arab.,
3389	d2e1714843Meyers-1905	Islâm	arab.,
3390	d2e1715882Meyers-1905	Isle [1]	franz.,
3391	d2e1716131Meyers-1905	Ismăel	hebr.,
3392	d2e1716386Meyers-1905	Iso...	griech.,
3393	d2e1717088Meyers-1905	Isographie	griech.,
3394	d2e1717514Meyers-1905	Isolieren	franz.,
3395	d2e1718520Meyers-1905	Isoperimetrisch	griech.,
3396	d2e1718663Meyers-1905	Isopsēphisch	griech.,
3397	d2e1718983Meyers-1905	Isotrōp	griech.,
3398	d2e1719006Meyers-1905	Isotypīe	griech.,
3399	d2e1719131Meyers-1905	Ispān	ungar.,
3400	d2e1719206Meyers-1905	Israel	hebr.,
3401	d2e1719435Meyers-1905	Issue-Department	engl.,
3402	d2e1726098Meyers-1905	Italique	franz.,
3403	d2e1726698Meyers-1905	Itinerarĭa	lat.,
3404	d2e1727633Meyers-1905	Iwán	russ.,
3405	d2e1728677Meyers-1905	Jabot	franz.,
3406	d2e1728855Meyers-1905	Jachin	hebr.,
3407	d2e1729033Meyers-1905	Jack	engl.,
3408	d2e1730242Meyers-1905	Jacques	franz.,
3409	d2e1730408Meyers-1905	Jad	hebr.,
3410	d2e1733779Meyers-1905	Jaime	span.,
3411	d2e1733856Meyers-1905	Jais	franz.,
3412	d2e1734065Meyers-1905	Jakob [1]	hebr.,
3413	d2e1735415Meyers-1905	Jali	türk.,
3414	d2e1735540Meyers-1905	Jalon	franz.,
3415	d2e1735574Meyers-1905	Jalonneure	franz.,
3416	d2e1735591Meyers-1905	Jalousie	franz.,
3417	d2e1735622Meyers-1905	Jalousīen	franz.,
3418	d2e1735651Meyers-1905	Jaloux	franz.,
3419	d2e1735833Meyers-1905	Jam [1]	engl.,
3420	d2e1736429Meyers-1905	James [1]	engl.,
3421	d2e1737285Meyers-1905	Jane	engl.,
3422	d2e1737671Meyers-1905	Janĭtor	lat.,
3423	d2e1741116Meyers-1905	Japhet	hebr.,
3424	d2e1741186Meyers-1905	Jaquette	franz.,
3425	d2e1741329Meyers-1905	Jardin	franz.,
3426	d2e1741349Meyers-1905	Jardinière	franz.,
3427	d2e1741412Meyers-1905	Jargon	franz.,
3428	d2e1741875Meyers-1905	Jarretière	franz.,
3429	d2e1741988Meyers-1905	Järvi	finn.,
3430	d2e1743581Meyers-1905	Jaune	franz.,
3431	d2e1744621Meyers-1905	Jâwer	pers.,
3432	d2e1744793Meyers-1905	Jazént	lat.,
3433	d2e1744980Meyers-1905	Jean [1]	franz.,
3434	d2e1744994Meyers-1905	Jean [2]	engl.,
3435	d2e1745127Meyers-1905	Jeanne	franz.,
3436	d2e1745302Meyers-1905	Jeannette	franz.,
3437	d2e1745322Meyers-1905	Jean Potage	franz.,
3438	d2e1746304Meyers-1905	Je l'ay empris	franz.,
3439	d2e1746580Meyers-1905	Je maintiendrai	franz.,
3440	d2e1747350Meyers-1905	Jenny	engl.,
3441	d2e1748086Meyers-1905	Jérôme	franz.,
3442	d2e1750707Meyers-1905	Jesus Nazarēnus Rex Judaeōrum	lat.,
3443	d2e1750745Meyers-1905	Jet	engl.,
3444	d2e1750793Meyers-1905	Jeton	franz.,
3445	d2e1750882Meyers-1905	Jeu	franz.,
3446	d2e1750916Meyers-1905	Jeudi	franz.,
3447	d2e1750988Meyers-1905	Jeux floraux	franz.,
3448	d2e1751264Meyers-1905	Jewish Colonization Association	engl.,
3449	d2e1751453Meyers-1905	Jezirah	hebr.,
3450	d2e1751625Meyers-1905	Jig	engl.,
3451	d2e1751639Meyers-1905	Jigger	engl.,
3452	d2e1752377Meyers-1905	Joaillerie	franz.,
3453	d2e1752502Meyers-1905	João	portug.,
3454	d2e1752760Meyers-1905	Jochanan	hebr.,
3455	d2e1753086Meyers-1905	Jocrisse	franz.,
3456	d2e1753981Meyers-1905	Jodōcus	griech.,
3457	d2e1754861Meyers-1905	Joglar	provenzal.,
3458	d2e1759489Meyers-1905	Joke	engl.,
3459	d2e1759692Meyers-1905	Joli	franz.,
3460	d2e1760156Meyers-1905	Jonăthan	hebr.,
3461	d2e1760591Meyers-1905	Jongleur	franz.,
3462	d2e1760704Meyers-1905	Jonquille	franz.,
3463	d2e1761940Meyers-1905	Joseph [1]	hebr.,
3464	d2e1763202Meyers-1905	Jouissance	franz.,
3465	d2e1763219Meyers-1905	Joujou	franz.,
3466	d2e54001Meyers-1905	à jour	franz.,
3467	d2e1763412Meyers-1905	Journal	franz.,
3468	d2e1763476Meyers-1905	Journalière	franz.,
3469	d2e1763945Meyers-1905	Joyeuse entrée	franz.,
3470	d2e1764010Meyers-1905	Juan	span.,
3471	d2e1764548Meyers-1905	Jubilāte	lat.,
3472	d2e1764688Meyers-1905	Jubis	franz.,
3473	d2e1767049Meyers-1905	Judge	engl.,
3474	d2e1768304Meyers-1905	Juften	russ.,
3475	d2e1768380Meyers-1905	Juge	franz.,
3476	d2e1769289Meyers-1905	Jugum	lat.,
3477	d2e1769328Meyers-1905	Juhász	ungar.,
3478	d2e1770160Meyers-1905	Julĭenne	franz.,
3479	d2e1770849Meyers-1905	Jumart	franz.,
3480	d2e1770882Meyers-1905	Jumel	franz.,
3481	d2e1770990Meyers-1905	Jumpers	engl.,
3482	d2e1771007Meyers-1905	Jump-seat	engl.,
3483	d2e1773241Meyers-1905	Junĭor	lat.,
3484	d2e1773855Meyers-1905	Junta [1]	span.,
3485	d2e1773914Meyers-1905	Jupe	franz.,
3486	d2e1774256Meyers-1905	Jupon	franz.,
3487	d2e1775422Meyers-1905	Jura noscit (novit) curia	lat.,
3488	d2e1770160Meyers-1905	Julĭenne	franz.,
3489	d2e1776158Meyers-1905	Juror	engl.,
3490	d2e1776235Meyers-1905	Jury	engl.,
3491	d2e1776256Meyers-1905	Jus [1]	franz.,
3492	d2e1776270Meyers-1905	Jus [2]	lat.,
3493	d2e1776293Meyers-1905	Jus abstĭnendi	lat.,
3494	d2e1776713Meyers-1905	Jus detractūs	lat.,
3495	d2e1776762Meyers-1905	Jus emĭnens	lat.,
3496	d2e1776810Meyers-1905	Jus ëundi in partes	lat.,
3497	d2e1776913Meyers-1905	Jus gentĭum	lat.,
3498	d2e1777381Meyers-1905	Jus primae noctis	lat.,
3499	d2e1777498Meyers-1905	Jus quarterĭorum	lat.,
3500	d2e1778024Meyers-1905	Justement	franz.,
3501	d2e1778044Meyers-1905	Juste-milieu	franz.,
3502	d2e1778115Meyers-1905	Justice of the peace	engl.,
3503	d2e1778470Meyers-1905	Justitĭa regnōrum fundamentum	lat.,
3504	d2e1778484Meyers-1905	Justitiarĭus	lat.,
3505	d2e1778984Meyers-1905	Jus utrumque	lat.,
3506	d2e1779716Meyers-1905	Juxta	lat.,
3507	d2e1779812Meyers-1905	J'y pense	franz.,
3508	d2e1779826Meyers-1905	J'y suis et j'y reste	franz.,
3509	d2e1780067Meyers-1905	Kaaba	arab.,
3510	d2e1780126Meyers-1905	Kaaken	holländ.,
3511	d2e1780463Meyers-1905	Kabbăla	hebr.,
3512	d2e1782202Meyers-1905	Kaddisch	chald.,
3513	d2e1783110Meyers-1905	Kadrieren	franz.,
3514	d2e1785125Meyers-1905	Kâfir	arab.,
3515	d2e1785267Meyers-1905	Kaftan	türk.,
3516	d2e1786681Meyers-1905	Kain	hebr.,
3517	d2e1786752Meyers-1905	Kainogenĕsis	griech.,
3518	d2e1792430Meyers-1905	Kaleidophōn	grch.,
3519	d2e1792484Meyers-1905	Kaleidoskōp	griech.,
3520	d2e1792528Meyers-1905	Kalem	arab.,
3521	d2e1793545Meyers-1905	Kalgan	russ.,
3522	d2e1798847Meyers-1905	Kalle [1]	jüd.-deutsch,
3523	d2e1799106Meyers-1905	Kalliŏpe	griech.,
3524	d2e1799135Meyers-1905	Kallipygos	griech.,
3525	d2e1800152Meyers-1905	Kalogeros	griech.,
3526	d2e1800255Meyers-1905	Kalorīe	franz.,
3527	d2e1800326Meyers-1905	Kalorimēter	lat.-griech.,
3528	d2e1800513Meyers-1905	Kalospinthechromokrēne	griech.,
3529	d2e1800583Meyers-1905	Kalotypīe	griech.,
3530	d2e1802945Meyers-1905	Kambrais	franz.,
3531	d2e1807222Meyers-1905	Kampagne	franz.,
3532	d2e1807290Meyers-1905	Kampanen	ital.,
3533	d2e1807433Meyers-1905	Kampanje	holl.,
3534	d2e1812018Meyers-1905	Kanáster	niederl.,
3535	d2e1812960Meyers-1905	Kanephōren	griech.,
3536	d2e1814318Meyers-1905	Kannelieren	franz.,
3537	d2e1817224Meyers-1905	Kanton [1]	franz.,
3538	d2e1817473Meyers-1905	Kantor	lat.,
3539	d2e1817883Meyers-1905	Kanzelle	lat.,
3540	d2e1817897Meyers-1905	Kanzellieren	lat.,
3541	d2e1818919Meyers-1905	Kápēlos	griech.,
3542	d2e1819456Meyers-1905	Kapillarität	lat.,
3543	d2e1821600Meyers-1905	Kapōres	jüd.-deutsch,
3544	d2e1824287Meyers-1905	Karabagh	pers.,
3545	d2e1824838Meyers-1905	Karagös	türk.,
3546	d2e1825227Meyers-1905	Karakūm	kirgis.,
3547	d2e1825995Meyers-1905	Karaul	serb.,
3548	d2e1828241Meyers-1905	Kardĭograph	griech.,
3549	d2e1828258Meyers-1905	Kardĭoïde	griech.,
3550	d2e1834077Meyers-1905	Karnation	spätlatein.,
3551	d2e1835678Meyers-1905	Karotiden	griech.,
3552	d2e1835738Meyers-1905	Karpäa	griech.,
3553	d2e1836918Meyers-1905	Karpogōn	griech.,
3554	d2e1840240Meyers-1905	Kartonnagen	franz.,
3555	d2e1841299Meyers-1905	Kasan [1]	tatar.,
3556	d2e1843450Meyers-1905	Kasīno [1]	ital.,
3557	d2e1846089Meyers-1905	Kastell	lat.,
3558	d2e1847732Meyers-1905	Katachrēse	griech.,
3559	d2e1847915Meyers-1905	Kataklysma	griech.,
3560	d2e1848389Meyers-1905	Katalēxis	griech.,
3561	d2e1848571Meyers-1905	Katamenĭen	griech.,
3562	d2e1848668Meyers-1905	Kataphrakten	griech.,
3563	d2e1848720Meyers-1905	Kataplexīe	griech.,
3564	d2e1848756Meyers-1905	Katapult	lat.,
3565	d2e1848930Meyers-1905	Katastăsis	griech.,
3566	d2e1849120Meyers-1905	Katastrōphe	griech.,
3567	d2e1849157Meyers-1905	Katatonīe	griech.,
3568	d2e1849365Meyers-1905	Katechēse	griech.,
3569	d2e1850059Meyers-1905	Katharina [1]	griech.,
3570	d2e1850741Meyers-1905	Kathēder	griech.,
3571	d2e1851507Meyers-1905	Kâtib	arab.,
3572	d2e1856533Meyers-1905	Kausatīvum	lat.,
3573	d2e1856781Meyers-1905	Kaution	lat.,
3574	d2e1859480Meyers-1905	Keduscha	hebr.,
3575	d2e1859605Meyers-1905	Keepsake	engl.,
3576	d2e1863661Meyers-1905	Keith [2]	engl.,
3577	d2e1864365Meyers-1905	Kelenföld	magyar.,
3578	d2e1865686Meyers-1905	Keloïd	griech.,
3579	d2e1867630Meyers-1905	Kennel	engl.,
3580	d2e1867821Meyers-1905	Kenotaphĭon	griech.,
3581	d2e1868102Meyers-1905	Kentauren	griech.,
3582	d2e1868610Meyers-1905	Kephalarĭe	griech.,
3583	d2e1868707Meyers-1905	Kephalone	griech.,
3584	d2e1872856Meyers-1905	Kerygma	griech.,
3585	d2e1872898Meyers-1905	Kerýktik	griech.,
3586	d2e1874430Meyers-1905	Ketchudâ	pers.,
3587	d2e1876026Meyers-1905	Kettledrum	engl.,
3588	d2e1877205Meyers-1905	Khaki [1]	pers.,
3589	d2e1878909Meyers-1905	Kid	engl.,
3590	d2e1879004Meyers-1905	Kiddusch	hebr.,
3591	d2e1879021Meyers-1905	Kidduschin	neuhebr.,
3592	d2e1883376Meyers-1905	Kiesteïn	griech.,
3593	d2e1883603Meyers-1905	Kijâß	arab.,
3594	d2e1884350Meyers-1905	Kille [2]	hebr.,
3595	d2e1884705Meyers-1905	Kilograph	griech.,
3596	d2e1888194Meyers-1905	Kinesiotherapīe	griech.,
3597	d2e1888557Meyers-1905	King's (Queen's) Chambers	engl.,
3598	d2e1896727Meyers-1905	Kis	ungar.,
3599	d2e1896829Meyers-1905	Kischla	türk.,
3600	d2e1897047Meyers-1905	Kisilbasch	türk.,
3601	d2e1897355Meyers-1905	Kismet	arab.,
3602	d2e1898284Meyers-1905	Kitchener [1]	engl.,
3603	d2e1899574Meyers-1905	Kjöbenhavn	dän.,
3604	d2e1899608Meyers-1905	Kjökkenmöddinge	dän.,
3605	d2e1902484Meyers-1905	Klasse	lat.,
3606	d2e1905973Meyers-1905	Kleidūchos	griech.,
3607	d2e1909754Meyers-1905	Klephten	neugriech.,
3608	d2e1909789Meyers-1905	Klepsydra	griech.,
3609	d2e1909920Meyers-1905	Klerus	griech.,
3610	d2e1911509Meyers-1905	Klimax	griech.,
3611	d2e1912427Meyers-1905	Klinomēter	griech.,
3612	d2e1912921Meyers-1905	Klischieren	franz.,
3613	d2e1918533Meyers-1905	Knickerbocker	engl.,
3614	d2e1919226Meyers-1905	Knight [1]	engl.,
3615	d2e1921704Meyers-1905	Knockabout	engl.,
3616	d2e1923417Meyers-1905	Knot	engl.,
3617	d2e1924076Meyers-1905	Knowledge is power	engl.,
3618	d2e1924142Meyers-1905	Knownothings	engl.,
3619	d2e1924650Meyers-1905	Koadjūtor	lat.,
3620	d2e1924678Meyers-1905	Koagulieren	lat.,
3621	d2e1929592Meyers-1905	Koëffizient	lat.,
3622	d2e1929733Meyers-1905	Koërzibel	lat.,
3623	d2e1930375Meyers-1905	Kohabitation	lat.,
3624	d2e1930445Meyers-1905	Kohärer	lat.,
3625	d2e1930539Meyers-1905	Kohäsion	lat.,
3626	d2e1930659Meyers-1905	Kohēn	hebr.,
3627	d2e1934991Meyers-1905	Koilanaglyph	griech.,
3628	d2e1935776Meyers-1905	Kokkolithen	griech.,
3629	d2e1936740Meyers-1905	Kolakrēten	griech.,
3630	d2e1938575Meyers-1905	Kollaborātor	lat.,
3631	d2e1938933Meyers-1905	Kollation	lat.,
3632	d2e1938974Meyers-1905	Kollātor	lat.,
3633	d2e1939011Meyers-1905	Kollaudation	lat.,
3634	d2e1939307Meyers-1905	Kollegiatūren	lat.,
3635	d2e1939440Meyers-1905	Kollektanĕen	lat.,
3636	d2e97995Meyers-1905	Amateur	franz.,
3637	d2e1940425Meyers-1905	Kollineation	lat.,
3638	d2e1940471Meyers-1905	Kolliquation	lat.,
3639	d2e1940791Meyers-1905	Kollographie	griech.,
3640	d2e1941042Meyers-1905	Kollusion	lat.,
3641	d2e1941906Meyers-1905	Kol nidre	chald.,
3642	d2e1942172Meyers-1905	Kolo	slaw.,
3643	d2e1942316Meyers-1905	Kolokol	russ.,
3644	d2e1942621Meyers-1905	Kolonāt	lat.,
3645	d2e1944760Meyers-1905	Kolorimēter	lat.,
3646	d2e1944972Meyers-1905	Kolossāl	franz.,
3647	d2e1945378Meyers-1905	Kolportage	franz.,
3648	d2e97995Meyers-1905	Amateur	franz.,
3649	d2e1946143Meyers-1905	Kolumne	lat.,
3650	d2e1947066Meyers-1905	Komēten	griech.,
3651	d2e1947704Meyers-1905	Komma	griech.,
3652	d2e1947887Meyers-1905	Kommandement	franz.,
3653	d2e739395Meyers-1905	Débardeur	franz.,
3654	d2e1948510Meyers-1905	Kommendation	lat.,
3655	d2e1948607Meyers-1905	Kommensurābel	lat.,
3656	d2e1948745Meyers-1905	Kommérz	lat.,
3657	d2e1948996Meyers-1905	Kommigratorismus	lat.,
3658	d2e663317Meyers-1905	Commis	franz.,
3659	d2e1949651Meyers-1905	Kommodore	engl.,
3660	d2e1949690Meyers-1905	Kommorĭenten	lat.,
