	EntryID	Headword	term	author
0	d2e1110Meyers-1905	Aale	['Anguilla vulgaris']	['  Flem']
1	d2e1296Meyers-1905	Aalmutter	['Z. viviparus']	['  L']
2	d2e1442Meyers-1905	Aaltierchen	['Rhabdonema nigrovenosum']	['  Rud']
3	d2e1442Meyers-1905	Aaltierchen	['Anguillula aceti, A. glutinis']	['  Ehrenb']
4	d2e1442Meyers-1905	Aaltierchen	['Tylenchus scandens']	['  Schn']
5	d2e1442Meyers-1905	Aaltierchen	['T. devastatrix']	['  Kühn', '']
6	d2e1442Meyers-1905	Aaltierchen	['T. Hafensteini']	['  Kühn', '']
7	d2e1442Meyers-1905	Aaltierchen	['Heterodera Schachtii', '  A. Schmidt']	['']
8	d2e2082Meyers-1905	Aaskäfer	['Silpha atrata']	['  Leach', '']
9	d2e2082Meyers-1905	Aaskäfer	['S. opaca']	['  L']
10	d2e2082Meyers-1905	Aaskäfer	['Necrophorus vespillo']	['  L']
11	d2e5536Meyers-1905	Abēlia	['Linnaea']	['  Gronov']
12	d2e9136Meyers-1905	Abĭes	['Pinus']	['  L']
13	d2e12335Meyers-1905	Abrōma	['A. angustum']	['  L. fil', '']
14	d2e12436Meyers-1905	Abrus	['A. precatorius']	['  L']
15	d2e16833Meyers-1905	Abutĭlon	['A. Avicennae']	['  Gärtn']
16	d2e16833Meyers-1905	Abutĭlon	['A. esculentum']	['  St. Hil']
17	d2e16833Meyers-1905	Abutĭlon	['A. indicum', '  G. Don']	['']
18	d2e16833Meyers-1905	Abutĭlon	['A. insigne']	['  Planch']
19	d2e17882Meyers-1905	Acācia	['pycnantha']	['  Benth']
20	d2e17882Meyers-1905	Acācia	['A. melanoxylon', '  B. Br']	[]
21	d2e17882Meyers-1905	Acācia	['A. excelsa']	['  Benth']
22	d2e17882Meyers-1905	Acācia	['A. decurrens']	['  Willd']
23	d2e17882Meyers-1905	Acācia	['A. penninervis', '  Sieber']	['']
24	d2e17882Meyers-1905	Acācia	['A. dealbata']	['  Link', '']
25	d2e17882Meyers-1905	Acācia	['A. floribunda']	['  Willd']
26	d2e17882Meyers-1905	Acācia	['A. arabica']	['  Willd']
27	d2e17882Meyers-1905	Acācia	['A. nilotica']	['  Del']
28	d2e17882Meyers-1905	Acācia	[', A. vera']	[]
29	d2e17882Meyers-1905	Acācia	['A. horrida']	['  Willd']
30	d2e17882Meyers-1905	Acācia	['A. Seyal', '  Det']	['']
31	d2e17882Meyers-1905	Acācia	['A. fistula', '  Schweinf']	[]
32	d2e17882Meyers-1905	Acācia	[]	['Cham', '. ']
33	d2e17882Meyers-1905	Acācia	['et', '  Schlecht']	[]
34	d2e17882Meyers-1905	Acācia	['A. stenocarpa']	['  Hochst']
35	d2e17882Meyers-1905	Acācia	['A. Senegal']	['  Willd']
36	d2e17882Meyers-1905	Acācia	[]	['Guill', '  ']
37	d2e17882Meyers-1905	Acācia	['et', '  Perrott']	[]
38	d2e17882Meyers-1905	Acācia	['A. anthelmintica']	['  Baill']
39	d2e17882Meyers-1905	Acācia	['A. Catechu']	['  Willd']
40	d2e18378Meyers-1905	Acanthus	['A. mollis']	['  L']
41	d2e18378Meyers-1905	Acanthus	['A. spinosus']	['  L']
42	d2e18378Meyers-1905	Acanthus	['A. ilicifolius']	['  L']
43	d2e20642Meyers-1905	Achatschnecke	['A. mauritiana']	['  Lam']
44	d2e20642Meyers-1905	Achatschnecke	['A. perdix']	['  Lam']
45	d2e20642Meyers-1905	Achatschnecke	['A. zebra']	['  Lam']
46	d2e20642Meyers-1905	Achatschnecke	['A. lubrica']	['  Brug']
47	d2e21107Meyers-1905	Achillēa [1]	['A. Ptarmica']	['  L']
48	d2e21107Meyers-1905	Achillēa [1]	['A. nana']	['  L']
49	d2e21107Meyers-1905	Achillēa [1]	['A. moschata']	['  Wulf', '']
50	d2e21426Meyers-1905	Achimĕnes	['A. grandiflora']	['  DC', '']
51	d2e21426Meyers-1905	Achimĕnes	[]	['Benth', '. ']
52	d2e21426Meyers-1905	Achimĕnes	['et']	['  Hook']
53	d2e21426Meyers-1905	Achimĕnes	['Scheeria mexicana']	['  Seem']
54	d2e21426Meyers-1905	Achimĕnes	['A. amabilis']	['  DC']
55	d2e21541Meyers-1905	Achlya	['A. prolifera', '  Nees v. Es']	[]
56	d2e21577Meyers-1905	Aechmēa	[]	['Ruiz', '  ']
57	d2e21577Meyers-1905	Aechmēa	['et']	['  Pav']
58	d2e21577Meyers-1905	Aechmēa	['A. spectabilis']	['  Brongn']
59	d2e21577Meyers-1905	Aechmēa	['A. distichantha']	['  Lem']
60	d2e21577Meyers-1905	Aechmēa	['A. rhodocyanea']	['  Hook']
61	d2e24272Meyers-1905	Ackerschnecke	['Limax']	['  L']
62	d2e24272Meyers-1905	Ackerschnecke	['L. maximus']	['  L']
63	d2e24677Meyers-1905	Aconītum	['A. Napellus']	['  L']
64	d2e24677Meyers-1905	Aconītum	['A. ferox', '  Wallich']	[]
65	d2e24677Meyers-1905	Aconītum	['A. heterophyllum', '  Wallich']	[]
66	d2e24677Meyers-1905	Aconītum	['A. variegatum']	['  L']
67	d2e24677Meyers-1905	Aconītum	['A. Stoerkeanum', '  Rchb']	[]
68	d2e24677Meyers-1905	Aconītum	['A. Lycoctonum']	['  L']
69	d2e24677Meyers-1905	Aconītum	['A. Anthora']	['  L']
70	d2e24822Meyers-1905	Acŏrus	['A. Calamus']	['  L']
71	d2e24822Meyers-1905	Acŏrus	['A. gramineus']	['  Ait', '']
72	d2e25246Meyers-1905	Acrocōmia	['A. sclerocarpa']	['  Mart']
73	d2e25319Meyers-1905	Acróstichum	['A. barbatum']	['  Karst']
74	d2e25437Meyers-1905	Actaea	['A. spicata']	['  L']
75	d2e25437Meyers-1905	Actaea	['A. racemosa']	['  L']
76	d2e27054Meyers-1905	Adamsapfel	['Citrus Pomum Adami']	['  Risso', '']
77	d2e27320Meyers-1905	Adansonĭa	['A. digitata']	['  L']
78	d2e27320Meyers-1905	Adansonĭa	['B. Gregorii']	['  Fr. Müll']
79	d2e27928Meyers-1905	Addison	['Standard', '  Library']	['']
80	d2e29497Meyers-1905	Adenanthera	['A. pavonina']	['  L']
81	d2e29652Meyers-1905	Adenĭum	['Roem']	['. ']
82	d2e29652Meyers-1905	Adenĭum	['et']	['  Schult']
83	d2e29652Meyers-1905	Adenĭum	['Roem']	['. ']
84	d2e29652Meyers-1905	Adenĭum	['et']	['  Schult']
85	d2e29652Meyers-1905	Adenĭum	['A. Boehmianum', '  Schinz']	[]
86	d2e29761Meyers-1905	Adenóphora	['A. liliifolia']	['  Ledeb']
87	d2e30640Meyers-1905	Adiantum	['A. Capillus Veneris']	['  L']
88	d2e30640Meyers-1905	Adiantum	['Langsd']	['. ']
89	d2e30640Meyers-1905	Adiantum	['et']	['  Fisch']
90	d2e31550Meyers-1905	Adler [1]	['Aquila chrysaëtus']	['  L']
91	d2e31550Meyers-1905	Adler [1]	['A. melanaëtus']	['  L']
92	d2e31550Meyers-1905	Adler [1]	['A. pomarina']	['  Brehm', '']
93	d2e31550Meyers-1905	Adler [1]	['A. orientalis']	['  Cab']
94	d2e31550Meyers-1905	Adler [1]	['Hieraaetus pennatus']	['  Gm']
95	d2e31550Meyers-1905	Adler [1]	[', A. pennuta']	[]
96	d2e31550Meyers-1905	Adler [1]	['A. audax']	['  Gray', '']
97	d2e31550Meyers-1905	Adler [1]	['A. fasciata']	['  Vieill']
98	d2e31550Meyers-1905	Adler [1]	['Spizaëtos occipitalis']	['  Gray', '']
99	d2e31550Meyers-1905	Adler [1]	['S. bellicosus']	['  Levaill']
100	d2e31550Meyers-1905	Adler [1]	['Harpyia destructor']	['  L']
101	d2e31550Meyers-1905	Adler [1]	['Haliaëtus vocifer']	['  Gray', '']
102	d2e31550Meyers-1905	Adler [1]	['H. albicilla']	['  L']
103	d2e31550Meyers-1905	Adler [1]	['H, leucocephalus']	['  L']
104	d2e31550Meyers-1905	Adler [1]	['Pandion haliaëtus']	['  L']
105	d2e33445Meyers-1905	Adōnis [1]	['A. autumnalis']	['  L']
106	d2e33445Meyers-1905	Adōnis [1]	['A. aestivalis']	['  L']
107	d2e33445Meyers-1905	Adōnis [1]	['A. vernalis']	['  L']
108	d2e35557Meyers-1905	Aërĭdes	['A. odoratum']	['  Lour']
109	d2e37907Meyers-1905	Afrika	['Pennisetum spicatum', '  Ecke']	[]
110	d2e40919Meyers-1905	Afterfrühlingsfliegen	['Perla']	['  Geoffr']
111	d2e41750Meyers-1905	Agamen	['Agama']	['  Gray', '']
112	d2e41750Meyers-1905	Agamen	['A. colonorum']	['  Daud', '']
113	d2e41897Meyers-1905	Agapanthus	['A. umbellatus']	"[""  L'Herit""]"
114	d2e41967Meyers-1905	Agar-Agar	['Gracilaria) lichenoides']	['  Ag']
115	d2e41967Meyers-1905	Agar-Agar	['Eucheuma spinosum']	['  Ag']
116	d2e41967Meyers-1905	Agar-Agar	['Gelidium corneum']	['  Lamx']
117	d2e41967Meyers-1905	Agar-Agar	[', Gelidium cartilagineum']	[]
118	d2e42082Meyers-1905	Agaricus	['Hypholoma']	['  Fr']
119	d2e42082Meyers-1905	Agaricus	['A. fascicularis']	['  Huds']
120	d2e42082Meyers-1905	Agaricus	['A. campestris']	['  L']
121	d2e42082Meyers-1905	Agaricus	['A. pratensis']	['  Schäff']
122	d2e42082Meyers-1905	Agaricus	['A. arvensis']	['  Schäff']
123	d2e42082Meyers-1905	Agaricus	['A. silvaticus']	['  Schäff', '']
124	d2e42082Meyers-1905	Agaricus	['A. mutabilis']	['  Schäff']
125	d2e42082Meyers-1905	Agaricus	['A. adiposus', '  Batsch']	[]
126	d2e42082Meyers-1905	Agaricus	['A. prunulus']	['  Scop']
127	d2e42082Meyers-1905	Agaricus	['A. ostreatus']	['  Jacq']
128	d2e42082Meyers-1905	Agaricus	['A. esculentus']	['  Wulf']
129	d2e42082Meyers-1905	Agaricus	['A. graveolens']	['  Pers']
130	d2e42082Meyers-1905	Agaricus	['A. Pomonae', '  Lenz']	['']
131	d2e42082Meyers-1905	Agaricus	['A. melleus']	['  L']
132	d2e42082Meyers-1905	Agaricus	['A. procerus']	['  Scop']
133	d2e42082Meyers-1905	Agaricus	['A. rubescens']	['  Fr']
134	d2e42082Meyers-1905	Agaricus	['A. muscarius']	['  L']
135	d2e42082Meyers-1905	Agaricus	['A. pantherinus']	['  DC']
136	d2e42082Meyers-1905	Agaricus	['A. phalloides']	['  Fr']
137	d2e42082Meyers-1905	Agaricus	['A. caesareus']	['  Scop']
138	d2e42687Meyers-1905	Agathis	['A. ovata']	['  Moore', '']
139	d2e42687Meyers-1905	Agathis	['A. Dammara']	['  Rich']
140	d2e42687Meyers-1905	Agathis	['D. robusta']	['  Moore', '']
141	d2e42951Meyers-1905	Agave	['A. americana']	['  L']
142	d2e42951Meyers-1905	Agave	['A. rigida']	['  Mill']
143	d2e42951Meyers-1905	Agave	['A. heteracantha']	['  Zucc']
144	d2e42951Meyers-1905	Agave	['A. vivipara']	['  L']
145	d2e43610Meyers-1905	Agerātum	['A. conyzoides']	['  L']
146	d2e43610Meyers-1905	Agerātum	['A. mexicanum']	['  Sims']
147	d2e45130Meyers-1905	Aegle	['A. Marmelos', '  Correa']	['']
148	d2e45870Meyers-1905	Aegopōdium	['A. Podagraria']	['  L', '']
149	d2e47088Meyers-1905	Agrimonĭa	['A. Eupatoria']	['  L']
150	d2e47088Meyers-1905	Agrimonĭa	['A. officinalis']	['  Lam']
151	d2e47366Meyers-1905	Agropȳrum	['A. repens']	['  Beauv']
152	d2e47366Meyers-1905	Agropȳrum	['Triticum repens']	['  L']
153	d2e47366Meyers-1905	Agropȳrum	['A. junceum']	['  Beauv']
154	d2e47414Meyers-1905	Agrostemma	['A. Githago']	['  L']
155	d2e47458Meyers-1905	Agrostis	['A. vulgaris', '  With']	['']
156	d2e47458Meyers-1905	Agrostis	['A. alba']	['  Schrad']
157	d2e47458Meyers-1905	Agrostis	['A. alba']	['  L']
158	d2e47458Meyers-1905	Agrostis	['A. spica venti']	['  L']
159	d2e47458Meyers-1905	Agrostis	[]	['Boiss', '. ']
160	d2e47458Meyers-1905	Agrostis	['et', '  Reut']	[]
161	d2e48044Meyers-1905	Aguti	['D. Aguti']	['  L']
162	d2e48146Meyers-1905	Ägypten	['Archaeological Survey of', '  Egypt']	['']
163	d2e50863Meyers-1905	Ahorn	['A. tataricum']	['  L']
164	d2e50863Meyers-1905	Ahorn	['A. pseudoplatanus']	['  L']
165	d2e50863Meyers-1905	Ahorn	['A. platanoides']	['  L']
166	d2e50863Meyers-1905	Ahorn	['A. saccharinum']	['  Wangenh']
167	d2e50863Meyers-1905	Ahorn	['A. campestre']	['  L']
168	d2e50863Meyers-1905	Ahorn	['A. Monspessulanum']	['  L']
169	d2e50863Meyers-1905	Ahorn	['A. dasycarpum']	['  Ehrh']
170	d2e50863Meyers-1905	Ahorn	['A. rubrum']	['  L']
171	d2e50863Meyers-1905	Ahorn	['A. Negundo']	['  L']
172	d2e50863Meyers-1905	Ahorn	['A. californicum']	['  C. Koch', '']
173	d2e52182Meyers-1905	Aiguillon [2]	"[""Le duc d'A. et La"", '  Chalotais']"	['']
174	d2e52961Meyers-1905	Aira	['A. caespitosa']	['  L']
175	d2e52961Meyers-1905	Aira	['A. canescens']	['  L']
176	d2e52961Meyers-1905	Aira	['A. pulchella']	['  L']
177	d2e52961Meyers-1905	Aira	['A. elegans', '  Gaud']	[]
178	d2e52961Meyers-1905	Aira	['A. caryophyllea']	['  L']
179	d2e62359Meyers-1905	Aland [1]	['melanotus']	['  Heck']
180	d2e64775Meyers-1905	Albătros	['D. exulans']	['  L']
181	d2e65201Meyers-1905	Albergāti Capacelli	['Il saggio', '  amico']	['']
182	d2e65524Meyers-1905	Albert [2]	['Addresses delivered on different public occasiōns', '  by H. R. H. Prince A']	[]
183	d2e66711Meyers-1905	Albizzia	['A. lophanta']	['  Benth']
184	d2e66711Meyers-1905	Albizzia	['Acacia lophanta']	['  Willd']
185	d2e66711Meyers-1905	Albizzia	['A.Lebbek']	['  Benth']
186	d2e66711Meyers-1905	Albizzia	['Acacia Lebbek']	['  Willd']
187	d2e66711Meyers-1905	Albizzia	['A. Saman', '  Fr. r. M']	[]
188	d2e66711Meyers-1905	Albizzia	['A. Julibrissin', '  Boiv']	[]
189	d2e68710Meyers-1905	Alchemilla	['A. vulgaris']	['  L']
190	d2e68710Meyers-1905	Alchemilla	['A. alpina']	['  L']
191	d2e70276Meyers-1905	Aleárdi	"[""Un' ora della"", '  mia giovinezza']"	['']
192	d2e71345Meyers-1905	Aleurītes	['A. moluccana']	['  Willd']
193	d2e71345Meyers-1905	Aleurītes	['A. triloba']	['  Forst']
194	d2e71345Meyers-1905	Aleurītes	['A. cordata', '  Müll. — Arg']	[]
195	d2e72907Meyers-1905	Alexandriner	['Traité général de', '  versification française']	['']
196	d2e73971Meyers-1905	Alfons	['Ordenações', '  do Rey D. Affonso V']	['']
197	d2e76424Meyers-1905	Alhagi	['A. Maurorum']	['  Med']
198	d2e76424Meyers-1905	Alhagi	['A. Camelorum']	['  Fisch']
199	d2e78002Meyers-1905	Alk	['A. torda']	['  L']
200	d2e78002Meyers-1905	Alk	['A. impennis']	['  L']
201	d2e78473Meyers-1905	Alkanna	['A. tinctoria', '  Tausch']	['']
202	d2e79997Meyers-1905	Allanblackĭa	['A. Stuhlmannii']	['  Engl']
203	d2e82100Meyers-1905	Alligatoren	['Alligator lucius']	['  Cuv']
204	d2e82100Meyers-1905	Alligatoren	['Jacare latirostris']	['  Gray', '']
205	d2e82100Meyers-1905	Alligatoren	['J. sclerops']	['  Gray', '']
206	d2e82100Meyers-1905	Alligatoren	['J. nigra']	['  Gray', '']
207	d2e82379Meyers-1905	Allĭum	['A. neapolitanum', '  Cyr']	[]
208	d2e85105Meyers-1905	Alocasĭa	['A. macrorhiza']	['  Schott']
209	d2e85105Meyers-1905	Alocasĭa	['A. odora']	['  C. Koch', '']
210	d2e85105Meyers-1905	Alocasĭa	['A. indica']	['  Schott']
211	d2e85105Meyers-1905	Alocasĭa	['A. cuprea']	['  C. Koch']
212	d2e85153Meyers-1905	Aloë [1]	['A. vera']	['  L']
213	d2e85153Meyers-1905	Aloë [1]	['A. socotrina']	['  Lam']
214	d2e85153Meyers-1905	Aloë [1]	['A. vulgaris']	['  L']
215	d2e85153Meyers-1905	Aloë [1]	['A. perfoliata']	['  Thunb']
216	d2e85153Meyers-1905	Aloë [1]	['A. angustifolia']	['  L']
217	d2e85295Meyers-1905	Aloehanf	['Aloe perfoliata']	['  Thunb']
218	d2e85321Meyers-1905	Aloeholz	['Aquilaria Agallocha']	['  Roxb', '']
219	d2e85667Meyers-1905	Alopecūrus	['A. pratensis']	['  L']
220	d2e87160Meyers-1905	Alpendohle	['P. graculus']	['  Cuv']
221	d2e88683Meyers-1905	Alpinĭa	['A. Galanga']	['  Willd']
222	d2e88683Meyers-1905	Alpinĭa	['A. officinarum', '  Hance']	['']
223	d2e88683Meyers-1905	Alpinĭa	['A. nutans']	['  Rosc']
224	d2e89005Meyers-1905	Alse	['A. vulgaris']	['  Cuv']
225	d2e89005Meyers-1905	Alse	['A. sapidissima']	['  Wils']
226	d2e89005Meyers-1905	Alse	['A. toli']	['  Cuv']
227	d2e89005Meyers-1905	Alse	['A. Finta']	['  Cuv']
228	d2e89374Meyers-1905	Alstonĭa	['A. constricta', '  F. Müll']	[]
229	d2e89487Meyers-1905	Alstroemerĭa	['A. aurantiaca', '  D. Don']	[]
230	d2e89487Meyers-1905	Alstroemerĭa	[]	['R', '. ']
231	d2e89487Meyers-1905	Alstroemerĭa	['et']	['  Par']
232	d2e92572Meyers-1905	Althaea	['A. officinalis']	['  L']
233	d2e92572Meyers-1905	Althaea	['A. rosea', '  Car']	[]
234	d2e92572Meyers-1905	Althaea	['Alcea rosea']	['  L']
235	d2e93015Meyers-1905	Altingĭa	['A. chinensis', '  Hook fil']	[]
236	d2e96088Meyers-1905	Alyssum	['A. argenteum']	['  Willd']
237	d2e96088Meyers-1905	Alyssum	['A. saxatile']	['  L']
238	d2e96377Meyers-1905	Amadīnen	['Spermestes cucullata', '  Swsn']	[]
239	d2e96377Meyers-1905	Amadīnen	['S. striata']	['  L']
240	d2e96377Meyers-1905	Amadīnen	['S. fasciata', '  Gml']	[]
241	d2e97424Meyers-1905	Amarantus	['A. caudatus']	['  L']
242	d2e97424Meyers-1905	Amarantus	['A. speciosus']	['  Sims']
243	d2e97424Meyers-1905	Amarantus	['A. tricolor']	['  L']
244	d2e97424Meyers-1905	Amarantus	['A. Blitum']	['  L']
245	d2e97424Meyers-1905	Amarantus	['Euxolus viridis', '  Moq']	[]
246	d2e97424Meyers-1905	Amarantus	['A. prostratus', '  Balbis']	['']
247	d2e97424Meyers-1905	Amarantus	['E. deflexus', '  Rafin']	[]
248	d2e97424Meyers-1905	Amarantus	['A. silvestris']	['  Desf']
249	d2e97424Meyers-1905	Amarantus	['A. frumentaceus', '  Buchan']	[]
250	d2e97424Meyers-1905	Amarantus	['A. oleraceus']	['  L']
251	d2e97424Meyers-1905	Amarantus	['E. oleraceus', '  Moq']	[]
252	d2e97814Meyers-1905	Amaryllis [1]	['A. Belladonna']	['  L']
253	d2e100304Meyers-1905	Ameisen	['Anomma arcens', '  West']	[]
254	d2e100304Meyers-1905	Ameisen	['Anomma arcens']	['  Westw']
255	d2e100304Meyers-1905	Ameisen	['Camponotus herculaneus']	['  L']
256	d2e100304Meyers-1905	Ameisen	['Lasius niger']	['  Latr']
257	d2e100304Meyers-1905	Ameisen	['Myrmecocystus hortus deorum']	['  Wesm']
258	d2e100304Meyers-1905	Ameisen	['Atta cephalotes']	['  L']
259	d2e100697Meyers-1905	Ameisenfresser	['Myrmecophaga jubata']	['  L']
260	d2e100697Meyers-1905	Ameisenfresser	['M. tetradactyla']	['  L']
261	d2e100822Meyers-1905	Ameisenigel	['E. aculeata']	['  Cuv']
262	d2e100895Meyers-1905	Ameisenlöwe	['Myrmecoleon formicarius']	['  L']
263	d2e101142Meyers-1905	Ameisenvögel	['Formicivora domicella']	['  Gray', '']
264	d2e101210Meyers-1905	Amelanchĭer	['A. vulgaris']	['  Mönch', '']
265	d2e101210Meyers-1905	Amelanchĭer	['Aronia rotundifolia']	['  Pers']
266	d2e101210Meyers-1905	Amelanchĭer	['A. canadensis', '  Torr']	[]
267	d2e102443Meyers-1905	Amerikanische Altertümer	['Burial mounds of the northern sections of the United', '  States']	['']
268	d2e104202Meyers-1905	Amĭen	['Amia calva']	['  L']
269	d2e104959Meyers-1905	Ammern [2]	['Emberiza']	['  L']
270	d2e104959Meyers-1905	Ammern [2]	['Emberiza citrinella']	['  L']
271	d2e104959Meyers-1905	Ammern [2]	['E. cia']	['  L']
272	d2e104959Meyers-1905	Ammern [2]	['E. schoeniclus']	['  L']
273	d2e104959Meyers-1905	Ammern [2]	['E. calandra']	['  L']
274	d2e104959Meyers-1905	Ammern [2]	['E. hortulana']	['  L']
275	d2e104959Meyers-1905	Ammern [2]	['E. melanocephala']	['  Scop']
276	d2e105161Meyers-1905	Ammi	['A. majus']	['  L']
277	d2e105161Meyers-1905	Ammi	['A. visnaga']	['  Link']
278	d2e105211Meyers-1905	Ammobĭum	['A. alatum', '  H. Br']	[]
279	d2e106939Meyers-1905	Amōmum	['A. Melegueta']	['  Rosc']
280	d2e106939Meyers-1905	Amōmum	['A. Cardamomum']	['  L']
281	d2e106939Meyers-1905	Amōmum	['A. maximum']	['  Roxb']
282	d2e107203Meyers-1905	Amorpha	['A. fruticosa']	['  L']
283	d2e107203Meyers-1905	Amorpha	['A. canescens']	['  Nutt']
284	d2e107253Meyers-1905	Amorphophallus	['A. campanulatus']	['  Blume']
285	d2e107253Meyers-1905	Amorphophallus	['A. titanum']	['  Becc']
286	d2e107253Meyers-1905	Amorphophallus	['Conophallus Titanum']	['  Becc']
287	d2e107649Meyers-1905	Ampelodesmos	['A. tenax']	['  L']
288	d2e108870Meyers-1905	Amphióxus lanceolātus	['Branchiostoma lubricum', '  Costa']	['']
289	d2e112181Meyers-1905	Amўris	['A. balsamifera']	['  L']
290	d2e112181Meyers-1905	Amўris	['A. silvatica']	['  Jacq']
291	d2e112435Meyers-1905	Anabăsis [2]	['A. tamariscifolia']	['  L']
292	d2e112556Meyers-1905	Anacardĭum	['A. occidentale']	['  L']
293	d2e112751Meyers-1905	Anacyclus	['officinarum']	['  Hayne', '']
294	d2e112751Meyers-1905	Anacyclus	['A. Pyrethrum']	['  DC']
295	d2e112981Meyers-1905	Anagallis	['A. arvensis']	['  L']
296	d2e114760Meyers-1905	Anamirta	[]	['Wight', '  ']
297	d2e114760Meyers-1905	Anamirta	['et']	['  Arn']
298	d2e114972Meyers-1905	Anănas	['A. sativus']	['  Lindl']
299	d2e115116Meyers-1905	Ananaskrankheit	['Tylenchus devastatrix', '  Kühne']	['']
300	d2e115259Meyers-1905	Anaphalis	[]	['Benth', '. ']
301	d2e115259Meyers-1905	Anaphalis	['et', '  Hook. fil']	[]
302	d2e117427Meyers-1905	Anchusa	['A. italica']	['  Retz']
303	d2e117427Meyers-1905	Anchusa	['A. sempervirens']	['  L']
304	d2e117505Meyers-1905	Anchylostŏmum duodenāle	['Dochmius duodenalis']	['  Leuck']
305	d2e119199Meyers-1905	Andīra	['A. Araroba', '  Aguiar']	['']
306	d2e119199Meyers-1905	Andīra	['A. inermis']	['  H. B. K']
307	d2e120695Meyers-1905	Andromĕda [1]	['A. polifolia']	['  L']
308	d2e120695Meyers-1905	Andromĕda [1]	['A. floribunda']	['  Pursh']
309	d2e120695Meyers-1905	Andromĕda [1]	['A. japonica']	['  Thunb']
310	d2e120958Meyers-1905	Andropōgon	['A. Ischaemum']	['  L']
311	d2e120958Meyers-1905	Andropōgon	['A. squarrosus', '  L. pl']	[]
312	d2e120958Meyers-1905	Andropōgon	['A. muricatus']	['  Retz']
313	d2e120958Meyers-1905	Andropōgon	['A. citratus']	['  DC']
314	d2e120958Meyers-1905	Andropōgon	['A. formosus']	['  hort']
315	d2e121109Meyers-1905	Androsāce	['A. sarmentosa']	['  Wall']
316	d2e121109Meyers-1905	Androsāce	[', A. lanuginosa']	[]
317	d2e121688Meyers-1905	Anemōne	['A. coronaria']	['  L']
318	d2e121688Meyers-1905	Anemōne	['A. japonica']	['  Sieb']
319	d2e121688Meyers-1905	Anemōne	['A. fulgens', '  Gay']	['']
320	d2e121688Meyers-1905	Anemōne	['A. nemorosa', '  l']	[]
321	d2e122266Meyers-1905	Anēthum	['A. graveolens']	['  L']
322	d2e122266Meyers-1905	Anēthum	['A. sowa']	['  Roxb']
323	d2e123376Meyers-1905	Angelĭca	['Archangelica officinalis']	['  Hoffm']
324	d2e124802Meyers-1905	Angioptĕris	['A. evecta']	['  Hoffm']
325	d2e124917Meyers-1905	Ang-Khat	['Monascus purpureus', '  Went']	[]
326	d2e126056Meyers-1905	Angrēcum	['A. fragrans', '  Thouars']	['']
327	d2e129773Meyers-1905	Ankömmlinge	['Tanacetum', '  Parthenium, Echinops sphaerocephalus']	['']
328	d2e132631Meyers-1905	Anolis	['A. principalis']	['  L']
329	d2e132918Meyers-1905	Anōna	['A. squamosa']	['  L']
330	d2e132918Meyers-1905	Anōna	['A. muricata']	['  L']
331	d2e134742Meyers-1905	Anschōvis	['E. encrasicholus']	['  L']
332	d2e136789Meyers-1905	Antennaria	['A. dioica']	['  Gärtn']
333	d2e136789Meyers-1905	Antennaria	['Gnaphalium dioicum']	['  L']
334	d2e137129Meyers-1905	Anthēmĭs	['A. arvensis']	['  L']
335	d2e137227Meyers-1905	Antherĭcum	['A. Liliago']	['  L']
336	d2e137227Meyers-1905	Antherĭcum	['A. ramosum']	['  L']
337	d2e137721Meyers-1905	Anthoxanthum	['A. odoratum']	['  L']
338	d2e138263Meyers-1905	Anthriscus	['A. silvestris']	['  Hoffm']
339	d2e138914Meyers-1905	Anthūrium	['A. leucon euron']	['  Lem']
340	d2e138914Meyers-1905	Anthūrium	[', A. magnificum']	[]
341	d2e138914Meyers-1905	Anthūrium	['André']	[', ']
342	d2e138914Meyers-1905	Anthūrium	['A. Andreanum', '  Linden']	['']
343	d2e138914Meyers-1905	Anthūrium	['A. pedato-radiatum']	['  Schott', '']
344	d2e138914Meyers-1905	Anthūrium	['A. Scherzerianum']	['  Schott', '']
345	d2e139000Meyers-1905	Anthyllis	['A. vulneraria']	['  L']
346	d2e139082Meyers-1905	Antiāris	['A, toxicaria', '  Lesch']	[]
347	d2e139082Meyers-1905	Antiāris	['A. zeylonica']	['  Seem']
348	d2e140361Meyers-1905	Antilopen	['Antilope Cervicapra']	['  Pall']
349	d2e140361Meyers-1905	Antilopen	['Antilope dorcas']	['  Licht']
350	d2e140361Meyers-1905	Antilopen	['Antidorcas Euphore', '  Forster']	['']
351	d2e140361Meyers-1905	Antilopen	['Bubalis pygarga']	['  Sund']
352	d2e140361Meyers-1905	Antilopen	['B. albifrons']	['  Sund']
353	d2e140361Meyers-1905	Antilopen	['B. senegalensis']	['  Gray', '']
354	d2e140361Meyers-1905	Antilopen	['B. bubalis']	['  Pall']
355	d2e140361Meyers-1905	Antilopen	['Bubalis Caama']	['  Sund']
356	d2e140361Meyers-1905	Antilopen	['Saiga Saiga']	['  Wagn']
357	d2e140361Meyers-1905	Antilopen	['Redunca eleotragus']	['  Gray', '']
358	d2e140361Meyers-1905	Antilopen	['Kobus ellipsiprymnus']	['  Sund']
359	d2e140361Meyers-1905	Antilopen	['Hippotragus leucophaeus']	['  Sund']
360	d2e140361Meyers-1905	Antilopen	['Oryx leucoryx']	['  Rüpp']
361	d2e140361Meyers-1905	Antilopen	['O. Beïsa']	['  Rüpp']
