	EntryID	headword	compound
1296	d2e166243Herder-1854	Dys	Dysurie
1323	d2e166470Herder-1854	Ebbe	Sonnenebbe
1324	d2e166470Herder-1854	Ebbe	Mondebbe
1325	d2e167252Herder-1854	Ecclesia	Ecclesiarch
1326	d2e167252Herder-1854	Ecclesia	Ecclesiarchie
1327	d2e167252Herder-1854	Ecclesia	Ecclesiastes
1328	d2e167252Herder-1854	Ecclesia	Ecclesiastisch
1329	d2e167252Herder-1854	Ecclesia	Ecclesiasticus
1330	d2e167893Herder-1854	Eclat	Eclatante
1331	d2e168581Herder-1854	Edrisi	Edrisiden
1332	d2e169227Herder-1854	Egel	Blutegel
1333	d2e169341Herder-1854	Egge [1]	Quereggen
1334	d2e169556Herder-1854	Ehe	Lehengüter
1335	d2e169556Herder-1854	Ehe	gleichstehen
1336	d2e169556Herder-1854	Ehe	Civilehe
1337	d2e169556Herder-1854	Ehe	geheiligt
1338	d2e169642Herder-1854	Eheliche	uneheliche
1354	d2e170040Herder-1854	Eiche	Eichelkasse
1355	d2e170040Herder-1854	Eiche	Eichelmehl
1356	d2e170040Herder-1854	Eiche	Eicheln
1357	d2e170040Herder-1854	Eiche	Anzeichen
1358	d2e170040Herder-1854	Eiche	Eichelmast
1359	d2e170402Herder-1854	Eid	Meineid
1360	d2e171532Herder-1854	Einöde	Vereinöden
1361	d2e171831Herder-1854	Eis	Polareis
1362	d2e171831Herder-1854	Eis	leiseste
1363	d2e171831Herder-1854	Eis	Speisen
1364	d2e171919Herder-1854	Eisen [1]	Magneteisenstein
1365	d2e171919Herder-1854	Eisen [1]	Thoneisenstein
1366	d2e171919Herder-1854	Eisen [1]	Spatheisenstein
1367	d2e171919Herder-1854	Eisen [1]	Grüneisenstein
1368	d2e171919Herder-1854	Eisen [1]	Rotheisenstein
1369	d2e171919Herder-1854	Eisen [1]	Brauneisenstein
1372	d2e174747Herder-1854	Elzevir	Elzeviriano
1373	d2e174798Herder-1854	E. m.	ejusdem mensis
1374	d2e175290Herder-1854	Emetin	Emetinum
1375	d2e175348Herder-1854	Eminent	Eminentia
1376	d2e175439Herder-1854	Emme	Emmenthal
1378	d2e177339Herder-1854	Engern	Westengern
1379	d2e177667Herder-1854	Enkomiastik	Enkomiastikon
1380	d2e177927Herder-1854	Enorm	Enormität
1381	d2e178207Herder-1854	Ente	Wildente
1383	d2e178839Herder-1854	Entwässerung	Entwässerungsmittel
1384	d2e178875Herder-1854	Entwickelung	Pubertätsentwickelung
1385	d2e178875Herder-1854	Entwickelung	Entwickelungskrankheiten
1386	d2e179308Herder-1854	Eparch	Eparchie
1387	d2e179484Herder-1854	Ephemer	Ephemeriden
1388	d2e179484Herder-1854	Ephemer	Ephemeren
1389	d2e179873Herder-1854	Epikur	Epikuräisch
1390	d2e179873Herder-1854	Epikur	Epikuräer
1392	d2e180607Herder-1854	Equilibrist	Aequilibrist
1393	d2e180994Herder-1854	Erbium	Terbiumoxyd
1394	d2e182214Herder-1854	Eremitage	Heremitage
1395	d2e182449Herder-1854	Ergot	Ergotin
1396	d2e182462Herder-1854	Erhaben	Erhabenheit
1397	d2e183020Herder-1854	Erlösung	Erlösungswerkes
1398	d2e183828Herder-1854	Erz [1]	vererztes
1399	d2e184051Herder-1854	Escamote	Escamoteur
1400	d2e184138Herder-1854	Esch	Oesch
1401	d2e184148Herder-1854	Esche	Eschenmanna
1402	d2e184515Herder-1854	Esel	Maulesel
1403	d2e184515Herder-1854	Esel	Eselin
1404	d2e185224Herder-1854	Essig	Branntweinessig
1405	d2e185416Herder-1854	Este [2]	Oesterreich
1407	d2e186159Herder-1854	Etsch	Retscher
1409	d2e188150Herder-1854	Ex [2]	Exmouth
1410	d2e189414Herder-1854	Exil	Exilirter
1411	d2e189926Herder-1854	Experiment	Experimentalchemie
1414	d2e190840Herder-1854	Extravasat	Extravasation
1415	d2e191150Herder-1854	Ezechiel	Ezechielem
1418	d2e191606Herder-1854	Fabrik	Fabrikat
1419	d2e191606Herder-1854	Fabrik	Fabrikation
1420	d2e191606Herder-1854	Fabrik	Fabrikant
1421	d2e191606Herder-1854	Fabrik	Fabriken
1422	d2e191802Herder-1854	Facil	Facilität
1423	d2e191855Herder-1854	Façon	Façonnier
1424	d2e191855Herder-1854	Façon	Façonneur
1425	d2e191855Herder-1854	Façon	Façonnerie
1426	d2e191919Herder-1854	Faction	Factionär
1427	d2e191948Herder-1854	Factor	Factorei
1428	d2e192121Herder-1854	Fächer	Fächerpalme
1429	d2e192121Herder-1854	Fächer	Fächerflügler
1430	d2e192191Herder-1854	Fälschung	Verfälschung
1432	d2e192911Herder-1854	Falken	Edelfalken
1433	d2e193076Herder-1854	Fall [2]	Falles
1434	d2e193247Herder-1854	Falsa	Falsarius
1435	d2e193303Herder-1854	Falset	Falsetto
1437	d2e193827Herder-1854	Farbe	Oelfarben
1438	d2e193827Herder-1854	Farbe	Wasserfarben
1439	d2e193827Herder-1854	Farbe	Wachsfarben
1440	d2e194231Herder-1854	Fas	nefas
1441	d2e194245Herder-1854	Fasan	Fasanerien
1442	d2e194464Herder-1854	Fasten	Fastenzeit
1443	d2e194464Herder-1854	Fasten	Weihnachtfasten
1444	d2e194613Herder-1854	Fata	Fatalität
1445	d2e195174Herder-1854	Favor	Favorit
1446	d2e195174Herder-1854	Favor	Favorite
1447	d2e195571Herder-1854	Federn	Gänsefedern
1448	d2e195747Herder-1854	Fehm	Ausfehmen
1449	d2e195747Herder-1854	Fehm	Einfehmen
1450	d2e196455Herder-1854	Felsberg	Neufelsberg
1451	d2e197106Herder-1854	Ferment	Fermentum
1452	d2e197302Herder-1854	Ferrandin	Ferrandiniers
1453	d2e197591Herder-1854	Fessel	Fesselgelenk
1455	d2e198896Herder-1854	Fieber	Quotidianfieber
1456	d2e199752Herder-1854	Finger	Fingerspitze
1457	d2e200223Herder-1854	Firn	Firner
1459	d2e200675Herder-1854	Fix [2]	Fixirung
1461	d2e202799Herder-1854	Flos	Blancflos
1462	d2e202943Herder-1854	Flüchtig	verflüchtigen
1463	d2e203167Herder-1854	Flur	Hausflur
1464	d2e203394Herder-1854	Foe	Defoe
1465	d2e203476Herder-1854	Föhr	Föhrde
1466	d2e203786Herder-1854	Fol.	Folio
1468	d2e205606Herder-1854	Fragil	Fragilität
1469	d2e205669Herder-1854	Frais	Fraisch
1470	d2e206016Herder-1854	Frank [1]	Frankfurt
1471	d2e206077Herder-1854	Franken	Ostfranken
1472	d2e206077Herder-1854	Franken	Rheinfranken
1473	d2e206588Herder-1854	Franz [2]	Franzens
1474	d2e207381Herder-1854	Frater	Fraternität
1475	d2e207425Herder-1854	Frau	Jungfrau
1476	d2e208282Herder-1854	Freising	Freisingen
1477	d2e208587Herder-1854	Fret	Freteur
1478	d2e208898Herder-1854	Friede	Friedelosigkeit
1479	d2e209584Herder-1854	Frigid	Frigidität
1480	d2e209716Herder-1854	Frist	Nothfrist
1481	d2e209800Herder-1854	Frivol	Frivolität
1482	d2e209973Herder-1854	Fronde	Frondeurs
1483	d2e211532Herder-1854	Fundament	Fundamentum
1484	d2e211693Herder-1854	Fur	Darfur
1485	d2e211968Herder-1854	Fuß [1]	Fußwurzel
1486	d2e211968Herder-1854	Fuß [1]	Mittelfuße
1487	d2e212286Herder-1854	Futil	Futilität
1495	d2e212460Herder-1854	Gabel [1]	Tischgabel
1496	d2e212738Herder-1854	Gähnen	Gähnensehen
1498	d2e215479Herder-1854	Garten	Gartenkunst
1500	d2e215650Herder-1854	Gastein	Hofgastein
1501	d2e216154Herder-1854	Gavial	Gavialis
1503	d2e216412Herder-1854	Gebet	Bittgebet
1504	d2e216765Herder-1854	Gefäße	Blutgefäße
1505	d2e216765Herder-1854	Gefäße	Capillargefäße
1506	d2e216765Herder-1854	Gefäße	Lymphgefäße
1507	d2e216830Herder-1854	Gefle	Gefleborg-Län
1508	d2e216830Herder-1854	Gefle	Gefleborg
1509	d2e217145Herder-1854	Gehirn	Gehirnnervenpaare
1510	d2e217570Herder-1854	Geist	Geistigen
1511	d2e217980Herder-1854	Geld	Papiergeld
1512	d2e218091Herder-1854	Gelenk	Gelenkdrüsen
1513	d2e218140Herder-1854	Gellius	Agellius
1514	d2e218487Herder-1854	Gemüth	Gemüthlichkeit
1515	d2e218963Herder-1854	Genial	Genialität
1516	d2e220222Herder-1854	Gerando	Degerando
1517	d2e220853Herder-1854	Geroldseck	Hohengeroldseck
1518	d2e221371Herder-1854	Geschmack	Geschmacksempfindung
1519	d2e221590Herder-1854	Gesicht	Angesicht
1520	d2e223518Herder-1854	Giotto	Ambrogiotto
1521	d2e224053Herder-1854	Glätte	Bleiglätte
1522	d2e224073Herder-1854	Glagol	Glagolitza
1523	d2e224192Herder-1854	Glas	Glashütten
1524	d2e224342Herder-1854	Glaube	Unglaube
1525	d2e224342Herder-1854	Glaube	Aberglaube
1526	d2e224734Herder-1854	Glimmer	Glimmerschiefers
1527	d2e224919Herder-1854	Glockner	Großglockner
1528	d2e224929Herder-1854	Glogau	Großglogau
1529	d2e225030Herder-1854	Glossa	Glossalgie
1530	d2e225919Herder-1854	Göltzsch	Göltzschthal
1531	d2e226445Herder-1854	Gold	Goldes
1532	d2e226498Herder-1854	Goldast	Goldastianae
1533	d2e226535Herder-1854	Goldberg	Goldbergwerke
1534	d2e227594Herder-1854	Gothen	Westgothen
1535	d2e227594Herder-1854	Gothen	Ostgothen
1536	d2e228793Herder-1854	Gräser	Futtergräser
1537	d2e228865Herder-1854	Graf	Grafio
1538	d2e230250Herder-1854	Gregor	Gregorianische
1539	d2e231450Herder-1854	Griwe	Griweniki
1540	d2e232900Herder-1854	Grund [1]	Hintergrund
1541	d2e233185Herder-1854	Grusch	Biergrusch
1542	d2e233364Herder-1854	Guajac	Guajacum
1543	d2e234419Herder-1854	Guinea	Südguinea
1558	d2e235447Herder-1854	Haag	sʼGraavenhaag
1559	d2e235722Herder-1854	Habit	Habitus
1560	d2e235795Herder-1854	Habsburg	Habsburger
1562	d2e236201Herder-1854	Hämon	Hämonia
1563	d2e236519Herder-1854	Hafen	Freihafen
1564	d2e236586Herder-1854	Haft	Schuldknechtschaft
1565	d2e236586Herder-1854	Haft	Schuldhaft
1566	d2e236586Herder-1854	Haft	Verhaft
1567	d2e236596Herder-1854	Hag	Hagin
1568	d2e237143Herder-1854	Haiti	Haitien
1569	d2e237186Herder-1854	Haken	Hakenbüchse
1570	d2e238267Herder-1854	Hamburg	Hamburger
1572	d2e238530Herder-1854	Hamp	Southampton
1573	d2e238530Herder-1854	Hamp	Hampshire
1574	d2e238954Herder-1854	Handlung	Verhandlung
1575	d2e239194Herder-1854	Hanno [1]	Hannonis
1576	d2e240579Herder-1854	Hasel	Haselnußstrauch
1577	d2e240799Herder-1854	Hasta	Subhastation
1578	d2e241324Herder-1854	Haut	Lederhaut
1579	d2e242060Herder-1854	Hecker [2]	Heckerputsches
1580	d2e242652Herder-1854	Heher	Nußheher
1582	d2e242875Herder-1854	Heilig	Heiligsprechung
1583	d2e242875Herder-1854	Heilig	Heiligenverehrung
1584	d2e242875Herder-1854	Heilig	Heiligen
1585	d2e244051Herder-1854	Hel	Hellia
1586	d2e244559Herder-1854	Helle	Hellespont
1587	d2e247040Herder-1854	Herrnhut	Herrnhuter
1588	d2e247677Herder-1854	Heterodox	Heterodoxie
1589	d2e248551Herder-1854	Hibrida	Hibridation
1590	d2e249693Herder-1854	Hippo	Hippona
1591	d2e249860Herder-1854	Hippolog	Hippologie
1592	d2e251297Herder-1854	Hof [1]	Oberhofmarschall
1594	d2e251696Herder-1854	Hoheit	Hoheiten
1595	d2e252775Herder-1854	Homer	Homeriden
1596	d2e253159Herder-1854	Honduras	Hondurasbai
1597	d2e253295Herder-1854	Honigstein	Honigsteinsäure
1598	d2e253827Herder-1854	Horeb	Choreb
1599	d2e253930Herder-1854	Horn [2]	Waldhorn
1600	d2e254684Herder-1854	Hottinger [1]	Hottingerianus
1601	d2e255437Herder-1854	Hülse	Hülsenfrüchte
1602	d2e255511Herder-1854	Huet	Huetius
1603	d2e255511Herder-1854	Huet	Huetii
1604	d2e255589Herder-1854	Huf	Einhufer
1605	d2e255589Herder-1854	Huf	Vielhufer
1606	d2e255589Herder-1854	Huf	Zweihufer
1607	d2e256426Herder-1854	Hunger	Verhungerns
1608	d2e256794Herder-1854	Hutter	Hutterus
1609	d2e257728Herder-1854	Hymen	Hymenäos
1625	d2e258811Herder-1854	Ich	bezeichnet
1626	d2e258811Herder-1854	Ich	ursprüngliches
1627	d2e258811Herder-1854	Ich	Endlich
1628	d2e258811Herder-1854	Ich	nicht
1629	d2e258811Herder-1854	Ich	Fichte
1630	d2e259056Herder-1854	Ideal	Idealisiren
1632	d2e259288Herder-1854	Idiot	Idiotismus
1633	d2e259288Herder-1854	Idiot	Idiotikon
1634	d2e259370Herder-1854	Idria	Idrialitin
1635	d2e259370Herder-1854	Idria	Idriatin
1636	d2e259370Herder-1854	Idria	Idrialit
1637	d2e259707Herder-1854	Ikaria	Nikaria
1638	d2e259992Herder-1854	Illegal	Illegalität
1639	d2e260992Herder-1854	Impar	Imparität
1640	d2e261388Herder-1854	Impetigo	Impetigologie
1641	d2e261933Herder-1854	Impuls	Impulsion
1643	d2e262923Herder-1854	Incognito	Incognito-Reisen
1644	d2e263383Herder-1854	Incorrect	Incorrectheit
1645	d2e263915Herder-1854	Indien	Ostindien
1646	d2e263915Herder-1854	Indien	Westindien
1647	d2e264039Herder-1854	Indigo	Indigofera
1648	d2e264039Herder-1854	Indigo	Indigoferaarten
1649	d2e264161Herder-1854	Indiscret	Indiscretion
1650	d2e264771Herder-1854	Infant	Infantin
1651	d2e264864Herder-1854	Inferior	Inferiorität
1653	d2e265991Herder-1854	Initia	Initiation
1654	d2e266044Herder-1854	Injuria	Injuriant
1655	d2e266138Herder-1854	Inn	Innsbruck
1656	d2e266680Herder-1854	Inschrift	Inschriftenkunde
1657	d2e266781Herder-1854	Inseln	Koralleninseln
1658	d2e267470Herder-1854	Insult	Insultation
1661	d2e269350Herder-1854	Iod	Iodine
1662	d2e269720Herder-1854	Irene [1]	Eirene
1663	d2e271568Herder-1854	Iwan	Iwanowna
1664	d2e271865Herder-1854	Jacquard	Jacquardmaschine
1665	d2e272206Herder-1854	Jahr	Jahren
1666	d2e272341Herder-1854	Jakobiner [2]	Jakobinerclub
1668	d2e272767Herder-1854	Japan	altjapanische
1670	d2e272904Herder-1854	Jasmin [1]	Jasminum
1671	d2e273069Herder-1854	Jaxt	Jaxthausen
1672	d2e273069Herder-1854	Jaxt	Jaxtkreis
1673	d2e273069Herder-1854	Jaxt	Jaxtfeld
1674	d2e275475Herder-1854	Juden	Judenviertel
1675	d2e275906Herder-1854	Jugular	Jugularvenen
1677	d2e276877Herder-1854	Justiren	adjustiren
1680	d2e277135Herder-1854	Kabel	Kabeltaus
1681	d2e277253Herder-1854	Käfer	Borkenkäfer
1682	d2e277253Herder-1854	Käfer	Speckkäfer
1683	d2e277253Herder-1854	Käfer	Pelzkäfer
1684	d2e278144Herder-1854	Kali	Alkali
1685	d2e278144Herder-1854	Kali	Kaliumoxyd
1686	d2e278144Herder-1854	Kali	Chlorkalium
1687	d2e278202Herder-1854	Kalk	Kalkerde
1688	d2e279939Herder-1854	Karavanen	Pilgerkaravanen
1689	d2e279959Herder-1854	Karde	Weberkarde
1690	d2e280699Herder-1854	Karmel	Karmeliterkloster
1691	d2e281041Herder-1854	Karten	Spielkarten
1692	d2e281163Herder-1854	Kasan	Kasanka
1693	d2e281415Herder-1854	Kastanie	Roßkastanienbaum
1694	d2e282294Herder-1854	Katze	Wildkatze
1695	d2e282294Herder-1854	Katze	Hauskatze
1696	d2e282373Herder-1854	Kauf	gekauft
1697	d2e282373Herder-1854	Kauf	zurückverkauft
1698	d2e282373Herder-1854	Kauf	verkauften
1699	d2e282373Herder-1854	Kauf	Verkauf
1700	d2e282373Herder-1854	Kauf	Wiederverkauf
1701	d2e282373Herder-1854	Kauf	Vorkaufsrecht
1702	d2e282373Herder-1854	Kauf	verkauft
1703	d2e282549Herder-1854	Kaukasien	Eiskaukasien
1704	d2e282697Herder-1854	Kaustik	Katakaustika
1705	d2e282697Herder-1854	Kaustik	Diakaustika
1706	d2e283739Herder-1854	Kernbeißer	Kirschkernbeißer
1708	d2e284185Herder-1854	Khalif	Khalifen
1709	d2e284213Herder-1854	Khan	Khanat
1710	d2e284409Herder-1854	Kicher	Kichererbse
1711	d2e284810Herder-1854	Kilo	Kilosz
1712	d2e284857Herder-1854	Kilt	Kiltgang
1713	d2e284920Herder-1854	Kinäd	Kinädie
1714	d2e285214Herder-1854	Kinnbacken	Kinnbackenkrampf
1715	d2e285231Herder-1854	Kino	Kinogummi
1716	d2e286855Herder-1854	Kleesalz	Sauerkleesalz
1717	d2e287514Herder-1854	Kloster	Klostertaufnamen
1718	d2e287914Herder-1854	Knappe	Bergknappe
1719	d2e287914Herder-1854	Knappe	Schildknappe
1720	d2e288035Herder-1854	Knie	Kniescheibe
1721	d2e289506Herder-1854	Kohl [1]	Bodenkohlrübe
1722	d2e290111Herder-1854	Komisch	tragikomisch
1723	d2e290554Herder-1854	Kop	Koppe
1724	d2e290896Herder-1854	Koran	Alkoran
1725	d2e291001Herder-1854	Korinth	Akrokorinth
1726	d2e291570Herder-1854	Kosten	Proceßkosten
1727	d2e291666Herder-1854	Kotyledonen	Dikotyledonen
1728	d2e291666Herder-1854	Kotyledonen	Akotyledonen
1729	d2e291666Herder-1854	Kotyledonen	Monokotyledonen
1730	d2e291757Herder-1854	Krähe	Krähenaugen
1732	d2e292501Herder-1854	Kreis	Kreisfläche
1733	d2e293139Herder-1854	Krieg	Vernichtungskriege
1734	d2e294156Herder-1854	Krystall	Krystallisation
1735	d2e295459Herder-1854	Kutaïs	Kutaïssi
1752	d2e296158Herder-1854	Labrador [2]	Labradorküste
1753	d2e296483Herder-1854	Lachter	Berglachter
1754	d2e296528Herder-1854	Lack [2]	Gummilackschildlaus
1755	d2e296947Herder-1854	Ladung	Vorladung
1756	d2e297225Herder-1854	Läuterung	Erläuterung
1757	d2e297392Herder-1854	Lager	belagernden
1758	d2e297581Herder-1854	Lahn [1]	Niederlahnstein
1759	d2e300510Herder-1854	Lasting	Everlasting
1760	d2e301168Herder-1854	Lauch	Knoblauch
1761	d2e301168Herder-1854	Lauch	Schlangenknoblauch
1762	d2e301168Herder-1854	Lauch	Eschlauch
1763	d2e301757Herder-1854	Laut	Mitlauter
1764	d2e301757Herder-1854	Laut	Selbstlauter
1765	d2e301798Herder-1854	Lauter	Lauterburg
1766	d2e301798Herder-1854	Lauter	Lauteraha
1767	d2e302652Herder-1854	Lech [3]	Lechiten
1768	d2e302776Herder-1854	Lection	Lectionarium
1769	d2e302920Herder-1854	Lee [1]	Leeseite
1770	d2e303352Herder-1854	Legitim	Legitimität
1771	d2e303352Herder-1854	Legitim	Legitimisten
1772	d2e303495Herder-1854	Lehen	Lehenrecht
1773	d2e303653Herder-1854	Lehnin	Lehnininse
1774	d2e303961Herder-1854	Leiden	Leidenland
1775	d2e304206Herder-1854	Leiste	Leistengegend
1776	d2e304585Herder-1854	Lemur [1]	Lemuria
1777	d2e304585Herder-1854	Lemur [1]	Lemures
1778	d2e304630Herder-1854	Lenau	Strehlenau
1779	d2e304945Herder-1854	Leo [1]	Napoleon
1780	d2e305209Herder-1854	Leopard	Leopardus
1782	d2e306946Herder-1854	Liber	Liberalia
1783	d2e307837Herder-1854	Lier	Lierre
1784	d2e308143Herder-1854	Likka	Likkanerregiment
1785	d2e308430Herder-1854	Limosin	Limosinen
1786	d2e309043Herder-1854	Linse [2]	Linsenglas
1788	d2e309695Herder-1854	Litera	Literatur
1789	d2e309695Herder-1854	Litera	Literalmethode
1790	d2e309695Herder-1854	Litera	Literalismus
1791	d2e309765Herder-1854	Literatur	Literaturgeschichte
1792	d2e310287Herder-1854	Lixivia	Lixiviation
1795	d2e314665Herder-1854	Luna	Lunambulist
1797	d2e314665Herder-1854	Luna	Lunambulismus
1798	d2e314728Herder-1854	Lunge	Abtheilungen
1812	d2e317025Herder-1854	März	vormärzlich
1813	d2e317025Herder-1854	März	nachmärzlich
1816	d2e317682Herder-1854	Magnet	Magnetismus
1818	d2e318751Herder-1854	Majorenn	Majorennität
1819	d2e319918Herder-1854	Man	Manken
1820	d2e320230Herder-1854	Mandschu	Mandschurei
1821	d2e320941Herder-1854	Mansfeld	Thalmansfeld
1822	d2e320941Herder-1854	Mansfeld	Mansfeldergebirg
1823	d2e320941Herder-1854	Mansfeld	Mansfeldersee
1825	d2e322131Herder-1854	Maria [1]	Antidikomarianiten
1826	d2e322698Herder-1854	Mark [1]	Gemarkung
1827	d2e322698Herder-1854	Mark [1]	Markgenossen
1829	d2e322722Herder-1854	Mark [3]	Münzmark
1830	d2e323159Herder-1854	Marode	Marodeurs
1831	d2e323338Herder-1854	Marquis	Marquisat
1832	d2e324337Herder-1854	Maß [2]	Flüssigkeitsmaß
1833	d2e324337Herder-1854	Maß [2]	Getreidemaß
1834	d2e324337Herder-1854	Maß [2]	Hohlmaß
1835	d2e324970Herder-1854	Materie	Materielle
1836	d2e324970Herder-1854	Materie	Materiell
1837	d2e325400Herder-1854	Mauer	Gußmauerwerk
1838	d2e325400Herder-1854	Mauer	Mauerwerk
1839	d2e325842Herder-1854	Mauser	Mauserung
1843	d2e327683Herder-1854	Mehl	Stärkemehl
1844	d2e327860Herder-1854	Meile	Seemeilen
1845	d2e329638Herder-1854	Mensa	Mensalgüter
1846	d2e329651Herder-1854	Mensch	Menschen
1847	d2e329898Herder-1854	Menuet	Menuetto
1848	d2e330386Herder-1854	Merino [1]	Merinowolle
1849	d2e330895Herder-1854	Messe	Votivmessen
1850	d2e331002Herder-1854	Messen	Handelsmessen
1851	d2e333052Herder-1854	Middleton	Middletonianae
1852	d2e333266Herder-1854	Miethe	vermiethen
1854	d2e333638Herder-1854	Milch	Milchzucker
1855	d2e333830Herder-1854	Milet	Miletos
1856	d2e334495Herder-1854	Mimosa	Mimosaceae
1857	d2e335144Herder-1854	Minor	Minorität
1858	d2e335276Herder-1854	Minus	Minusgröße
1859	d2e335897Herder-1854	Mission	Missionären
1861	d2e336268Herder-1854	Mithridat	Mithridates
1862	d2e336399Herder-1854	Mittag	Mittagszeit
1863	d2e336399Herder-1854	Mittag	Mittagsfläche
1865	d2e337661Herder-1854	Mogul	Großmogul
1866	d2e338978Herder-1854	Monat	Knotenmonat
1867	d2e339062Herder-1854	Mond	Vollmond
1868	d2e339062Herder-1854	Mond	Neumond
1869	d2e339062Herder-1854	Mond	Vollmondes
1870	d2e341508Herder-1854	Moraviden	Almoraviden
1871	d2e342746Herder-1854	Mosel	Mosella
1872	d2e345897Herder-1854	Musik	Instrumentalmusik
1874	d2e346856Herder-1854	Mystik	Mystiker
1888	d2e347068Herder-1854	Nab	Haidenab
1889	d2e347286Herder-1854	Nacht	Nachtgleiche
1890	d2e348250Herder-1854	Nama	Kleinnamaguas
1891	d2e348250Herder-1854	Nama	Namagua
1892	d2e348263Herder-1854	Name	Beinamen
1893	d2e348263Herder-1854	Name	Beiname
1894	d2e348854Herder-1854	Narr	Narrenschiff
1895	d2e348854Herder-1854	Narr	Hofnarren
1896	d2e348854Herder-1854	Narr	Narrheit
1897	d2e349192Herder-1854	Natal	Natalia
1898	d2e349484Herder-1854	Natolien	Anatolien
1899	d2e349670Herder-1854	Naturalismus	Supranaturalismus
1900	d2e351765Herder-1854	Nertschinsk	Nertschinskol-Sawod
1901	d2e351791Herder-1854	Nerven	Nervensystem
1902	d2e352870Herder-1854	Neukirch [1]	Neukirchen
1903	d2e354159Herder-1854	Nicot	Nicotiana
1905	d2e358100Herder-1854	Noxa	Noxalklagen
1914	d2e359517Herder-1854	Oboë	Hoboë
1915	d2e359805Herder-1854	Obst	Winterobst
1916	d2e359996Herder-1854	Obtus	Obtusion
1919	d2e361567Herder-1854	Oesterreich [1]	Oesterreichische
1920	d2e361567Herder-1854	Oesterreich [1]	Oesterreichischer
1921	d2e361721Herder-1854	Oetz	Oetzthaler
1922	d2e361755Herder-1854	Ofen [1]	Altofen
1923	d2e362017Herder-1854	Offizier	Unteroffiziere
1924	d2e362472Herder-1854	Oken	Okenfuß
1926	d2e363104Herder-1854	Olymp	Olympos
1927	d2e363965Herder-1854	Oper	Operette
1928	d2e364140Herder-1854	Opfer	Opfernden
1929	d2e364140Herder-1854	Opfer	geopfert
1930	d2e364140Herder-1854	Opfer	Meßopfer
1931	d2e364804Herder-1854	Ora	labora
1933	d2e365279Herder-1854	Orden [1]	Pegnitzorden
1934	d2e365279Herder-1854	Orden [1]	Avisorden
1935	d2e365279Herder-1854	Orden [1]	Johanniterorden
1936	d2e365356Herder-1854	Ordinarius	extraordinarius
1937	d2e365454Herder-1854	Ordonnanz	Ordonnanzcompagnien
1938	d2e365454Herder-1854	Ordonnanz	Ordonnanzen
1939	d2e365454Herder-1854	Ordonnanz	Ordonnanzoffiziere
1940	d2e365648Herder-1854	Organ	Unorganischen
1941	d2e365740Herder-1854	Orgel	Wasserorgel
1942	d2e365903Herder-1854	Original	Originalausgabe
1943	d2e365903Herder-1854	Original	Originalität
1944	d2e366862Herder-1854	Osculation	Osculationskreis
1945	d2e367224Herder-1854	Ost	Osten
1946	d2e368041Herder-1854	Otter	Kreuzotter
1953	d2e368924Herder-1854	Pacht	verpachten
1954	d2e368924Herder-1854	Pacht	Verpachtung
1958	d2e371091Herder-1854	Panis	Panisbrief
1959	d2e371588Herder-1854	Papagai	Rüsselpapagai
1960	d2e371588Herder-1854	Papagai	Erdpapagaien
1961	d2e371601Herder-1854	Papaver	Papaverin
1962	d2e371695Herder-1854	Paphos	Altpaphos
1963	d2e371695Herder-1854	Paphos	Neupaphos
1964	d2e371721Herder-1854	Papier	Löschpapier
1965	d2e371721Herder-1854	Papier	Lumpenpapier
1966	d2e371945Herder-1854	Papst	Papstthum
1967	d2e373294Herder-1854	Paris [2]	Parisier
1968	d2e373294Herder-1854	Paris [2]	Parisiorum
1969	d2e374019Herder-1854	Parthenope	Parthenopeische
1970	d2e374294Herder-1854	Pascha	Paschaliks
1972	d2e375103Herder-1854	Pater	Paternitätssystem
1973	d2e375103Herder-1854	Pater	Paternität
1975	d2e375692Herder-1854	Paul [1]	Pauliner
1976	d2e376021Herder-1854	Pauper	Paupertät
1977	d2e376560Herder-1854	Pectin	Pectinsäure
1978	d2e376915Herder-1854	Peer	Peerage
1979	d2e376915Herder-1854	Peer	Peereß
1980	d2e377186Herder-1854	Pelagianer	Semipelagianer
1981	d2e377265Herder-1854	Pelasger	Altpelasger
1982	d2e377469Herder-1854	Peloponnes	Peloponnesos
1983	d2e377676Herder-1854	Pendel	Secundenpendel
1984	d2e377813Herder-1854	Peninsula	Peninsularkrieg
1985	d2e378221Herder-1854	Pepo	Peponiferae
1986	d2e378269Herder-1854	Per	aspera
1987	d2e378764Herder-1854	Perfid	Perfidie
1988	d2e379413Herder-1854	Peristaltisch	antiperistaltisch
1989	d2e380286Herder-1854	Person	Personen
1990	d2e380315Herder-1854	Persona	Personalarrest
1991	d2e380315Herder-1854	Persona	Personalität
1992	d2e380315Herder-1854	Persona	Personalien
1994	d2e380632Herder-1854	Perücke	Allongeperücke
1995	d2e380906Herder-1854	Pest	Pestilenzjahre
1996	d2e381430Herder-1854	Petrefacten	Petrefactenkunde
1997	d2e382541Herder-1854	Pflanze	verpflanzen
1998	d2e382833Herder-1854	Pforta	Schulpforta
1999	d2e382878Herder-1854	Pforzheim	Pforzheimern
2000	d2e383763Herder-1854	Philipp [1]	Philippos
2001	d2e384026Herder-1854	Philo	Philone
2002	d2e384026Herder-1854	Philo	Philosoph
2003	d2e386140Herder-1854	Pignate	Pignatella
