	EntryID	Headword	Results
156	d3e99288Brockhaus-1809	Charles Rollin	Neuere Geschichte
157	d3e102539Brockhaus-1809	Sachsen	Churhauses Sachsen
158	d3e104601Brockhaus-1809	Giuseppe Sarti	Todi
159	d3e104601Brockhaus-1809	Giuseppe Sarti	Marchesini
160	d3e104601Brockhaus-1809	Giuseppe Sarti	Potemkin
161	d3e105724Brockhaus-1809	Das Schauspiel	erste
162	d3e105724Brockhaus-1809	Das Schauspiel	Deutscher Sprache
163	d3e105724Brockhaus-1809	Das Schauspiel	Eisenach
164	d3e105724Brockhaus-1809	Das Schauspiel	Frledrichs von Meißen
165	d3e105724Brockhaus-1809	Das Schauspiel	die zehn Jungfrauen
166	d3e105724Brockhaus-1809	Das Schauspiel	Theodoricus Schereberck
167	d3e105724Brockhaus-1809	Das Schauspiel	Mancherlei kurzweilige Fastnachtsspiele, gesammelt von kurzweiligen Schimpfspielen mancherlei Art
168	d3e105724Brockhaus-1809	Das Schauspiel	 darinnen die Wahrheit mit guten Schwanken verdeckt und eingewickelt ist
169	d3e105724Brockhaus-1809	Das Schauspiel	Martin Hayneccius
170	d3e105724Brockhaus-1809	Das Schauspiel	Jacob Ayrer
171	d3e108062Brockhaus-1809	Schottland	Großbritannien
172	d3e108062Brockhaus-1809	Schottland	König von Großbritannien
173	d3e108062Brockhaus-1809	Schottland	Jacobs
174	d3e108062Brockhaus-1809	Schottland	Großbritannien
175	d3e108062Brockhaus-1809	Schottland	König von Großbritannien
176	d3e108700Brockhaus-1809	Christian Daniel Friedrich Schubart	Deutsche Chronik
177	d3e109123Brockhaus-1809	Schweden	Upsala
178	d3e109123Brockhaus-1809	Schweden	hohen Adel
179	d3e109123Brockhaus-1809	Schweden	niedere
180	d3e109966Brockhaus-1809	Die Schweiz	Landammanns der Schweiz
181	d3e111495Brockhaus-1809	Sclavonien	Syrmien
182	d3e112663Brockhaus-1809	Semperfreie	Schilters
183	d3e112663Brockhaus-1809	Semperfreie	Sendbarfrei
184	d3e112663Brockhaus-1809	Semperfreie	Carls des Großen
185	d3e112663Brockhaus-1809	Semperfreie	von Limpurg
186	d3e112663Brockhaus-1809	Semperfreie	von Schafgotsch
187	d3e113475Brockhaus-1809	Joseph Servan	der Soldat ein Bürger
188	d3e113494Brockhaus-1809	Servien	Stephan Duscianus
189	d3e113675Brockhaus-1809	Das Sextett	Instrumental-Sextetten
190	d3e113675Brockhaus-1809	Das Sextett	Serenaten
191	d3e114231Brockhaus-1809	Sicard	Der Degen-Abt, Stifter der Tauben und Stummen
192	d3e117343Brockhaus-1809	Der Prinz von Soubise	Soubise
193	d3e117343Brockhaus-1809	Der Prinz von Soubise	Soubisiade
194	d3e118528Brockhaus-1809	Stanislaus Leszynski	Stanislaus
195	d3e118528Brockhaus-1809	Stanislaus Leszynski	August
196	d3e120393Brockhaus-1809	Lorenz Sterne	Yoricks Predigten
197	d3e120393Brockhaus-1809	Lorenz Sterne	Sterne
198	d3e120393Brockhaus-1809	Lorenz Sterne	Yoricks Reden an Esel
199	d3e120788Brockhaus-1809	Stifte	Dom-Scholasticus
200	d3e120788Brockhaus-1809	Stifte	Dom-Cantor
201	d3e120788Brockhaus-1809	Stifte	Domicellar
202	d3e123679Brockhaus-1809	Der Sultan	Großsultane
203	d3e123679Brockhaus-1809	Der Sultan	 Großherren
204	d3e123679Brockhaus-1809	Der Sultan	Lüdekens
205	d3e124679Brockhaus-1809	Spanien [2]	der heiligen Inquisition
206	d3e124679Brockhaus-1809	Spanien [2]	katholischen
207	d3e124679Brockhaus-1809	Spanien [2]	Neapel
208	d3e124679Brockhaus-1809	Spanien [2]	Sicilien
209	d3e124679Brockhaus-1809	Spanien [2]	beider Sicilien
210	d3e124679Brockhaus-1809	Spanien [2]	Excellenz
211	d3e126658Brockhaus-1809	Tarent (Taranto)	Tarent
212	d3e126658Brockhaus-1809	Tarent (Taranto)	Fürstenthums
213	d3e126823Brockhaus-1809	Die Tartarn	Temukin
214	d3e126823Brockhaus-1809	Die Tartarn	Chingis-Khan
215	d3e126823Brockhaus-1809	Die Tartarn	großen Tartarei
216	d3e126823Brockhaus-1809	Die Tartarn	Tartar-Khans
217	d3e127254Brockhaus-1809	Die Taubstummen-Institute	die Stummen
218	d3e127254Brockhaus-1809	Die Taubstummen-Institute	Taubstummen
219	d3e131736Brockhaus-1809	Tiberius	Vater des Vaterlandes
220	d3e132303Brockhaus-1809	Der Titul	Titel
221	d3e132340Brockhaus-1809	Titulomanie	Titel
222	d3e132340Brockhaus-1809	Titulomanie	Ein
223	d3e132595Brockhaus-1809	Emerich Graf von Tököly (Teckeli)	Tököly
224	d3e132595Brockhaus-1809	Emerich Graf von Tököly (Teckeli)	Heußler
225	d3e132595Brockhaus-1809	Emerich Graf von Tököly (Teckeli)	Fürsten von Widdin
226	d3e132595Brockhaus-1809	Emerich Graf von Tököly (Teckeli)	Tököly
227	d3e133847Brockhaus-1809	Trapezunt (Trebisonde)	Kaiser
228	d3e136702Brockhaus-1809	Die Universitäten	Titel eines Meisters (Doctorʼs)
229	d3e136834Brockhaus-1809	Upsala	Primas
230	d3e138916Brockhaus-1809	Der Vezier	Veziers
231	d3e139412Brockhaus-1809	Die Vignette	Winniette
232	d3e140137Brockhaus-1809	Die Völkerwanderung	erste
233	d3e140137Brockhaus-1809	Die Völkerwanderung	der allerchristliche und erstgeborne Sohn der Kirche
234	d3e141399Brockhaus-1809	Die Wallachei	Woiwoden
235	d3e141399Brockhaus-1809	Die Wallachei	Hospodaren
236	d3e141775Brockhaus-1809	Horace Walpole Graf von Orford	Schlegel
237	d3e141775Brockhaus-1809	Horace Walpole Graf von Orford	Walpole
238	d3e141800Brockhaus-1809	Robert Walpole Graf von Orford	Grafen von Orford
239	d3e142289Brockhaus-1809	Wilhelm Ludwig Weckhrlin	Baldingen
240	d3e142289Brockhaus-1809	Wilhelm Ludwig Weckhrlin	Paragraphen
241	d3e143845Brockhaus-1809	Peter Winter	Die Brüder als Nebenbuhler
242	d3e143990Brockhaus-1809	Wittekind	Wittekind
243	d3e143990Brockhaus-1809	Wittekind	Herzogs von Sachsen
244	d3e145259Brockhaus-1809	York	Lord
245	d3e145287Brockhaus-1809	Eduard Young	drei Gesänge auf den letzten Tag, die Macht der Religion, die Ergebung
246	d3e145287Brockhaus-1809	Eduard Young	die Ruhmbegierde
247	d3e145338Brockhaus-1809	Der Zaar oder Czaar	Großfürsten
248	d3e145338Brockhaus-1809	Der Zaar oder Czaar	Iwan Wasiliewitsch
249	d3e145338Brockhaus-1809	Der Zaar oder Czaar	Zaar
250	d3e145338Brockhaus-1809	Der Zaar oder Czaar	Kaisers
251	d3e145338Brockhaus-1809	Der Zaar oder Czaar	 aller Reussen
252	d3e145338Brockhaus-1809	Der Zaar oder Czaar	älteste
253	d3e145338Brockhaus-1809	Der Zaar oder Czaar	Alexander Paulowitsch
